sector,C,fold,accuracy,f1_macro,n_samples
Utilities,0.01,1,0.3738140417457306,0.18139963167587478,1054
Utilities,0.01,2,0.3548387096774194,0.2541693697759475,1054
Utilities,0.01,3,0.38425047438330173,0.1850582590815627,1054
Utilities,0.01,4,0.39753320683111953,0.303871372122047,1054
Utilities,0.01,5,0.36907020872865276,0.2724904579409202,1054
Utilities,0.03162277660168379,1,0.31973434535104367,0.29156767998630984,1054
Utilities,0.03162277660168379,2,0.3889943074003795,0.2559101577949072,1054
Utilities,0.03162277660168379,3,0.38614800759013285,0.20309160519280492,1054
Utilities,0.03162277660168379,4,0.3946869070208729,0.35513608274838865,1054
Utilities,0.03162277660168379,5,0.3795066413662239,0.291789778953958,1054
Utilities,0.1,1,0.34819734345351044,0.34205838585270576,1054
Utilities,0.1,2,0.38614800759013285,0.25538366305598786,1054
Utilities,0.1,3,0.3719165085388994,0.20843101502127293,1054
Utilities,0.1,4,0.4155597722960152,0.39756327664792074,1054
Utilities,0.1,5,0.3776091081593928,0.28349463266582137,1054
Utilities,0.31622776601683794,1,0.349146110056926,0.34154911990989395,1054
Utilities,0.31622776601683794,2,0.38425047438330173,0.26142092467254874,1054
Utilities,0.31622776601683794,3,0.36622390891840606,0.21373321798488706,1054
Utilities,0.31622776601683794,4,0.3984819734345351,0.3726351904591803,1054
Utilities,0.31622776601683794,5,0.3776091081593928,0.2953280693702562,1054
Utilities,1.0,1,0.34819734345351044,0.3425876823116248,1054
Utilities,1.0,2,0.3776091081593928,0.2579629520861919,1054
Utilities,1.0,3,0.35958254269449713,0.22489513623700283,1054
Utilities,1.0,4,0.3766603415559772,0.3474924697622017,1054
Utilities,1.0,5,0.3719165085388994,0.29160187128840076,1054
Utilities,3.1622776601683795,1,0.34535104364326374,0.3408191868987294,1054
Utilities,3.1622776601683795,2,0.3700189753320683,0.27008726119975857,1054
Utilities,3.1622776601683795,3,0.35294117647058826,0.22075902790264182,1054
Utilities,3.1622776601683795,4,0.3709677419354839,0.3433332068898997,1054
Utilities,3.1622776601683795,5,0.3709677419354839,0.2910359403319775,1054
Utilities,10.0,1,0.34819734345351044,0.34383205046654636,1054
Utilities,10.0,2,0.34629981024667933,0.2816044177710644,1054
Utilities,10.0,3,0.3519924098671727,0.22497532721311478,1054
Utilities,10.0,4,0.3709677419354839,0.34398546298417526,1054
Utilities,10.0,5,0.372865275142315,0.2943144042694926,1054
Utilities,31.622776601683793,1,0.349146110056926,0.3449002466957085,1054
Utilities,31.622776601683793,2,0.33206831119544594,0.28549974096153424,1054
Utilities,31.622776601683793,3,0.3510436432637571,0.22381511146872127,1054
Utilities,31.622776601683793,4,0.36907020872865276,0.34259504882414465,1054
Utilities,31.622776601683793,5,0.372865275142315,0.295387446008564,1054
