percentile,threshold,share_down,share_same,share_up,imbalance_score
34.0,0.0053272347705258,0.30018791105543374,0.33996241778891323,0.359849671155653,0.0018456799502068726
33.0,0.005177453807042881,0.3036329470717194,0.3300970873786408,0.36626996554963986,0.001977407973720571
35.0,0.005526031539215575,0.29549013466958973,0.34998434074538054,0.3545255245850297,0.0021584727029880938
32.0,0.0049455216907744,0.3075477607265894,0.3200751644221735,0.37237707485123706,0.002365088549251387
36.0,0.00569363142699976,0.2918885061071093,0.3600062637018478,0.3481052301910429,0.0026473278550299905
31.0,0.004755993011967735,0.31318509238960224,0.31005324146570623,0.37676166614469153,0.0028339343812658906
37.0,0.005898799521756549,0.2875039148136549,0.37002818665831505,0.34246789852803006,0.003530288143689932
30.0,0.00461267501446075,0.31882242405261507,0.300031318509239,0.38114625743814595,0.003605666390950007
29.0,0.004456899659103905,0.3238333855308487,0.29000939555277166,0.3861572189163796,0.004757575481154675
38.0,0.0060721586282152,0.28170999060444724,0.38005010961478236,0.33823989978077046,0.0048715010949381115
28.0,0.004262757425052081,0.32947071719386156,0.2799874725963044,0.39054181020983403,0.006133510487744506
39.0,0.006243777024130321,0.2781083620419668,0.3900720325712496,0.33181960538678357,0.006271368817639143
27.0,0.00411700210752164,0.3333855308487316,0.26996554963983715,0.3966489195114313,0.00802434218788248
40.0,0.0064251087680835,0.27200125274036957,0.40009395552771687,0.32790479173191356,0.008248073849561364
26.0,0.0039491058967445,0.33698715941121204,0.26010021922956467,0.4029126213592233,0.010217716768532741
41.0,0.006623889289559315,0.26792984653930474,0.40995928593798936,0.3221108675227059,0.010275096436258364
25.0,0.0037954099446565,0.3423113059818353,0.2500782962730974,0.40761039774506735,0.012529087486403391
42.0,0.00678562719172539,0.2630754776072659,0.4199812088944566,0.3169433134982775,0.012712653380674335
24.0,0.0036056898453475394,0.3459129345443157,0.24005637331663013,0.4140306921390542,0.015370901354804251
43.0,0.006928914173069356,0.2571249608518634,0.43000313185092387,0.31287190729721265,0.015571435937137647
23.0,0.00345476395027239,0.3501409332915753,0.23003445036016285,0.41982461634826185,0.018433896677429527
44.0,0.00714339864791414,0.25180081428124024,0.4400250548073912,0.30817413091136864,0.018663660560587252
22.0,0.00327241121567435,0.35624804259317255,0.2200125274036956,0.42373943000313186,0.021539951272074538
45.0,0.0073688959457977755,0.2474162229877858,0.45004697776385844,0.3025367992483558,0.02195225115803122
21.0,0.0030984794276208948,0.3617287817099906,0.2099906044472283,0.4282806138427811,0.025034716333722375
20.0,0.0029491351361099,0.36689633573441904,0.20012527403695585,0.4329783902286251,0.02879999955534844
19.0,0.0028034969910524753,0.3714375195740683,0.19010335108048856,0.4384591293454432,0.03301818981239857
18.0,0.00263636463473873,0.3766050735984967,0.1800814281240213,0.443313498277482,0.03745422663700187
17.0,0.002466192927707325,0.3813028499843407,0.17005950516755403,0.44863764484810525,0.042254501745535265
16.0,0.0023072235051023403,0.3861572189163796,0.16003758221108674,0.4538051988725337,0.04733525063160956
15.0,0.0021479253649887746,0.3916379580331976,0.1500156592546195,0.4583463827121829,0.05263306140602027
14.0,0.00199985793590258,0.3966489195114313,0.1399937362981522,0.4633573441904165,0.05829530663416525
13.0,0.0018566926045544302,0.4005637331663013,0.13012840588787974,0.469307860945819,0.06430124135925142
12.0,0.00174622576239962,0.4065142499217037,0.12010648293141246,0.47337926714688383,0.07043399986274654
11.0,0.001576725337824445,0.41042906357657377,0.11008455997494519,0.4794863764484811,0.07714447843958169
10.0,0.0014144772862636,0.4163795803319762,0.10006263701847792,0.4835577826495459,0.08387928207213642
