sector,C,fold,accuracy,f1_macro,n_samples
Healthcare,0.01,1,0.3235294117647059,0.2956573452494305,2040
Healthcare,0.01,2,0.32598039215686275,0.2295943063263756,2040
Healthcare,0.01,3,0.39215686274509803,0.2524041718613577,2040
Healthcare,0.01,4,0.2754901960784314,0.24169403608300358,2040
Healthcare,0.01,5,0.34411764705882353,0.22959371787208638,2040
Healthcare,0.03162277660168379,1,0.32450980392156864,0.299616881702869,2040
Healthcare,0.03162277660168379,2,0.32794117647058824,0.24053090693218082,2040
Healthcare,0.03162277660168379,3,0.3715686274509804,0.23647261508196693,2040
Healthcare,0.03162277660168379,4,0.2980392156862745,0.2793723518730726,2040
Healthcare,0.03162277660168379,5,0.3514705882352941,0.25732867766340195,2040
Healthcare,0.1,1,0.328921568627451,0.3133760907790792,2040
Healthcare,0.1,2,0.325,0.2427988128990998,2040
Healthcare,0.1,3,0.3637254901960784,0.25248934712490395,2040
Healthcare,0.1,4,0.31666666666666665,0.308067433110611,2040
Healthcare,0.1,5,0.36470588235294116,0.2818169930354146,2040
Healthcare,0.31622776601683794,1,0.3446078431372549,0.3279987264525612,2040
Healthcare,0.31622776601683794,2,0.325,0.25867707869968387,2040
Healthcare,0.31622776601683794,3,0.3642156862745098,0.27535846560756166,2040
Healthcare,0.31622776601683794,4,0.3382352941176471,0.33722800986730306,2040
Healthcare,0.31622776601683794,5,0.37549019607843137,0.3188871982475112,2040
Healthcare,1.0,1,0.3426470588235294,0.32904964123340297,2040
Healthcare,1.0,2,0.33137254901960783,0.2681387062985707,2040
Healthcare,1.0,3,0.36519607843137253,0.2870406181354919,2040
Healthcare,1.0,4,0.35294117647058826,0.35302932727410274,2040
Healthcare,1.0,5,0.37254901960784315,0.32948743946744075,2040
Healthcare,3.1622776601683795,1,0.33725490196078434,0.3247725759082855,2040
Healthcare,3.1622776601683795,2,0.33431372549019606,0.2748547226018845,2040
Healthcare,3.1622776601683795,3,0.3656862745098039,0.28798337097047644,2040
Healthcare,3.1622776601683795,4,0.35441176470588237,0.35470678827403407,2040
Healthcare,3.1622776601683795,5,0.3735294117647059,0.33438033843764375,2040
Healthcare,10.0,1,0.3382352941176471,0.32684616941779127,2040
Healthcare,10.0,2,0.3352941176470588,0.2771369012196972,2040
Healthcare,10.0,3,0.36519607843137253,0.28829529779603275,2040
Healthcare,10.0,4,0.3568627450980392,0.35719075265952976,2040
Healthcare,10.0,5,0.3730392156862745,0.33593005368210166,2040
Healthcare,31.622776601683793,1,0.3377450980392157,0.326347230740846,2040
Healthcare,31.622776601683793,2,0.33725490196078434,0.28074947391459365,2040
Healthcare,31.622776601683793,3,0.36519607843137253,0.2884959585348052,2040
Healthcare,31.622776601683793,4,0.3588235294117647,0.3591295540168588,2040
Healthcare,31.622776601683793,5,0.37254901960784315,0.3359579098209374,2040
