sector,C,fold,accuracy,f1_macro,n_samples
Communication Services,0.01,1,0.35764705882352943,0.1756210283073368,850
Communication Services,0.01,2,0.35764705882352943,0.1756210283073368,850
Communication Services,0.01,3,0.41294117647058826,0.2156298916678734,850
Communication Services,0.01,4,0.3635294117647059,0.19620712537845797,850
Communication Services,0.01,5,0.3517647058823529,0.25690526363492167,850
Communication Services,0.03162277660168379,1,0.36941176470588233,0.3408920861155291,850
Communication Services,0.03162277660168379,2,0.3458823529411765,0.25158000729556584,850
Communication Services,0.03162277660168379,3,0.4164705882352941,0.19601328903654483,850
Communication Services,0.03162277660168379,4,0.34941176470588237,0.2868327288334196,850
Communication Services,0.03162277660168379,5,0.3870588235294118,0.32064650866468924,850
Communication Services,0.1,1,0.3447058823529412,0.3406109613656783,850
Communication Services,0.1,2,0.3458823529411765,0.2529478023948594,850
Communication Services,0.1,3,0.3941176470588235,0.2045099015023463,850
Communication Services,0.1,4,0.37058823529411766,0.3484339875659031,850
Communication Services,0.1,5,0.3835294117647059,0.3321138342241042,850
Communication Services,0.31622776601683794,1,0.34941176470588237,0.3478356380274095,850
Communication Services,0.31622776601683794,2,0.35058823529411764,0.26767125967916666,850
Communication Services,0.31622776601683794,3,0.39176470588235296,0.2249699963194883,850
Communication Services,0.31622776601683794,4,0.33647058823529413,0.29865319865319867,850
Communication Services,0.31622776601683794,5,0.37529411764705883,0.3341118876301583,850
Communication Services,1.0,1,0.36,0.3588348392655611,850
Communication Services,1.0,2,0.3564705882352941,0.2812226317253173,850
Communication Services,1.0,3,0.39294117647058824,0.23462601525334756,850
Communication Services,1.0,4,0.3341176470588235,0.28899966331257587,850
Communication Services,1.0,5,0.36470588235294116,0.33102859782208754,850
Communication Services,3.1622776601683795,1,0.3623529411764706,0.36207368210859686,850
Communication Services,3.1622776601683795,2,0.35764705882352943,0.29225106836969356,850
Communication Services,3.1622776601683795,3,0.3905882352941176,0.23772406477763441,850
Communication Services,3.1622776601683795,4,0.3423529411764706,0.297940110772582,850
Communication Services,3.1622776601683795,5,0.3635294117647059,0.3315296844734434,850
Communication Services,10.0,1,0.36470588235294116,0.364768673395187,850
Communication Services,10.0,2,0.35411764705882354,0.28825267954289036,850
Communication Services,10.0,3,0.38588235294117645,0.22823935404130666,850
Communication Services,10.0,4,0.33647058823529413,0.2928156048197233,850
Communication Services,10.0,5,0.36823529411764705,0.3369306194355633,850
Communication Services,31.622776601683793,1,0.36941176470588233,0.36935902176953367,850
Communication Services,31.622776601683793,2,0.3564705882352941,0.29061401538541337,850
Communication Services,31.622776601683793,3,0.38823529411764707,0.23580297072552533,850
Communication Services,31.622776601683793,4,0.3376470588235294,0.2937076063695579,850
Communication Services,31.622776601683793,5,0.36705882352941177,0.3349566020279519,850
