percentile,threshold,share_down,share_same,share_up,imbalance_score
33.0,0.006601278184505768,0.3199470432480141,0.330008826125331,0.3500441306266549,0.00046949585660285907
34.0,0.006809974308209649,0.3139452780229479,0.33998234774933805,0.34607237422771403,0.0005823892443315065
32.0,0.006364588892656129,0.3249779346866726,0.3200353045013239,0.35498676081200353,0.0007155211789356044
35.0,0.00705846624830491,0.3092674315975287,0.3500441306266549,0.3406884377758164,0.0009125159338957236
31.0,0.0061312149602038785,0.3300970873786408,0.30997352162400704,0.35992939099735216,0.001263504374242256
36.0,0.007269658376331996,0.30432480141218005,0.36001765225066196,0.335657546337158,0.001558949766389419
30.0,0.005944696291646819,0.3351279788172992,0.3,0.3648720211827008,0.0021090206947840693
37.0,0.007495962276482111,0.2999117387466902,0.369991173874669,0.3300970873786408,0.0024712735457471913
29.0,0.005739190137333717,0.3406001765225066,0.29002647837599294,0.36937334510150044,0.003227173144481776
38.0,0.007750613987214247,0.2942630185348632,0.38005295675198586,0.32568402471315094,0.0037677246331990566
28.0,0.005530975816921057,0.34536628420123566,0.2800529567519859,0.37458075904677846,0.004684940563225723
39.0,0.007963746363177506,0.28923212709620477,0.3900264783759929,0.3207413945278023,0.005317586009280021
27.0,0.005313754714232585,0.35163283318623123,0.26999117387466903,0.37837599293909974,0.006375942044114007
40.0,0.0082112292818387,0.2846425419240953,0.4,0.31535745807590465,0.00713836970377301
26.0,0.005127631095557144,0.35692850838481904,0.260017652250662,0.383053839364519,0.008404050098323396
41.0,0.00847078936090305,0.2794351279788173,0.4099735216240071,0.3105913503971756,0.009295932789535994
25.0,0.004894939780714225,0.3617828773168579,0.2500441306266549,0.3881729920564872,0.010753856009256648
42.0,0.008724788198571006,0.27537511032656664,0.4200353045013239,0.30458958517210943,0.011702590476873035
24.0,0.004677141799418988,0.3668137687555163,0.23998234774933805,0.3932038834951456,0.013419828842240342
43.0,0.00896616932326893,0.2707855251544572,0.430008826125331,0.2992056487202118,0.014423078071609764
23.0,0.004476862951887198,0.37105030891438656,0.23000882612533097,0.3989408649602824,0.01640287224293942
44.0,0.009209875326108632,0.26654898499558694,0.43998234774933803,0.29346866725507503,0.017423353060333664
22.0,0.004300557477342838,0.3759929390997352,0.22003530450132391,0.40397175639894084,0.019646072114559415
45.0,0.00945160834127884,0.2619593998234775,0.4500441306266549,0.28799646954986763,0.020771079807232636
21.0,0.004101927093018628,0.38128861429832306,0.21006178287731686,0.4086496028243601,0.02316812457430629
20.0,0.00389938350419794,0.3863195057369815,0.2,0.41368049426301856,0.027040978513227634
19.0,0.0037275289505973416,0.39267431597528685,0.19002647837599293,0.4172992056487202,0.03110847461236068
18.0,0.003541762959214902,0.3973521624007061,0.18005295675198588,0.422594880847308,0.03556090818466674
17.0,0.0033125253273802203,0.4022947925860547,0.16999117387466903,0.4277140335392763,0.04034406049024855
16.0,0.0031197580055256084,0.40750220653133273,0.16001765225066195,0.4324801412180053,0.04536943657433123
15.0,0.0029705443715958902,0.41235657546337157,0.1500441306266549,0.43759929390997354,0.050710995160561996
14.0,0.00275331586796625,0.4172992056487202,0.14007060900264784,0.44263018534863197,0.05634655018985647
13.0,0.002524096019134656,0.4210944395410415,0.130008826125331,0.44889673433362753,0.06239776664493242
12.0,0.002326294900475968,0.4259488084730803,0.12003530450132392,0.45401588702559575,0.06863795410466761
11.0,0.0021282595606006323,0.4312444836716681,0.11006178287731685,0.458693733451015,0.07515200852127475
10.0,0.0019309154465515306,0.4368049426301853,0.1,0.46319505736981464,0.08201488574465206
