,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,433478000.0,460241000.0,207949000.0,274178000.0,477392000.0,,
Repurchase Of Capital Stock,0.0,0.0,-208187000.0,,,0.0,0.0
Repayment Of Debt,-6614212000.0,-5568015000.0,-2400000000.0,-5530000000.0,-2673682000.0,,
Issuance Of Debt,6910002000.0,5771220000.0,3249356000.0,5080066000.0,2938529000.0,,
Interest Paid Supplemental Data,40822000.0,54210000.0,33776000.0,72422000.0,30782000.0,,
End Cash Position,584179000.0,527948000.0,483754000.0,559847000.0,579637000.0,,
Beginning Cash Position,527948000.0,483754000.0,559847000.0,579637000.0,565853000.0,,
Effect Of Exchange Rate Changes,-113000.0,-497000.0,-38000.0,-1512000.0,-73000.0,,
Changes In Cash,56344000.0,44691000.0,-76055000.0,-18278000.0,13857000.0,,
Financing Cash Flow,30751000.0,-40676000.0,370775000.0,-738720000.0,24945000.0,,
Cash Flow From Continuing Financing Activities,30751000.0,-40676000.0,370775000.0,-738720000.0,24945000.0,,
Net Other Financing Charges,-37837000.0,-16651000.0,-40407000.0,-38591000.0,-12494000.0,,
Cash Dividends Paid,-227202000.0,-227230000.0,-229987000.0,-227191000.0,-227408000.0,,
Common Stock Dividend Paid,-227202000.0,-227230000.0,-229987000.0,-227191000.0,-227408000.0,,
Net Common Stock Issuance,0.0,0.0,-208187000.0,,,0.0,0.0
Common Stock Payments,0.0,0.0,-208187000.0,,,0.0,0.0
Net Issuance Payments Of Debt,295790000.0,203205000.0,849356000.0,-449934000.0,264847000.0,,
Net Short Term Debt Issuance,450000000.0,800000000.0,300000000.0,-455000000.0,255000000.0,,
Short Term Debt Payments,-6460000000.0,-4968015000.0,-2400000000.0,-5530000000.0,-2673650000.0,,
Short Term Debt Issuance,6910000000.0,5768015000.0,2700000000.0,5075000000.0,2928650000.0,,
Net Long Term Debt Issuance,-154210000.0,-596795000.0,549356000.0,5066000.0,9847000.0,,
Long Term Debt Payments,-154212000.0,,,0.0,-32000.0,,
Long Term Debt Issuance,2000.0,3205000.0,549356000.0,5066000.0,9879000.0,,
Investing Cash Flow,-407885000.0,-374874000.0,-654779000.0,446264000.0,-488480000.0,,
Cash Flow From Continuing Investing Activities,-407885000.0,-374874000.0,-654779000.0,446264000.0,-488480000.0,,
Net Other Investing Changes,744000.0,1398000.0,-9506000.0,9376000.0,-3039000.0,,
Net Investment Purchase And Sale,-29374000.0,-21891000.0,-56620000.0,-18632000.0,-7098000.0,,
Sale Of Investment,34933000.0,29443000.0,12691000.0,32165000.0,55754000.0,,
Purchase Of Investment,-64307000.0,-51334000.0,-69311000.0,-50797000.0,-62852000.0,,
Net Investment Properties Purchase And Sale,-379529000.0,-354320000.0,-577659000.0,452492000.0,-478017000.0,,
Sale Of Investment Properties,78078000.0,80845000.0,68182000.0,990416000.0,213120000.0,,
Purchase Of Investment Properties,-457607000.0,-435165000.0,-645841000.0,-537924000.0,-691137000.0,,
Net Business Purchase And Sale,274000.0,-61000.0,-10994000.0,3028000.0,-326000.0,,
Purchase Of Business,-184000.0,-61000.0,-10994000.0,112000.0,-326000.0,,
Operating Cash Flow,433478000.0,460241000.0,207949000.0,274178000.0,477392000.0,,
Cash Flow From Continuing Operating Activities,433478000.0,460241000.0,207949000.0,274178000.0,477392000.0,,
Dividend Received Cfo,460000.0,1117000.0,172000.0,345000.0,985000.0,,
Change In Working Capital,14538000.0,17193000.0,-220294000.0,-170556000.0,31882000.0,,
Change In Other Working Capital,-20532000.0,-17082000.0,-26645000.0,-33738000.0,-20048000.0,,
Change In Other Current Assets,-26897000.0,26284000.0,-37034000.0,-718000.0,-33288000.0,,
Change In Payables And Accrued Expense,62123000.0,7356000.0,-156148000.0,-136650000.0,85375000.0,,
Change In Payable,62123000.0,7356000.0,-156148000.0,-136650000.0,85375000.0,,
Change In Account Payable,62123000.0,7356000.0,-156148000.0,-136650000.0,85375000.0,,
Change In Receivables,-156000.0,635000.0,-467000.0,550000.0,-157000.0,,
Changes In Account Receivables,-156000.0,635000.0,-467000.0,550000.0,-157000.0,,
Other Non Cash Items,-13991000.0,-13586000.0,-16983000.0,-12700000.0,-24535000.0,,
Stock Based Compensation,10293000.0,12530000.0,10064000.0,12477000.0,15525000.0,,
Asset Impairment Charge,323870000.0,129606000.0,32154000.0,186564000.0,5741000.0,,
Depreciation Amortization Depletion,333774000.0,335927000.0,326840000.0,314596000.0,276686000.0,,
Depreciation And Amortization,333774000.0,335927000.0,326840000.0,314596000.0,276686000.0,,
Amortization Cash Flow,-6456000.0,-10196000.0,-15222000.0,-15512000.0,-17312000.0,,
Amortization Of Intangibles,-6456000.0,-10196000.0,-15222000.0,-15512000.0,-17312000.0,,
Depreciation,340230000.0,346123000.0,342062000.0,330108000.0,293998000.0,,
Operating Gains Losses,-37621000.0,39643000.0,37334000.0,-40453000.0,-42495000.0,,
Earnings Losses From Equity Investments,-201000.0,9021000.0,507000.0,-6635000.0,-139000.0,,
Gain Loss On Investment Securities,-37527000.0,30622000.0,36827000.0,-33818000.0,-42356000.0,,
Net Income From Continuing Operations,-197845000.0,-62189000.0,38662000.0,-16095000.0,213603000.0,,
