,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,-1881578.947368,-36094017.094017,-2411290.322581,-649572.649573,-795454.545455,
Tax Rate For Calcs,0.313596,0.350427,0.185484,0.216524,0.198864,
Normalized EBITDA,503000000.0,387000000.0,440000000.0,397000000.0,393000000.0,
Total Unusual Items,-6000000.0,-103000000.0,-13000000.0,-3000000.0,-4000000.0,
Total Unusual Items Excluding Goodwill,-6000000.0,-103000000.0,-13000000.0,-3000000.0,-4000000.0,
Net Income From Continuing Operation Net Minority Interest,313000000.0,152000000.0,303000000.0,275000000.0,282000000.0,
Reconciled Depreciation,47000000.0,48000000.0,46000000.0,48000000.0,46000000.0,
Reconciled Cost Of Revenue,126000000.0,125000000.0,120000000.0,112000000.0,107000000.0,
EBITDA,497000000.0,284000000.0,427000000.0,394000000.0,389000000.0,
EBIT,450000000.0,236000000.0,381000000.0,346000000.0,343000000.0,
Net Interest Income,11000000.0,-2000000.0,4000000.0,8000000.0,11000000.0,
Interest Expense,,2000000.0,,,,
Interest Income,11000000.0,,,,11000000.0,8000000.0
Normalized Income,317118421.052632,218905982.905983,313588709.677419,277350427.350427,285204545.454545,
Net Income From Continuing And Discontinued Operation,313000000.0,152000000.0,303000000.0,275000000.0,282000000.0,
Total Expenses,1313000000.0,1295000000.0,1258000000.0,1224000000.0,1162000000.0,
Total Operating Income As Reported,444000000.0,233000000.0,366000000.0,346000000.0,343000000.0,
Diluted Average Shares,215000000.0,216000000.0,217000000.0,217000000.0,217000000.0,
Basic Average Shares,213000000.0,214000000.0,214000000.0,215000000.0,216000000.0,
Diluted EPS,1.46,0.7,1.4,1.27,1.3,
Basic EPS,1.47,0.71,1.42,1.28,1.31,
Diluted NI Availto Com Stockholders,313000000.0,152000000.0,303000000.0,275000000.0,282000000.0,
Net Income Common Stockholders,313000000.0,152000000.0,303000000.0,275000000.0,282000000.0,
Net Income,313000000.0,152000000.0,303000000.0,275000000.0,282000000.0,
Net Income Including Noncontrolling Interests,313000000.0,152000000.0,303000000.0,275000000.0,282000000.0,
Net Income Continuous Operations,313000000.0,152000000.0,303000000.0,275000000.0,282000000.0,
Tax Provision,143000000.0,82000000.0,69000000.0,76000000.0,70000000.0,
Pretax Income,456000000.0,234000000.0,372000000.0,351000000.0,352000000.0,
Other Income Expense,-5000000.0,-102000000.0,-13000000.0,-3000000.0,-2000000.0,
Other Non Operating Income Expenses,1000000.0,1000000.0,,,2000000.0,1000000.0
Special Income Charges,-6000000.0,-105000000.0,,,0.0,0.0
Restructuring And Mergern Acquisition,6000000.0,105000000.0,,,0.0,0.0
Gain On Sale Of Security,,2000000.0,2000000.0,-3000000.0,-4000000.0,1000000.0
Net Non Operating Interest Income Expense,11000000.0,-2000000.0,4000000.0,8000000.0,11000000.0,
Total Other Finance Cost,,,,-8000000.0,,
Interest Expense Non Operating,,2000000.0,,,,
Interest Income Non Operating,11000000.0,,,,11000000.0,8000000.0
Operating Income,450000000.0,338000000.0,381000000.0,346000000.0,343000000.0,
Operating Expense,1154000000.0,1135000000.0,1104000000.0,1077000000.0,1022000000.0,
Depreciation Amortization Depletion Income Statement,14000000.0,13000000.0,12000000.0,13000000.0,13000000.0,
Depreciation And Amortization In Income Statement,14000000.0,13000000.0,12000000.0,13000000.0,13000000.0,
Amortization,14000000.0,13000000.0,12000000.0,13000000.0,13000000.0,
Amortization Of Intangibles Income Statement,14000000.0,13000000.0,12000000.0,13000000.0,13000000.0,
Research And Development,413000000.0,394000000.0,393000000.0,378000000.0,368000000.0,
Selling General And Administration,727000000.0,728000000.0,699000000.0,686000000.0,641000000.0,
Selling And Marketing Expense,559000000.0,566000000.0,526000000.0,525000000.0,480000000.0,
General And Administrative Expense,168000000.0,162000000.0,173000000.0,161000000.0,161000000.0,
Other Gand A,168000000.0,162000000.0,173000000.0,161000000.0,161000000.0,
Gross Profit,1604000000.0,1473000000.0,1485000000.0,1423000000.0,1365000000.0,
Cost Of Revenue,159000000.0,160000000.0,154000000.0,147000000.0,140000000.0,
Total Revenue,1763000000.0,1633000000.0,1639000000.0,1570000000.0,1505000000.0,
Operating Revenue,1667000000.0,1540000000.0,1532000000.0,1466000000.0,1419000000.0,
