,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,266554000.0,-42863000.0,13929000.0,157042000.0,305494000.0
Repurchase Of Capital Stock,-3236000.0,-104332000.0,-56316000.0,-146892000.0,-74912000.0
Repayment Of Debt,-513325000.0,-529768000.0,-471268000.0,-309010000.0,-457331000.0
Issuance Of Debt,425319000.0,704696000.0,429516000.0,370900000.0,391388000.0
Capital Expenditure,-20733000.0,-14095000.0,-13295000.0,-13525000.0,-11023000.0
End Cash Position,128483000.0,83669000.0,71644000.0,77862000.0,91347000.0
Beginning Cash Position,83669000.0,71644000.0,77862000.0,91347000.0,96894000.0
Effect Of Exchange Rate Changes,328000.0,1939000.0,730000.0,-2560000.0,784000.0
Changes In Cash,44486000.0,10086000.0,-6948000.0,-10925000.0,-6331000.0
Financing Cash Flow,-215517000.0,53756000.0,-20611000.0,-164765000.0,-311751000.0
Cash Flow From Continuing Financing Activities,-215517000.0,53756000.0,-20611000.0,-164765000.0,-311751000.0
Net Other Financing Charges,-80197000.0,29700000.0,116300000.0,-35546000.0,-127131000.0
Proceeds From Stock Option Exercised,2423000.0,397000.0,6383000.0,1235000.0,2129000.0
Cash Dividends Paid,-46501000.0,-46937000.0,-45226000.0,-45452000.0,-45894000.0
Common Stock Dividend Paid,-46501000.0,-46937000.0,-45226000.0,-45452000.0,-45894000.0
Net Common Stock Issuance,-3236000.0,-104332000.0,-56316000.0,-146892000.0,-74912000.0
Common Stock Payments,-3236000.0,-104332000.0,-56316000.0,-146892000.0,-74912000.0
Net Issuance Payments Of Debt,-88006000.0,174928000.0,-41752000.0,61890000.0,-65943000.0
Net Short Term Debt Issuance,-4505000.0,4077000.0,1336000.0,-1460000.0,-6293000.0
Short Term Debt Payments,-4824000.0,-11219000.0,-480000.0,-1460000.0,-7081000.0
Short Term Debt Issuance,319000.0,15296000.0,1816000.0,0.0,788000.0
Net Long Term Debt Issuance,-83501000.0,170851000.0,-43088000.0,63350000.0,-59650000.0
Long Term Debt Payments,-508501000.0,-518549000.0,-470788000.0,-307550000.0,-450250000.0
Long Term Debt Issuance,425000000.0,689400000.0,427700000.0,370900000.0,390600000.0
Investing Cash Flow,-27284000.0,-14902000.0,-13561000.0,-16727000.0,-11097000.0
Cash Flow From Continuing Investing Activities,-27284000.0,-14902000.0,-13561000.0,-16727000.0,-11097000.0
Net Investment Purchase And Sale,565000.0,-807000.0,-266000.0,-2945000.0,-74000.0
Net Business Purchase And Sale,-7116000.0,0.0,0.0,-257000.0,0.0
Purchase Of Business,-7116000.0,0.0,0.0,-257000.0,0.0
Net PPE Purchase And Sale,-20733000.0,-14095000.0,-13295000.0,-13525000.0,-11023000.0
Purchase Of PPE,-20733000.0,-14095000.0,-13295000.0,-13525000.0,-11023000.0
Operating Cash Flow,287287000.0,-28768000.0,27224000.0,170567000.0,316517000.0
Cash Flow From Continuing Operating Activities,287287000.0,-28768000.0,27224000.0,170567000.0,316517000.0
Change In Working Capital,141533000.0,-239744000.0,-45686000.0,105448000.0,170893000.0
Change In Payables And Accrued Expense,-115443000.0,-339392000.0,284219000.0,93094000.0,-114663000.0
Change In Accrued Expense,-45334000.0,27021000.0,-82509000.0,-30356000.0,524000.0
Change In Payable,-70109000.0,-366413000.0,366728000.0,123450000.0,-115187000.0
Change In Account Payable,-70109000.0,-366413000.0,366728000.0,123450000.0,-115187000.0
Change In Prepaid Assets,19786000.0,34389000.0,19051000.0,17971000.0,18920000.0
Change In Inventory,106782000.0,139035000.0,-168410000.0,-115125000.0,114351000.0
Change In Receivables,130408000.0,-73776000.0,-180546000.0,109508000.0,152285000.0
Other Non Cash Items,1401000.0,-2319000.0,1377000.0,-3368000.0,4369000.0
Stock Based Compensation,4435000.0,6895000.0,6055000.0,4857000.0,4047000.0
Asset Impairment Charge,,,,0.0,
Depreciation Amortization Depletion,12920000.0,12129000.0,11987000.0,12119000.0,11570000.0
Depreciation And Amortization,12920000.0,12129000.0,11987000.0,12119000.0,11570000.0
Amortization Cash Flow,2286000.0,2165000.0,2147000.0,2183000.0,2313000.0
Amortization Of Intangibles,2286000.0,2165000.0,2147000.0,2183000.0,2313000.0
Depreciation,10634000.0,9964000.0,9840000.0,9936000.0,9257000.0
Operating Gains Losses,-15000.0,13000.0,-54000.0,-1454000.0,-63000.0
Earnings Losses From Equity Investments,-15000.0,13000.0,-54000.0,-27000.0,-63000.0
Net Income From Continuing Operations,127013000.0,194258000.0,53545000.0,37300000.0,125701000.0
