,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,852206000.0,761381000.0,587438000.0,545052000.0,669316000.0,,
Repayment Of Debt,-68320000.0,-1433179000.0,-134277000.0,-141833000.0,-122417000.0,,
Issuance Of Debt,994832000.0,1359325000.0,0.0,194222000.0,1015899000.0,,
Issuance Of Capital Stock,2870097000.0,1975018000.0,1992403000.0,2153414000.0,1242019000.0,,
Capital Expenditure,-6150000.0,-8653000.0,-11520000.0,-14160000.0,-15668000.0,,
Interest Paid Supplemental Data,121331000.0,122975000.0,129033000.0,202381000.0,110372000.0,,
Income Tax Paid Supplemental Data,3456000.0,7577000.0,11300000.0,32000.0,-742000.0,,
End Cash Position,6940573000.0,4523511000.0,3610285000.0,3711457000.0,3784408000.0,,
Beginning Cash Position,4523511000.0,3610285000.0,3711457000.0,3784408000.0,2863598000.0,,
Effect Of Exchange Rate Changes,-51484000.0,123830000.0,19844000.0,-16764000.0,7700000.0,,
Changes In Cash,2468546000.0,789396000.0,-121016000.0,-56187000.0,913110000.0,,
Financing Cash Flow,3240495000.0,1418496000.0,1308165000.0,1590064000.0,1677602000.0,,
Cash Flow From Continuing Financing Activities,3240495000.0,1418496000.0,1308165000.0,1590064000.0,1677602000.0,,
Net Other Financing Charges,-59196000.0,-43611000.0,-117595000.0,-197510000.0,-49131000.0,,
Cash Dividends Paid,-496918000.0,-439057000.0,-432366000.0,-418229000.0,-408768000.0,,
Net Common Stock Issuance,2870097000.0,1975018000.0,1992403000.0,2153414000.0,1242019000.0,,
Common Stock Issuance,2870097000.0,1975018000.0,1992403000.0,2153414000.0,1242019000.0,,
Net Issuance Payments Of Debt,926512000.0,-73854000.0,-134277000.0,52389000.0,893482000.0,,
Net Short Term Debt Issuance,,,,,,,0.0
Net Long Term Debt Issuance,926512000.0,-73854000.0,-134277000.0,52389000.0,893482000.0,,
Long Term Debt Payments,-68320000.0,-1433179000.0,-134277000.0,-141833000.0,-122417000.0,,
Long Term Debt Issuance,994832000.0,1359325000.0,0.0,194222000.0,1015899000.0,,
Investing Cash Flow,-1630305000.0,-1399134000.0,-2028139000.0,-2205463000.0,-1449476000.0,,
Cash Flow From Continuing Investing Activities,-1630305000.0,-1399134000.0,-2028139000.0,-2205463000.0,-1449476000.0,,
Net Other Investing Changes,-350288000.0,41095000.0,80700000.0,23736000.0,89258000.0,,
Dividends Received Cfi,141304000.0,26365000.0,12395000.0,12698000.0,17834000.0,,
Net Investment Purchase And Sale,-23919000.0,-46057000.0,-21369000.0,-2375000.0,-8005000.0,,
Sale Of Investment,,,37831000.0,9381000.0,4081000.0,5718000.0,913000.0
Purchase Of Investment,-23919000.0,-8226000.0,-59200000.0,-11756000.0,-12086000.0,,
Net Investment Properties Purchase And Sale,-247201000.0,-252107000.0,-48874000.0,-323432000.0,-398538000.0,,
Sale Of Investment Properties,111278000.0,93146000.0,317663000.0,190751000.0,16001000.0,,
Purchase Of Investment Properties,-358479000.0,-345253000.0,-366537000.0,-514183000.0,-414539000.0,,
Net Business Purchase And Sale,-1144051000.0,-1159777000.0,-2039471000.0,-1901930000.0,-1134357000.0,,
Purchase Of Business,-1144051000.0,-1159777000.0,-2039471000.0,-1901930000.0,-1134357000.0,,
Capital Expenditure Reported,-6150000.0,-8653000.0,-11520000.0,-14160000.0,-15668000.0,,
Operating Cash Flow,858356000.0,770034000.0,598958000.0,559212000.0,684984000.0,,
Cash Flow From Continuing Operating Activities,858356000.0,770034000.0,598958000.0,559212000.0,684984000.0,,
Dividend Received Cfo,6519000.0,7860000.0,4160000.0,6671000.0,2827000.0,,
Change In Working Capital,41264000.0,-28189000.0,-136019000.0,-84962000.0,62059000.0,,
Change In Payables And Accrued Expense,110012000.0,16030000.0,-105111000.0,-109385000.0,82821000.0,,
Change In Accrued Expense,110012000.0,16030000.0,-105111000.0,-109385000.0,82821000.0,,
Change In Receivables,-68748000.0,-44219000.0,-30908000.0,24423000.0,-20762000.0,,
Other Non Cash Items,-55301000.0,-48754000.0,-43893000.0,15946000.0,-45501000.0,,
Stock Based Compensation,15586000.0,15257000.0,17505000.0,13513000.0,39910000.0,,
Provisionand Write Offof Assets,1088000.0,-1113000.0,-2007000.0,-245000.0,4193000.0,,
Asset Impairment Charge,3081000.0,19876000.0,52402000.0,23647000.0,23421000.0,,
Depreciation Amortization Depletion,523666000.0,508346000.0,499638000.0,484615000.0,418990000.0,,
Depreciation And Amortization,523666000.0,508346000.0,499638000.0,484615000.0,418990000.0,,
Amortization Cash Flow,13854000.0,13310000.0,13769000.0,4209000.0,15211000.0,,
Amortization Of Intangibles,13854000.0,13310000.0,13769000.0,4209000.0,15211000.0,,
Depreciation,509812000.0,495036000.0,485869000.0,480406000.0,403779000.0,,
Operating Gains Losses,40267000.0,-7867000.0,-50094000.0,-23726000.0,-277715000.0,,
Earnings Losses From Equity Investments,12610000.0,7392000.0,-1263000.0,-6429000.0,4038000.0,,
Gain Loss On Investment Securities,27657000.0,-15259000.0,-54987000.0,-17297000.0,-282172000.0,,
Net Income From Continuing Operations,282186000.0,304618000.0,257266000.0,123753000.0,456800000.0,,
