,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-1260000.0,-827067.669173,-2100000.0,-27742802.303263,-232000.0,,
Tax Rate For Calcs,0.21,0.082707,0.21,0.06334,0.116,,
Normalized EBITDA,432000000.0,472000000.0,335000000.0,262000000.0,426000000.0,,
Total Unusual Items,-6000000.0,-10000000.0,-10000000.0,-438000000.0,-2000000.0,,
Total Unusual Items Excluding Goodwill,-6000000.0,-10000000.0,-10000000.0,-438000000.0,-2000000.0,,
Net Income From Continuing Operation Net Minority Interest,-51000000.0,122000000.0,64000000.0,-490000000.0,57000000.0,,
Reconciled Depreciation,237000000.0,257000000.0,247000000.0,245000000.0,254000000.0,,
Reconciled Cost Of Revenue,1885000000.0,1819000000.0,1764000000.0,1794000000.0,1666000000.0,,
EBITDA,426000000.0,462000000.0,325000000.0,-176000000.0,424000000.0,,
EBIT,189000000.0,205000000.0,78000000.0,-421000000.0,170000000.0,,
Net Interest Income,-58000000.0,-58000000.0,-64000000.0,-90000000.0,-87000000.0,,
Interest Expense,68000000.0,72000000.0,81000000.0,100000000.0,101000000.0,,
Interest Income,10000000.0,14000000.0,17000000.0,10000000.0,14000000.0,,
Normalized Income,-46260000.0,131172932.330827,71900000.0,-79742802.303263,58768000.0,,
Net Income From Continuing And Discontinued Operation,-46000000.0,91000000.0,126000000.0,-512000000.0,140000000.0,,
Total Expenses,2663000000.0,2619000000.0,2567000000.0,2754000000.0,2549000000.0,,
Total Operating Income As Reported,172000000.0,191000000.0,58000000.0,-435000000.0,155000000.0,,
Diluted Average Shares,514000000.0,514000000.0,514000000.0,511000000.0,512000000.0,,
Basic Average Shares,514000000.0,513000000.0,512000000.0,511000000.0,510000000.0,,
Diluted EPS,-0.09,0.18,0.25,-1.0,0.27,,
Basic EPS,-0.09,0.18,0.25,-1.0,0.27,,
Diluted NI Availto Com Stockholders,-46000000.0,91000000.0,126000000.0,-512000000.0,140000000.0,,
Net Income Common Stockholders,-46000000.0,91000000.0,126000000.0,-512000000.0,140000000.0,,
Net Income,-46000000.0,91000000.0,126000000.0,-512000000.0,140000000.0,,
Minority Interests,0.0,0.0,0.0,-2000000.0,-4000000.0,,
Net Income Including Noncontrolling Interests,-46000000.0,91000000.0,126000000.0,-510000000.0,144000000.0,,
Net Income Discontinuous Operations,5000000.0,-31000000.0,62000000.0,-22000000.0,83000000.0,,
Net Income Continuous Operations,-51000000.0,122000000.0,64000000.0,-488000000.0,61000000.0,,
Tax Provision,172000000.0,11000000.0,-67000000.0,-33000000.0,8000000.0,,
Pretax Income,121000000.0,133000000.0,-3000000.0,-521000000.0,69000000.0,,
Other Income Expense,7000000.0,,3000000.0,-430000000.0,6000000.0,24000000.0,
Other Non Operating Income Expenses,13000000.0,10000000.0,13000000.0,8000000.0,8000000.0,,
Special Income Charges,0.0,0.0,-9000000.0,-434000000.0,5000000.0,,
Gain On Sale Of Business,,,,,,,3000000.0
Other Special Charges,,,,,-9000000.0,-10000000.0,
Write Off,0.0,0.0,9000000.0,0.0,0.0,,
Impairment Of Capital Assets,,,,,,430000000.0,
Restructuring And Mergern Acquisition,,,,,-5000000.0,-1000000.0,20000000.0
Gain On Sale Of Security,-6000000.0,-10000000.0,-1000000.0,-4000000.0,-7000000.0,,
Net Non Operating Interest Income Expense,-58000000.0,-58000000.0,-64000000.0,-90000000.0,-87000000.0,,
Interest Expense Non Operating,68000000.0,72000000.0,81000000.0,100000000.0,101000000.0,,
Interest Income Non Operating,10000000.0,14000000.0,17000000.0,10000000.0,14000000.0,,
Operating Income,172000000.0,191000000.0,58000000.0,-1000000.0,150000000.0,,
Operating Expense,778000000.0,800000000.0,803000000.0,960000000.0,883000000.0,,
Other Operating Expenses,-48000000.0,-52000000.0,-40000000.0,,,-1000000.0,-3000000.0
Research And Development,118000000.0,134000000.0,140000000.0,211000000.0,129000000.0,,
Selling General And Administration,708000000.0,718000000.0,703000000.0,761000000.0,754000000.0,,
General And Administrative Expense,,,,,,,995000000.0
Other Gand A,,,,,,,1007000000.0
Salaries And Wages,,,,,,,-12000000.0
Gross Profit,950000000.0,991000000.0,861000000.0,959000000.0,1033000000.0,,
Cost Of Revenue,1885000000.0,1819000000.0,1764000000.0,1794000000.0,1666000000.0,,
Total Revenue,2835000000.0,2810000000.0,2625000000.0,2753000000.0,2699000000.0,,
Operating Revenue,2835000000.0,2810000000.0,2625000000.0,2753000000.0,2699000000.0,,
