,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,984115.206052,3212188.116677,5088930.0,38143.026472,1503041.138418,,
Tax Rate For Calcs,0.157232,0.151013,0.21,0.003951,0.156763,,
Normalized EBITDA,839767000.0,554159000.0,314738000.0,327372000.0,807976000.0,,
Total Unusual Items,6259000.0,21271000.0,24233000.0,9654000.0,9588000.0,,
Total Unusual Items Excluding Goodwill,6259000.0,21271000.0,24233000.0,9654000.0,9588000.0,,
Net Income From Continuing Operation Net Minority Interest,413208000.0,192564000.0,-4644000.0,-6827000.0,394966000.0,,
Reconciled Depreciation,239418000.0,241574000.0,250651000.0,244597000.0,246041000.0,,
Reconciled Cost Of Revenue,940723000.0,750932000.0,664469000.0,709387000.0,922852000.0,,
EBITDA,846026000.0,575430000.0,338971000.0,337026000.0,817564000.0,,
EBIT,606608000.0,333856000.0,88320000.0,92429000.0,571523000.0,,
Net Interest Income,-106470000.0,-97708000.0,-88845000.0,-89962000.0,-91656000.0,,
Interest Expense,111200000.0,101968000.0,94841000.0,94960000.0,98024000.0,,
Interest Income,4730000.0,4260000.0,5996000.0,4998000.0,6368000.0,,
Normalized Income,407933115.206052,174505188.116677,-23788070.0,-16442856.973528,386881041.138418,,
Net Income From Continuing And Discontinued Operation,413208000.0,192564000.0,-4644000.0,-6827000.0,394966000.0,,
Total Expenses,1238895000.0,1051199000.0,975058000.0,1010870000.0,1221815000.0,,
Total Operating Income As Reported,581846000.0,307552000.0,57222000.0,84538000.0,546986000.0,,
Diluted Average Shares,121956000.0,121865000.0,119594000.0,114337000.0,117119000.0,,
Basic Average Shares,119623000.0,119517000.0,119594000.0,114337000.0,113729000.0,,
Diluted EPS,3.39,1.58,-0.04,-0.06,3.37,,
Basic EPS,3.45,1.61,-0.04,-0.06,3.47,,
Diluted NI Availto Com Stockholders,413208000.0,192564000.0,-4644000.0,-6827000.0,394966000.0,,
Net Income Common Stockholders,413208000.0,192564000.0,-4644000.0,-6827000.0,394966000.0,,
Net Income,413208000.0,192564000.0,-4644000.0,-6827000.0,394966000.0,,
Minority Interests,-4306000.0,-4306000.0,-4306000.0,-4306000.0,-4306000.0,,
Net Income Including Noncontrolling Interests,417514000.0,196870000.0,-338000.0,-2521000.0,399272000.0,,
Net Income Continuous Operations,417514000.0,196870000.0,-338000.0,-2521000.0,399272000.0,,
Tax Provision,77894000.0,35018000.0,-6183000.0,-10000.0,74227000.0,,
Pretax Income,495408000.0,231888000.0,-6521000.0,-2531000.0,473499000.0,,
Other Income Expense,20032000.0,22044000.0,25102000.0,2893000.0,18169000.0,,
Other Non Operating Income Expenses,13773000.0,773000.0,869000.0,-6761000.0,8581000.0,,
Special Income Charges,0.0,14767000.0,13249000.0,9830000.0,9588000.0,,
Gain On Sale Of Business,0.0,0.0,0.0,0.0,0.0,,
Other Special Charges,,-14767000.0,-13249000.0,-9830000.0,-9588000.0,-8910000.0,
Gain On Sale Of Security,6259000.0,6504000.0,10984000.0,-176000.0,,-497000.0,
Net Non Operating Interest Income Expense,-106470000.0,-97708000.0,-88845000.0,-89962000.0,-91656000.0,,
Interest Expense Non Operating,111200000.0,101968000.0,94841000.0,94960000.0,98024000.0,,
Interest Income Non Operating,4730000.0,4260000.0,5996000.0,4998000.0,6368000.0,,
Operating Income,581846000.0,307552000.0,57222000.0,84538000.0,546986000.0,,
Operating Expense,283309000.0,287586000.0,294878000.0,287471000.0,282372000.0,,
Other Operating Expenses,338000.0,1042000.0,584000.0,83000.0,145000.0,,
Other Taxes,58416000.0,57651000.0,59354000.0,56803000.0,52777000.0,,
Depreciation Amortization Depletion Income Statement,224555000.0,228893000.0,234940000.0,230585000.0,229450000.0,,
Depreciation And Amortization In Income Statement,224555000.0,228893000.0,234940000.0,230585000.0,229450000.0,,
Selling General And Administration,,,-2958000.0,,,-12877000.0,-11568000.0
General And Administrative Expense,,,-2958000.0,,,-12877000.0,-11568000.0
Salaries And Wages,,,-2958000.0,,,-12877000.0,-11568000.0
Gross Profit,865155000.0,595138000.0,352100000.0,372009000.0,829358000.0,,
Cost Of Revenue,955586000.0,763613000.0,680180000.0,723399000.0,939443000.0,,
Total Revenue,1820741000.0,1358751000.0,1032280000.0,1095408000.0,1768801000.0,,
Operating Revenue,1820741000.0,1358751000.0,1032280000.0,1095408000.0,1768801000.0,,
