,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,723000000.0,355000000.0,494000000.0,420000000.0,444000000.0,,
Repurchase Of Capital Stock,0.0,,,0.0,-217000000.0,-7000000.0,0.0
Issuance Of Debt,-2000000.0,,,,,,
Capital Expenditure,-148000000.0,-149000000.0,-141000000.0,-98000000.0,-87000000.0,,
End Cash Position,7399000000.0,6700000000.0,4714000000.0,4221000000.0,3898000000.0,,
Beginning Cash Position,6700000000.0,4714000000.0,4221000000.0,3898000000.0,3620000000.0,,
Effect Of Exchange Rate Changes,0.0,48000000.0,15000000.0,-39000000.0,22000000.0,,
Changes In Cash,699000000.0,1938000000.0,478000000.0,362000000.0,256000000.0,,
Financing Cash Flow,1000000.0,2375000000.0,3000000.0,7000000.0,-213000000.0,,
Cash Flow From Continuing Financing Activities,1000000.0,2375000000.0,3000000.0,7000000.0,-213000000.0,,
Net Other Financing Charges,0.0,,,0.0,0.0,0.0,6000000.0
Proceeds From Stock Option Exercised,3000000.0,343000000.0,3000000.0,7000000.0,4000000.0,,
Net Common Stock Issuance,0.0,,,0.0,-217000000.0,-7000000.0,0.0
Common Stock Payments,0.0,,,0.0,-217000000.0,-7000000.0,0.0
Net Issuance Payments Of Debt,-2000000.0,,,,,,
Net Long Term Debt Issuance,-2000000.0,,,,,,
Long Term Debt Issuance,-2000000.0,,,,,,
Investing Cash Flow,-173000000.0,-941000000.0,-160000000.0,-163000000.0,-62000000.0,,
Cash Flow From Continuing Investing Activities,-173000000.0,-941000000.0,-160000000.0,-163000000.0,-62000000.0,,
Net Other Investing Changes,,,,0.0,1000000.0,1000000.0,-9000000.0
Net Investment Purchase And Sale,0.0,354000000.0,8000000.0,-65000000.0,24000000.0,,
Sale Of Investment,388000000.0,654000000.0,433000000.0,359000000.0,582000000.0,,
Purchase Of Investment,-388000000.0,-300000000.0,-425000000.0,-424000000.0,-558000000.0,,
Net Business Purchase And Sale,-25000000.0,-1146000000.0,-27000000.0,,,0.0,0.0
Purchase Of Business,-25000000.0,-1146000000.0,-27000000.0,,,0.0,0.0
Net PPE Purchase And Sale,-63000000.0,-66000000.0,-74000000.0,-32000000.0,-32000000.0,,
Purchase Of PPE,-63000000.0,-66000000.0,-74000000.0,-32000000.0,-32000000.0,,
Capital Expenditure Reported,-85000000.0,-83000000.0,-67000000.0,-66000000.0,-55000000.0,,
Operating Cash Flow,871000000.0,504000000.0,635000000.0,518000000.0,531000000.0,,
Cash Flow From Continuing Operating Activities,871000000.0,504000000.0,635000000.0,518000000.0,531000000.0,,
Change In Working Capital,138000000.0,-222000000.0,5000000.0,-33000000.0,31000000.0,,
Change In Other Working Capital,-54000000.0,9000000.0,119000000.0,-111000000.0,67000000.0,,
Change In Other Current Liabilities,62000000.0,-82000000.0,-19000000.0,-59000000.0,63000000.0,,
Change In Other Current Assets,-51000000.0,-27000000.0,-115000000.0,-368000000.0,170000000.0,,
Change In Payables And Accrued Expense,401000000.0,-73000000.0,108000000.0,562000000.0,-56000000.0,,
Change In Accrued Expense,486000000.0,-84000000.0,94000000.0,449000000.0,-77000000.0,,
Change In Payable,-85000000.0,11000000.0,14000000.0,113000000.0,21000000.0,,
Change In Account Payable,-85000000.0,11000000.0,14000000.0,113000000.0,21000000.0,,
Change In Prepaid Assets,-148000000.0,-12000000.0,-35000000.0,63000000.0,-174000000.0,,
Change In Receivables,-72000000.0,-37000000.0,-53000000.0,-120000000.0,-39000000.0,,
Changes In Account Receivables,-72000000.0,-37000000.0,-53000000.0,-120000000.0,-39000000.0,,
Other Non Cash Items,-41000000.0,36000000.0,25000000.0,-113000000.0,-15000000.0,,
Stock Based Compensation,258000000.0,282000000.0,235000000.0,271000000.0,274000000.0,,
Depreciation Amortization Depletion,169000000.0,159000000.0,152000000.0,141000000.0,138000000.0,,
Depreciation And Amortization,169000000.0,159000000.0,152000000.0,141000000.0,138000000.0,,
Amortization Cash Flow,,,,113000000.0,,,
Amortization Of Intangibles,,,,113000000.0,,,
Depreciation,,,,28000000.0,,,
Operating Gains Losses,111000000.0,-42000000.0,26000000.0,30000000.0,25000000.0,,
Gain Loss On Investment Securities,81000000.0,,,,,,
Gain Loss On Sale Of PPE,30000000.0,27000000.0,26000000.0,26000000.0,25000000.0,,
Net Income From Continuing Operations,243000000.0,284000000.0,192000000.0,139000000.0,161000000.0,,
