,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,161568384.0,160521011.0,158835123.0,158726065.0,155258845.0,,
Share Issued,161568384.0,160521011.0,158835123.0,158726065.0,155258845.0,,
Net Debt,8793260000.0,8291375000.0,7962960000.0,7925597000.0,7563035000.0,,
Total Debt,9303506000.0,9000753000.0,8506464000.0,8510133000.0,8129213000.0,,
Tangible Book Value,12752506000.0,12577335000.0,12327816000.0,11968644000.0,11343568000.0,,
Invested Capital,22554837000.0,22386591000.0,21644429000.0,21290614000.0,20028044000.0,,
Working Capital,-309920000.0,421522000.0,392774000.0,653279000.0,-73561000.0,,
Net Tangible Assets,12752506000.0,12577335000.0,12327816000.0,11968644000.0,11343568000.0,,
Capital Lease Obligations,307559000.0,,,,258838000.0,,
Common Stock Equity,13558890000.0,13385838000.0,13137965000.0,12780481000.0,12157669000.0,,
Total Capitalization,22534295000.0,22366430000.0,21624299000.0,21270726000.0,20018186000.0,,
Total Equity Gross Minority Interest,13558890000.0,13385838000.0,13137965000.0,12780481000.0,12157669000.0,,
Stockholders Equity,13558890000.0,13385838000.0,13137965000.0,12780481000.0,12157669000.0,,
Gains Losses Not Affecting Retained Earnings,475015000.0,477960000.0,476551000.0,482138000.0,465715000.0,,
Other Equity Adjustments,475015000.0,477960000.0,476551000.0,482138000.0,465715000.0,,
Retained Earnings,4861612000.0,4828170000.0,4780184000.0,4433024000.0,4216619000.0,,
Additional Paid In Capital,8221455000.0,8078905000.0,7880436000.0,7864525000.0,7474559000.0,,
Capital Stock,808000.0,803000.0,794000.0,794000.0,776000.0,,
Common Stock,808000.0,803000.0,794000.0,794000.0,776000.0,,
Total Liabilities Net Minority Interest,14690632000.0,14326689000.0,13842416000.0,13716612000.0,13036796000.0,,
Total Non Current Liabilities Net Minority Interest,13328017000.0,13196239000.0,12643907000.0,12541764000.0,11830921000.0,,
Other Non Current Liabilities,54001000.0,695476000.0,681954000.0,683650000.0,57731000.0,,
Derivative Product Liabilities,146000.0,,,,313000.0,,
Employee Benefits,68398000.0,,,,67322000.0,,
Non Current Pension And Other Postretirement Benefit Plans,68398000.0,,,,67322000.0,,
Tradeand Other Payables Non Current,50210000.0,,,,46174000.0,,
Non Current Deferred Liabilities,3045402000.0,2990411000.0,2948332000.0,2847679000.0,2778630000.0,,
Non Current Deferred Revenue,9573000.0,,,,7973000.0,,
Non Current Deferred Taxes Liabilities,3035829000.0,2990411000.0,2948332000.0,2847679000.0,2770657000.0,,
Long Term Debt And Capital Lease Obligation,9237954000.0,8980592000.0,8486334000.0,8490245000.0,8085015000.0,,
Long Term Capital Lease Obligation,262549000.0,,,,224498000.0,,
Long Term Debt,8975405000.0,8980592000.0,8486334000.0,8490245000.0,7860517000.0,,
Long Term Provisions,7428000.0,,,,7942000.0,,
Current Liabilities,1362615000.0,1130450000.0,1198509000.0,1174848000.0,1205875000.0,,
Other Current Liabilities,291875000.0,712725000.0,733154000.0,701915000.0,254317000.0,,
Current Deferred Liabilities,63064000.0,,,,71227000.0,,
Current Deferred Revenue,56185000.0,,,,62085000.0,,
Current Debt And Capital Lease Obligation,65552000.0,20161000.0,20130000.0,19888000.0,44198000.0,,
Current Capital Lease Obligation,45010000.0,,,,34340000.0,,
Current Debt,20542000.0,20161000.0,20130000.0,19888000.0,9858000.0,,
Other Current Borrowings,20542000.0,20161000.0,20130000.0,19888000.0,9858000.0,,
Pensionand Other Post Retirement Benefit Plans Current,75184000.0,,,,68763000.0,,
Payables And Accrued Expenses,866940000.0,397564000.0,445225000.0,453045000.0,767370000.0,,
Current Accrued Expenses,210903000.0,,,,190440000.0,,
Interest Payable,122459000.0,,,,106116000.0,,
Payables,656037000.0,,,,576930000.0,,
Other Payable,37073000.0,,,,19125000.0,,
Total Tax Payable,237965000.0,,,,215857000.0,,
Accounts Payable,380999000.0,,,,341948000.0,,
Total Assets,28249522000.0,27712527000.0,26980381000.0,26497093000.0,25194465000.0,,
