,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,388400000.0,389300000.0,391300000.0,392900000.0,395200000.0,,
Share Issued,388400000.0,389300000.0,391300000.0,392900000.0,395200000.0,,
Net Debt,10325000000.0,10598000000.0,8303000000.0,8597000000.0,8922000000.0,,
Total Debt,11221000000.0,11583000000.0,10749000000.0,9821000000.0,10076000000.0,,
Tangible Book Value,-2099000000.0,-2411000000.0,-931000000.0,-882000000.0,-736000000.0,,
Invested Capital,29496000000.0,29602000000.0,28586000000.0,27640000000.0,28512000000.0,,
Working Capital,2657000000.0,2303000000.0,2912000000.0,3944000000.0,4211000000.0,,
Net Tangible Assets,-2099000000.0,-2411000000.0,-931000000.0,-882000000.0,-736000000.0,,
Capital Lease Obligations,568000000.0,587000000.0,669000000.0,669000000.0,681000000.0,,
Common Stock Equity,18843000000.0,18606000000.0,18506000000.0,18488000000.0,19117000000.0,,
Total Capitalization,27599000000.0,27357000000.0,26115000000.0,26966000000.0,27795000000.0,,
Total Equity Gross Minority Interest,18885000000.0,18647000000.0,18547000000.0,18531000000.0,19162000000.0,,
Minority Interest,42000000.0,41000000.0,41000000.0,43000000.0,45000000.0,,
Stockholders Equity,18843000000.0,18606000000.0,18506000000.0,18488000000.0,19117000000.0,,
Other Equity Interest,,,,-1000000.0,,,-1000000.0
Gains Losses Not Affecting Retained Earnings,-4142000000.0,-4095000000.0,-4250000000.0,-4342000000.0,-3947000000.0,,
Other Equity Adjustments,-4142000000.0,-4095000000.0,-4250000000.0,-4342000000.0,-3947000000.0,,
Retained Earnings,10168000000.0,9917000000.0,10041000000.0,10096000000.0,10366000000.0,,
Additional Paid In Capital,12813000000.0,12780000000.0,12711000000.0,12731000000.0,12694000000.0,,
Capital Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,
Total Liabilities Net Minority Interest,21765000000.0,21860000000.0,20659000000.0,19850000000.0,20074000000.0,,
Total Non Current Liabilities Net Minority Interest,12291000000.0,12266000000.0,11137000000.0,11993000000.0,12133000000.0,,
Other Non Current Liabilities,1775000000.0,1729000000.0,1697000000.0,1666000000.0,1504000000.0,,
Employee Benefits,903000000.0,919000000.0,895000000.0,905000000.0,883000000.0,,
Non Current Pension And Other Postretirement Benefit Plans,903000000.0,919000000.0,895000000.0,905000000.0,883000000.0,,
Non Current Deferred Liabilities,289000000.0,280000000.0,267000000.0,275000000.0,387000000.0,,
Non Current Deferred Taxes Liabilities,289000000.0,280000000.0,267000000.0,275000000.0,387000000.0,,
Long Term Debt And Capital Lease Obligation,9324000000.0,9338000000.0,8278000000.0,9147000000.0,9359000000.0,,
