,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,5227000000.0,6622000000.0,-726000000.0,-2898000000.0,9067000000.0,
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,-356000000.0,
Repayment Of Debt,-3480000000.0,-1742000000.0,-1937000000.0,-1646000000.0,-1316000000.0,
Issuance Of Debt,1940000000.0,2353000000.0,3880000000.0,997000000.0,3225000000.0,
Capital Expenditure,-4858000000.0,-4281000000.0,-5347000000.0,-4701000000.0,-4535000000.0,
Interest Paid Supplemental Data,,1340000000.0,,,,1360000000.0
Income Tax Paid Supplemental Data,,392000000.0,,,,339000000.0
End Cash Position,101228000000.0,42855000000.0,48376000000.0,37992000000.0,43071000000.0,
Beginning Cash Position,42855000000.0,48376000000.0,37992000000.0,43071000000.0,36160000000.0,
Effect Of Exchange Rate Changes,96000000.0,-76000000.0,-158000000.0,87000000.0,-97000000.0,
Changes In Cash,58277000000.0,-5445000000.0,10542000000.0,-5166000000.0,7008000000.0,
Financing Cash Flow,-1166000000.0,53000000.0,1653000000.0,-3065000000.0,854000000.0,
Cash Flow From Continuing Financing Activities,-1166000000.0,53000000.0,1653000000.0,-3065000000.0,854000000.0,
Net Other Financing Charges,-611000000.0,-143000000.0,-638000000.0,-2170000000.0,-150000000.0,
Net Common Stock Issuance,0.0,0.0,0.0,0.0,-356000000.0,
Common Stock Payments,0.0,0.0,0.0,0.0,-356000000.0,
Net Issuance Payments Of Debt,-555000000.0,196000000.0,2291000000.0,-895000000.0,1360000000.0,
Net Short Term Debt Issuance,985000000.0,-415000000.0,348000000.0,-246000000.0,-549000000.0,
Net Long Term Debt Issuance,-1540000000.0,611000000.0,1943000000.0,-649000000.0,1909000000.0,
Long Term Debt Payments,-3480000000.0,-1742000000.0,-1937000000.0,-1646000000.0,-1316000000.0,
Long Term Debt Issuance,1940000000.0,2353000000.0,3880000000.0,997000000.0,3225000000.0,
Investing Cash Flow,49358000000.0,-16401000000.0,4268000000.0,-3904000000.0,-7448000000.0,
Cash Flow From Continuing Investing Activities,49358000000.0,-16401000000.0,4268000000.0,-3904000000.0,-7448000000.0,
Net Other Investing Changes,195000000.0,202000000.0,210000000.0,128000000.0,-43000000.0,
Net Investment Purchase And Sale,54021000000.0,-12322000000.0,9439000000.0,1031000000.0,-2870000000.0,
Sale Of Investment,149071000000.0,149583000000.0,154485000000.0,158253000000.0,125083000000.0,
Purchase Of Investment,-95050000000.0,-161905000000.0,-145046000000.0,-157222000000.0,-127953000000.0,
Net Business Purchase And Sale,,,-34000000.0,-20000000.0,-15000000.0,-327000000.0
Purchase Of Business,,,-34000000.0,-20000000.0,-15000000.0,-327000000.0
Net PPE Purchase And Sale,-4858000000.0,-4281000000.0,-5347000000.0,-4701000000.0,-4535000000.0,
Purchase Of PPE,-4858000000.0,-4281000000.0,-5347000000.0,-4701000000.0,-4535000000.0,
Operating Cash Flow,10085000000.0,10903000000.0,4621000000.0,1803000000.0,13602000000.0,
Cash Flow From Continuing Operating Activities,10085000000.0,10903000000.0,4621000000.0,1803000000.0,13602000000.0,
Change In Working Capital,-2619000000.0,-1844000000.0,-6801000000.0,-5662000000.0,6374000000.0,
Change In Other Working Capital,-3026000000.0,373000000.0,-6880000000.0,-9146000000.0,5951000000.0,
Change In Other Current Liabilities,921000000.0,-1291000000.0,-559000000.0,2053000000.0,1704000000.0,
Change In Other Current Assets,-565000000.0,-297000000.0,1111000000.0,-937000000.0,-481000000.0,
Change In Receivables,-939000000.0,-3295000000.0,2373000000.0,-602000000.0,-1614000000.0,
Other Non Cash Items,6322000000.0,1504000000.0,6289000000.0,-6182000000.0,-44000000.0,
Unrealized Gain Loss On Investment Securities,-8011000000.0,6775000000.0,-4244000000.0,-15342000000.0,-25729000000.0,
Amortization Of Securities,-3040000000.0,-3129000000.0,,,-2567000000.0,-1908000000.0
Depreciation And Amortization,3329000000.0,3265000000.0,3283000000.0,3206000000.0,3198000000.0,
Amortization Cash Flow,419000000.0,444000000.0,,,457000000.0,435000000.0
Amortization Of Intangibles,419000000.0,444000000.0,,,457000000.0,435000000.0
Depreciation,2910000000.0,2821000000.0,,,2741000000.0,2733000000.0
Operating Gains Losses,1647000000.0,-340000000.0,-2308000000.0,-5172000000.0,1872000000.0,
Gain Loss On Investment Securities,1647000000.0,-340000000.0,-2308000000.0,-5172000000.0,1872000000.0,
Net Income From Continuing Operations,12457000000.0,4672000000.0,19751000000.0,26480000000.0,30498000000.0,
