,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Free Cash Flow,15000000.0,363000000.0,1711000000.0,920000000.0,274000000.0,,
Repurchase Of Capital Stock,-126000000.0,-199000000.0,-506000000.0,-1096000000.0,-1184000000.0,,
Capital Expenditure,-207000000.0,-100000000.0,-81000000.0,-129000000.0,-120000000.0,,
End Cash Position,7024000000.0,7464000000.0,8601000000.0,7979000000.0,8485000000.0,,
Beginning Cash Position,7464000000.0,8601000000.0,7979000000.0,8485000000.0,9860000000.0,,
Effect Of Exchange Rate Changes,-5000000.0,30000000.0,-15000000.0,-33000000.0,19000000.0,,
Changes In Cash,-435000000.0,-1167000000.0,637000000.0,-473000000.0,-1394000000.0,,
Financing Cash Flow,-598000000.0,-1644000000.0,-1106000000.0,-1448000000.0,-1622000000.0,,
Cash Flow From Continuing Financing Activities,-598000000.0,-1644000000.0,-1106000000.0,-1448000000.0,-1622000000.0,,
Net Other Financing Charges,-7000000.0,-6000000.0,-16000000.0,-46000000.0,-17000000.0,,
Proceeds From Stock Option Exercised,127000000.0,151000000.0,55000000.0,214000000.0,131000000.0,,
Cash Dividends Paid,-591000000.0,-591000000.0,-594000000.0,-557000000.0,-558000000.0,,
Net Common Stock Issuance,-126000000.0,-199000000.0,-506000000.0,-1096000000.0,-1184000000.0,,
Common Stock Payments,-126000000.0,-199000000.0,-506000000.0,-1096000000.0,-1184000000.0,,
Net Issuance Payments Of Debt,-1000000.0,-999000000.0,-45000000.0,37000000.0,6000000.0,,
Net Short Term Debt Issuance,-1000000.0,1000000.0,-45000000.0,37000000.0,6000000.0,,
Investing Cash Flow,-59000000.0,14000000.0,-49000000.0,-74000000.0,-166000000.0,,
Cash Flow From Continuing Investing Activities,-59000000.0,14000000.0,-49000000.0,-74000000.0,-166000000.0,,
Net Other Investing Changes,,0.0,-2000000.0,,,-6000000.0,1000000.0
Net Investment Purchase And Sale,148000000.0,114000000.0,34000000.0,45000000.0,-46000000.0,,
Sale Of Investment,503000000.0,684000000.0,614000000.0,1161000000.0,922000000.0,,
Purchase Of Investment,-355000000.0,-570000000.0,-580000000.0,-1116000000.0,-968000000.0,,
Net PPE Purchase And Sale,-207000000.0,-100000000.0,-81000000.0,-129000000.0,-120000000.0,,
Purchase Of PPE,-207000000.0,-100000000.0,-81000000.0,-129000000.0,-120000000.0,,
Operating Cash Flow,222000000.0,463000000.0,1792000000.0,1049000000.0,394000000.0,,
Cash Flow From Continuing Operating Activities,222000000.0,463000000.0,1792000000.0,1049000000.0,394000000.0,,
Change In Working Capital,-897000000.0,-139000000.0,733000000.0,-417000000.0,-964000000.0,,
Change In Payables And Accrued Expense,93000000.0,-276000000.0,-119000000.0,-323000000.0,292000000.0,,
Change In Payable,93000000.0,-276000000.0,-119000000.0,-323000000.0,292000000.0,,
Change In Account Payable,93000000.0,-276000000.0,-119000000.0,-323000000.0,292000000.0,,
Change In Prepaid Assets,-165000000.0,11000000.0,-375000000.0,405000000.0,-265000000.0,,
Change In Inventory,-610000000.0,219000000.0,448000000.0,132000000.0,-679000000.0,,
Change In Receivables,-215000000.0,-93000000.0,779000000.0,-631000000.0,-312000000.0,,
Changes In Account Receivables,-215000000.0,-93000000.0,779000000.0,-631000000.0,-312000000.0,,
Stock Based Compensation,185000000.0,165000000.0,169000000.0,192000000.0,183000000.0,,
Deferred Tax,-25000000.0,16000000.0,-116000000.0,-135000000.0,-53000000.0,,
Deferred Income Tax,-25000000.0,16000000.0,-116000000.0,-135000000.0,-53000000.0,,
Depreciation Amortization Depletion,198000000.0,197000000.0,242000000.0,185000000.0,184000000.0,,
Depreciation And Amortization,198000000.0,197000000.0,242000000.0,185000000.0,184000000.0,,
Amortization Cash Flow,8000000.0,-2000000.0,44000000.0,-5000000.0,-4000000.0,,
Amortization Of Intangibles,8000000.0,-2000000.0,44000000.0,-5000000.0,-4000000.0,,
Depreciation,190000000.0,199000000.0,198000000.0,190000000.0,188000000.0,,
Operating Gains Losses,34000000.0,13000000.0,-30000000.0,61000000.0,-7000000.0,,
Net Foreign Currency Exchange Gain Loss,34000000.0,13000000.0,-30000000.0,61000000.0,-7000000.0,,
Net Income From Continuing Operations,727000000.0,211000000.0,794000000.0,1163000000.0,1051000000.0,,
