,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-11210000.0,-18900000.0,-3600000.0,-22341134.751773,-53820000.0
Tax Rate For Calcs,0.19,0.18,0.2,0.204965,0.23
Normalized EBITDA,1950000000.0,1987000000.0,1969000000.0,1865000000.0,1906000000.0
Total Unusual Items,-59000000.0,-105000000.0,-18000000.0,-109000000.0,-234000000.0
Total Unusual Items Excluding Goodwill,-59000000.0,-105000000.0,-18000000.0,-109000000.0,-234000000.0
Net Income From Continuing Operation Net Minority Interest,1248000000.0,1261000000.0,1287000000.0,1121000000.0,1010000000.0
Reconciled Depreciation,245000000.0,239000000.0,245000000.0,249000000.0,255000000.0
Reconciled Cost Of Revenue,4546000000.0,4444000000.0,4075000000.0,4431000000.0,4193000000.0
EBITDA,1891000000.0,1882000000.0,1951000000.0,1756000000.0,1672000000.0
EBIT,1646000000.0,1643000000.0,1706000000.0,1507000000.0,1417000000.0
Net Interest Income,6000000.0,21000000.0,42000000.0,51000000.0,77000000.0
Interest Expense,113000000.0,114000000.0,103000000.0,97000000.0,106000000.0
Interest Income,119000000.0,135000000.0,145000000.0,148000000.0,183000000.0
Normalized Income,1295790000.0,1347100000.0,1301400000.0,1207658865.248227,1190180000.0
Net Income From Continuing And Discontinued Operation,1248000000.0,1261000000.0,1287000000.0,1121000000.0,1010000000.0
Total Expenses,6828000000.0,6668000000.0,6195000000.0,6875000000.0,6393000000.0
Total Operating Income As Reported,1520000000.0,1504000000.0,1530000000.0,1441000000.0,1391000000.0
Diluted Average Shares,960000000.0,977000000.0,999000000.0,1014000000.0,1024000000.0
Basic Average Shares,950000000.0,969000000.0,986000000.0,997000000.0,1015000000.0
Diluted EPS,1.3,1.29,1.29,1.11,0.99
Basic EPS,1.31,1.3,1.31,1.12,1.0
Diluted NI Availto Com Stockholders,1248000000.0,1261000000.0,1287000000.0,1121000000.0,1010000000.0
Net Income Common Stockholders,1248000000.0,1261000000.0,1287000000.0,1121000000.0,1010000000.0
Net Income,1248000000.0,1261000000.0,1287000000.0,1121000000.0,1010000000.0
Net Income Including Noncontrolling Interests,1248000000.0,1261000000.0,1287000000.0,1121000000.0,1010000000.0
Net Income Continuous Operations,1248000000.0,1261000000.0,1287000000.0,1121000000.0,1010000000.0
Tax Provision,285000000.0,268000000.0,316000000.0,289000000.0,301000000.0
Pretax Income,1533000000.0,1529000000.0,1603000000.0,1410000000.0,1311000000.0
Other Income Expense,-62000000.0,-112000000.0,-35000000.0,-132000000.0,-220000000.0
Other Non Operating Income Expenses,-3000000.0,-7000000.0,-17000000.0,-23000000.0,14000000.0
Special Income Charges,-69000000.0,-116000000.0,-66000000.0,-50000000.0,-63000000.0
Restructuring And Mergern Acquisition,69000000.0,116000000.0,66000000.0,50000000.0,63000000.0
Gain On Sale Of Security,10000000.0,11000000.0,48000000.0,-59000000.0,-171000000.0
Net Non Operating Interest Income Expense,6000000.0,21000000.0,42000000.0,51000000.0,77000000.0
Interest Expense Non Operating,113000000.0,114000000.0,103000000.0,97000000.0,106000000.0
Interest Income Non Operating,119000000.0,135000000.0,145000000.0,148000000.0,183000000.0
Operating Income,1589000000.0,1620000000.0,1596000000.0,1491000000.0,1454000000.0
Operating Expense,2282000000.0,2224000000.0,2120000000.0,2444000000.0,2200000000.0
Other Operating Expenses,447000000.0,413000000.0,398000000.0,451000000.0,427000000.0
Research And Development,801000000.0,767000000.0,731000000.0,773000000.0,746000000.0
Selling General And Administration,1034000000.0,1044000000.0,991000000.0,1220000000.0,1027000000.0
Selling And Marketing Expense,521000000.0,583000000.0,488000000.0,626000000.0,508000000.0
General And Administrative Expense,513000000.0,461000000.0,503000000.0,594000000.0,519000000.0
Other Gand A,513000000.0,461000000.0,503000000.0,594000000.0,519000000.0
Gross Profit,3871000000.0,3844000000.0,3716000000.0,3935000000.0,3654000000.0
Cost Of Revenue,4546000000.0,4444000000.0,4075000000.0,4431000000.0,4193000000.0
Total Revenue,8417000000.0,8288000000.0,7791000000.0,8366000000.0,7847000000.0
Operating Revenue,8417000000.0,8288000000.0,7791000000.0,8366000000.0,7847000000.0
