,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.233,0.227,0.194,0.242167,0.238
Normalized EBITDA,376303000.0,458811000.0,329472000.0,440634000.0,569728000.0
Net Income From Continuing Operation Net Minority Interest,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0
Reconciled Depreciation,147535000.0,147524000.0,145031000.0,136488000.0,141705000.0
Reconciled Cost Of Revenue,2741707000.0,2935023000.0,2542255000.0,2586133000.0,2846161000.0
EBITDA,376303000.0,458811000.0,329472000.0,440634000.0,569728000.0
EBIT,228768000.0,311287000.0,184441000.0,304146000.0,428023000.0
Net Interest Income,-69258000.0,-71988000.0,-64892000.0,-53109000.0,-54263000.0
Interest Expense,69258000.0,71988000.0,64892000.0,53109000.0,54263000.0
Normalized Income,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0
Net Income From Continuing And Discontinued Operation,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0
Total Expenses,3712422000.0,3922777000.0,3473055000.0,3516160000.0,3804471000.0
Total Operating Income As Reported,228768000.0,311287000.0,184441000.0,304146000.0,428023000.0
Diluted Average Shares,110930000.0,111196000.0,114339000.0,115598000.0,116940000.0
Basic Average Shares,110547000.0,110922000.0,113675000.0,114814000.0,116176000.0
Diluted EPS,1.1,1.66,0.84,1.65,2.44
Basic EPS,1.11,1.67,0.85,1.66,2.45
Diluted NI Availto Com Stockholders,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0
Net Income Common Stockholders,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0
Net Income,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0
Net Income Including Noncontrolling Interests,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0
Net Income Continuous Operations,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0
Tax Provision,37126000.0,54268000.0,23245000.0,60793000.0,88977000.0
Pretax Income,159510000.0,239299000.0,119549000.0,251037000.0,373760000.0
Net Non Operating Interest Income Expense,-69258000.0,-71988000.0,-64892000.0,-53109000.0,-54263000.0
Interest Expense Non Operating,69258000.0,71988000.0,64892000.0,53109000.0,54263000.0
Operating Income,228768000.0,311287000.0,184441000.0,304146000.0,428023000.0
Operating Expense,970715000.0,987754000.0,930800000.0,930027000.0,958310000.0
Selling General And Administration,970715000.0,987754000.0,930800000.0,930027000.0,958310000.0
Gross Profit,1199483000.0,1299041000.0,1115241000.0,1234173000.0,1386333000.0
Cost Of Revenue,2741707000.0,2935023000.0,2542255000.0,2586133000.0,2846161000.0
Total Revenue,3941190000.0,4234064000.0,3657496000.0,3820306000.0,4232494000.0
Operating Revenue,3941190000.0,4234064000.0,3657496000.0,3820306000.0,4232494000.0
