,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,368799000.0,152015000.0,108420000.0,-62693000.0,349155000.0,,
Repurchase Of Capital Stock,0.0,0.0,-40700000.0,0.0,0.0,,
Capital Expenditure,-54150000.0,-60932000.0,-48192000.0,-53907000.0,-37754000.0,,
End Cash Position,1552804000.0,1264893000.0,1805320000.0,1844877000.0,396766000.0,,
Beginning Cash Position,1264893000.0,1805320000.0,1844877000.0,396766000.0,328752000.0,,
Effect Of Exchange Rate Changes,-2303000.0,22241000.0,251000.0,227000.0,-2633000.0,,
Changes In Cash,290214000.0,-562668000.0,-39808000.0,1447884000.0,70647000.0,,
Financing Cash Flow,-73878000.0,-84235000.0,-122234000.0,-453228000.0,92994000.0,,
Cash Flow From Continuing Financing Activities,-73878000.0,-84235000.0,-122234000.0,-453228000.0,92994000.0,,
Net Other Financing Charges,-2716000.0,-13662000.0,-10173000.0,-3828000.0,-5107000.0,,
Cash Dividends Paid,-71162000.0,-70620000.0,-71399000.0,-70750000.0,-70723000.0,,
Common Stock Dividend Paid,-71162000.0,-70620000.0,-71399000.0,-70750000.0,-70723000.0,,
Net Common Stock Issuance,0.0,0.0,-40700000.0,0.0,0.0,,
Common Stock Payments,0.0,0.0,-40700000.0,0.0,0.0,,
Net Issuance Payments Of Debt,0.0,47000.0,38000.0,-378650000.0,168824000.0,,
Net Short Term Debt Issuance,0.0,47000.0,38000.0,-378650000.0,168824000.0,,
Investing Cash Flow,-58857000.0,-691380000.0,-74186000.0,1909898000.0,-409256000.0,,
Cash From Discontinued Investing Activities,0.0,-9796000.0,0.0,2000000000.0,-6744000.0,,
Cash Flow From Continuing Investing Activities,-58857000.0,-681584000.0,-74186000.0,-90102000.0,-402512000.0,,
Net Other Investing Changes,7000.0,6347000.0,-511000.0,-4738000.0,62000.0,,
Net Business Purchase And Sale,-4714000.0,-626999000.0,-25483000.0,-31457000.0,-364820000.0,,
Sale Of Business,0.0,2194000.0,3804000.0,1158000.0,92962000.0,,
Purchase Of Business,-4714000.0,-629193000.0,-29287000.0,-32615000.0,-457782000.0,,
Net PPE Purchase And Sale,-54150000.0,-60932000.0,-48192000.0,-53907000.0,-37754000.0,,
Purchase Of PPE,-54150000.0,-60932000.0,-48192000.0,-53907000.0,-37754000.0,,
Operating Cash Flow,422949000.0,212947000.0,156612000.0,-8786000.0,386909000.0,,
Cash From Discontinued Operating Activities,-1296000.0,607000.0,-862000.0,-447738000.0,33665000.0,,
Cash Flow From Continuing Operating Activities,424245000.0,212340000.0,157474000.0,438952000.0,353244000.0,,
Change In Working Capital,22951000.0,-153385000.0,-192138000.0,149497000.0,92254000.0,,
Change In Other Working Capital,,,,,,,-96409000.0
Change In Payables And Accrued Expense,23346000.0,-81054000.0,-125804000.0,153235000.0,-37176000.0,,
Change In Accrued Expense,25189000.0,-4386000.0,-119975000.0,66994000.0,62640000.0,,
Change In Payable,-1843000.0,-76668000.0,-5829000.0,86241000.0,-99816000.0,,
Change In Account Payable,-18824000.0,11037000.0,-18522000.0,69625000.0,-86097000.0,,
Change In Tax Payable,16981000.0,-87705000.0,12693000.0,16616000.0,-13719000.0,,
Change In Income Tax Payable,16981000.0,-87705000.0,12693000.0,16616000.0,-13719000.0,,
Change In Prepaid Assets,-11494000.0,13399000.0,-11582000.0,-7158000.0,710000.0,,
Change In Inventory,-17999000.0,-28291000.0,-49277000.0,41354000.0,30000.0,,
Change In Receivables,29098000.0,-57439000.0,-5475000.0,-37934000.0,128690000.0,,
Changes In Account Receivables,29098000.0,-57439000.0,-5475000.0,-37934000.0,128690000.0,,
Other Non Cash Items,-5891000.0,-12549000.0,9967000.0,-1147094000.0,-112332000.0,,
Stock Based Compensation,6728000.0,7003000.0,23874000.0,8062000.0,8187000.0,,
Depreciation Amortization Depletion,98461000.0,94383000.0,87418000.0,86663000.0,86668000.0,,
Depreciation And Amortization,98461000.0,94383000.0,87418000.0,86663000.0,86668000.0,,
Amortization Cash Flow,,,48749000.0,47424000.0,45118000.0,46906000.0,43945000.0
Amortization Of Intangibles,,,48749000.0,47424000.0,45118000.0,46906000.0,43945000.0
Depreciation,,,38669000.0,39239000.0,35683000.0,41701000.0,37826000.0
Operating Gains Losses,0.0,-2176000.0,-2468000.0,-9831000.0,-68633000.0,,
Gain Loss On Sale Of Business,0.0,-2176000.0,-2468000.0,115000.0,-68633000.0,,
Net Income From Continuing Operations,301996000.0,279064000.0,230821000.0,1435983000.0,347100000.0,,
