,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,2122000000.0,5196000000.0,-37729000000.0,46180000000.0,-38526000000.0,,
Repurchase Of Capital Stock,-2000000000.0,-3000000000.0,-4360000000.0,-3500000000.0,-1000000000.0,,
Repayment Of Debt,-15368000000.0,-20332000000.0,-17140000000.0,-15324000000.0,-20665000000.0,,
Issuance Of Debt,12844000000.0,23219000000.0,29054000000.0,18079000000.0,17959000000.0,,
Issuance Of Capital Stock,0.0,0.0,1895000000.0,0.0,1995000000.0,,
Capital Expenditure,-558000000.0,-476000000.0,-499000000.0,-586000000.0,-466000000.0,,
Interest Paid Supplemental Data,16858000000.0,17004000000.0,15954000000.0,18864000000.0,18374000000.0,,
Income Tax Paid Supplemental Data,581000000.0,1721000000.0,636000000.0,863000000.0,746000000.0,,
End Cash Position,169577000000.0,152967000000.0,167408000000.0,182092000000.0,154689000000.0,,
Beginning Cash Position,152967000000.0,167408000000.0,182092000000.0,154689000000.0,206326000000.0,,
Effect Of Exchange Rate Changes,-738000000.0,4483000000.0,2467000000.0,-4431000000.0,5369000000.0,,
Changes In Cash,17348000000.0,-18924000000.0,-17151000000.0,31834000000.0,-57006000000.0,,
Financing Cash Flow,19781000000.0,-13262000000.0,42826000000.0,-7817000000.0,10340000000.0,,
Cash Flow From Continuing Financing Activities,19781000000.0,-13262000000.0,42826000000.0,-7817000000.0,10340000000.0,,
Net Other Financing Charges,223000000.0,-628000000.0,-951000000.0,593000000.0,810000000.0,,
Cash Dividends Paid,-1476000000.0,-1223000000.0,-1115000000.0,-1153000000.0,-1169000000.0,,
Net Preferred Stock Issuance,0.0,0.0,1895000000.0,-1500000000.0,1995000000.0,,
Preferred Stock Payments,0.0,,,-1500000000.0,0.0,,
Preferred Stock Issuance,0.0,0.0,1895000000.0,0.0,1995000000.0,,
Net Common Stock Issuance,-2000000000.0,-3000000000.0,-4360000000.0,-2000000000.0,-1000000000.0,,
Common Stock Payments,-2000000000.0,-3000000000.0,-4360000000.0,-2000000000.0,-1000000000.0,,
Net Issuance Payments Of Debt,-1554000000.0,677000000.0,11025000000.0,5501000000.0,-776000000.0,,
Net Short Term Debt Issuance,970000000.0,-2210000000.0,-889000000.0,2746000000.0,1930000000.0,,
Net Long Term Debt Issuance,-2524000000.0,2887000000.0,11914000000.0,2755000000.0,-2706000000.0,,
Long Term Debt Payments,-15368000000.0,-20332000000.0,-17140000000.0,-15324000000.0,-20665000000.0,,
Long Term Debt Issuance,12844000000.0,23219000000.0,29054000000.0,18079000000.0,17959000000.0,,
Investing Cash Flow,-5113000000.0,-11334000000.0,-22747000000.0,-7115000000.0,-29286000000.0,,
Cash Flow From Continuing Investing Activities,-5113000000.0,-11334000000.0,-22747000000.0,-7115000000.0,-29286000000.0,,
Net Investment Purchase And Sale,655000000.0,-4923000000.0,-9423000000.0,-2016000000.0,-21595000000.0,,
Sale Of Investment,15555000000.0,19009000000.0,29984000000.0,11343000000.0,12475000000.0,,
Purchase Of Investment,-14900000000.0,-23932000000.0,-39407000000.0,-13359000000.0,-34070000000.0,,
Net Business Purchase And Sale,1536000000.0,0.0,0.0,0.0,0.0,,
Sale Of Business,1536000000.0,0.0,0.0,,,0.0,3622000000.0
Net PPE Purchase And Sale,-446000000.0,-229000000.0,-354000000.0,-125000000.0,-161000000.0,,
Sale Of PPE,112000000.0,247000000.0,145000000.0,461000000.0,305000000.0,,
Purchase Of PPE,-558000000.0,-476000000.0,-499000000.0,-586000000.0,-466000000.0,,
Operating Cash Flow,2680000000.0,5672000000.0,-37230000000.0,46766000000.0,-38060000000.0,,
Cash Flow From Continuing Operating Activities,2680000000.0,5672000000.0,-37230000000.0,46766000000.0,-38060000000.0,,
Change In Working Capital,-2574000000.0,770000000.0,-45332000000.0,41849000000.0,-41986000000.0,,
Change In Other Working Capital,-9458000000.0,-13082000000.0,3854000000.0,-7176000000.0,-50128000000.0,,
Stock Based Compensation,237000000.0,533000000.0,2417000000.0,104000000.0,120000000.0,,
Deferred Tax,49000000.0,-356000000.0,154000000.0,-147000000.0,-202000000.0,,
Deferred Income Tax,49000000.0,-356000000.0,154000000.0,-147000000.0,-202000000.0,,
Depreciation Amortization Depletion,531000000.0,618000000.0,506000000.0,498000000.0,621000000.0,,
Depreciation And Amortization,531000000.0,618000000.0,506000000.0,498000000.0,621000000.0,,
Net Income From Continuing Operations,4098000000.0,3723000000.0,4738000000.0,4111000000.0,2990000000.0,,
