,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Free Cash Flow,178134000.0,228603000.0,150219000.0,60498000.0,137202000.0,,
Repurchase Of Capital Stock,-106619000.0,-80696000.0,-64352000.0,-48790000.0,-63317000.0,,
Repayment Of Debt,-62500000.0,-542500000.0,-137500000.0,-62500000.0,-62500000.0,,
Issuance Of Debt,0.0,498410000.0,250000000.0,55000000.0,,0.0,
Capital Expenditure,-33966000.0,-25230000.0,-23736000.0,-25874000.0,-25959000.0,,
End Cash Position,351695000.0,370405000.0,291592000.0,289168000.0,422979000.0,,
Beginning Cash Position,370405000.0,291592000.0,289168000.0,422979000.0,453144000.0,,
Effect Of Exchange Rate Changes,1084000.0,10014000.0,-2996000.0,-5052000.0,4275000.0,,
Changes In Cash,-19794000.0,68799000.0,5420000.0,-128759000.0,-34440000.0,,
Financing Cash Flow,-208494000.0,-153785000.0,24529000.0,-70071000.0,-157942000.0,,
Cash Flow From Continuing Financing Activities,-208494000.0,-153785000.0,24529000.0,-70071000.0,-157942000.0,,
Net Other Financing Charges,-6803000.0,-1759000.0,-5542000.0,-13385000.0,-969000.0,,
Proceeds From Stock Option Exercised,9072000.0,12272000.0,21494000.0,38850000.0,8214000.0,,
Cash Dividends Paid,-41644000.0,-39512000.0,-39571000.0,-39246000.0,-39370000.0,,
Common Stock Dividend Paid,-41644000.0,-39512000.0,-39571000.0,-39246000.0,-39370000.0,,
Net Common Stock Issuance,-106619000.0,-80696000.0,-64352000.0,-48790000.0,-63317000.0,,
Common Stock Payments,-106619000.0,-80696000.0,-64352000.0,-48790000.0,-63317000.0,,
Net Issuance Payments Of Debt,-62500000.0,-44090000.0,112500000.0,-7500000.0,-62500000.0,,
Net Long Term Debt Issuance,-62500000.0,-44090000.0,112500000.0,-7500000.0,-62500000.0,,
Long Term Debt Payments,-62500000.0,-542500000.0,-137500000.0,-62500000.0,-62500000.0,,
Long Term Debt Issuance,0.0,498410000.0,250000000.0,55000000.0,,0.0,
Investing Cash Flow,-23400000.0,-31249000.0,-193064000.0,-145060000.0,-39659000.0,,
Cash Flow From Continuing Investing Activities,-23400000.0,-31249000.0,-193064000.0,-145060000.0,-39659000.0,,
Net Investment Purchase And Sale,-14434000.0,-225000.0,57934000.0,-3987000.0,-13700000.0,,
Sale Of Investment,0.0,0.0,,,,0.0,
Purchase Of Investment,-14434000.0,-225000.0,-221000.0,-3987000.0,-13700000.0,,
Net Business Purchase And Sale,25000000.0,-5794000.0,-227262000.0,-115199000.0,,0.0,
Purchase Of Business,0.0,-5794000.0,-227262000.0,-115199000.0,,0.0,
Net PPE Purchase And Sale,-33966000.0,-25230000.0,-23736000.0,-25874000.0,-25959000.0,,
Purchase Of PPE,-33966000.0,-25230000.0,-23736000.0,-25874000.0,-25959000.0,,
Operating Cash Flow,212100000.0,253833000.0,173955000.0,86372000.0,163161000.0,,
Cash Flow From Continuing Operating Activities,212100000.0,253833000.0,173955000.0,86372000.0,163161000.0,,
Change In Working Capital,19358000.0,40905000.0,-22665000.0,-143364000.0,56744000.0,,
Change In Other Working Capital,-2706000.0,-6979000.0,19203000.0,-7269000.0,32624000.0,,
Change In Other Current Liabilities,-10395000.0,-10596000.0,-9895000.0,-9759000.0,-7633000.0,,
Change In Payables And Accrued Expense,40141000.0,43159000.0,-10933000.0,-97262000.0,22382000.0,,
Change In Accrued Expense,31877000.0,25259000.0,19193000.0,-40663000.0,,7127000.0,
Change In Payable,8264000.0,17900000.0,-30126000.0,-56599000.0,42595000.0,,
Change In Account Payable,-9683000.0,12198000.0,-23122000.0,-38793000.0,38051000.0,,
Change In Tax Payable,17947000.0,5702000.0,-7004000.0,-17806000.0,4544000.0,,
Change In Income Tax Payable,17947000.0,5702000.0,-7004000.0,-17806000.0,4544000.0,,
Change In Prepaid Assets,-6634000.0,10588000.0,1808000.0,-5697000.0,,-251000.0,
Change In Receivables,-1048000.0,4733000.0,-22848000.0,-23377000.0,9371000.0,,
Changes In Account Receivables,-1048000.0,4733000.0,-22848000.0,-23377000.0,9371000.0,,
Other Non Cash Items,4439000.0,4160000.0,2378000.0,890000.0,,797000.0,
Stock Based Compensation,14075000.0,17015000.0,16547000.0,13592000.0,16794000.0,,
Asset Impairment Charge,,,,,3614000.0,165000.0,54000.0
Deferred Tax,-6699000.0,-5609000.0,-13180000.0,21943000.0,-25041000.0,,
Deferred Income Tax,-6699000.0,-5609000.0,-13180000.0,21943000.0,-25041000.0,,
Depreciation Amortization Depletion,50549000.0,48820000.0,46015000.0,43289000.0,41594000.0,,
Depreciation And Amortization,50549000.0,48820000.0,46015000.0,43289000.0,41594000.0,,
Depreciation,50549000.0,48820000.0,46015000.0,43289000.0,41594000.0,,
Net Income From Continuing Operations,153616000.0,148542000.0,144860000.0,150022000.0,89496000.0,,
