,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Tax Effect Of Unusual Items,-11925000.0,-30127659.574468,-5408000.0,-8547000.0,-1092000.0,
Tax Rate For Calcs,0.159,0.12766,0.169,0.259,0.182,
Normalized EBITDA,916000000.0,656000000.0,486000000.0,464000000.0,469000000.0,
Total Unusual Items,-75000000.0,-236000000.0,-32000000.0,-33000000.0,-6000000.0,
Total Unusual Items Excluding Goodwill,-75000000.0,-236000000.0,-32000000.0,-33000000.0,-6000000.0,
Net Income From Continuing Operation Net Minority Interest,262000000.0,-39000000.0,196000000.0,163000000.0,191000000.0,
Reconciled Depreciation,364000000.0,323000000.0,132000000.0,126000000.0,141000000.0,
Reconciled Cost Of Revenue,4390000000.0,4187000000.0,2679000000.0,2615000000.0,2592000000.0,
EBITDA,841000000.0,420000000.0,454000000.0,431000000.0,463000000.0,
EBIT,477000000.0,97000000.0,322000000.0,305000000.0,322000000.0,
Net Interest Income,-153000000.0,-125000000.0,-75000000.0,-72000000.0,-75000000.0,
Interest Expense,168000000.0,144000000.0,85000000.0,81000000.0,86000000.0,
Interest Income,15000000.0,19000000.0,10000000.0,9000000.0,11000000.0,
Normalized Income,325075000.0,166872340.425532,222592000.0,187453000.0,195908000.0,
Net Income From Continuing And Discontinued Operation,262000000.0,-39000000.0,196000000.0,163000000.0,191000000.0,
Total Expenses,5209000000.0,4759000000.0,2988000000.0,2911000000.0,3035000000.0,
Total Operating Income As Reported,461000000.0,87000000.0,313000000.0,297000000.0,312000000.0,
Diluted Average Shares,2315000000.0,2040000000.0,1446000000.0,1446000000.0,1444000000.0,
Basic Average Shares,2314000000.0,2035000000.0,1443000000.0,1443000000.0,1440000000.0,
Diluted EPS,0.113,-0.019,0.136,0.113,0.132,
Basic EPS,0.113,-0.019,0.136,0.113,0.132,
Diluted NI Availto Com Stockholders,262000000.0,-39000000.0,196000000.0,163000000.0,190000000.0,
Net Income Common Stockholders,262000000.0,-39000000.0,196000000.0,163000000.0,190000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,1000000.0,
Net Income,262000000.0,-39000000.0,196000000.0,163000000.0,191000000.0,
Minority Interests,0.0,0.0,-1000000.0,-4000000.0,-2000000.0,
Net Income Including Noncontrolling Interests,262000000.0,-39000000.0,197000000.0,167000000.0,193000000.0,
Net Income Continuous Operations,262000000.0,-39000000.0,197000000.0,167000000.0,193000000.0,
Earnings From Equity Interest Net Of Tax,2000000.0,2000000.0,0.0,1000000.0,0.0,
Tax Provision,49000000.0,-6000000.0,40000000.0,58000000.0,43000000.0,
Pretax Income,309000000.0,-47000000.0,237000000.0,224000000.0,236000000.0,
Other Income Expense,-74000000.0,-245000000.0,-33000000.0,-34000000.0,-7000000.0,
Other Non Operating Income Expenses,1000000.0,-9000000.0,-1000000.0,-1000000.0,-1000000.0,
Special Income Charges,-75000000.0,-236000000.0,-32000000.0,-33000000.0,-6000000.0,
Gain On Sale Of Business,,,,,,0.0
Restructuring And Mergern Acquisition,75000000.0,236000000.0,32000000.0,33000000.0,6000000.0,
Net Non Operating Interest Income Expense,-153000000.0,-125000000.0,-75000000.0,-72000000.0,-75000000.0,
Interest Expense Non Operating,168000000.0,144000000.0,85000000.0,81000000.0,86000000.0,
Interest Income Non Operating,15000000.0,19000000.0,10000000.0,9000000.0,11000000.0,
Operating Income,536000000.0,323000000.0,345000000.0,330000000.0,318000000.0,
Operating Expense,588000000.0,572000000.0,309000000.0,296000000.0,341000000.0,
Other Operating Expenses,-26000000.0,-4000000.0,-21000000.0,-26000000.0,-2000000.0,
Depreciation Amortization Depletion Income Statement,133000000.0,,,,,
Depreciation And Amortization In Income Statement,133000000.0,,,,,
Amortization,133000000.0,,,,,
Amortization Of Intangibles Income Statement,133000000.0,,,,,
Research And Development,46000000.0,38000000.0,27000000.0,27000000.0,28000000.0,
Selling General And Administration,435000000.0,292000000.0,303000000.0,295000000.0,276000000.0,
Gross Profit,1124000000.0,895000000.0,654000000.0,626000000.0,659000000.0,
Cost Of Revenue,4621000000.0,4187000000.0,2679000000.0,2615000000.0,2694000000.0,
Total Revenue,5745000000.0,5082000000.0,3333000000.0,3241000000.0,3353000000.0,
Operating Revenue,5745000000.0,5082000000.0,3333000000.0,3241000000.0,3353000000.0,
