,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,106773000.0,107487000.0,108028122.0,107561000.0,107506000.0,,
Share Issued,106773000.0,107487000.0,108028122.0,107561000.0,107506000.0,,
Net Debt,12275175000.0,12236270000.0,11789727000.0,13401897000.0,12133140000.0,,
Total Debt,15016526000.0,14805725000.0,14641132000.0,15756194000.0,14521344000.0,,
Tangible Book Value,-7659028000.0,-7518701000.0,-7373749000.0,-7498645000.0,-7667212000.0,,
Invested Capital,7771498000.0,7572650000.0,7455471000.0,8481800000.0,7144627000.0,,
Working Capital,-798444000.0,-905897000.0,-409700000.0,180784000.0,-217576000.0,,
Net Tangible Assets,-7659028000.0,-7518701000.0,-7373749000.0,-7498645000.0,-7667212000.0,,
Capital Lease Obligations,2311045000.0,2294180000.0,2214958000.0,2164456000.0,2201865000.0,,
Common Stock Equity,-4933983000.0,-4938895000.0,-4970703000.0,-5109938000.0,-5174852000.0,,
Total Capitalization,6998936000.0,6800469000.0,6683669000.0,7293887000.0,7121627000.0,,
Total Equity Gross Minority Interest,-4857378000.0,-4873738000.0,-4908099000.0,-5055806000.0,-5125760000.0,,
Minority Interest,76605000.0,65157000.0,62604000.0,54132000.0,49092000.0,,
Stockholders Equity,-4933983000.0,-4938895000.0,-4970703000.0,-5109938000.0,-5174852000.0,,
Gains Losses Not Affecting Retained Earnings,-688098000.0,-711548000.0,-736617000.0,-760280000.0,-723648000.0,,
Other Equity Adjustments,-688098000.0,-711548000.0,-736617000.0,-760280000.0,-723648000.0,,
Retained Earnings,-7284980000.0,-7251106000.0,-7226216000.0,-7326189000.0,-7393799000.0,,
Additional Paid In Capital,3038027000.0,3022684000.0,2991050000.0,2975455000.0,2941520000.0,,
Capital Stock,1068000.0,1075000.0,1080000.0,1076000.0,1075000.0,,
Common Stock,1068000.0,1075000.0,1080000.0,1076000.0,1075000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,16117617000.0,15640125000.0,15351016000.0,16473142000.0,15327423000.0,,
Total Non Current Liabilities Net Minority Interest,14506649000.0,14210420000.0,14008000000.0,14675206000.0,14659580000.0,,
Other Non Current Liabilities,554222000.0,466341000.0,406214000.0,367942000.0,432158000.0,,
Long Term Debt And Capital Lease Obligation,13952427000.0,13744079000.0,13601786000.0,14307264000.0,14227422000.0,,
Long Term Capital Lease Obligation,2019508000.0,2004715000.0,1947414000.0,1903439000.0,1930943000.0,,
Long Term Debt,11932919000.0,11739364000.0,11654372000.0,12403825000.0,12296479000.0,,
Current Liabilities,1610968000.0,1429705000.0,1343016000.0,1797936000.0,667843000.0,,
Other Current Liabilities,59427000.0,20681000.0,18813000.0,17933000.0,14105000.0,,
Current Deferred Liabilities,132336000.0,125371000.0,110369000.0,127308000.0,183978000.0,,
Current Deferred Revenue,132336000.0,125371000.0,110369000.0,127308000.0,183978000.0,,
Current Debt And Capital Lease Obligation,1064099000.0,1061646000.0,1039346000.0,1448930000.0,293922000.0,,
Current Capital Lease Obligation,291537000.0,289465000.0,267544000.0,261017000.0,270922000.0,,
Current Debt,772562000.0,772181000.0,771802000.0,1187913000.0,23000000.0,,
Other Current Borrowings,772562000.0,772181000.0,771802000.0,1187913000.0,23000000.0,,
Payables And Accrued Expenses,355106000.0,222007000.0,174488000.0,203765000.0,175838000.0,,
Current Accrued Expenses,125952000.0,152163000.0,101998000.0,137012000.0,111793000.0,,
Interest Payable,37845000.0,75102000.0,34699000.0,62239000.0,32088000.0,,
Payables,229154000.0,69844000.0,72490000.0,66753000.0,64045000.0,,
Total Tax Payable,9429000.0,9024000.0,7447000.0,7204000.0,9607000.0,,
Accounts Payable,219725000.0,60820000.0,65043000.0,59549000.0,54438000.0,,
Total Assets,11260239000.0,10766387000.0,10442917000.0,11417336000.0,10201663000.0,,
Total Non Current Assets,10447715000.0,10242579000.0,9509601000.0,9438616000.0,9751396000.0,,
Other Non Current Assets,90254000.0,81353000.0,46705000.0,46021000.0,47523000.0,,
Non Current Deferred Assets,52363000.0,56783000.0,61179000.0,62810000.0,68342000.0,,
Non Current Deferred Taxes Assets,42711000.0,47395000.0,52181000.0,53974000.0,59652000.0,,
Non Current Note Receivables,55311000.0,55356000.0,55367000.0,59326000.0,164775000.0,,
Non Current Accounts Receivable,422309000.0,421860000.0,420116000.0,417572000.0,420783000.0,,
Financial Assets,8289000.0,10333000.0,16841000.0,50589000.0,44934000.0,,
Investments And Advances,13536000.0,15962000.0,18133000.0,20779000.0,26587000.0,,
Goodwill And Other Intangible Assets,2725045000.0,2579806000.0,2403046000.0,2388707000.0,2492360000.0,,
Other Intangible Assets,2725045000.0,2579806000.0,2403046000.0,2388707000.0,2492360000.0,,
Net PPE,7080608000.0,7021126000.0,6488214000.0,6392812000.0,6486092000.0,,
Accumulated Depreciation,-4334089000.0,-4343792000.0,-4306621000.0,-4280092000.0,-4284461000.0,,
Gross PPE,11414697000.0,11364918000.0,10794835000.0,10672904000.0,10770553000.0,,
Construction In Progress,76409000.0,73372000.0,77677000.0,72202000.0,124970000.0,,
Other Properties,10236922000.0,10188856000.0,9616970000.0,9502820000.0,3702171000.0,,
Machinery Furniture Equipment,95048000.0,92872000.0,89323000.0,84629000.0,81984000.0,,
Buildings And Improvements,,,,,5904405000.0,5829692000.0,5833745000.0
Land And Improvements,,,,,957023000.0,944644000.0,933483000.0
Properties,1006318000.0,1009818000.0,1010865000.0,1013253000.0,0.0,,
Current Assets,812524000.0,523808000.0,933316000.0,1978720000.0,450267000.0,,
Other Current Assets,17661000.0,20641000.0,25398000.0,22757000.0,20970000.0,,
Assets Held For Sale Current,95783000.0,,,,,,
Restricted Cash,30467000.0,20757000.0,23168000.0,1206653000.0,61019000.0,,
Prepaid Assets,18645000.0,16009000.0,24346000.0,20402000.0,22938000.0,,
Receivables,218901000.0,189575000.0,158227000.0,284533000.0,142756000.0,,
Other Receivables,49564000.0,46811000.0,26840000.0,19198000.0,24742000.0,,
Accrued Interest Receivable,4139000.0,2874000.0,1540000.0,4359000.0,6996000.0,,
Loans Receivable,7072000.0,0.0,0.0,115281000.0,,,
Accounts Receivable,158126000.0,139890000.0,129847000.0,145695000.0,111018000.0,,
Allowance For Doubtful Accounts Receivable,,,,-14687000.0,,,
Gross Accounts Receivable,,,,160382000.0,,,
Cash Cash Equivalents And Short Term Investments,431067000.0,276826000.0,702177000.0,444375000.0,202584000.0,,
Other Short Term Investments,761000.0,1551000.0,65730000.0,254534000.0,16245000.0,,
Cash And Cash Equivalents,430306000.0,275275000.0,636447000.0,189841000.0,186339000.0,,
