,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,1718000000.0,692000000.0,964000000.0,2191000000.0,1445000000.0,,
Repurchase Of Capital Stock,-1500000000.0,-1551000000.0,-1500000000.0,-1269000000.0,-1776000000.0,,
Repayment Of Debt,-3291000000.0,-1612000000.0,0.0,-1250000000.0,-466000000.0,,
Issuance Of Debt,3290000000.0,405000000.0,1491000000.0,0.0,598000000.0,,
Issuance Of Capital Stock,0.0,,,40000000.0,0.0,55000000.0,0.0
Capital Expenditure,-256000000.0,-206000000.0,-196000000.0,-203000000.0,-169000000.0,,
Interest Paid Supplemental Data,19000000.0,189000000.0,2000000.0,198000000.0,2000000.0,,
Income Tax Paid Supplemental Data,196000000.0,742000000.0,95000000.0,52000000.0,153000000.0,,
End Cash Position,23853000000.0,18980000000.0,20981000000.0,22390000000.0,21534000000.0,,
Beginning Cash Position,18980000000.0,20981000000.0,22390000000.0,21434000000.0,19458000000.0,,
Effect Of Exchange Rate Changes,-44000000.0,195000000.0,94000000.0,-310000000.0,192000000.0,,
Changes In Cash,4917000000.0,-2296000000.0,-1503000000.0,1266000000.0,1784000000.0,,
Financing Cash Flow,-1829000000.0,-3174000000.0,994000000.0,-3585000000.0,-2529000000.0,,
Cash Flow From Continuing Financing Activities,-1829000000.0,-3174000000.0,994000000.0,-3585000000.0,-2529000000.0,,
Net Other Financing Charges,-328000000.0,-490000000.0,1003000000.0,-1106000000.0,-885000000.0,,
Net Common Stock Issuance,-1500000000.0,-1477000000.0,-1500000000.0,-1229000000.0,-1776000000.0,,
Common Stock Payments,-1500000000.0,-1551000000.0,-1500000000.0,-1269000000.0,-1776000000.0,,
Common Stock Issuance,0.0,,,40000000.0,0.0,55000000.0,0.0
Net Issuance Payments Of Debt,-1000000.0,-1207000000.0,1491000000.0,-1250000000.0,132000000.0,,
Net Short Term Debt Issuance,,,,,,,-359000000.0
Short Term Debt Payments,,,,,,,-359000000.0
Net Long Term Debt Issuance,-1000000.0,-1207000000.0,1491000000.0,-1250000000.0,132000000.0,,
Long Term Debt Payments,-3291000000.0,-1612000000.0,0.0,-1250000000.0,-466000000.0,,
Long Term Debt Issuance,3290000000.0,405000000.0,1491000000.0,0.0,598000000.0,,
Investing Cash Flow,4772000000.0,-20000000.0,-3657000000.0,2457000000.0,2699000000.0,,
Cash Flow From Continuing Investing Activities,4772000000.0,-20000000.0,-3657000000.0,2457000000.0,2699000000.0,,
Net Other Investing Changes,1983000000.0,-551000000.0,-2845000000.0,2280000000.0,818000000.0,,
Net Investment Purchase And Sale,3045000000.0,736000000.0,-618000000.0,379000000.0,2050000000.0,,
Sale Of Investment,7432000000.0,6331000000.0,5552000000.0,5894000000.0,7013000000.0,,
Purchase Of Investment,-4387000000.0,-5595000000.0,-6170000000.0,-5515000000.0,-4963000000.0,,
Net PPE Purchase And Sale,-256000000.0,-205000000.0,-194000000.0,-202000000.0,-169000000.0,,
Sale Of PPE,0.0,1000000.0,2000000.0,1000000.0,0.0,,
Purchase Of PPE,-256000000.0,-206000000.0,-196000000.0,-203000000.0,-169000000.0,,
Operating Cash Flow,1974000000.0,898000000.0,1160000000.0,2394000000.0,1614000000.0,,
Cash Flow From Continuing Operating Activities,1974000000.0,898000000.0,1160000000.0,2394000000.0,1614000000.0,,
Change In Working Capital,101000000.0,-984000000.0,-676000000.0,34000000.0,-152000000.0,,
Change In Other Working Capital,-69000000.0,-969000000.0,-526000000.0,-484000000.0,-136000000.0,,
Change In Payables And Accrued Expense,44000000.0,2000000.0,-52000000.0,59000000.0,35000000.0,,
Change In Payable,44000000.0,2000000.0,-52000000.0,59000000.0,35000000.0,,
Change In Account Payable,44000000.0,2000000.0,-52000000.0,59000000.0,35000000.0,,
Change In Receivables,126000000.0,-17000000.0,-98000000.0,54000000.0,-51000000.0,,
Changes In Account Receivables,126000000.0,-17000000.0,-98000000.0,54000000.0,-51000000.0,,
Other Non Cash Items,-29000000.0,217000000.0,139000000.0,470000000.0,160000000.0,,
Stock Based Compensation,257000000.0,286000000.0,249000000.0,283000000.0,284000000.0,,
Amortization Of Securities,-20000000.0,-27000000.0,-30000000.0,-45000000.0,-93000000.0,,
Deferred Tax,182000000.0,-83000000.0,-6000000.0,223000000.0,-21000000.0,,
Deferred Income Tax,182000000.0,-83000000.0,-6000000.0,223000000.0,-21000000.0,,
Depreciation Amortization Depletion,245000000.0,239000000.0,245000000.0,249000000.0,255000000.0,,
Depreciation And Amortization,245000000.0,239000000.0,245000000.0,249000000.0,255000000.0,,
Operating Gains Losses,-10000000.0,-11000000.0,-48000000.0,59000000.0,171000000.0,,
Gain Loss On Investment Securities,-10000000.0,-11000000.0,-48000000.0,59000000.0,171000000.0,,
Net Income From Continuing Operations,1248000000.0,1261000000.0,1287000000.0,1121000000.0,1010000000.0,,
