,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,737000000.0,702000000.0,566000000.0,524400000.0,563600000.0
Repurchase Of Capital Stock,-536000000.0,1000000.0,-74000000.0,-157500000.0,-149500000.0
Repayment Of Debt,-6609000000.0,-9012000000.0,-12018000000.0,-8273900000.0,-5561100000.0
Issuance Of Debt,6871000000.0,8650000000.0,12558000000.0,8404100000.0,5131900000.0
Capital Expenditure,-444000000.0,-407000000.0,-459000000.0,-497600000.0,-439400000.0
End Cash Position,225000000.0,263000000.0,224000000.0,203000000.0,206000000.0
Beginning Cash Position,263000000.0,224000000.0,203000000.0,206000000.0,592000000.0
Effect Of Exchange Rate Changes,0.0,1000000.0,0.0,-3100000.0,100000.0
Changes In Cash,-38000000.0,38000000.0,21000000.0,-400000.0,-385600000.0
Financing Cash Flow,-463000000.0,-544000000.0,284000000.0,-209900000.0,-753100000.0
Cash Flow From Continuing Financing Activities,-463000000.0,-544000000.0,284000000.0,-209900000.0,-753100000.0
Net Other Financing Charges,-7000000.0,-2000000.0,-1000000.0,-400000.0,-6600000.0
Cash Dividends Paid,-182000000.0,-181000000.0,-181000000.0,-182200000.0,-167800000.0
Common Stock Dividend Paid,-182000000.0,-181000000.0,-181000000.0,-182200000.0,-167800000.0
Net Common Stock Issuance,-536000000.0,1000000.0,-74000000.0,-157500000.0,-149500000.0
Common Stock Payments,-536000000.0,1000000.0,-74000000.0,-157500000.0,-149500000.0
Net Issuance Payments Of Debt,262000000.0,-362000000.0,540000000.0,130200000.0,-429200000.0
Net Long Term Debt Issuance,262000000.0,-362000000.0,540000000.0,130200000.0,-429200000.0
Long Term Debt Payments,-6609000000.0,-9012000000.0,-12018000000.0,-8273900000.0,-5561100000.0
Long Term Debt Issuance,6871000000.0,8650000000.0,12558000000.0,8404100000.0,5131900000.0
Investing Cash Flow,-756000000.0,-527000000.0,-1288000000.0,-812500000.0,-635500000.0
Cash Flow From Continuing Investing Activities,-756000000.0,-527000000.0,-1288000000.0,-812500000.0,-635500000.0
Net Other Investing Changes,-18000000.0,0.0,-1000000.0,-200000.0,-800000.0
Net Business Purchase And Sale,-296000000.0,-125000000.0,-831000000.0,-353100000.0,-198900000.0
Sale Of Business,0.0,4000000.0,3000000.0,-500000.0,500000.0
Purchase Of Business,-296000000.0,-129000000.0,-834000000.0,-352600000.0,-199400000.0
Net PPE Purchase And Sale,-442000000.0,-402000000.0,-456000000.0,-459200000.0,-435800000.0
Sale Of PPE,2000000.0,5000000.0,3000000.0,38400000.0,3600000.0
Purchase Of PPE,-444000000.0,-407000000.0,-459000000.0,-497600000.0,-439400000.0
Operating Cash Flow,1181000000.0,1109000000.0,1025000000.0,1022000000.0,1003000000.0
Cash Flow From Continuing Operating Activities,1181000000.0,1109000000.0,1025000000.0,1022000000.0,1003000000.0
Change In Working Capital,-61000000.0,59000000.0,36000000.0,-96200000.0,-102800000.0
Change In Other Current Liabilities,44000000.0,132000000.0,6000000.0,-7900000.0,68900000.0
Change In Payables And Accrued Expense,36000000.0,29000000.0,-42000000.0,-700000.0,-45300000.0
Change In Payable,36000000.0,29000000.0,-42000000.0,-700000.0,-45300000.0
Change In Account Payable,36000000.0,29000000.0,-42000000.0,-700000.0,-45300000.0
Change In Prepaid Assets,-114000000.0,-69000000.0,90000000.0,-111500000.0,-95500000.0
Change In Receivables,-27000000.0,-33000000.0,-18000000.0,23900000.0,-30900000.0
Changes In Account Receivables,-27000000.0,-33000000.0,-18000000.0,23900000.0,-30900000.0
Other Non Cash Items,-10000000.0,-7000000.0,-1000000.0,-12600000.0,-22400000.0
Stock Based Compensation,10000000.0,10000000.0,13000000.0,11000000.0,9000000.0
Provisionand Write Offof Assets,9000000.0,8000000.0,10000000.0,7100000.0,-100000.0
Deferred Tax,138000000.0,-9000000.0,1000000.0,16800000.0,22200000.0
Deferred Income Tax,138000000.0,-9000000.0,1000000.0,16800000.0,22200000.0
Depreciation Amortization Depletion,488000000.0,492000000.0,462000000.0,469700000.0,449300000.0
Depreciation And Amortization,488000000.0,492000000.0,462000000.0,469700000.0,449300000.0
Depreciation,488000000.0,492000000.0,462000000.0,469700000.0,449300000.0
Operating Gains Losses,57000000.0,6000000.0,9000000.0,113700000.0,82300000.0
Earnings Losses From Equity Investments,58000000.0,2000000.0,12000000.0,139000000.0,74000000.0
Net Income From Continuing Operations,550000000.0,550000000.0,495000000.0,512500000.0,565500000.0
