,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Tax Effect Of Unusual Items,4370000.0,400000.0,1020000.0,-2475138.121547,2160000.0,,
Tax Rate For Calcs,0.19,0.2,0.17,0.154696,0.18,,
Normalized EBITDA,2439000000.0,2376000000.0,2455000000.0,2275000000.0,2294000000.0,,
Total Unusual Items,23000000.0,2000000.0,6000000.0,-16000000.0,12000000.0,,
Total Unusual Items Excluding Goodwill,23000000.0,2000000.0,6000000.0,-16000000.0,12000000.0,,
Net Income From Continuing Operation Net Minority Interest,1772000000.0,1691000000.0,1811000000.0,1683000000.0,1684000000.0,,
Reconciled Depreciation,208000000.0,209000000.0,217000000.0,218000000.0,213000000.0,,
Reconciled Cost Of Revenue,472000000.0,470000000.0,446000000.0,440000000.0,384000000.0,,
EBITDA,2462000000.0,2378000000.0,2461000000.0,2259000000.0,2306000000.0,,
EBIT,2254000000.0,2169000000.0,2244000000.0,2041000000.0,2093000000.0,,
Net Interest Income,-67000000.0,-68000000.0,-62000000.0,291000000.0,-51000000.0,,
Interest Expense,67000000.0,68000000.0,62000000.0,50000000.0,51000000.0,,
Normalized Income,1753370000.0,1689400000.0,1806020000.0,1696524861.878453,1674160000.0,,
Net Income From Continuing And Discontinued Operation,1772000000.0,1691000000.0,1811000000.0,1683000000.0,1684000000.0,,
Total Expenses,3815000000.0,3764000000.0,3551000000.0,3649000000.0,3416000000.0,,
Total Operating Income As Reported,2173000000.0,2109000000.0,2163000000.0,1957000000.0,1992000000.0,,
Diluted Average Shares,424000000.0,429000000.0,438000000.0,443000000.0,448000000.0,,
Basic Average Shares,423000000.0,428000000.0,436000000.0,441000000.0,445000000.0,,
Diluted EPS,4.18,3.94,4.14,3.79,3.76,,
Basic EPS,4.18,3.95,4.15,3.81,3.78,,
Diluted NI Availto Com Stockholders,1772000000.0,1691000000.0,1811000000.0,1683000000.0,1684000000.0,,
Net Income Common Stockholders,1772000000.0,1691000000.0,1811000000.0,1683000000.0,1684000000.0,,
Net Income,1772000000.0,1691000000.0,1811000000.0,1683000000.0,1684000000.0,,
Net Income Including Noncontrolling Interests,1772000000.0,1691000000.0,1811000000.0,1683000000.0,1684000000.0,,
Net Income Continuous Operations,1772000000.0,1691000000.0,1811000000.0,1683000000.0,1684000000.0,,
Tax Provision,415000000.0,410000000.0,371000000.0,308000000.0,358000000.0,,
Pretax Income,2187000000.0,2101000000.0,2182000000.0,1991000000.0,2042000000.0,,
Other Income Expense,81000000.0,60000000.0,81000000.0,-257000000.0,101000000.0,,
Other Non Operating Income Expenses,58000000.0,58000000.0,75000000.0,,89000000.0,82000000.0,
Special Income Charges,0.0,0.0,0.0,0.0,0.0,,
Other Special Charges,,,,,,,1000000000.0
Restructuring And Mergern Acquisition,0.0,0.0,0.0,0.0,0.0,,
Gain On Sale Of Security,23000000.0,2000000.0,6000000.0,-16000000.0,12000000.0,,
Net Non Operating Interest Income Expense,-67000000.0,-68000000.0,-62000000.0,291000000.0,-51000000.0,,
Interest Expense Non Operating,67000000.0,68000000.0,62000000.0,50000000.0,51000000.0,,
Operating Income,2173000000.0,2109000000.0,2163000000.0,1957000000.0,1992000000.0,,
Operating Expense,3173000000.0,3126000000.0,2929000000.0,3033000000.0,2862000000.0,,
Depreciation Amortization Depletion Income Statement,38000000.0,41000000.0,41000000.0,42000000.0,43000000.0,,
Depreciation And Amortization In Income Statement,38000000.0,41000000.0,41000000.0,42000000.0,43000000.0,,
Amortization,38000000.0,41000000.0,41000000.0,42000000.0,43000000.0,,
Amortization Of Intangibles Income Statement,38000000.0,41000000.0,41000000.0,42000000.0,43000000.0,,
Research And Development,1088000000.0,1082000000.0,1026000000.0,999000000.0,1022000000.0,,
Selling General And Administration,2047000000.0,2003000000.0,1862000000.0,1992000000.0,1797000000.0,,
Selling And Marketing Expense,1639000000.0,1626000000.0,1495000000.0,1536000000.0,1431000000.0,,
General And Administrative Expense,408000000.0,377000000.0,367000000.0,456000000.0,366000000.0,,
Other Gand A,408000000.0,377000000.0,367000000.0,456000000.0,366000000.0,,
Gross Profit,5346000000.0,5235000000.0,5092000000.0,4990000000.0,4854000000.0,,
Cost Of Revenue,642000000.0,638000000.0,622000000.0,616000000.0,554000000.0,,
Total Revenue,5988000000.0,5873000000.0,5714000000.0,5606000000.0,5408000000.0,,
Operating Revenue,5988000000.0,5873000000.0,5714000000.0,5606000000.0,5408000000.0,,
