,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,46874000000.0,-9132000000.0,-2184000000.0,25914000000.0,-37276000000.0
Repurchase Of Capital Stock,-5300000000.0,-5302000000.0,-7190000000.0,-4935000000.0,-5534000000.0
Repayment Of Debt,-21929000000.0,-19631000000.0,-16333000000.0,-17700000000.0,-16569000000.0
Issuance Of Debt,18929000000.0,23286000000.0,33640000000.0,14090000000.0,12220000000.0
Issuance Of Capital Stock,2497000000.0,,,,
End Cash Position,246507000000.0,266011000000.0,273579000000.0,290114000000.0,295589000000.0
Beginning Cash Position,266011000000.0,273579000000.0,290114000000.0,295589000000.0,320632000000.0
Effect Of Exchange Rate Changes,-331000000.0,3423000000.0,1827000000.0,-4031000000.0,2712000000.0
Changes In Cash,-19173000000.0,-10991000000.0,-18362000000.0,-1444000000.0,-27755000000.0
Financing Cash Flow,-67990000000.0,55059000000.0,72832000000.0,-36768000000.0,36779000000.0
Cash Flow From Continuing Financing Activities,-67990000000.0,55059000000.0,72832000000.0,-36768000000.0,36779000000.0
Net Other Financing Charges,239000000.0,63000000.0,-1221000000.0,186000000.0,150000000.0
Cash Dividends Paid,-2451000000.0,-2200000000.0,-2552000000.0,-2275000000.0,-2493000000.0
Net Preferred Stock Issuance,2497000000.0,2996000000.0,-2669000000.0,-1400000000.0,-2000000000.0
Preferred Stock Payments,0.0,0.0,-2669000000.0,-1400000000.0,-2000000000.0
Preferred Stock Issuance,2497000000.0,,,,
Net Common Stock Issuance,-5300000000.0,-5302000000.0,-4521000000.0,-3535000000.0,-3534000000.0
Common Stock Payments,-5300000000.0,-5302000000.0,-4521000000.0,-3535000000.0,-3534000000.0
Net Issuance Payments Of Debt,3302000000.0,10076000000.0,15386000000.0,1341000000.0,-5057000000.0
Net Short Term Debt Issuance,6302000000.0,6421000000.0,-1921000000.0,4951000000.0,-708000000.0
Net Long Term Debt Issuance,-3000000000.0,3655000000.0,17307000000.0,-3610000000.0,-4349000000.0
Long Term Debt Payments,-21929000000.0,-19631000000.0,-16333000000.0,-17700000000.0,-16569000000.0
Long Term Debt Issuance,18929000000.0,23286000000.0,33640000000.0,14090000000.0,12220000000.0
Investing Cash Flow,1943000000.0,-56918000000.0,-89010000000.0,9410000000.0,-27258000000.0
Cash Flow From Continuing Investing Activities,1943000000.0,-56918000000.0,-89010000000.0,9410000000.0,-27258000000.0
Net Other Investing Changes,-554000000.0,-1463000000.0,-799000000.0,-1282000000.0,-1031000000.0
Net Investment Purchase And Sale,-4990000000.0,12478000000.0,-17298000000.0,-32499000000.0,-5742000000.0
Sale Of Investment,68076000000.0,64041000000.0,54777000000.0,46226000000.0,66689000000.0
Purchase Of Investment,-73066000000.0,-51563000000.0,-72075000000.0,-78725000000.0,-72431000000.0
Operating Cash Flow,46874000000.0,-9132000000.0,-2184000000.0,25914000000.0,-37276000000.0
Cash Flow From Continuing Operating Activities,46874000000.0,-9132000000.0,-2184000000.0,25914000000.0,-37276000000.0
Change In Working Capital,34463000000.0,-19023000000.0,-12385000000.0,13815000000.0,-43340000000.0
Change In Other Working Capital,30536000000.0,-14879000000.0,-10970000000.0,11181000000.0,-31439000000.0
Change In Other Current Assets,-5323000000.0,-23385000000.0,4165000000.0,15765000000.0,-21592000000.0
Change In Payables And Accrued Expense,10658000000.0,17760000000.0,-8179000000.0,-13131000000.0,8398000000.0
Change In Accrued Expense,10658000000.0,17760000000.0,-8179000000.0,-13131000000.0,8398000000.0
Other Non Cash Items,1555000000.0,-272000000.0,16000000.0,2991000000.0,-3470000000.0
Stock Based Compensation,1018000000.0,1015000000.0,999000000.0,891000000.0,832000000.0
Deferred Tax,5000000.0,-88000000.0,-172000000.0,-506000000.0,-345000000.0
Deferred Income Tax,5000000.0,-88000000.0,-172000000.0,-506000000.0,-345000000.0
Depreciation Amortization Depletion,584000000.0,571000000.0,565000000.0,559000000.0,549000000.0
Depreciation And Amortization,584000000.0,571000000.0,565000000.0,559000000.0,549000000.0
Operating Gains Losses,3000000.0,18000000.0,2000000.0,23000000.0,20000000.0
Gain Loss On Investment Securities,3000000.0,18000000.0,2000000.0,23000000.0,20000000.0
Net Income From Continuing Operations,8469000000.0,7116000000.0,7396000000.0,6665000000.0,6896000000.0
