,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Preferred Shares Number,546024.0,546024.0,546024.0,546024.0,546024.0,
Ordinary Shares Number,403000000.0,403674062.0,404463735.0,405431361.0,407000000.0,
Share Issued,403000000.0,403674062.0,404463735.0,405431361.0,407000000.0,
Net Debt,2530000000.0,2713000000.0,2788000000.0,2751000000.0,2919000000.0,
Total Debt,3352000000.0,3258000000.0,3483000000.0,3471000000.0,3394000000.0,
Tangible Book Value,568000000.0,455000000.0,239000000.0,14000000.0,-83000000.0,
Invested Capital,8277000000.0,8245000000.0,8061000000.0,7814000000.0,7842000000.0,
Working Capital,2199000000.0,2094000000.0,2006000000.0,1813000000.0,1874000000.0,
Net Tangible Assets,623000000.0,510000000.0,294000000.0,69000000.0,-28000000.0,
Capital Lease Obligations,163000000.0,,159000000.0,156000000.0,,158000000.0
Common Stock Equity,5088000000.0,4987000000.0,4737000000.0,4499000000.0,4448000000.0,
Preferred Stock Equity,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,
Total Capitalization,8331000000.0,8295000000.0,8109000000.0,7863000000.0,7896000000.0,
Total Equity Gross Minority Interest,5143000000.0,5042000000.0,4792000000.0,4554000000.0,4503000000.0,
Stockholders Equity,5143000000.0,5042000000.0,4792000000.0,4554000000.0,4503000000.0,
Gains Losses Not Affecting Retained Earnings,-1754000000.0,-1749000000.0,-1830000000.0,-1878000000.0,-1798000000.0,
Other Equity Adjustments,-1754000000.0,-1749000000.0,-1830000000.0,-1878000000.0,-1798000000.0,
Retained Earnings,3722000000.0,3434000000.0,3068000000.0,2766000000.0,2453000000.0,
Additional Paid In Capital,2717000000.0,2898000000.0,3095000000.0,3206000000.0,3386000000.0,
Capital Stock,458000000.0,459000000.0,459000000.0,460000000.0,462000000.0,
Common Stock,403000000.0,404000000.0,404000000.0,405000000.0,407000000.0,
Preferred Stock,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,
Total Liabilities Net Minority Interest,6034000000.0,6004000000.0,5980000000.0,5965000000.0,6055000000.0,
Total Non Current Liabilities Net Minority Interest,4409000000.0,4404000000.0,4432000000.0,4416000000.0,4538000000.0,
Other Non Current Liabilities,452000000.0,486000000.0,316000000.0,309000000.0,432000000.0,
Employee Benefits,647000000.0,665000000.0,679000000.0,679000000.0,713000000.0,
Non Current Pension And Other Postretirement Benefit Plans,647000000.0,665000000.0,679000000.0,679000000.0,713000000.0,
Long Term Debt And Capital Lease Obligation,3310000000.0,3253000000.0,3437000000.0,3428000000.0,3393000000.0,
Long Term Capital Lease Obligation,122000000.0,,120000000.0,119000000.0,,121000000.0
Long Term Debt,3188000000.0,3253000000.0,3317000000.0,3309000000.0,3393000000.0,
Current Liabilities,1625000000.0,1600000000.0,1548000000.0,1549000000.0,1517000000.0,
Other Current Liabilities,209000000.0,181000000.0,139000000.0,134000000.0,227000000.0,
Current Debt And Capital Lease Obligation,42000000.0,5000000.0,46000000.0,43000000.0,1000000.0,
Current Capital Lease Obligation,41000000.0,,39000000.0,37000000.0,,37000000.0
Current Debt,1000000.0,5000000.0,7000000.0,6000000.0,1000000.0,
Other Current Borrowings,1000000.0,,7000000.0,6000000.0,,782000000.0
Pensionand Other Post Retirement Benefit Plans Current,314000000.0,263000000.0,235000000.0,305000000.0,288000000.0,
Payables And Accrued Expenses,1060000000.0,1151000000.0,1128000000.0,1067000000.0,1001000000.0,
Current Accrued Expenses,32000000.0,59000000.0,32000000.0,59000000.0,25000000.0,
Interest Payable,32000000.0,59000000.0,32000000.0,59000000.0,25000000.0,
Payables,1028000000.0,1092000000.0,1096000000.0,1008000000.0,976000000.0,
Total Tax Payable,71000000.0,64000000.0,105000000.0,60000000.0,59000000.0,
Accounts Payable,957000000.0,1028000000.0,991000000.0,948000000.0,917000000.0,
Total Assets,11177000000.0,11046000000.0,10772000000.0,10519000000.0,10558000000.0,
Total Non Current Assets,7353000000.0,7352000000.0,7218000000.0,7157000000.0,7167000000.0,
Other Non Current Assets,88000000.0,263000000.0,90000000.0,96000000.0,239000000.0,
Non Current Deferred Assets,31000000.0,31000000.0,32000000.0,35000000.0,39000000.0,
Non Current Deferred Taxes Assets,31000000.0,31000000.0,32000000.0,35000000.0,39000000.0,
Goodwill And Other Intangible Assets,4520000000.0,4532000000.0,4498000000.0,4485000000.0,4531000000.0,
Other Intangible Assets,462000000.0,467000000.0,470000000.0,475000000.0,484000000.0,
Goodwill,4058000000.0,4065000000.0,4028000000.0,4010000000.0,4047000000.0,
Net PPE,2714000000.0,2526000000.0,2598000000.0,2541000000.0,2358000000.0,
Accumulated Depreciation,-3355000000.0,-3316000000.0,-3217000000.0,-3150000000.0,-3193000000.0,
Gross PPE,6069000000.0,5842000000.0,5815000000.0,5691000000.0,5551000000.0,
Construction In Progress,303000000.0,383000000.0,335000000.0,309000000.0,263000000.0,
Other Properties,163000000.0,,158000000.0,155000000.0,1031000000.0,1179000000.0
