,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,449000000.0,375000000.0,333000000.0,407000000.0,419000000.0
Repurchase Of Capital Stock,-36000000.0,-109000000.0,-229000000.0,-114000000.0,-277000000.0
Repayment Of Debt,-1320000000.0,-25000000.0,-5000000.0,-7000000.0,-9000000.0
Issuance Of Debt,1481000000.0,,,-205000000.0,30000000.0
Capital Expenditure,-94000000.0,-71000000.0,-71000000.0,-106000000.0,-52000000.0
End Cash Position,1200000000.0,818000000.0,782000000.0,807000000.0,627000000.0
Beginning Cash Position,818000000.0,782000000.0,807000000.0,627000000.0,623000000.0
Effect Of Exchange Rate Changes,-2000000.0,21000000.0,10000000.0,-31000000.0,16000000.0
Changes In Cash,384000000.0,15000000.0,-35000000.0,211000000.0,-12000000.0
Financing Cash Flow,-81000000.0,-298000000.0,-443000000.0,-172000000.0,-444000000.0
Cash Flow From Continuing Financing Activities,-81000000.0,-298000000.0,-443000000.0,-172000000.0,-444000000.0
Net Other Financing Charges,-9000000.0,-13000000.0,-35000000.0,-4000000.0,0.0
Cash Dividends Paid,-197000000.0,-197000000.0,-198000000.0,-187000000.0,-188000000.0
Common Stock Dividend Paid,-197000000.0,-197000000.0,-198000000.0,-187000000.0,-188000000.0
Net Common Stock Issuance,-36000000.0,-109000000.0,-229000000.0,-114000000.0,-277000000.0
Common Stock Payments,-36000000.0,-109000000.0,-229000000.0,-114000000.0,-277000000.0
Net Issuance Payments Of Debt,161000000.0,21000000.0,19000000.0,133000000.0,21000000.0
Net Short Term Debt Issuance,-387000000.0,28000000.0,24000000.0,140000000.0,30000000.0
Short Term Debt Payments,-375000000.0,,,,0.0
Short Term Debt Issuance,-12000000.0,,,,30000000.0
Net Long Term Debt Issuance,548000000.0,-7000000.0,-5000000.0,-7000000.0,-9000000.0
Long Term Debt Payments,-945000000.0,-7000000.0,-5000000.0,-7000000.0,-9000000.0
Long Term Debt Issuance,1493000000.0,,,0.0,0.0
Investing Cash Flow,-78000000.0,-132000000.0,2000000.0,-130000000.0,-39000000.0
Cash Flow From Continuing Investing Activities,-78000000.0,-132000000.0,2000000.0,-130000000.0,-39000000.0
Net Other Investing Changes,-3000000.0,19000000.0,-32000000.0,-25000000.0,1000000.0
Net Investment Purchase And Sale,0.0,1000000.0,90000000.0,0.0,25000000.0
Net Business Purchase And Sale,19000000.0,-81000000.0,15000000.0,1000000.0,-13000000.0
Sale Of Business,21000000.0,17000000.0,15000000.0,1000000.0,18000000.0
Purchase Of Business,-2000000.0,,,0.0,-31000000.0
Capital Expenditure Reported,-94000000.0,-71000000.0,-71000000.0,-106000000.0,-52000000.0
Operating Cash Flow,543000000.0,446000000.0,404000000.0,513000000.0,471000000.0
Cash Flow From Continuing Operating Activities,543000000.0,446000000.0,404000000.0,513000000.0,471000000.0
Change In Working Capital,4000000.0,-19000000.0,-15000000.0,20000000.0,39000000.0
Change In Payables And Accrued Expense,-52000000.0,8000000.0,-29000000.0,92000000.0,11000000.0
Change In Payable,-52000000.0,8000000.0,-29000000.0,92000000.0,11000000.0
Change In Account Payable,0.0,-10000000.0,-32000000.0,54000000.0,32000000.0
Change In Tax Payable,-52000000.0,18000000.0,3000000.0,38000000.0,-21000000.0
Change In Income Tax Payable,-52000000.0,18000000.0,3000000.0,38000000.0,-21000000.0
Change In Prepaid Assets,39000000.0,10000000.0,-57000000.0,9000000.0,15000000.0
Change In Receivables,17000000.0,-37000000.0,71000000.0,-81000000.0,13000000.0
Other Non Cash Items,-70000000.0,37000000.0,98000000.0,24000000.0,12000000.0
Stock Based Compensation,17000000.0,16000000.0,21000000.0,17000000.0,14000000.0
Deferred Tax,163000000.0,4000000.0,8000000.0,-35000000.0,-7000000.0
Deferred Income Tax,163000000.0,4000000.0,8000000.0,-35000000.0,-7000000.0
Depreciation Amortization Depletion,50000000.0,44000000.0,45000000.0,55000000.0,44000000.0
Depreciation And Amortization,50000000.0,44000000.0,45000000.0,55000000.0,44000000.0
Operating Gains Losses,-17000000.0,-11000000.0,-6000000.0,-3000000.0,-13000000.0
Gain Loss On Sale Of Business,-17000000.0,-11000000.0,-5000000.0,-3000000.0,-12000000.0
Net Income From Continuing Operations,396000000.0,375000000.0,253000000.0,423000000.0,382000000.0
