,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Free Cash Flow,1336000000.0,1275000000.0,-1206000000.0,2528000000.0,1287000000.0,
Repurchase Of Capital Stock,-384000000.0,-396000000.0,-657000000.0,-386000000.0,-391000000.0,
Repayment Of Debt,-15000000.0,-801000000.0,-24000000.0,-33000000.0,-25000000.0,
Issuance Of Debt,0.0,1080000000.0,0.0,0.0,2423000000.0,
Capital Expenditure,-78000000.0,-89000000.0,-78000000.0,-90000000.0,-94000000.0,
End Cash Position,10001000000.0,9495000000.0,7764000000.0,12779000000.0,14054000000.0,
Beginning Cash Position,9495000000.0,7764000000.0,12779000000.0,14054000000.0,10245000000.0,
Effect Of Exchange Rate Changes,-81000000.0,288000000.0,110000000.0,-244000000.0,142000000.0,
Changes In Cash,587000000.0,1443000000.0,-5125000000.0,-1031000000.0,3667000000.0,
Financing Cash Flow,96000000.0,26000000.0,-661000000.0,-578000000.0,2360000000.0,
Cash Flow From Continuing Financing Activities,96000000.0,26000000.0,-661000000.0,-578000000.0,2360000000.0,
Net Other Financing Charges,1291000000.0,904000000.0,807000000.0,415000000.0,1026000000.0,
Proceeds From Stock Option Exercised,55000000.0,47000000.0,51000000.0,217000000.0,84000000.0,
Cash Dividends Paid,-851000000.0,-808000000.0,-838000000.0,-791000000.0,-757000000.0,
Common Stock Dividend Paid,-851000000.0,-808000000.0,-838000000.0,-791000000.0,-757000000.0,
Net Common Stock Issuance,-384000000.0,-396000000.0,-657000000.0,-386000000.0,-391000000.0,
Common Stock Payments,-384000000.0,-396000000.0,-657000000.0,-386000000.0,-391000000.0,
Net Issuance Payments Of Debt,-15000000.0,279000000.0,-24000000.0,-33000000.0,2398000000.0,
Net Long Term Debt Issuance,-15000000.0,279000000.0,-24000000.0,-33000000.0,2398000000.0,
Long Term Debt Payments,-15000000.0,-801000000.0,-24000000.0,-33000000.0,-25000000.0,
Long Term Debt Issuance,0.0,1080000000.0,0.0,0.0,2423000000.0,
Investing Cash Flow,-923000000.0,53000000.0,-3336000000.0,-3071000000.0,-74000000.0,
Cash Flow From Continuing Investing Activities,-923000000.0,53000000.0,-3336000000.0,-3071000000.0,-74000000.0,
Dividends Received Cfi,35000000.0,249000000.0,13000000.0,22000000.0,27000000.0,
Net Investment Purchase And Sale,-490000000.0,-124000000.0,-148000000.0,-141000000.0,-7000000.0,
Sale Of Investment,237000000.0,79000000.0,151000000.0,120000000.0,126000000.0,
Purchase Of Investment,-727000000.0,-203000000.0,-299000000.0,-261000000.0,-133000000.0,
Net Business Purchase And Sale,-390000000.0,17000000.0,-3123000000.0,-2862000000.0,0.0,
Purchase Of Business,-390000000.0,17000000.0,-3123000000.0,-2862000000.0,0.0,
Net PPE Purchase And Sale,-78000000.0,-89000000.0,-78000000.0,-90000000.0,-94000000.0,
Purchase Of PPE,-78000000.0,-89000000.0,-78000000.0,-90000000.0,-94000000.0,
Operating Cash Flow,1414000000.0,1364000000.0,-1128000000.0,2618000000.0,1381000000.0,
Cash Flow From Continuing Operating Activities,1414000000.0,1364000000.0,-1128000000.0,2618000000.0,1381000000.0,
Dividend Received Cfo,8000000.0,133000000.0,14000000.0,16000000.0,15000000.0,
Change In Working Capital,624000000.0,600000000.0,-2039000000.0,773000000.0,411000000.0,
Change In Other Working Capital,795000000.0,608000000.0,-1794000000.0,664000000.0,651000000.0,
Change In Other Current Liabilities,536000000.0,-1137000000.0,2990000000.0,-862000000.0,-568000000.0,
Change In Other Current Assets,-125000000.0,1040000000.0,-3442000000.0,970000000.0,509000000.0,
Change In Payables And Accrued Expense,-203000000.0,98000000.0,84000000.0,34000000.0,129000000.0,
Change In Payable,,,,,,196000000.0
Change In Account Payable,,,,,,196000000.0
Change In Receivables,-379000000.0,-9000000.0,123000000.0,-33000000.0,-310000000.0,
Changes In Account Receivables,-379000000.0,-9000000.0,123000000.0,-33000000.0,-310000000.0,
Other Non Cash Items,-1232000000.0,-775000000.0,-968000000.0,-399000000.0,-786000000.0,
Stock Based Compensation,419000000.0,226000000.0,241000000.0,242000000.0,156000000.0,
Asset Impairment Charge,,,,0.0,,
Deferred Tax,-160000000.0,-93000000.0,15000000.0,-11000000.0,-15000000.0,
Deferred Income Tax,-160000000.0,-93000000.0,15000000.0,-11000000.0,-15000000.0,
Depreciation Amortization Depletion,346000000.0,217000000.0,194000000.0,200000000.0,110000000.0,
Depreciation And Amortization,346000000.0,217000000.0,194000000.0,200000000.0,110000000.0,
Operating Gains Losses,-118000000.0,-609000000.0,-100000000.0,136000000.0,-251000000.0,
Earnings Losses From Equity Investments,45000000.0,-42000000.0,-51000000.0,78000000.0,-27000000.0,
Gain Loss On Investment Securities,-163000000.0,-567000000.0,-49000000.0,58000000.0,-224000000.0,
Net Income From Continuing Operations,1527000000.0,1665000000.0,1515000000.0,1661000000.0,1691000000.0,
