,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,637000000.0,258000000.0,-236000000.0,692000000.0,774000000.0
Repurchase Of Capital Stock,-267000000.0,-419000000.0,-247000000.0,-647000000.0,-800000000.0
Repayment Of Debt,-1612000000.0,-1088000000.0,-1287000000.0,-712000000.0,-408000000.0
Issuance Of Debt,2450000000.0,3499000000.0,0.0,1135000000.0,1518000000.0
Issuance Of Capital Stock,68000000.0,2000000.0,23000000.0,4000000.0,18000000.0
Capital Expenditure,-541000000.0,-587000000.0,-423000000.0,-506000000.0,-358000000.0
End Cash Position,1950000000.0,1144000000.0,1489000000.0,1738000000.0,1637000000.0
Beginning Cash Position,1144000000.0,1489000000.0,1738000000.0,1637000000.0,2444000000.0
Effect Of Exchange Rate Changes,3000000.0,18000000.0,22000000.0,-28000000.0,33000000.0
Changes In Cash,803000000.0,-363000000.0,-271000000.0,129000000.0,-840000000.0
Financing Cash Flow,112000000.0,1526000000.0,-2049000000.0,-724000000.0,-192000000.0
Cash Flow From Continuing Financing Activities,112000000.0,1526000000.0,-2049000000.0,-724000000.0,-192000000.0
Net Other Financing Charges,-43000000.0,19000000.0,-69000000.0,-32000000.0,-43000000.0
Cash Dividends Paid,-484000000.0,-487000000.0,-469000000.0,-472000000.0,-477000000.0
Common Stock Dividend Paid,-484000000.0,-487000000.0,-469000000.0,-472000000.0,-477000000.0
Net Common Stock Issuance,-199000000.0,-417000000.0,-224000000.0,-643000000.0,-782000000.0
Common Stock Payments,-267000000.0,-419000000.0,-247000000.0,-647000000.0,-800000000.0
Common Stock Issuance,68000000.0,2000000.0,23000000.0,4000000.0,18000000.0
Net Issuance Payments Of Debt,838000000.0,2411000000.0,-1287000000.0,423000000.0,1110000000.0
Net Long Term Debt Issuance,838000000.0,2411000000.0,-1287000000.0,423000000.0,1110000000.0
Long Term Debt Payments,-1612000000.0,-1088000000.0,-1287000000.0,-712000000.0,-408000000.0
Long Term Debt Issuance,2450000000.0,3499000000.0,0.0,1135000000.0,1518000000.0
Investing Cash Flow,-487000000.0,-2734000000.0,1591000000.0,-345000000.0,-1780000000.0
Cash Flow From Continuing Investing Activities,-487000000.0,-2734000000.0,1591000000.0,-345000000.0,-1780000000.0
Net Other Investing Changes,29000000.0,55000000.0,1989000000.0,200000000.0,-910000000.0
Net Business Purchase And Sale,25000000.0,-2202000000.0,25000000.0,-39000000.0,-512000000.0
Sale Of Business,15000000.0,18000000.0,25000000.0,19000000.0,55000000.0
Purchase Of Business,10000000.0,,,-58000000.0,-567000000.0
Capital Expenditure Reported,-541000000.0,-587000000.0,-423000000.0,-506000000.0,-358000000.0
Operating Cash Flow,1178000000.0,845000000.0,187000000.0,1198000000.0,1132000000.0
Cash Flow From Continuing Operating Activities,1178000000.0,845000000.0,187000000.0,1198000000.0,1132000000.0
Change In Working Capital,-742000000.0,-1075000000.0,-72000000.0,297000000.0,-381000000.0
Change In Payables And Accrued Expense,-612000000.0,1234000000.0,495000000.0,-1040000000.0,-1176000000.0
Change In Payable,-612000000.0,1234000000.0,495000000.0,-1040000000.0,-1176000000.0
Change In Account Payable,-669000000.0,691000000.0,384000000.0,-593000000.0,-1456000000.0
Change In Tax Payable,57000000.0,543000000.0,111000000.0,-447000000.0,280000000.0
Change In Income Tax Payable,57000000.0,543000000.0,111000000.0,-447000000.0,280000000.0
Change In Prepaid Assets,-108000000.0,-172000000.0,-254000000.0,102000000.0,-131000000.0
Change In Inventory,-823000000.0,-393000000.0,-1214000000.0,2023000000.0,499000000.0
Change In Receivables,801000000.0,-1744000000.0,901000000.0,-788000000.0,427000000.0
Other Non Cash Items,32000000.0,68000000.0,6000000.0,160000000.0,625000000.0
Unrealized Gain Loss On Investment Securities,-4000000.0,4000000.0,10000000.0,-2000000.0,1000000.0
Asset Impairment Charge,951000000.0,4000000.0,26000000.0,37000000.0,29000000.0
Deferred Tax,14000000.0,-48000000.0,-133000000.0,-164000000.0,113000000.0
Deferred Income Tax,14000000.0,-48000000.0,-133000000.0,-164000000.0,113000000.0
Depreciation Amortization Depletion,826000000.0,816000000.0,791000000.0,819000000.0,543000000.0
Depreciation And Amortization,826000000.0,816000000.0,791000000.0,819000000.0,543000000.0
Operating Gains Losses,-66000000.0,168000000.0,-967000000.0,26000000.0,-167000000.0
Earnings Losses From Equity Investments,-55000000.0,75000000.0,120000000.0,108000000.0,-160000000.0
Net Income From Continuing Operations,167000000.0,908000000.0,526000000.0,25000000.0,369000000.0
