,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,9256369.681261,-2367217.647578,2070482.537051,39697704.209662,1691295.421317,,
Tax Rate For Calcs,0.062269,0.036247,0.063527,0.060789,0.003947,,
Normalized EBITDA,1633417000.0,1620104000.0,1534369000.0,1637743000.0,1518534000.0,,
Total Unusual Items,148651000.0,-65308000.0,32592000.0,653043000.0,428509000.0,,
Total Unusual Items Excluding Goodwill,148651000.0,-65308000.0,32592000.0,653043000.0,428509000.0,,
Net Income From Continuing Operation Net Minority Interest,764266000.0,571229000.0,592953000.0,1278853000.0,1005719000.0,,
Reconciled Depreciation,647999000.0,657221000.0,652058000.0,656444000.0,649265000.0,,
Reconciled Cost Of Revenue,553905000.0,552880000.0,549094000.0,519635000.0,488767000.0,,
EBITDA,1782068000.0,1554796000.0,1566961000.0,2290786000.0,1947043000.0,,
EBIT,1134069000.0,897575000.0,914903000.0,1634342000.0,1297778000.0,,
Net Interest Income,-258274000.0,-251866000.0,-232000000.0,-231932000.0,-230113000.0,,
Interest Expense,258274000.0,251866000.0,232000000.0,205296000.0,230113000.0,,
Normalized Income,624871369.681261,634169782.352422,562431482.537051,665507704.209662,578901295.421317,,
Net Income From Continuing And Discontinued Operation,764266000.0,571229000.0,592953000.0,1278853000.0,1005719000.0,,
Total Expenses,1321290000.0,1328678000.0,1325502000.0,1286476000.0,1251869000.0,,
Total Operating Income As Reported,940261000.0,912712000.0,878413000.0,1421256000.0,1250971000.0,,
Diluted Average Shares,956603000.0,955882000.0,956080000.0,,953813000.0,953200000.0,
Basic Average Shares,928851000.0,928476000.0,927338000.0,,926427000.0,926276000.0,
Diluted EPS,0.82,0.61,0.63,,1.08,0.92,
Basic EPS,0.82,0.61,0.64,,1.08,0.93,
Diluted NI Availto Com Stockholders,781678000.0,583660000.0,606492000.0,1309580000.0,1029397000.0,,
Average Dilution Earnings,18781000.0,13936000.0,14991000.0,32201000.0,25130000.0,,
Net Income Common Stockholders,762897000.0,569724000.0,591501000.0,1277379000.0,1004267000.0,,
Preferred Stock Dividends,1369000.0,1505000.0,1452000.0,1474000.0,1452000.0,,
Net Income,764266000.0,571229000.0,592953000.0,1278853000.0,1005719000.0,,
Minority Interests,-56994000.0,-51075000.0,-46567000.0,-63323000.0,-57732000.0,,
Net Income Including Noncontrolling Interests,821260000.0,622304000.0,639520000.0,1342176000.0,1063451000.0,,
Net Income Continuous Operations,821260000.0,622304000.0,639520000.0,1342176000.0,1063451000.0,,
Tax Provision,54535000.0,23405000.0,43383000.0,86870000.0,4214000.0,,
Pretax Income,875795000.0,645709000.0,682903000.0,1429046000.0,1067665000.0,,
Other Income Expense,241478000.0,42384000.0,100491000.0,747108000.0,513258000.0,,
Special Income Charges,0.0,0.0,0.0,0.0,0.0,,
Other Special Charges,,,,0.0,,,-536000.0
Earnings From Equity Interest,92827000.0,107692000.0,67899000.0,94065000.0,84749000.0,,
Gain On Sale Of Security,148651000.0,-65308000.0,32592000.0,653043000.0,428509000.0,,
Net Non Operating Interest Income Expense,-258274000.0,-251866000.0,-232000000.0,-231932000.0,-230113000.0,,
Interest Expense Non Operating,258274000.0,251866000.0,232000000.0,205296000.0,230113000.0,,
Operating Income,892591000.0,855191000.0,814163000.0,914170000.0,784520000.0,,
Operating Expense,767385000.0,775798000.0,776408000.0,766841000.0,763102000.0,,
Other Operating Expenses,8724000.0,11706000.0,9649000.0,7673000.0,15683000.0,,
Depreciation Amortization Depletion Income Statement,647999000.0,657221000.0,652058000.0,656444000.0,649265000.0,,
Depreciation And Amortization In Income Statement,647999000.0,657221000.0,652058000.0,656444000.0,649265000.0,,
Selling General And Administration,110662000.0,106871000.0,114701000.0,102724000.0,98154000.0,,
General And Administrative Expense,110662000.0,106871000.0,114701000.0,102724000.0,98154000.0,,
Other Gand A,110662000.0,106871000.0,114701000.0,102724000.0,98154000.0,,
Gross Profit,1659976000.0,1630989000.0,1590571000.0,1681011000.0,1547622000.0,,
Cost Of Revenue,553905000.0,552880000.0,549094000.0,519635000.0,488767000.0,,
Total Revenue,2213881000.0,2183869000.0,2139665000.0,2200646000.0,2036389000.0,,
Operating Revenue,2213881000.0,2183869000.0,2139665000.0,2200646000.0,2036389000.0,,
