,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,3567000000.0,2187000000.0,4262000000.0,4611000000.0,4169000000.0
Repurchase Of Capital Stock,-1502000000.0,-510000000.0,-1411000000.0,-406000000.0,-774000000.0
Repayment Of Debt,-256000000.0,-420000000.0,-810000000.0,-354000000.0,-160000000.0
Issuance Of Debt,47000000.0,892000000.0,1155000000.0,159000000.0,332000000.0
Interest Paid Supplemental Data,247000000.0,283000000.0,224000000.0,287000000.0,223000000.0
Income Tax Paid Supplemental Data,308000000.0,783000000.0,147000000.0,327000000.0,279000000.0
End Cash Position,20233000000.0,22178000000.0,21326000000.0,20068000000.0,21765000000.0
Beginning Cash Position,22178000000.0,21326000000.0,20068000000.0,21765000000.0,20786000000.0
Effect Of Exchange Rate Changes,14000000.0,197000000.0,98000000.0,-425000000.0,118000000.0
Changes In Cash,-1959000000.0,655000000.0,1160000000.0,-1272000000.0,861000000.0
Financing Cash Flow,-508000000.0,1449000000.0,220000000.0,-519000000.0,-1146000000.0
Cash Flow From Continuing Financing Activities,-508000000.0,1449000000.0,220000000.0,-519000000.0,-1146000000.0
Net Other Financing Charges,1619000000.0,2251000000.0,1493000000.0,342000000.0,685000000.0
Cash Dividends Paid,-444000000.0,-413000000.0,-440000000.0,-410000000.0,-450000000.0
Preferred Stock Dividend Paid,-66000000.0,-31000000.0,-66000000.0,-32000000.0,-67000000.0
Common Stock Dividend Paid,-378000000.0,-382000000.0,-374000000.0,-378000000.0,-383000000.0
Net Common Stock Issuance,-502000000.0,-510000000.0,-1411000000.0,-406000000.0,-774000000.0
Common Stock Payments,-502000000.0,-510000000.0,-1411000000.0,-406000000.0,-774000000.0
Net Issuance Payments Of Debt,-209000000.0,472000000.0,345000000.0,-195000000.0,172000000.0
Net Long Term Debt Issuance,-209000000.0,472000000.0,345000000.0,-195000000.0,172000000.0
Long Term Debt Payments,-256000000.0,-420000000.0,-810000000.0,-354000000.0,-160000000.0
Long Term Debt Issuance,47000000.0,892000000.0,1155000000.0,159000000.0,332000000.0
Investing Cash Flow,-5018000000.0,-2981000000.0,-3322000000.0,-5364000000.0,-2162000000.0
Cash Flow From Continuing Investing Activities,-5018000000.0,-2981000000.0,-3322000000.0,-5364000000.0,-2162000000.0
Net Other Investing Changes,-13000000.0,-23000000.0,-51000000.0,11000000.0,-57000000.0
Net Investment Purchase And Sale,-5522000000.0,-3569000000.0,-4376000000.0,-5496000000.0,-2007000000.0
Sale Of Investment,20226000000.0,17517000000.0,19474000000.0,17025000000.0,17353000000.0
Purchase Of Investment,-25748000000.0,-21086000000.0,-23850000000.0,-22521000000.0,-19360000000.0
Net Investment Properties Purchase And Sale,6000000.0,-249000000.0,-66000000.0,8000000.0,121000000.0
Sale Of Investment Properties,174000000.0,24000000.0,48000000.0,191000000.0,264000000.0
Purchase Of Investment Properties,-168000000.0,-273000000.0,-114000000.0,-183000000.0,-143000000.0
Net Business Purchase And Sale,-322000000.0,-169000000.0,23000000.0,-270000000.0,-140000000.0
Sale Of Business,165000000.0,203000000.0,301000000.0,241000000.0,216000000.0
Purchase Of Business,-487000000.0,-372000000.0,-278000000.0,-511000000.0,-356000000.0
Operating Cash Flow,3567000000.0,2187000000.0,4262000000.0,4611000000.0,4169000000.0
