,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Free Cash Flow,274400000.0,295200000.0,-19800000.0,-49600000.0,4300000.0,,
Repurchase Of Capital Stock,-18700000.0,-100600000.0,-101000000.0,-600000.0,-92200000.0,,
Repayment Of Debt,-483100000.0,-592100000.0,-321000000.0,-854600000.0,-204600000.0,,
Issuance Of Debt,305000000.0,451600000.0,480400000.0,930500000.0,401300000.0,,
Capital Expenditure,-77600000.0,-87800000.0,-75800000.0,-148700000.0,-325900000.0,,
End Cash Position,98600000.0,70700000.0,67500000.0,79000000.0,120800000.0,,
Beginning Cash Position,70700000.0,67500000.0,79000000.0,120800000.0,71400000.0,,
Effect Of Exchange Rate Changes,700000.0,3600000.0,500000.0,-2700000.0,2600000.0,,
Changes In Cash,27200000.0,-400000.0,-12000000.0,-39100000.0,46800000.0,,
Financing Cash Flow,-248500000.0,-294400000.0,6100000.0,11100000.0,52200000.0,,
Cash Flow From Continuing Financing Activities,-248500000.0,-294400000.0,6100000.0,11100000.0,52200000.0,,
Net Other Financing Charges,,-1100000.0,-900000.0,-12600000.0,-600000.0,,
Cash Dividends Paid,-51700000.0,-52200000.0,-51400000.0,-51600000.0,-51700000.0,,
Common Stock Dividend Paid,-51700000.0,-52200000.0,-51400000.0,-51600000.0,-51700000.0,,
Net Common Stock Issuance,-18700000.0,-100600000.0,-101000000.0,-600000.0,-92200000.0,,
Common Stock Payments,-18700000.0,-100600000.0,-101000000.0,-600000.0,-92200000.0,,
Net Issuance Payments Of Debt,-178100000.0,-140500000.0,159400000.0,75900000.0,196700000.0,,
Net Short Term Debt Issuance,-161900000.0,-119400000.0,164400000.0,-205800000.0,203600000.0,,
Short Term Debt Payments,-466900000.0,-571000000.0,-310900000.0,-619400000.0,-194400000.0,,
Short Term Debt Issuance,305000000.0,451600000.0,475300000.0,413600000.0,398000000.0,,
Net Long Term Debt Issuance,-16200000.0,-21100000.0,-5000000.0,281700000.0,-6900000.0,,
Long Term Debt Payments,-16200000.0,-21100000.0,-10100000.0,-235200000.0,-10200000.0,,
Long Term Debt Issuance,0.0,0.0,5100000.0,516900000.0,3300000.0,,
Investing Cash Flow,-76300000.0,-89000000.0,-74100000.0,-149300000.0,-335600000.0,,
Cash Flow From Continuing Investing Activities,-76300000.0,-89000000.0,-74100000.0,-149300000.0,-335600000.0,,
Net Other Investing Changes,1300000.0,-1800000.0,1100000.0,-3900000.0,-26300000.0,,
Net Investment Purchase And Sale,0.0,600000.0,600000.0,3300000.0,16600000.0,,
Sale Of Investment,0.0,600000.0,600000.0,3300000.0,16600000.0,,
Net Business Purchase And Sale,,0.0,0.0,,,700000.0,0.0
Purchase Of Business,,0.0,0.0,,,700000.0,0.0
Net PPE Purchase And Sale,-77600000.0,-87800000.0,-75800000.0,-148700000.0,-325900000.0,,
Purchase Of PPE,-77600000.0,-87800000.0,-75800000.0,-148700000.0,-325900000.0,,
Operating Cash Flow,352000000.0,383000000.0,56000000.0,99100000.0,330200000.0,,
Cash Flow From Continuing Operating Activities,352000000.0,383000000.0,56000000.0,99100000.0,330200000.0,,
Change In Working Capital,155500000.0,166300000.0,-184700000.0,-40300000.0,136800000.0,,
Change In Other Working Capital,22800000.0,-10100000.0,24900000.0,-74200000.0,49100000.0,,
Change In Payables And Accrued Expense,-61400000.0,-43900000.0,-173200000.0,210100000.0,-4500000.0,,
Change In Accrued Expense,-13700000.0,-500000.0,-1800000.0,2800000.0,-14000000.0,,
Change In Payable,-47700000.0,-43400000.0,-171400000.0,207300000.0,9500000.0,,
Change In Account Payable,-47700000.0,-43400000.0,-171400000.0,207300000.0,9500000.0,,
Change In Prepaid Assets,40200000.0,27400000.0,-93100000.0,25100000.0,50100000.0,,
Change In Inventory,136300000.0,233200000.0,77600000.0,-208400000.0,10200000.0,,
Change In Receivables,17600000.0,-40300000.0,-20900000.0,7100000.0,31900000.0,,
Other Non Cash Items,-1500000.0,-10900000.0,-10100000.0,30600000.0,-15000000.0,,
Stock Based Compensation,10600000.0,8500000.0,9100000.0,12400000.0,9500000.0,,
Deferred Tax,14500000.0,3700000.0,-4500000.0,4300000.0,-2900000.0,,
Deferred Income Tax,14500000.0,3700000.0,-4500000.0,4300000.0,-2900000.0,,
Depreciation Amortization Depletion,95300000.0,94300000.0,102200000.0,120500000.0,90500000.0,,
Depreciation And Amortization,95300000.0,94300000.0,102200000.0,120500000.0,90500000.0,,
Depreciation,95300000.0,94300000.0,,,90500000.0,86800000.0,
Operating Gains Losses,13300000.0,1200000.0,-2000000.0,7700000.0,-16100000.0,,
Pension And Employee Benefit Expense,13100000.0,,,,600000.0,,
Earnings Losses From Equity Investments,200000.0,1800000.0,-1400000.0,11600000.0,-100000.0,,
Gain Loss On Investment Securities,,-600000.0,-600000.0,-3300000.0,-16600000.0,,-7400000.0
Net Foreign Currency Exchange Gain Loss,,,,,,0.0,0.0
Net Income From Continuing Operations,64300000.0,119900000.0,146000000.0,-36100000.0,127400000.0,,
