,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.214,0.224,0.213,0.195662,0.217
Normalized EBITDA,1111882000.0,1043727000.0,864139000.0,863168000.0,1019526000.0
Net Income From Continuing Operation Net Minority Interest,725896000.0,668595000.0,538485000.0,551130000.0,665464000.0
Reconciled Depreciation,128666000.0,124935000.0,122224000.0,122568000.0,116439000.0
Reconciled Cost Of Revenue,2265750000.0,2198520000.0,2015439000.0,1994569000.0,2113212000.0
EBITDA,1111882000.0,1043727000.0,864139000.0,863168000.0,1019526000.0
EBIT,983216000.0,918792000.0,741915000.0,740600000.0,903087000.0
Net Interest Income,-57786000.0,-55452000.0,-55900000.0,-53347000.0,-53111000.0
Interest Expense,59566000.0,57337000.0,57564000.0,55403000.0,55166000.0
Interest Income,1780000.0,1885000.0,1664000.0,2056000.0,2055000.0
Normalized Income,725896000.0,668595000.0,538485000.0,551130000.0,665464000.0
Net Income From Continuing And Discontinued Operation,725896000.0,668595000.0,538485000.0,551130000.0,665464000.0
Total Expenses,3729629000.0,3610588000.0,3395458000.0,3356951000.0,3467709000.0
Total Operating Income As Reported,976067000.0,914470000.0,741466000.0,738650000.0,896728000.0
Diluted Average Shares,852704000.0,858440000.0,864330000.0,869955000.0,875023000.0
Basic Average Shares,848292000.0,854003000.0,859560000.0,865095000.0,869971000.0
Diluted EPS,0.85,0.78,0.623333,0.633333,0.76
Basic EPS,0.86,0.78,0.626667,0.637333,0.76
Diluted NI Availto Com Stockholders,725896000.0,668595000.0,538485000.0,551130000.0,665464000.0
Net Income Common Stockholders,725896000.0,668595000.0,538485000.0,551130000.0,665464000.0
Net Income,725896000.0,668595000.0,538485000.0,551130000.0,665464000.0
Net Income Including Noncontrolling Interests,725896000.0,668595000.0,538485000.0,551130000.0,665464000.0
Net Income Continuous Operations,725896000.0,668595000.0,538485000.0,551130000.0,665464000.0
Tax Provision,197754000.0,192860000.0,145866000.0,134067000.0,182457000.0
Pretax Income,923650000.0,861455000.0,684351000.0,685197000.0,847921000.0
Other Income Expense,5369000.0,2437000.0,-1215000.0,-106000.0,4304000.0
Other Non Operating Income Expenses,5369000.0,2437000.0,-1215000.0,-106000.0,4304000.0
Net Non Operating Interest Income Expense,-57786000.0,-55452000.0,-55900000.0,-53347000.0,-53111000.0
Interest Expense Non Operating,59566000.0,57337000.0,57564000.0,55403000.0,55166000.0
Interest Income Non Operating,1780000.0,1885000.0,1664000.0,2056000.0,2055000.0
Operating Income,976067000.0,914470000.0,741466000.0,738650000.0,896728000.0
Operating Expense,1463879000.0,1412068000.0,1380019000.0,1362382000.0,1354497000.0
Selling General And Administration,1463879000.0,1412068000.0,1380019000.0,1362382000.0,1354497000.0
Gross Profit,2439946000.0,2326538000.0,2121485000.0,2101032000.0,2251225000.0
Cost Of Revenue,2265750000.0,2198520000.0,2015439000.0,1994569000.0,2113212000.0
Total Revenue,4705696000.0,4525058000.0,4136924000.0,4095601000.0,4364437000.0
Operating Revenue,4612586000.0,4424406000.0,4050452000.0,4439989000.0,4263121000.0
