,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,170814000.0,264544000.0,123982000.0,152611000.0,215457000.0,,
Repayment Of Debt,0.0,,,5000000.0,-5000000.0,-319000000.0,-260000000.0
Issuance Of Debt,213000000.0,0.0,0.0,347095000.0,0.0,,
Issuance Of Capital Stock,360000.0,354000.0,375000.0,275000.0,339000.0,,
Capital Expenditure,-95622000.0,-88905000.0,-72636000.0,-86516000.0,-94081000.0,,
Interest Paid Supplemental Data,65064000.0,35303000.0,52393000.0,38381000.0,51736000.0,,
Income Tax Paid Supplemental Data,101000.0,,,70000.0,92000.0,3181000.0,0.0
End Cash Position,45932000.0,68116000.0,69454000.0,56761000.0,64061000.0,,
Beginning Cash Position,68116000.0,69454000.0,56761000.0,64061000.0,76500000.0,,
Changes In Cash,-22184000.0,-1338000.0,12693000.0,-7300000.0,-12439000.0,,
Financing Cash Flow,-34249000.0,-177870000.0,-122520000.0,-72516000.0,-217000.0,,
Cash Flow From Continuing Financing Activities,-34249000.0,-177870000.0,-122520000.0,-72516000.0,-217000.0,,
Net Other Financing Charges,-4326000.0,-5125000.0,-4866000.0,-7149000.0,-1853000.0,,
Cash Dividends Paid,-178283000.0,-178099000.0,-178029000.0,-172737000.0,-172703000.0,,
Preferred Stock Dividend Paid,-922000.0,-922000.0,-922000.0,-922000.0,-922000.0,,
Common Stock Dividend Paid,-177361000.0,-177177000.0,-177107000.0,-171815000.0,-171781000.0,,
Net Common Stock Issuance,360000.0,354000.0,375000.0,275000.0,339000.0,,
Common Stock Issuance,360000.0,354000.0,375000.0,275000.0,339000.0,,
Net Issuance Payments Of Debt,148000000.0,5000000.0,60000000.0,107095000.0,174000000.0,,
Net Short Term Debt Issuance,148000000.0,5000000.0,60000000.0,-240000000.0,174000000.0,,
Short Term Debt Payments,,,,,174000000.0,81000000.0,-260000000.0
Net Long Term Debt Issuance,0.0,0.0,0.0,347095000.0,0.0,,
Long Term Debt Payments,0.0,,,0.0,0.0,-400000000.0,0.0
Long Term Debt Issuance,0.0,0.0,0.0,347095000.0,0.0,,
Investing Cash Flow,-254371000.0,-176917000.0,-61405000.0,-173911000.0,-321760000.0,,
Cash Flow From Continuing Investing Activities,-254371000.0,-176917000.0,-61405000.0,-173911000.0,-321760000.0,,
Net Other Investing Changes,128000.0,,,-8000.0,11131000.0,3801000.0,5271000.0
Dividends Received Cfi,0.0,0.0,0.0,43000.0,60000.0,,
Net Investment Purchase And Sale,0.0,,,0.0,3246000.0,,
Sale Of Investment,0.0,,,0.0,3246000.0,,
Net Investment Properties Purchase And Sale,-158127000.0,-87826000.0,14906000.0,-86430000.0,-241366000.0,,
Sale Of Investment Properties,0.0,0.0,81128000.0,84209000.0,0.0,,
Purchase Of Investment Properties,-158127000.0,-87826000.0,-66222000.0,-170639000.0,-241366000.0,,
Net Business Purchase And Sale,-750000.0,-3750000.0,-3675000.0,-1000000.0,-750000.0,,
Purchase Of Business,-750000.0,-3750000.0,-3675000.0,-1000000.0,-750000.0,,
Capital Expenditure Reported,-95622000.0,-88905000.0,-72636000.0,-86516000.0,-94081000.0,,
Operating Cash Flow,266436000.0,353449000.0,196618000.0,239127000.0,309538000.0,,
Cash Flow From Continuing Operating Activities,266436000.0,353449000.0,196618000.0,239127000.0,309538000.0,,
Change In Working Capital,9899000.0,85021000.0,-76874000.0,-32791000.0,31893000.0,,
Other Non Cash Items,1624000.0,1626000.0,1616000.0,1262000.0,-9520000.0,,
Stock Based Compensation,3416000.0,3466000.0,5261000.0,3393000.0,3123000.0,,
Depreciation Amortization Depletion,156819000.0,153688000.0,152520000.0,151060000.0,146907000.0,,
Depreciation And Amortization,156819000.0,153688000.0,152520000.0,151060000.0,146907000.0,,
Operating Gains Losses,-7366000.0,-1227000.0,-72311000.0,-54871000.0,18905000.0,,
Gain Loss On Investment Securities,-7366000.0,-1227000.0,-72311000.0,-54871000.0,18905000.0,,
Net Income From Continuing Operations,102044000.0,110875000.0,186406000.0,171074000.0,118230000.0,,
