,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-6159566.5905,-36650.575534,1093942.320255,801885.560676,-2386384.870113
Tax Rate For Calcs,0.064314,0.04242,0.03059,0.021262,0.050781
Normalized EBITDA,620971000.0,610382000.0,592223000.0,591960000.0,609702000.0
Total Unusual Items,-95774000.0,-864000.0,35761000.0,37714000.0,-46994000.0
Total Unusual Items Excluding Goodwill,-95774000.0,-864000.0,35761000.0,37714000.0,-46994000.0
Net Income From Continuing Operation Net Minority Interest,165998000.0,249731000.0,270875000.0,262487000.0,193210000.0
Reconciled Depreciation,177466000.0,177266000.0,180356000.0,196202000.0,195046000.0
Reconciled Cost Of Revenue,253267000.0,244566000.0,240698000.0,239351000.0,226545000.0
EBITDA,525197000.0,609518000.0,627984000.0,629674000.0,562708000.0
EBIT,347731000.0,432252000.0,447628000.0,433472000.0,367662000.0
Net Interest Income,-118148000.0,-115900000.0,-114745000.0,-114960000.0,-118913000.0
Interest Expense,161736000.0,157898000.0,153712000.0,149636000.0,153860000.0
Interest Income,43588000.0,41998000.0,38967000.0,34676000.0,34947000.0
Normalized Income,255612433.4095,250558349.424466,236207942.320255,225574885.560676,237817615.129887
Net Income From Continuing And Discontinued Operation,165998000.0,249731000.0,270875000.0,262487000.0,193210000.0
Total Expenses,474212000.0,466784000.0,467028000.0,479578000.0,461341000.0
Total Operating Income As Reported,279120000.0,373970000.0,388730000.0,380032000.0,302739000.0
Diluted Average Shares,221304958.0,211940903.0,212052742.0,211737843.0,220298870.0
Basic Average Shares,211963870.0,211940903.0,211850618.0,211737843.0,211698436.0
Diluted EPS,0.78,1.18,1.28,1.24,0.91
Basic EPS,0.78,1.18,1.28,1.24,0.91
Diluted NI Availto Com Stockholders,172861000.0,249282000.0,270679000.0,237997000.0,200618000.0
Average Dilution Earnings,7293000.0,0.0,220000.0,-24136000.0,7800000.0
Net Income Common Stockholders,165568000.0,249282000.0,270459000.0,262133000.0,192818000.0
Otherunder Preferred Stock Dividend,430000.0,449000.0,416000.0,354000.0,392000.0
Net Income,165998000.0,249731000.0,270875000.0,262487000.0,193210000.0
Minority Interests,-8035000.0,-12985000.0,-14050000.0,-15314000.0,-9735000.0
Net Income Including Noncontrolling Interests,174033000.0,262716000.0,284925000.0,277801000.0,202945000.0
Net Income Continuous Operations,174033000.0,262716000.0,284925000.0,277801000.0,202945000.0
Tax Provision,11962000.0,11638000.0,8991000.0,6035000.0,10857000.0
Pretax Income,185995000.0,274354000.0,293916000.0,283836000.0,213802000.0
Other Income Expense,-80105000.0,15420000.0,55692000.0,56478000.0,-30748000.0
Special Income Charges,9354000.0,,,0.0,-38033000.0
Gain On Sale Of Business,9354000.0,,,0.0,13730000.0
Impairment Of Capital Assets,0.0,,,0.0,51763000.0
Restructuring And Mergern Acquisition,,,,0.0,0.0
Earnings From Equity Interest,15669000.0,16284000.0,19931000.0,18764000.0,16246000.0
Gain On Sale Of Security,-105128000.0,-864000.0,35761000.0,37714000.0,-8961000.0
Net Non Operating Interest Income Expense,-118148000.0,-115900000.0,-114745000.0,-114960000.0,-118913000.0
Interest Expense Non Operating,161736000.0,157898000.0,153712000.0,149636000.0,153860000.0
Interest Income Non Operating,43588000.0,41998000.0,38967000.0,34676000.0,34947000.0
Operating Income,384248000.0,374834000.0,352969000.0,342318000.0,363463000.0
Operating Expense,220945000.0,222218000.0,226330000.0,240227000.0,234796000.0
Depreciation Amortization Depletion Income Statement,177466000.0,177266000.0,180356000.0,196202000.0,195046000.0
Depreciation And Amortization In Income Statement,177466000.0,177266000.0,180356000.0,196202000.0,195046000.0
Selling General And Administration,43479000.0,44952000.0,45974000.0,44025000.0,39750000.0
General And Administrative Expense,43479000.0,44952000.0,45974000.0,44025000.0,39750000.0
Other Gand A,43479000.0,44952000.0,45974000.0,44025000.0,39750000.0
Gross Profit,605193000.0,597052000.0,579299000.0,582545000.0,598259000.0
Cost Of Revenue,253267000.0,244566000.0,240698000.0,239351000.0,226545000.0
Total Revenue,858460000.0,841618000.0,819997000.0,821896000.0,824804000.0
Operating Revenue,858460000.0,841618000.0,819997000.0,821896000.0,824804000.0
