sector,C,fold,accuracy,f1_macro,n_samples
Technology,0.01,1,0.43209876543209874,0.38070987975037157,2754
Technology,0.01,2,0.3260711692084241,0.2644433875538692,2754
Technology,0.01,3,0.4034132171387073,0.2041189190058431,2754
Technology,0.01,4,0.4066811909949165,0.33575512622037057,2754
Technology,0.01,5,0.364560639070443,0.27298777596340534,2754
Technology,0.03162277660168379,1,0.41612200435729846,0.40791087527837316,2754
Technology,0.03162277660168379,2,0.3318809005083515,0.2891020412629491,2754
Technology,0.03162277660168379,3,0.4084967320261438,0.23437529835572044,2754
Technology,0.03162277660168379,4,0.4179375453885258,0.3375805830203662,2754
Technology,0.03162277660168379,5,0.37145969498910675,0.28709444502408216,2754
Technology,0.1,1,0.3859840232389252,0.37978500806449933,2754
Technology,0.1,2,0.3336964415395788,0.29564223552036,2754
Technology,0.1,3,0.4081336238198983,0.2505439754084642,2754
Technology,0.1,4,0.4190268700072622,0.31584145895240484,2754
Technology,0.1,5,0.38198983297022515,0.31059728948537285,2754
Technology,0.31622776601683794,1,0.39760348583877997,0.39160968189552586,2754
Technology,0.31622776601683794,2,0.3405954974582426,0.3095627708646941,2754
Technology,0.31622776601683794,3,0.4153957879448075,0.2735473967467464,2754
Technology,0.31622776601683794,4,0.41938997821350765,0.33186068606533364,2754
Technology,0.31622776601683794,5,0.39034132171387076,0.3412833925074512,2754
Technology,1.0,1,0.3950617283950617,0.3898541831361846,2754
Technology,1.0,2,0.3464052287581699,0.31840367585991175,2754
Technology,1.0,3,0.4186637618010167,0.2820896302022395,2754
Technology,1.0,4,0.420479302832244,0.34545382765049304,2754
Technology,1.0,5,0.3936092955700799,0.35533494350120426,2754
Technology,3.1622776601683795,1,0.39687726942628904,0.39189399924171125,2754
Technology,3.1622776601683795,2,0.35003631082062453,0.3241729265617365,2754
Technology,3.1622776601683795,3,0.4175744371822803,0.2812361026646741,2754
Technology,3.1622776601683795,4,0.4212055192447349,0.3520208569157058,2754
Technology,3.1622776601683795,5,0.39687726942628904,0.36214462777957007,2754
Technology,10.0,1,0.39796659404502543,0.3925783856513157,2754
Technology,10.0,2,0.3514887436456064,0.32675919442869966,2754
Technology,10.0,3,0.4179375453885258,0.28266322697736984,2754
Technology,10.0,4,0.41830065359477125,0.3515879201974445,2754
Technology,10.0,5,0.3961510530137981,0.3624448447376733,2754
Technology,31.622776601683793,1,0.39796659404502543,0.3923124480567239,2754
Technology,31.622776601683793,2,0.35039941902687,0.3255454554414668,2754
Technology,31.622776601683793,3,0.4186637618010167,0.28412641529739796,2754
Technology,31.622776601683793,4,0.41830065359477125,0.35192795787788905,2754
Technology,31.622776601683793,5,0.39651416122004357,0.3633974008833278,2754
