Date,Return,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag20,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,RSI_14,MACD,MACD_Signal,MACD_Diff,Volume_MA_20,Volume_Ratio,BB_Middle,BB_Upper,BB_Lower,BB_Width,Sentiment,Sentiment_Lag1,Sentiment_Lag2,Sentiment_Lag3,Sentiment_Lag5,Sentiment_Lag10,Sentiment_Lag20,VIX,VIX_Lag1,VIX_Lag2,VIX_Lag3,VIX_Lag5,VIX_Lag10,VIX_Lag20,roe,roa,op_margin,debt_to_equity,liquidity_ratio,current_ratio,free_cf_margin,revenue_growth,ocf_to_assets,GDP_GDP_SA_PC_QOQ,GDP_GDP_SA_PC_YOY,GDP_GDP_NSA_PC_QOQ,GDP_GDP_NSA_PC_YOY,IPI_IPI,IPI_IPI_YOY,IPI_IPI_QOQ,IPI_IPI_SA,IPI_IPI_SA_YOY,IPI_IPI_SA_QOQ,IPI_Unnamed: 7,UNEMP_UNRATE,UNEMP_UNRATE_PC1,UNEMP_UNRATE_PCH,UNEMP_UNRATENSA,UNEMP_UNRATENSA_PC1,UNEMP_UNRATENSA_PCH
2020-01-02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,-0.012765038869238854,,,,,,,,,,,,,,,,,,,-0.04345768333499933,-0.008691536666999867,-0.034766146667999466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,0.009349279803952948,-0.012765038869238854,,,,,,,,,,,,,,,,,,-0.04558780947068897,-0.016070791227737687,-0.02951701824295128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,0.010051434517935665,0.009349279803952948,-0.012765038869238854,,,,,,,,,,,,,,,,,-0.012638754808847352,-0.01538438394395962,0.002745629135112268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,0.0011706024521815905,0.010051434517935665,0.009349279803952948,-0.012765038869238854,,,,42.65852432250976,,,,,,0.5615387267409844,,,,,,0.017331124797060227,-0.008841282195755652,0.02617240699281588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,0.0033130802758223332,0.0011706024521815905,0.010051434517935665,0.009349279803952948,,,,42.75239181518555,,,,,0.00920604925849428,0.4995181659835396,,,,,,0.05197983129649231,0.00332294050269394,0.04865689079379837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,-0.018259422358464783,0.0033130802758223332,0.0011706024521815905,0.010051434517935665,-0.012765038869238854,,,42.79764862060547,,,,,0.01148766312773197,0.5565101819707181,,,,,,0.015687329574994635,0.005795818317154079,0.009891511257840557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,0.006727293358621544,-0.018259422358464783,0.0033130802758223332,0.0011706024521815905,0.009349279803952948,,,42.82111587524414,,,,,0.011070654226376639,0.4911370997148765,,,,,,0.009805943560941444,0.006597843365911552,0.0032081001950298917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,0.0025549436787037916,0.006727293358621544,-0.018259422358464783,0.0033130802758223332,0.010051434517935665,,,42.7808837890625,,,,,0.009918407330606298,0.46264073359031244,,,,,,0.013777564623033811,0.008033787617336004,0.005743777005697807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,-0.0062730648049244,0.0025549436787037916,0.006727293358621544,-0.018259422358464783,0.0011706024521815905,,,42.67695770263672,42.667741012573245,,,,0.010087360360287853,0.4559356477034299,,0.5087371872222072,,,,-0.004661728283423372,0.005494684437184129,-0.0101564127206075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
