Date,Return,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag20,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,RSI_14,MACD,MACD_Signal,MACD_Diff,Volume_MA_20,Volume_Ratio,BB_Middle,BB_Upper,BB_Lower,BB_Width,Sentiment,Sentiment_Lag1,Sentiment_Lag2,Sentiment_Lag3,Sentiment_Lag5,Sentiment_Lag10,Sentiment_Lag20,VIX,VIX_Lag1,VIX_Lag2,VIX_Lag3,VIX_Lag5,VIX_Lag10,VIX_Lag20,roe,roa,op_margin,debt_to_equity,liquidity_ratio,current_ratio,free_cf_margin,revenue_growth,ocf_to_assets,GDP_GDP_SA_PC_QOQ,GDP_GDP_SA_PC_YOY,GDP_GDP_NSA_PC_QOQ,GDP_GDP_NSA_PC_YOY,IPI_IPI,IPI_IPI_YOY,IPI_IPI_QOQ,IPI_IPI_SA,IPI_IPI_SA_YOY,IPI_IPI_SA_QOQ,IPI_Unnamed: 7,UNEMP_UNRATE,UNEMP_UNRATE_PC1,UNEMP_UNRATE_PCH,UNEMP_UNRATENSA,UNEMP_UNRATENSA_PC1,UNEMP_UNRATENSA_PCH
2020-01-02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,-0.020304887467304633,,,,,,,,,,,,,,,,,,,-0.03132179455879225,-0.00626435891175845,-0.025057435647033797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,0.007971857069173804,-0.020304887467304633,,,,,,,,,,,,,,,,,,-0.043457230776859035,-0.01370293328477857,-0.029754297492080466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,0.010675893544112025,0.007971857069173804,-0.020304887467304633,,,,,,,,,,,,,,,,,-0.036207225099019524,-0.01820379164762676,-0.018003433451392763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,-0.005477094242389846,0.010675893544112025,0.007971857069173804,-0.020304887467304633,,,,19.174174499511718,,,,,,0.4016956852858115,,,,,,-0.03854673180172341,-0.022272379678446093,-0.016274352123277318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,-0.008654802046768384,-0.005477094242389846,0.010675893544112025,0.007971857069173804,,,,19.112258911132812,,,,,0.012697038133418671,0.4258578066727637,,,,,,-0.05319202760562902,-0.028456309263882682,-0.02473571834174634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,-0.007142649501452603,-0.008654802046768384,-0.005477094242389846,0.010675893544112025,-0.020304887467304633,,,19.101689910888673,,,,,0.009111350053987511,0.4107567269890332,,,,,,-0.07490175919229713,-0.037745399249565575,-0.03715635994273156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,0.019584269543808874,-0.007142649501452603,-0.008654802046768384,-0.005477094242389846,0.007971857069173804,,,19.134912490844727,,,,,0.012622318077480819,0.4213276156965854,,,,,,-0.061543011923486546,-0.042504921784349774,-0.019038090139136772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,-0.010192190845723648,0.019584269543808874,-0.007142649501452603,-0.008654802046768384,0.010675893544112025,,,19.088098526000977,,,,,0.012400679060726767,0.3775338752284533,,,,,,-0.06603623327838193,-0.04721118408315621,-0.01882504919522572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,-0.0051484705952027365,-0.010192190845723648,0.019584269543808874,-0.007142649501452603,-0.005477094242389846,,,19.042794036865235,19.108484268188477,,,,0.012380992467966258,0.35790224512065266,,0.3797989652032321,,,,-0.07663427218099628,-0.053095801702724224,-0.023538470478272053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,0.025477657046670155,-0.0051484705952027365,-0.010192190845723648,0.019584269543808874,-0.008654802046768384,,,19.127361679077147,19.11981029510498,,,,0.016674087612529934,0.34280113827840636,0.014545589433319744,0.384329472475585,,,,-0.04551503181619765,-0.05157964772541891,0.006064615909221263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,-0.0007765492520407369,0.025477657046670155,-0.0051484705952027365,-0.010192190845723648,-0.007142649501452603,-0.020304887467304633,,19.236090087890624,19.16888999938965,,,,0.0157804138009823,0.339780784718117,0.012595540080613095,0.3752687558535751,,,,-0.021820071700716426,-0.04562773252047842,0.023807660819761996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,-0.008935244794774366,-0.0007765492520407369,0.025477657046670155,-0.0051484705952027365,0.019584269543808874,0.007971857069173804,,19.236090087890624,19.185501289367675,,,,0.014662059723170768,0.2959867486757794,0.012929396770585733,0.3586571821861824,,,,-0.016860224049459305,-0.0398742308262746,0.023014006776815296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,0.01372006647976498,-0.008935244794774366,-0.0007765492520407369,0.025477657046670155,-0.010192190845723648,0.010675893544112025,,19.32820854187012,19.208153533935548,,,,0.014368691916453513,0.29598646323999417,0.013216710374059457,0.33676016923422375,,,53.42468218337548,0.00829941787428723,-0.030239501086162232,0.03853891896044946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
