Date,Return,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag20,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,RSI_14,MACD,MACD_Signal,MACD_Diff,Volume_MA_20,Volume_Ratio,BB_Middle,BB_Upper,BB_Lower,BB_Width,Sentiment,VIX,roe,roa,op_margin,debt_to_equity,liquidity_ratio,current_ratio,free_cf_margin,revenue_growth,ocf_to_assets,GDP_GDP_SA_PC_QOQ,GDP_GDP_SA_PC_YOY,GDP_GDP_NSA_PC_QOQ,GDP_GDP_NSA_PC_YOY,IPI_IPI,IPI_IPI_YOY,IPI_IPI_QOQ,IPI_IPI_SA,IPI_IPI_SA_YOY,IPI_IPI_SA_QOQ,IPI_Unnamed: 7,UNEMP_UNRATE,UNEMP_UNRATE_PC1,UNEMP_UNRATE_PCH,UNEMP_UNRATENSA,UNEMP_UNRATENSA_PC1,UNEMP_UNRATENSA_PCH
2020-01-02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,-0.009722104221892125,,,,,,,,,,,,,,,,,,,-0.05620294554618965,-0.011240589109237932,-0.04496235643695172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,0.007968135961170297,-0.009722104221892125,,,,,,,,,,,,,,,,,,-0.05398058338020917,-0.01978858796343218,-0.03419199541677699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,-0.004702586654699026,0.007968135961170297,-0.009722104221892125,,,,,,,,,,,,,,,,,-0.07875985756483317,-0.03158284188371238,-0.04717701568112079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,0.016085808215032138,-0.004702586654699026,0.007968135961170297,-0.009722104221892125,,,,72.3432830810547,,,,,,1.3222092514188575,,,,,,-0.004891910471158667,-0.02624465560120164,0.021352745130042972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,0.021241140572948014,0.016085808215032138,-0.004702586654699026,0.007968135961170297,,,,72.79109954833984,,,,,0.01322372732669505,1.2652662205019936,,,,,,0.1769925106216732,0.014402777643373332,0.16258973297829987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,0.0022603048475486887,0.021241140572948014,0.016085808215032138,-0.004702586654699026,-0.009722104221892125,,,73.4135971069336,,,,,0.010408905138364165,1.2816744724091023,,,,,,0.3309479654778755,0.07771181521027377,0.25323615026760177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,0.021364404038036744,0.0022603048475486887,0.021241140572948014,0.016085808215032138,0.007968135961170297,,,74.24166717529297,,,,,0.011840700357482251,1.2194254423942539,,,,,,0.5754071020989784,0.1772508725880147,0.3981562295109637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,-0.013503196227317438,0.021364404038036744,0.0022603048475486887,0.021241140572948014,-0.004702586654699026,,,74.93123626708984,,,,,0.015029562753994934,1.3149725287193577,,,,,,0.6779994105767315,0.2774005801857581,0.40059883039097344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,-0.00428568755912806,-0.013503196227317438,0.021364404038036744,0.0022603048475486887,0.016085808215032138,,,75.32451934814453,73.8339012145996,,,,0.015546734407508946,1.2507928306200626,,1.28650104101946,,,,0.7248591145241932,0.3668922870534451,0.35796682747074804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
