C,mean_accuracy,std_accuracy,mean_f1_macro,std_f1_macro,n_valid_folds
31.622776601683793,0.38567774936061383,0.013797184256333616,0.33188246758966883,0.054935075963120736,5
10.0,0.38618925831202044,0.013894293276220491,0.33113752237722893,0.05582083400695694,5
3.1622776601683795,0.38542199488491047,0.015161828637775408,0.3293817517430095,0.0569076482863265,5
1.0,0.3862745098039216,0.01745939314888164,0.32754338199517385,0.05829871485147587,5
0.31622776601683794,0.38823529411764707,0.019206198096086514,0.3240679432176491,0.06305504383593154,5
0.03162277660168379,0.39428815004262574,0.030358689480936746,0.31808354576253084,0.07132845415745266,5
0.1,0.38823529411764707,0.023705050747714982,0.3166027784695422,0.06593161826266204,5
0.01,0.3945439045183291,0.032205154496916834,0.279279089869637,0.06158529039706464,5
