Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,59.77308580761284,59.85992011506085,58.94821288307731,59.14792251586914,3441800,0.0,0.0
2020-01-03 00:00:00-05:00,58.90480749581567,59.45183459408759,58.76588450029808,59.061100006103516,3473800,0.0,0.0
2020-01-06 00:00:00-05:00,59.1131969762473,59.78177749928529,59.0524169286984,59.46919250488281,4607500,0.0,0.0
2020-01-07 00:00:00-05:00,59.44315590163155,59.44315590163155,58.58355031960808,58.65301513671875,4500000,0.0,0.0
2020-01-08 00:00:00-05:00,58.87008040972335,60.476416014844695,58.809300358433205,60.146461486816406,4676100,0.0,0.0
2020-01-09 00:00:00-05:00,60.24196645216235,60.728213426554746,59.96411387730724,60.658748626708984,3996100,0.0,0.0
2020-01-10 00:00:00-05:00,60.54588030330151,61.153680810982586,60.311438232818304,60.910560607910156,3724000,0.0,0.0
2020-01-13 00:00:00-05:00,60.91924787188422,61.26655867654901,60.606662848062726,60.901878356933594,4641300,0.0,0.0
2020-01-14 00:00:00-05:00,60.901878700924385,61.127636024854816,60.80636624174339,61.03212356567383,4711900,0.0,0.0
2020-01-15 00:00:00-05:00,61.07552198117137,61.692013776980794,61.07552198117137,61.47494125366211,3606200,0.0,0.0
2020-01-16 00:00:00-05:00,61.613885445014716,61.8049103912528,61.36208043629451,61.43154525756836,2720300,0.0,0.0
2020-01-17 00:00:00-05:00,61.1536758774469,61.90909069707535,61.1536758774469,61.804893493652344,4019700,0.0,0.0
2020-01-21 00:00:00-05:00,61.70937338410294,61.97854117886255,60.99737581044256,61.90039825439453,6470400,0.0,0.0
2020-01-22 00:00:00-05:00,61.91787359799283,62.09258943655098,61.594660959933854,61.61212921142578,2890800,0.43,0.0
2020-01-23 00:00:00-05:00,61.21029927763531,62.08385856897575,61.14915039383062,61.68202209472656,2581600,0.0,0.0
2020-01-24 00:00:00-05:00,61.87419821944168,62.092588014090516,61.21902883549519,61.41121292114258,2938300,0.0,0.0
2020-01-27 00:00:00-05:00,61.2801727782869,61.83925007440336,60.94821605171787,61.23649215698242,3688100,0.0,0.0
2020-01-28 00:00:00-05:00,61.25399081938978,61.577203549334044,60.764792997081976,60.89582824707031,2770600,0.0,0.0
2020-01-29 00:00:00-05:00,60.930759574762405,61.05305734037219,60.10961172161525,60.1270866394043,3233400,0.0,0.0
2020-01-30 00:00:00-05:00,60.100881732028036,60.887079760122056,59.89122270412307,60.68616485595703,3539300,0.0,0.0
2020-01-31 00:00:00-05:00,64.3288893971377,65.49072456005237,64.0930313806606,64.45118713378906,13592300,0.0,0.0
2020-02-03 00:00:00-05:00,64.69580387722948,65.91878831055226,64.69580387722948,65.45580291748047,7725400,0.0,0.0
2020-02-04 00:00:00-05:00,65.76154164170812,66.56521458111352,65.68292450544665,65.86637115478516,4671800,0.0,0.0
2020-02-05 00:00:00-05:00,65.73534401737322,66.27695323781556,65.08891193568536,66.15465545654297,4282900,0.0,0.0
2020-02-06 00:00:00-05:00,66.36430132458224,66.9146412862472,66.24200355532335,66.66130828857422,4663900,0.0,0.0
2020-02-07 00:00:00-05:00,66.73992922748963,66.84475207393977,66.30314959467192,66.41670989990234,3222700,0.0,0.0
2020-02-10 00:00:00-05:00,66.35554710962575,67.6222117781383,66.35554710962575,67.56979370117188,4418400,0.0,0.0
2020-02-11 00:00:00-05:00,67.47371470853763,67.51739533699664,66.47785769517115,66.4865951538086,3992600,0.0,0.0
2020-02-12 00:00:00-05:00,66.57395958041846,66.67005164544065,65.95373322010288,66.34683227539062,3735400,0.0,0.0
2020-02-13 00:00:00-05:00,66.14591494880722,66.92338223595881,66.0672911417665,66.71372985839844,2907800,0.0,0.0
2020-02-14 00:00:00-05:00,66.70498708300083,67.00199403881517,66.48659726323321,66.9932632446289,2820400,0.0,0.0
2020-02-18 00:00:00-05:00,66.92339069331543,66.99327704957699,66.43419952894402,66.45166778564453,4370500,0.0,0.0
2020-02-19 00:00:00-05:00,66.39049915166669,66.62635720301475,65.95371955198468,65.98866271972656,2686700,0.0,0.0
2020-02-20 00:00:00-05:00,65.91878682494105,66.08476523182198,64.86178082606159,65.65672302246094,3350900,0.0,0.0
2020-02-21 00:00:00-05:00,65.68291915036475,66.86222275123791,65.61303281401118,66.62635803222656,5341500,0.0,0.0
2020-02-24 00:00:00-05:00,62.64292471121866,66.14589870534472,62.188676893932765,65.01026916503906,5584400,0.0,0.0
2020-02-25 00:00:00-05:00,64.99280021859902,65.50819690316618,64.2240639233433,64.46866607666016,5739500,0.0,0.0
2020-02-26 00:00:00-05:00,64.64338145822718,65.05395535276426,63.68246766138829,63.69993591308594,4188700,0.0,0.0
2020-02-27 00:00:00-05:00,63.82224772076201,64.39880012464037,61.26271840858451,61.28019332885742,6181100,0.0,0.0
2020-02-28 00:00:00-05:00,60.26685022896749,60.59006954775336,57.93444865276816,59.026397705078125,11130900,0.0,0.0
2020-03-02 00:00:00-05:00,59.84756205713729,63.38547396508085,59.84756205713729,63.2806510925293,7940800,0.0,0.0
2020-03-03 00:00:00-05:00,63.37670371638292,64.73945352907064,62.23233697380915,62.70405960083008,7487800,0.0,0.0
2020-03-04 00:00:00-05:00,64.55604596019535,65.92753405713499,63.77857856755165,65.84017944335938,7174700,0.0,0.0
2020-03-05 00:00:00-05:00,64.39006573174119,64.93167498560275,62.721570661582106,63.19328689575195,5877500,0.0,0.0
2020-03-06 00:00:00-05:00,61.4723616955837,63.560167595802014,60.721100270053604,63.34177780151367,6339600,0.0,0.0
2020-03-09 00:00:00-04:00,60.537671344572004,62.55559150114788,60.27560084890234,61.14042282104492,7399300,0.0,0.0
2020-03-10 00:00:00-04:00,62.564325338059106,62.905012963860315,59.48065512123071,62.73029708862305,7521500,0.0,0.0
2020-03-11 00:00:00-04:00,61.271447886856095,61.85673100989644,59.20984743535331,60.188236236572266,6860400,0.0,0.0
2020-03-12 00:00:00-04:00,56.72019356289595,58.92155959863861,55.208936694912474,55.81169128417969,9772200,0.0,0.0
2020-03-13 00:00:00-04:00,58.030540186486,60.45903379087034,56.08250016200852,60.36294174194336,11952900,0.0,0.0
2020-03-16 00:00:00-04:00,54.30044643594699,57.925715563657626,54.195620252079955,54.45768737792969,8849300,0.0,0.0
2020-03-17 00:00:00-04:00,56.07378055248096,61.52478939424503,55.305047340101275,61.32386779785156,9389100,0.0,0.0
2020-03-18 00:00:00-04:00,59.22732909576347,63.018573635714745,57.08710459909135,59.1312370300293,9189300,0.0,0.0
2020-03-19 00:00:00-04:00,59.38456808962624,60.26685824260591,56.83376969905909,58.22273254394531,8926800,0.0,0.0
2020-03-20 00:00:00-04:00,58.30134297684551,58.39743502834452,53.627802282373025,54.230560302734375,9168300,0.0,0.0
2020-03-23 00:00:00-04:00,54.23928045253554,55.44479285025424,51.09446926898434,52.82411575317383,8306800,0.0,0.0
2020-03-24 00:00:00-04:00,53.383209940603294,57.55008491474056,52.07287097625806,53.444358825683594,9887200,0.0,0.0
2020-03-25 00:00:00-04:00,53.07745853517129,54.352857572081035,51.54872984849469,52.31746292114258,10375500,0.0,0.0
2020-03-26 00:00:00-04:00,52.72804242192567,56.20480487120856,52.57953560094031,55.75055694580078,9053300,0.0,0.0
2020-03-27 00:00:00-04:00,55.93399549001133,58.20524811687453,55.34871241528761,57.00847625732422,6366500,0.0,0.0
2020-03-30 00:00:00-04:00,57.646171904389746,58.46731971590682,56.75514441944435,58.16157531738281,4950500,0.0,0.0
2020-03-31 00:00:00-04:00,57.66364647246617,58.08295116941171,56.746406617714804,57.969390869140625,5784400,0.0,0.0
2020-04-01 00:00:00-04:00,56.562971555919205,57.52388556986926,55.98641914871156,57.26182174682617,4247700,0.0,0.0
2020-04-02 00:00:00-04:00,56.589164304495704,60.0047839993976,56.52801542665814,59.55052947998047,5676700,0.0,0.0
2020-04-03 00:00:00-04:00,59.35834929525903,60.00478794892227,58.31008084483863,59.0700798034668,4720800,0.0,0.0
2020-04-06 00:00:00-04:00,60.79971011361381,62.66039520348108,60.38913628317874,61.585914611816406,5172800,0.0,0.0
2020-04-07 00:00:00-04:00,61.39372380755825,62.7127997283146,60.12706595741032,60.31051254272461,5964900,0.0,0.0
2020-04-08 00:00:00-04:00,60.834676867951345,61.804328347643974,60.144564133277264,61.34134292602539,4265600,0.0,0.0
2020-04-09 00:00:00-04:00,61.725699370643675,62.43328022546216,60.93949471821861,61.07052993774414,3582500,0.0,0.0
2020-04-13 00:00:00-04:00,60.82592629808061,61.33259224695443,60.45903302395597,60.70362854003906,3335000,0.0,0.0
2020-04-14 00:00:00-04:00,62.31098280947678,64.5472923534419,61.68201908405455,63.86591720581055,4940600,0.0,0.0
2020-04-15 00:00:00-04:00,63.07095998515222,63.71739847297656,62.6254496736164,63.46406555175781,3390500,0.0,0.0
2020-04-16 00:00:00-04:00,63.68246874461995,64.01441885034444,62.669136845995766,63.63005065917969,3561800,0.0,0.0
2020-04-17 00:00:00-04:00,63.90251642697619,64.77259420924526,62.865451513830905,64.5265121459961,3762400,0.44,0.0
2020-04-20 00:00:00-04:00,64.09585393778292,64.42982141824251,63.3927567412838,63.41912841796875,3187400,0.0,0.0
2020-04-21 00:00:00-04:00,62.839076935112004,63.05879398733268,61.740491674008645,62.056884765625,3142800,0.0,0.0
2020-04-22 00:00:00-04:00,62.57540743938518,63.04121317521209,62.012932379206156,62.584197998046875,3498100,0.0,0.0
2020-04-23 00:00:00-04:00,62.44358340591365,62.926956854950575,62.13597419579812,62.60177993774414,4041800,0.0,0.0
2020-04-24 00:00:00-04:00,62.179920740316255,63.199410998527384,62.04808917861905,62.75118637084961,3549700,0.0,0.0
2020-04-27 00:00:00-04:00,63.2081830180139,63.23454798437081,62.30295007853032,62.42599105834961,2926700,0.0,0.0
2020-04-28 00:00:00-04:00,63.22579261681746,63.22579261681746,61.90749006320731,62.49633026123047,2995700,0.0,0.0
2020-04-29 00:00:00-04:00,61.99535585744849,62.259012261242546,60.50127608168993,61.6613883972168,4675700,0.0,0.0
2020-04-30 00:00:00-04:00,61.301048192217756,62.21507179426352,60.791303099786816,61.758056640625,7128300,0.0,0.0
2020-05-01 00:00:00-04:00,61.69653260639072,62.39962970772505,60.03547257735003,60.228824615478516,4497000,0.0,0.0
2020-05-04 00:00:00-04:00,60.33429294499018,61.39772248035913,59.78060178240434,61.06375503540039,5031500,0.0,0.0
2020-05-05 00:00:00-04:00,61.08134449977365,61.63502909358565,60.65948478170302,61.09891891479492,2458000,0.0,0.0
2020-05-06 00:00:00-04:00,60.984669789148704,61.07255527664452,59.587272433836425,59.62242126464844,4551400,0.0,0.0
2020-05-07 00:00:00-04:00,60.55401859412295,61.213169725324796,59.90365802213543,60.46613311767578,3985800,0.0,0.0
2020-05-08 00:00:00-04:00,61.301054279560056,61.36257478267076,60.448551089860246,60.96708679199219,3938600,0.0,0.0
2020-05-11 00:00:00-04:00,61.10770360811219,61.520772726398,60.57159348079215,60.97587203979492,2797200,0.0,0.0
2020-05-12 00:00:00-04:00,61.29225392447704,61.50318707734315,60.202459455592276,60.40460205078125,3961400,0.0,0.0
2020-05-13 00:00:00-04:00,60.650694666112436,61.125284285489876,59.62241380484529,60.02669906616211,3864200,0.0,0.0
2020-05-14 00:00:00-04:00,59.859711537537144,60.01790807619425,57.60102061101915,58.93689727783203,4999800,0.0,0.0
2020-05-15 00:00:00-04:00,58.68201734499515,60.61553109779767,58.356840454536005,60.59794998168945,7939700,0.0,0.0
2020-05-18 00:00:00-04:00,61.450467241041565,62.17992950741622,60.800106604930924,61.71413040161133,5017700,0.0,0.0
2020-05-19 00:00:00-04:00,61.36257645430418,61.85474049259736,60.764945819848705,60.86162185668945,5304100,0.0,0.0
2020-05-20 00:00:00-04:00,61.230752022149616,62.03930923793883,61.046190486278135,61.9338493347168,3406100,0.0,0.0
2020-05-21 00:00:00-04:00,62.408414722927766,62.408414722927766,61.30982979042771,61.749263763427734,5171900,0.0,0.0
2020-05-22 00:00:00-04:00,61.599864012231,62.33811672814001,61.538343511341225,62.1799201965332,3427400,0.0,0.0
2020-05-26 00:00:00-04:00,62.69843247321023,62.821480147444255,60.729770263914666,61.019798278808594,6475600,0.0,0.0
2020-05-27 00:00:00-04:00,61.23954378418555,62.100837673719674,61.0286172683696,62.039310455322266,3811400,0.0,0.0
2020-05-28 00:00:00-04:00,62.92695007593214,63.691567681613776,62.57540152026595,63.35759353637695,4685600,0.0,0.0
2020-05-29 00:00:00-04:00,63.401543952348774,63.7882480605271,62.89179884706488,63.56853103637695,4317000,0.0,0.0
2020-06-01 00:00:00-04:00,63.51578927044375,64.14857532181863,63.24334232813602,63.920074462890625,2640600,0.0,0.0
2020-06-02 00:00:00-04:00,63.849783707414254,64.25406232313769,62.953334281269775,63.66522216796875,3751300,0.0,0.0
2020-06-03 00:00:00-04:00,64.06949827166613,64.06949827166613,62.93575739789555,62.97091293334961,4535700,0.0,0.0
2020-06-04 00:00:00-04:00,62.768760234368436,63.586107863464996,62.03929807722417,62.1799201965332,4985800,0.0,0.0
2020-06-05 00:00:00-04:00,62.549047464716,63.78825483096244,61.775645871502554,63.63005828857422,5976200,0.0,0.0
2020-06-08 00:00:00-04:00,63.22577574664137,64.63196342090706,63.067579214209495,64.60559844970703,5033300,0.0,0.0
2020-06-09 00:00:00-04:00,64.41223293978787,64.64952433627998,63.40153345499184,64.4034423828125,4608100,0.0,0.0
2020-06-10 00:00:00-04:00,64.80772999466922,65.82722018052056,64.53528303700229,65.35263061523438,5726600,0.0,0.0
