Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,27.63835492495625,27.63835492495625,27.20880540740313,27.42755889892578,1965375,0.0,0.0
2020-01-03 00:00:00-05:00,27.18493992664727,27.515058657209053,27.109371319019953,27.46335220336914,986400,0.0,0.0
2020-01-06 00:00:00-05:00,27.30027623826975,27.443461077848934,27.21277657287049,27.423572540283203,1463625,0.0,0.0
2020-01-07 00:00:00-05:00,27.371873998338266,27.4036936173905,26.906529565198532,26.92243766784668,1543950,0.0,0.0
2020-01-08 00:00:00-05:00,26.966184025417633,27.28039119158078,26.94232016840679,27.113344192504883,1292625,0.0,0.0
2020-01-09 00:00:00-05:00,27.19289242559177,27.292324881967005,27.029822446110177,27.272438049316406,2037375,0.0,0.0
2020-01-10 00:00:00-05:00,27.260503927712886,27.264482659549735,26.942319741568433,26.990047454833984,1396125,0.0,0.0
2020-01-13 00:00:00-05:00,26.93038839874811,27.196869567784017,26.926411373576425,27.089481353759766,2031975,0.0,0.0
2020-01-14 00:00:00-05:00,27.03380034126153,27.308235568291636,26.934367881686377,27.161073684692383,2344725,0.0,0.0
2020-01-15 00:00:00-05:00,27.13720627487999,27.515052644199738,27.129252225355764,27.423572540283203,1019250,0.0,0.0
2020-01-16 00:00:00-05:00,27.47528120401654,27.741760660274682,27.411643682045298,27.733806610107422,1159200,0.0,0.0
2020-01-17 00:00:00-05:00,27.801416116483317,27.984371185302734,27.721868801722568,27.984371185302734,1744425,0.0,0.0
2020-01-21 00:00:00-05:00,27.876993250662693,27.988358501360153,27.694036418847855,27.781536102294922,1549125,0.0,0.0
2020-01-22 00:00:00-05:00,28.2786993365577,28.39006287047355,28.103696571470884,28.334381103515625,2153475,0.0,0.0
2020-01-23 00:00:00-05:00,28.19915336429405,28.409952780360282,27.916765783780587,28.390064239501953,1501425,0.0,0.0
2020-01-24 00:00:00-05:00,28.38211019584488,28.684386317293185,28.362223361859378,28.664501190185547,1510200,0.0,0.0
2020-01-27 00:00:00-05:00,28.453696391212226,28.656538304359515,28.390058875873105,28.473583221435547,1657350,0.0,0.0
2020-01-28 00:00:00-05:00,28.53722844112003,28.93495832545352,28.53722844112003,28.78382110595703,2164050,0.0,0.0
2020-01-29 00:00:00-05:00,28.97075414869824,29.2133697809069,28.31449712716791,28.93495750427246,2270475,0.0,0.0
2020-01-30 00:00:00-05:00,28.79574732294071,29.694619850475135,28.68438379342509,29.662803649902344,1681200,0.0,0.0
2020-01-31 00:00:00-05:00,29.559392807154097,29.750303656807112,29.129839981679545,29.24518394470215,2114550,0.0,0.0
2020-02-03 00:00:00-05:00,29.412235145845646,29.786099413408447,29.372461479826907,29.587234497070312,2238300,0.0,0.0
2020-02-04 00:00:00-05:00,29.746325432391316,30.159963314122624,29.64291254820336,29.766210556030273,1689750,0.0,0.0
2020-02-05 00:00:00-05:00,29.953149946891227,30.330994676381156,29.873602610023102,30.303152084350586,1448325,0.0,0.0
2020-02-06 00:00:00-05:00,30.35485744360271,30.780433314832237,30.35485744360271,30.696908950805664,1435275,0.0,0.0
2020-02-07 00:00:00-05:00,30.64122968063965,30.999185905500315,30.60145600815377,30.947481155395508,1830600,0.0,0.0
2020-02-10 00:00:00-05:00,30.9673597273432,31.337250365253627,30.959405677281538,31.325319290161133,1803825,0.0,0.0
2020-02-11 00:00:00-05:00,31.361118799508418,31.583845876641536,31.353164748718765,31.53214454650879,1739925,0.0,0.0
2020-02-12 00:00:00-05:00,31.492368126651886,31.492368126651886,31.20997886576327,31.277591705322266,1174500,0.0,0.0
2020-02-13 00:00:00-05:00,31.233846716436258,31.552032674576814,31.146345321915906,31.54805564880371,1635300,0.0,0.0
2020-02-14 00:00:00-05:00,31.548050609141203,31.595778324550192,31.353162722367454,31.579870223999023,1804725,0.0,0.0
2020-02-18 00:00:00-05:00,31.579868727908316,31.746914017048297,31.464524763110294,31.56395721435547,1665225,0.0,0.0
