Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,49.846129601303105,49.846129601303105,48.32254977994905,48.44035339355469,759300,0.0,0.0
2020-01-03 00:00:00-05:00,48.38539274983731,49.07650128545186,48.21261486696587,49.013671875,833500,0.0,0.0
2020-01-06 00:00:00-05:00,49.029368111346564,49.48486925036356,48.8251755695451,49.13931655883789,618300,0.0,0.0
2020-01-07 00:00:00-05:00,49.00580594546921,49.01365812163676,48.118360245019,48.44035339355469,557100,0.0,0.0
2020-01-08 00:00:00-05:00,48.53460085207951,49.092198305083315,48.424652396092355,48.83303451538086,767700,0.0,0.0
2020-01-09 00:00:00-05:00,48.69166852133469,48.770202272214426,48.079096876035194,48.338260650634766,875600,0.0,0.0
2020-01-10 00:00:00-05:00,48.40109231358658,48.77805972802136,48.09480647660025,48.628841400146484,1207800,0.0,0.0
2020-01-13 00:00:00-05:00,48.581725800866685,48.86445213076778,48.471777338320905,48.78591537475586,804000,0.0,0.0
2020-01-14 00:00:00-05:00,48.79376859452153,49.26497712824157,48.54245697708808,49.21000289916992,986200,0.0,0.0
2020-01-15 00:00:00-05:00,49.492725416511654,49.73618483789513,49.13146536868112,49.51628494262695,785500,0.0,0.0
2020-01-16 00:00:00-05:00,49.72047715031969,49.846132948530816,49.46916555389743,49.67335510253906,605000,0.0,0.0
2020-01-17 00:00:00-05:00,49.649801589443705,50.03462120737566,49.586972184793886,49.63409423828125,750500,0.0,0.0
2020-01-21 00:00:00-05:00,49.775453345592844,50.26236920845597,49.5005792164617,50.14456558227539,667000,0.0,0.0
2020-01-22 00:00:00-05:00,50.050318668164564,50.505819778381166,49.822566615121104,49.956077575683594,503400,0.0,0.0
2020-01-23 00:00:00-05:00,50.081735899075746,50.348754837845085,49.64979429114988,50.3251953125,437100,0.0,0.0
2020-01-24 00:00:00-05:00,50.168135658220784,50.32520618481948,49.79116819190658,50.09745407104492,459800,0.0,0.0
2020-01-27 00:00:00-05:00,49.73618698120117,49.97964341720548,49.51628707645674,49.73618698120117,604300,0.0,0.0
2020-01-28 00:00:00-05:00,49.60267984770882,50.24666627006235,49.579120318752516,50.066036224365234,762500,0.0,0.0
2020-01-29 00:00:00-05:00,49.940376561447486,50.14456612036486,49.42204599325803,49.453460693359375,436200,0.0,0.0
2020-01-30 00:00:00-05:00,49.31210400210668,49.46131935333968,48.6131433105278,48.997962951660156,672500,0.0,0.0
2020-01-31 00:00:00-05:00,48.9822511071498,49.02151798588649,48.47177569183125,48.723087310791016,799300,0.0,0.0
2020-02-03 00:00:00-05:00,48.99795663747397,49.28068294726773,48.550307645590756,48.628841400146484,1091800,0.0,0.0
2020-02-04 00:00:00-05:00,49.86183828575873,49.940372033020225,48.668106752987384,49.202144622802734,1312400,0.0,0.0
