sector,C,fold,accuracy,f1_macro,n_samples
Real Estate,0.01,1,0.3301707779886148,0.25947483948710187,1054
Real Estate,0.01,2,0.3889943074003795,0.29418700004024495,1054
Real Estate,0.01,3,0.3681214421252372,0.1793804900601017,1054
Real Estate,0.01,4,0.325426944971537,0.1961401871581512,1054
Real Estate,0.01,5,0.32447817836812143,0.16332378223495703,1054
Real Estate,0.03162277660168379,1,0.3538899430740038,0.34736133482085507,1054
Real Estate,0.03162277660168379,2,0.38519924098671726,0.2828469968438392,1054
Real Estate,0.03162277660168379,3,0.3045540796963947,0.2666648656037102,1054
Real Estate,0.03162277660168379,4,0.33586337760910817,0.33612288700474585,1054
Real Estate,0.03162277660168379,5,0.340607210626186,0.20465391856120332,1054
Real Estate,0.1,1,0.3757115749525617,0.37191249461865716,1054
Real Estate,0.1,2,0.3766603415559772,0.27760734867195286,1054
Real Estate,0.1,3,0.3064516129032258,0.2892418934902792,1054
Real Estate,0.1,4,0.32922201138519924,0.3110903930983205,1054
Real Estate,0.1,5,0.340607210626186,0.21905158186557885,1054
Real Estate,0.31622776601683794,1,0.35294117647058826,0.3502485878452856,1054
Real Estate,0.31622776601683794,2,0.3719165085388994,0.2754550168426578,1054
Real Estate,0.31622776601683794,3,0.3055028462998102,0.2893081242053579,1054
Real Estate,0.31622776601683794,4,0.3235294117647059,0.2627816436754516,1054
Real Estate,0.31622776601683794,5,0.34535104364326374,0.24756403827320117,1054
Real Estate,1.0,1,0.3519924098671727,0.34787493890261434,1054
Real Estate,1.0,2,0.3633776091081594,0.27005772005772005,1054
Real Estate,1.0,3,0.3036053130929791,0.2891798182294527,1054
Real Estate,1.0,4,0.31214421252371916,0.2482559429902229,1054
Real Estate,1.0,5,0.3425047438330171,0.2568076861681075,1054
Real Estate,3.1622776601683795,1,0.34724857685009486,0.34187597541042547,1054
Real Estate,3.1622776601683795,2,0.36242884250474383,0.28284803400463643,1054
Real Estate,3.1622776601683795,3,0.2998102466793169,0.28635020937028693,1054
Real Estate,3.1622776601683795,4,0.31688804554079697,0.25542202708147105,1054
Real Estate,3.1622776601683795,5,0.3396584440227704,0.2596132206774647,1054
Real Estate,10.0,1,0.34724857685009486,0.3415710666209668,1054
Real Estate,10.0,2,0.36148007590132825,0.3062281895616105,1054
Real Estate,10.0,3,0.2969639468690702,0.28346116102093716,1054
Real Estate,10.0,4,0.31973434535104367,0.25730378740745546,1054
Real Estate,10.0,5,0.3368121442125237,0.2583634299556032,1054
Real Estate,31.622776601683793,1,0.34724857685009486,0.3418216826643341,1054
Real Estate,31.622776601683793,2,0.3567362428842505,0.31357543430662077,1054
Real Estate,31.622776601683793,3,0.29601518026565465,0.282296476750145,1054
Real Estate,31.622776601683793,4,0.32447817836812143,0.2639833933130649,1054
Real Estate,31.622776601683793,5,0.3349146110056926,0.25729664925644824,1054
