ticker,train_samples,test_samples,num_features,train_rmse,train_mae,train_r2,test_rmse,test_mae,test_r2,train_dir_acc,test_dir_acc,top_feature,top_feature_importance
APA,1173,294,28,0.025359094946089143,0.016244206615083495,0.6819598098388356,0.03296788136341825,0.02219571960790464,-0.0016176562058067834,0.9036658141517476,0.5204081632653061,Volatility_5,0.1097144061733243
APD,1173,294,28,0.010556120402746637,0.006806095853669179,0.7015260278255548,0.017382543472153712,0.012324577932562869,-0.24776392547108395,0.9241261722080136,0.5340136054421769,Volatility_5,0.10232227282796312
APH,1173,294,28,0.010099776639892123,0.007091856093076903,0.68003565624513,0.027000434600481665,0.020871911668308124,-0.5342497380163707,0.9053708439897699,0.45918367346938777,Volatility_5,0.09488514480261451
APO,1173,294,28,0.015397498751708392,0.010618737343831793,0.6821460706478983,0.03576658052784209,0.028988933276999564,-0.8975309508515124,0.9053708439897699,0.4931972789115646,Volatility_5,0.08880561952196846
APP,915,229,28,0.024086051774718467,0.016142670720049997,0.747696984060105,0.05752314180528894,0.04098067123270881,-0.2231074344941233,0.912568306010929,0.5589519650655022,Volatility_5,0.12228264357951169
APTV,1173,294,28,0.01701349856321779,0.011633315333786438,0.6885882773946739,0.024369673497284493,0.016453079799102148,-0.04579842770977627,0.9232736572890026,0.5544217687074829,Volatility_5,0.11202251987051805
ARE,1173,294,28,0.011513829799569044,0.007817825378714246,0.6725139248453311,0.0298599816213278,0.02109033572060769,-0.8333521402946811,0.9096334185848253,0.5238095238095238,Volatility_5,0.09830897283648043
ATO,1173,294,28,0.009526017828897651,0.006142030788088408,0.6628401413507015,0.011273808452126687,0.008418260537882534,-0.12411279826607591,0.9335038363171355,0.4557823129251701,Volatility_5,0.1095941852606211
AVB,1173,294,28,0.010945315674969246,0.007537066401537385,0.6784377406159419,0.01409027955162179,0.010000606367708031,-0.036959679816947366,0.9249786871270247,0.5340136054421769,Volatility_5,0.10592300225554481
AVGO,1173,294,28,0.013797336827222877,0.009560034446218547,0.6958915460911177,0.037700186142256314,0.025573377427583033,-0.121519204298848,0.9207161125319693,0.4897959183673469,Volatility_5,0.1013430730978616
AVY,1173,294,28,0.011286486453078096,0.0074513631087543344,0.6851786912663655,0.015364162703019204,0.010997634347229687,-0.03976327284525638,0.9266837169650469,0.5306122448979592,Volatility_5,0.10880681453020201
AWK,1173,294,28,0.009969061993197562,0.006569492586904445,0.6873331769254538,0.014924709730012886,0.01105221992867718,-0.020497272316442272,0.928388746803069,0.5,Volatility_5,0.10363504992143205
AXON,1173,294,28,0.01676667489285704,0.011228582718416497,0.7083249380459755,0.036075744143913804,0.021036054130276902,-0.06750891091678368,0.9224211423699915,0.5340136054421769,Volatility_5,0.10583508654749661
AXP,1173,294,28,0.014137008379410053,0.00914263839942689,0.6733884152978555,0.020448228942916723,0.013758838995121992,-0.09192614626126927,0.8934356351236147,0.47278911564625853,Volatility_5,0.09610566382266228
AZO,1173,294,28,0.009980024048475797,0.006531997971703953,0.6959435649950814,0.013989248063778615,0.010780330836636019,-0.06336059649660908,0.9121909633418585,0.5306122448979592,Volatility_5,0.11358843903279246
BA,1173,294,28,0.018028013957665907,0.012047978120112155,0.6985505566943042,0.023332119923902554,0.016071479451070254,-0.012969729227441773,0.8985507246376812,0.5374149659863946,Volatility_5,0.08039877984740346
BAC,1173,294,28,0.013290065135807534,0.009361856001377294,0.6643221441392668,0.01936597123657862,0.013491486219602122,-0.28635323032433924,0.9096334185848253,0.48639455782312924,Volatility_5,0.09641299455461204
BALL,1173,294,28,0.011678054093494546,0.007709431412722596,0.6909354125679554,0.01623367241780563,0.01158427170935978,-0.025186706529539915,0.9232736572890026,0.5,Volatility_5,0.11056372972829093
BAX,1173,294,28,0.009652618593921004,0.0064545997029402955,0.7370972767144588,0.02569066299752665,0.01712665323934221,-0.01071566450901762,0.9258312020460358,0.5,Volatility_5,0.1141856026324923
BBY,1173,294,28,0.014271193874054733,0.009948844828733545,0.6752529022346381,0.025809476485013767,0.017124049219516876,-0.014397857857885388,0.9207161125319693,0.4931972789115646,Volatility_5,0.10324074545535472
BDX,1173,294,28,0.00815138286819942,0.005560481835527989,0.7260866590413555,0.01938144366329906,0.013003748420881337,-0.16547778248426126,0.9190110826939472,0.4965986394557823,Volatility_5,0.11269518239792035
BEN,1173,294,28,0.013246437346104478,0.009317709014728025,0.7089136938811981,0.019444141968746716,0.013424546723294467,-0.033001910067279594,0.9411764705882353,0.5136054421768708,Volatility_5,0.09599839454267906
BF-B,1173,294,28,0.00998778306883266,0.006529919536969265,0.6717726287569272,0.024065382234605585,0.016082220276512075,-0.04678271478503526,0.9224211423699915,0.5408163265306123,Volatility_5,0.11448734116167791
BG,1173,294,28,0.011449478180830332,0.008006741128327829,0.712769549105418,0.0204255864466896,0.01439391431040828,-0.0646491288722082,0.9156010230179028,0.4931972789115646,Volatility_5,0.08924775215880386
BIIB,1173,294,28,0.01703178430693425,0.008636333195669234,0.6819640185080726,0.027714487201129352,0.02264590796518468,-1.057797728111638,0.9181585677749361,0.46258503401360546,Volatility_5,0.12393830136676823
BK,1173,294,28,0.011577803155733844,0.007860819966269672,0.6728976060963083,0.015491897603349014,0.010518092255716335,-0.15742326078257074,0.9104859335038363,0.5,Volatility_5,0.09417675004060846
BKNG,1173,294,28,0.013120443867329986,0.009065595243899027,0.7017455398158277,0.017586895338840697,0.013163475907016314,-0.09099167708477407,0.927536231884058,0.48639455782312924,Volatility_5,0.09708418513433195
BKR,1173,294,28,0.015855855007259438,0.011157368216673446,0.6913726567080771,0.023832542397638958,0.016097056947942914,-0.14782625961108908,0.9266837169650469,0.48299319727891155,Volatility_5,0.09720969052744062
BLDR,1173,294,28,0.019670049585921504,0.013405126955093395,0.6740364393812261,0.02772589860312852,0.02134588806133378,-0.005693828307743232,0.907075873827792,0.4489795918367347,Volatility_5,0.09321853983492832
BLK,1173,294,28,0.011524530980482658,0.007949751463639637,0.6782796488152532,0.01680179498666202,0.011500297769459811,-0.04997545282130411,0.9053708439897699,0.4931972789115646,Volatility_5,0.10734647997558813
BMY,1173,294,28,0.00807750338868496,0.00549993485904471,0.6938225822806001,0.01878658969227286,0.013505243292038751,-0.050287839089945274,0.9130434782608695,0.4897959183673469,Volatility_5,0.08564896950337511
BR,1173,294,28,0.009175279139358214,0.006396404762842988,0.6955723021856279,0.014112326601495393,0.00950166070861882,-0.13547458139847923,0.907928388746803,0.47619047619047616,Volatility_5,0.1053624342290486
BRK-B,1173,294,28,0.0077913169996488155,0.005419742758735363,0.6858603312226697,0.012511271144029095,0.008610413976005137,-0.1516756415775442,0.9045183290707587,0.4931972789115646,Volatility_5,0.10351944486438697
BRO,1173,294,28,0.009539773654439084,0.006573493638286607,0.6956621552252029,0.015519842775224621,0.010635624945916116,-0.04993366010671907,0.9096334185848253,0.5,Volatility_5,0.09667587369381392
BSX,1173,294,28,0.00997274055178905,0.006737993880926164,0.6956806493126939,0.014138243978485305,0.009798296439323078,-0.029396953559113426,0.9241261722080136,0.4557823129251701,Volatility_5,0.09247508525786319
BX,1173,294,28,0.014557012705267432,0.010091206464931697,0.6974986065118721,0.025139565294816667,0.01769652885668922,-0.14593510606043436,0.9096334185848253,0.48299319727891155,Volatility_5,0.10454159025647863
BXP,1173,294,28,0.014007604327118239,0.009985142997976763,0.6950984460278169,0.01957159779184875,0.01474224386802799,-0.00854107283525285,0.9309462915601023,0.47278911564625853,Volatility_5,0.09353675367355528
C,1173,294,28,0.014432142608926148,0.009777087106703542,0.6679543286931396,0.02451558077176325,0.017120121084410894,-0.48780145542503583,0.8942881500426257,0.45918367346938777,Volatility_5,0.07734156158142477
CAG,1173,294,28,0.007986479896637186,0.0054910032223541285,0.7320283752854893,0.02164414081443414,0.016453661834238766,-0.8597892386250241,0.9360613810741688,0.46258503401360546,Volatility_5,0.09220108161613375
CAH,1173,294,28,0.010705742718043084,0.007056842857761303,0.6848006205095458,0.018073098464047026,0.011255367620830884,-0.13504685673567307,0.9164535379369139,0.4965986394557823,Volatility_5,0.10074895372152023
CARR,1131,283,28,0.013732281240238892,0.008508263879547574,0.6796970269563652,0.02199733211177934,0.015545546217032446,-0.09538049318356201,0.9257294429708223,0.4840989399293286,Volatility_5,0.08205555286811332
CAT,1173,294,28,0.010963209195345085,0.007700594422605269,0.7172725585616376,0.02162397744134893,0.0150521696109339,-0.194839191516873,0.9335038363171355,0.4965986394557823,Volatility_5,0.10398378654027278
CB,1173,294,28,0.01038047075398899,0.007151744243510828,0.6853452276191605,0.012627048688957334,0.009133037131766678,-0.0013924557795712555,0.9215686274509803,0.5374149659863946,Volatility_5,0.09347522320560214
CBOE,1173,294,28,0.009760335098013,0.006611275331088332,0.7071573722799279,0.014629719953044963,0.011468142298922674,-0.06222714459434431,0.9215686274509803,0.48299319727891155,Volatility_5,0.09189769656647832
CBRE,1173,294,28,0.013853675850399453,0.009088163484676951,0.6837391195455609,0.018423703114290535,0.013527022344164369,0.0011685012176038123,0.9173060528559249,0.4965986394557823,Volatility_5,0.10641816294928322
CCL,1173,294,28,0.025907947085235784,0.0173771175064733,0.707738699023992,0.02932552727094558,0.020681487185517825,-0.07129598014756411,0.9087809036658141,0.4965986394557823,Volatility_5,0.09528330628056357
CDNS,1173,294,28,0.012434964981266866,0.00896691024772109,0.7142821123914525,0.025411539143230917,0.017499939630007687,-0.01462088335477496,0.9300937766410913,0.5408163265306123,Volatility_5,0.09347483798178727
CDW,1173,294,28,0.011710570472126418,0.007870046652013381,0.6806140948225495,0.020099321652791602,0.014173417743036565,-0.0056493995934137065,0.9121909633418585,0.564625850340136,Volatility_5,0.09841333575708973
CEG,760,191,28,0.01644414337600798,0.009904278636384583,0.7070453701426775,0.03655482144063129,0.026780646586782277,-0.19503659146580965,0.9078947368421053,0.5026178010471204,Volatility_5,0.08310517196376788
CF,1173,294,28,0.014839337073418548,0.010734973951215879,0.7028694064655121,0.020649654877986406,0.015074037607236654,-0.046440115917649294,0.9181585677749361,0.4931972789115646,Volatility_5,0.08896833060340711
CFG,1173,294,28,0.017171863147499078,0.012243208956780717,0.6657999392382095,0.022495729116942306,0.015470159736724155,-0.11334025396946945,0.9011082693947144,0.46938775510204084,Volatility_5,0.09827466198027528
CHD,1173,294,28,0.008285599807165117,0.00541717516589295,0.6771702382711796,0.014954290171359913,0.010487915352113528,-0.08690325410546396,0.9190110826939472,0.46598639455782315,Volatility_5,0.09649045387029952
CHRW,1173,294,28,0.010301445590466952,0.006590885228566598,0.7035798183991896,0.022947726533574613,0.013032347978911882,-0.05734271504961597,0.9292412617220801,0.5034013605442177,Volatility_5,0.09850681693625839
CHTR,1173,294,28,0.012166955668407876,0.008138103183012592,0.6904202656224527,0.02389647193372635,0.016993255822659408,0.0942848234251712,0.9138959931798807,0.47959183673469385,Volatility_5,0.149034592463403
CI,1173,294,28,0.011886499349123713,0.007519990394565298,0.6926901716779521,0.02113655587397174,0.013567539634048232,-0.022190670071369656,0.9326513213981245,0.5306122448979592,Volatility_5,0.10404324309791288
CINF,1173,294,28,0.012867436957735338,0.008521571335518209,0.6851476980814697,0.01601686883561863,0.011861848983775427,-0.049691900658140664,0.9352088661551577,0.47959183673469385,Volatility_5,0.11311851997337757
CL,1173,294,28,0.007162170127598386,0.004587376481542342,0.7037412490079189,0.013180883579265872,0.009893959374281463,-0.06289550908225894,0.9249786871270247,0.48639455782312924,Volatility_5,0.10559429277105205
CLX,1173,294,28,0.009712883339360006,0.0064661933697625195,0.690938988607782,0.013478272530844857,0.010234510093591262,-0.04349245562394577,0.9360613810741688,0.48639455782312924,Volatility_5,0.1152398837057045
CMCSA,1173,294,28,0.009907156692574833,0.006828574820362558,0.6995624043312119,0.016957250023854925,0.011791163686897378,0.017674871285053073,0.9232736572890026,0.5204081632653061,Volatility_5,0.10050202140476897
CME,1173,294,28,0.010501479436630183,0.006697562911674971,0.6626433684515856,0.01254225661873639,0.009993550113285572,-0.2512591394302499,0.9207161125319693,0.41156462585034015,Volatility_5,0.10322633650585206
CMG,1173,294,28,0.012291804660546825,0.008292272577573223,0.7109359683704917,0.02574288935307362,0.01629627548884608,-0.22028535927529158,0.9121909633418585,0.47959183673469385,Volatility_5,0.11054729785914409
CMI,1173,294,28,0.01048554668983207,0.007032808389949838,0.6944850342576754,0.019325278241915687,0.0130704363876725,-0.07138165184625422,0.9292412617220801,0.48299319727891155,Volatility_5,0.1130418177957418
CMS,1173,294,28,0.008865362692401164,0.006006176163611432,0.6874325813754519,0.013578721884242936,0.011373545590160673,-0.6680929053393214,0.9258312020460358,0.43537414965986393,Volatility_5,0.10735773788290118
CNP,1173,294,28,0.011784934491241489,0.007381331929717661,0.6809532414542465,0.015703305304842215,0.012842425245749424,-1.0015238384751521,0.9019607843137255,0.47278911564625853,Volatility_5,0.08722005735152023
COF,1173,294,28,0.015398158311058108,0.010850785401712654,0.7061111860039353,0.025473695808809732,0.016899516929147856,-0.10488424699112753,0.907928388746803,0.4421768707482993,Volatility_5,0.10742566700128474
COIN,916,229,28,0.02906305108144536,0.021083829733383453,0.7350066526382141,0.047955814648353134,0.034094481104696504,-0.048981771705897126,0.9421397379912664,0.4978165938864629,Volatility_5,0.09177911930538667
COO,1173,294,28,0.010125825054694833,0.006971961572646285,0.7182635747889203,0.0223422146126313,0.01413254364577375,-0.14141598200327987,0.9241261722080136,0.54421768707483,Volatility_5,0.10779598038147441
COP,1173,294,28,0.01605931353601075,0.010968455591593885,0.6800092672745113,0.021002822128047053,0.014681487642901211,-0.03928773743593372,0.9130434782608695,0.5068027210884354,Volatility_5,0.1012848237117451
COR,1173,294,28,0.009538115466644086,0.006485397626423479,0.6808044865001901,0.0148476418693034,0.011129268586119623,-0.20775286305723184,0.9121909633418585,0.46258503401360546,Volatility_5,0.10246309674091642
COST,1173,294,28,0.008848446167077573,0.006076452711659872,0.6726233940758204,0.013716124317668044,0.009903625082428655,-0.07528645696389136,0.8900255754475703,0.5102040816326531,Volatility_5,0.10215885006947037
CPAY,1173,294,28,0.012975884804830551,0.008968779787947873,0.6722277675300148,0.02483922707426148,0.01811816641361526,-0.30584393989724923,0.9156010230179028,0.47959183673469385,Volatility_5,0.10163682730052964
CPB,1173,294,28,0.008245394936969372,0.00559901125569764,0.7191454770750196,0.016993350166130013,0.012934489038663828,-0.03715213620293256,0.9420289855072463,0.4931972789115646,Volatility_5,0.11281581265971662
CPRT,1173,294,28,0.010809567127739296,0.007421260785686434,0.6880202242414675,0.016903500936554607,0.011238558448937874,-0.07149973017730904,0.9300937766410913,0.5170068027210885,Volatility_5,0.10090638700690936
CPT,1173,294,28,0.010348931324883168,0.0069684691700246555,0.6985367825816139,0.013923371424847128,0.010329106248272484,-0.05671619503600711,0.9266837169650469,0.47278911564625853,Volatility_5,0.10287520965031134
CRL,1173,294,28,0.0133102871574846,0.009212181135343599,0.7201320385822143,0.03242576229340889,0.020408037776330514,0.03709945350345434,0.9352088661551577,0.564625850340136,Volatility_5,0.0983351735336385
CRM,1173,294,28,0.01418986521266754,0.009271427061842544,0.6899562503452747,0.02096283463894827,0.015404165723135963,-0.04797111427432976,0.9352088661551577,0.47619047619047616,Volatility_5,0.08896187676587494
CRWD,1173,294,28,0.018546381719719948,0.01346327190974614,0.719515372871824,0.043750924380355084,0.035489391869895956,-1.2919655137664061,0.9164535379369139,0.48299319727891155,Volatility_5,0.09987505951409924
CSCO,1173,294,28,0.009857358094926692,0.006380272671857501,0.6856522086421565,0.01635480435338435,0.011986722874711878,-0.4284006456351608,0.9249786871270247,0.45918367346938777,Volatility_5,0.10163379626762327
CSGP,1173,294,28,0.012316617966197648,0.008257208956302496,0.7038854455601236,0.02053936552846751,0.014569233012513519,-0.015621249004551085,0.9198635976129582,0.5204081632653061,Volatility_5,0.10260751903412811
CSX,1173,294,28,0.010371577085227743,0.006859708623673478,0.6861519698356369,0.015922929614111472,0.01120513995659053,0.021963338096657736,0.9369138959931799,0.5544217687074829,Volatility_5,0.10025556184585996
CTAS,1173,294,28,0.010862494303488904,0.00711044310103105,0.6967196161517413,0.016643540980572687,0.011041185642614594,-0.16142060876560826,0.9053708439897699,0.47959183673469385,Volatility_5,0.10689637101671483
CTRA,1173,294,28,0.013394557928455644,0.009462496568485723,0.7220079730994657,0.018592405317011344,0.013790295211750306,-0.008744954528826732,0.9207161125319693,0.5170068027210885,Volatility_5,0.08144092362788591
CTSH,1173,294,28,0.011587608875190796,0.007540016706213215,0.6717474236607398,0.016356677871045715,0.011179757644408109,-0.052827111413565886,0.907928388746803,0.5340136054421769,Volatility_5,0.09896471833325841
CTVA,1173,294,28,0.012330540107090839,0.008087244268127507,0.6725660415830449,0.017005084443342405,0.012044645296317574,-0.04656196954210756,0.9156010230179028,0.5238095238095238,Volatility_5,0.11204944711134456
CVS,1173,294,28,0.010394474874552593,0.00668527809865213,0.6852754203770463,0.023974103323562562,0.016069297044514975,-0.1131782855183543,0.9292412617220801,0.5102040816326531,Volatility_5,0.1017132975801622
CVX,1173,294,28,0.013221213849370311,0.008588302842828478,0.66821475491797,0.014707319893931271,0.010610737796362645,0.05038360935643693,0.907928388746803,0.5714285714285714,Volatility_5,0.11328079137817328
D,1173,294,28,0.010593456070015701,0.00697454160322394,0.6592107308600775,0.014174745143496223,0.010339006384041272,-0.019944931926070497,0.8976982097186701,0.5238095238095238,Volatility_5,0.09211207188948183
DAL,1173,294,28,0.01695121610215053,0.011300640288860459,0.707709533399363,0.03296487491874783,0.021783299427615036,-0.17418389154579406,0.9164535379369139,0.5136054421768708,Volatility_5,0.08470878032596696
DASH,984,246,28,0.020451682091577803,0.01481016200777035,0.7212053198913569,0.026826322125882592,0.02028903240566031,-0.20509174312252543,0.9247967479674797,0.5121951219512195,Volatility_5,0.09472165522417968
DAY,1173,294,28,0.01608922859256435,0.01180937567423494,0.7084154795565427,0.025114701342688343,0.015319883993078052,0.10802192986542658,0.9130434782608695,0.48639455782312924,Volatility_5,0.10457010792961399
DD,1173,294,28,0.01210008472066945,0.008232529544566642,0.6953429447986771,0.020699154423600978,0.013442065103537062,-0.03616088336890355,0.9002557544757033,0.4931972789115646,Volatility_5,0.09362254768827459
DDOG,1173,294,28,0.020105331550035726,0.013795949179967567,0.721035027405861,0.026691894116029128,0.01899921759705613,0.02329118155411869,0.9403239556692242,0.5816326530612245,Volatility_5,0.08938849285652396
DE,1173,294,28,0.01101093218987733,0.0076002080086892704,0.7300511689987801,0.018553191357433222,0.013226382306048886,-0.1505616024082146,0.9113384484228474,0.5578231292517006,Volatility_5,0.1067746354156778
DECK,1173,294,28,0.014999870573066247,0.01043316372263543,0.7135705067680997,0.03618370348697965,0.022699747062731358,-0.17917483206968332,0.9352088661551577,0.46598639455782315,Volatility_5,0.11287930810903685
DELL,1173,294,28,0.016386360366185224,0.010526420845541907,0.6557721258943765,0.032735455295387905,0.023878624921763715,-0.07543438273072955,0.9002557544757033,0.4931972789115646,Volatility_5,0.11274671385455493
DG,1173,294,28,0.012530242532947008,0.007160693592631928,0.6601847239160749,0.028101833777517744,0.020997432331286085,-0.7490059270230991,0.9224211423699915,0.4965986394557823,Volatility_5,0.12068690077193277
DGX,1173,294,28,0.009273409854713793,0.006362234313371246,0.7034109447236787,0.021343486367450877,0.01722731926016088,-1.3036745318124465,0.9036658141517476,0.46938775510204084,Volatility_5,0.08948280560902536
DHI,1173,294,28,0.01429972869944473,0.009999898294827022,0.7025946234575474,0.023084589800196263,0.016605567071454684,-0.021348769388707556,0.9249786871270247,0.47959183673469385,Volatility_5,0.08403624408966037
DHR,1173,294,28,0.009686930999666247,0.006840163173876422,0.7079000265272171,0.019791051996046194,0.013492586915152845,-0.0024260417486989816,0.9343563512361467,0.564625850340136,Volatility_5,0.09467051288893698
DIS,1173,294,28,0.012171467627262815,0.007967522232708846,0.6894549967371775,0.01715678550960176,0.011038904127790818,0.046243328050730614,0.9104859335038363,0.4931972789115646,Volatility_5,0.09835793927261259
DLR,1173,294,28,0.010868591857229276,0.007781437274875979,0.7211112509168593,0.020429552913563933,0.015902556346723915,-0.37325781864613816,0.9309462915601023,0.5034013605442177,Volatility_5,0.09592024583778089
DLTR,1173,294,28,0.013956679582484737,0.008365963940885547,0.6690028061058932,0.03342543848964637,0.024108669122323297,-0.283652425830887,0.9309462915601023,0.54421768707483,Volatility_5,0.10686032485654395
DOC,1173,294,28,0.013140945299365794,0.009043886916383047,0.6509480019407115,0.015194907603337337,0.011672185915025864,-0.04888029917351533,0.9130434782608695,0.46598639455782315,Volatility_5,0.0937246812542067
DOV,1173,294,28,0.01043504721940144,0.007086860840822136,0.6940457954122101,0.01719639676852478,0.01163674022132765,-0.026719414866615443,0.9360613810741688,0.5578231292517006,Volatility_5,0.11167117890371625
