ticker,train_samples,test_samples,num_features,train_rmse,train_mae,train_r2,train_dir_acc,test_rmse,test_mae,test_r2,test_dir_acc,xgb_dir_acc,dt_dir_acc,blend_weight,top_feature,top_feature_importance
AEE,1172,294,43,0.01072711477587121,0.007316731605975193,0.5951661660099226,0.8438566552901023,0.011365855842936035,0.008560908789112481,-0.0698645277231964,0.5204081632653061,0.5238095238095238,0.5068027210884354,0.7,Return_Lag1,0.1515156299062923
AEP,1172,294,43,0.010298879202642499,0.0071273539702424666,0.5808440341983548,0.841296928327645,0.01259885664990823,0.00957727841840269,-0.0635189813305892,0.5204081632653061,0.5272108843537415,0.4931972789115646,0.7,Return_Lag2,0.15851190473082294
AES,1172,294,43,0.014606871634530252,0.010187044142907518,0.6662606791464849,0.8549488054607508,0.033471115802423144,0.022735404341342955,-0.14585677407317355,0.4965986394557823,0.47619047619047616,0.47619047619047616,0.7,Return_Lag1,0.16786088325274845
AFL,1172,294,43,0.01270200021749738,0.00821180715559758,0.6238033773043843,0.8225255972696246,0.014063968577711788,0.01017837322860425,-0.11068613452667564,0.5374149659863946,0.5306122448979592,0.5408163265306123,0.7,Return_Lag1,0.28529521520346635
AIG,1172,294,43,0.014568841602222236,0.01026731651592156,0.68610608756368,0.871160409556314,0.015406860539700949,0.010876770628447415,-0.12209504670962379,0.5306122448979592,0.5340136054421769,0.5068027210884354,0.7,Return_Lag1,0.21447195126025437
AIZ,1172,294,43,0.01224612572130698,0.008187750267987147,0.6171060347558335,0.8506825938566553,0.017298973185222673,0.011808248575071241,-0.06620296412164461,0.5306122448979592,0.5238095238095238,0.46938775510204084,0.7,Return_Lag1,0.2127917362479842
AJG,1172,294,43,0.01075338122024134,0.0074662470531945,0.5785025689709083,0.8250853242320819,0.01570467971618767,0.011410798611820424,-0.10331688976192965,0.4897959183673469,0.4965986394557823,0.5204081632653061,0.7,Return_Lag1,0.17182282520941128
AKAM,1172,294,43,0.011558751243013763,0.007757280700369534,0.615215493743676,0.8370307167235495,0.025123133064869362,0.015585255151951215,-0.05292522957090573,0.46258503401360546,0.45918367346938777,0.5374149659863946,0.7,Return_Lag3,0.08122648939712643
ALB,1172,294,43,0.018173193772793184,0.013380213262645786,0.7061302544582778,0.893344709897611,0.04020770551045482,0.02992337376526081,-0.0931858827138976,0.46938775510204084,0.46938775510204084,0.48639455782312924,0.7,Return_Lag1,0.08328107943460511
ALGN,1172,294,43,0.018468017364420112,0.012468346020308734,0.7179008080343416,0.8959044368600683,0.03330089657952159,0.020080597508939167,-0.06828474666195117,0.5272108843537415,0.5170068027210885,0.48639455782312924,0.7,Return_Lag20,0.09789404555855671
ALL,1172,294,43,0.011844235554123037,0.008309994427956558,0.6041194822747045,0.8421501706484642,0.01660763447674143,0.012147802284406848,-0.06496550861815331,0.4931972789115646,0.46938775510204084,0.5,0.7,Return_Lag1,0.1369714369865804
ALLE,1172,294,43,0.012314152111485904,0.008874704485247803,0.616215463914145,0.8660409556313993,0.016041672211300557,0.011362267795089002,-0.11243912649238785,0.46258503401360546,0.4557823129251701,0.564625850340136,0.7,Return_Lag1,0.1122594558564239
AMAT,1172,294,43,0.016413794693780744,0.01225980661598744,0.6927965906170004,0.8728668941979523,0.03139218713463333,0.022589939023848923,-0.20781510116430457,0.445578231292517,0.4931972789115646,0.445578231292517,0.7,Return_Lag1,0.14480604092616137
AMCR,1172,294,43,0.011853992478718236,0.008008112798732913,0.6083689929463109,0.8387372013651877,0.016886078658551597,0.011663343642066943,-0.16597454852711957,0.46598639455782315,0.48299319727891155,0.45918367346938777,0.7,Return_Lag1,0.13205782195067295
AMD,1172,294,43,0.01774373992011522,0.012921051671183001,0.7181960596280038,0.8668941979522184,0.03664942948149227,0.025066929667512065,-0.0447924202055725,0.5238095238095238,0.4897959183673469,0.5102040816326531,0.7,Return_Lag20,0.09148499243480111
AME,1172,294,43,0.01124241933016751,0.007621375598132774,0.6025030959020317,0.8430034129692833,0.01535426273358652,0.010366119116344297,-0.0998007834901189,0.5102040816326531,0.5170068027210885,0.47619047619047616,0.7,Return_Lag1,0.17972675436746796
AMGN,1172,294,43,0.010817391886752797,0.007271552526152842,0.5729221139093081,0.856655290102389,0.01747836761827431,0.012538421316618916,-0.10463562047671182,0.5272108843537415,0.5204081632653061,0.48639455782312924,0.7,Return_Lag1,0.08688619844781696
AMP,1172,294,43,0.014349510695657474,0.009740900363696145,0.6801428799018998,0.8532423208191127,0.01933087245851804,0.011973323495494076,-0.14764338253679488,0.5510204081632653,0.5340136054421769,0.564625850340136,0.7,Return_Lag2,0.12688043538087904
AMT,1172,294,43,0.0117850093589055,0.008482278041008815,0.6329991341797548,0.8643344709897611,0.017264906147221874,0.012634109209871762,-0.13879428369282665,0.5068027210884354,0.5068027210884354,0.48299319727891155,0.7,Return_Lag1,0.10790041672791165
AMZN,1172,294,43,0.013402290373177769,0.009615623392389885,0.6581213229927518,0.8779863481228669,0.023068050268165025,0.016732551237916234,-0.15896627018515597,0.4489795918367347,0.46258503401360546,0.41836734693877553,0.7,Return_Lag1,0.12532493293484276
ANET,1172,294,43,0.015483539398636434,0.01063707012496779,0.6733432032068887,0.8839590443686007,0.034682963330880175,0.024281816955684196,-0.03236630426706544,0.5340136054421769,0.54421768707483,0.5204081632653061,0.7,Return_Lag1,0.08075284515446074
AON,1172,294,43,0.011048297188196088,0.007428073891795633,0.5946192857854429,0.8395904436860068,0.01387809527861688,0.009795393133229613,-0.06985773780077298,0.47619047619047616,0.4931972789115646,0.5,0.7,Return_Lag1,0.15026646235296473
AOS,1172,294,43,0.01192360497558162,0.008574061463693073,0.6181088070014922,0.8592150170648464,0.016501925400472097,0.012483614446054335,-0.11320560510640365,0.46938775510204084,0.4897959183673469,0.46598639455782315,0.7,Return_Lag5,0.0828484663701153
APA,1172,294,43,0.023765168384449465,0.01533239381350143,0.7208141405590239,0.8924914675767918,0.03327733250337873,0.02281132287777658,-0.018241076882464347,0.5034013605442177,0.5340136054421769,0.5238095238095238,0.7,Return_Lag20,0.1246811654079879
APD,1172,294,43,0.012023261511683135,0.007990973739156377,0.6130933059149273,0.8421501706484642,0.016295655918376634,0.011652290006112806,-0.09697704211514435,0.4965986394557823,0.5340136054421769,0.47278911564625853,0.7,Return_Lag1,0.0976246901745303
APH,1172,294,43,0.011260408563946549,0.008079974272737862,0.6025264120853986,0.8395904436860068,0.022185997093046694,0.015221234109326456,-0.03552095332728533,0.5714285714285714,0.5204081632653061,0.5748299319727891,0.7,Return_Lag1,0.1526726905936986
APO,1172,294,43,0.01514751662883989,0.010490184521415993,0.6924967822010786,0.8796928327645052,0.02795206449494349,0.018716522936058407,-0.1565667573599816,0.47278911564625853,0.4897959183673469,0.48299319727891155,0.7,Return_Lag20,0.12564360259193796
APP,914,229,43,0.02159697066084512,0.014898600115277183,0.7968522486730726,0.8982494529540481,0.07000176929831756,0.05161299129887446,-0.797723194805434,0.5851528384279476,0.5589519650655022,0.5676855895196506,0.7,revenue_growth,0.15655456483364105
APTV,1172,294,43,0.016945886087409386,0.012095684992570693,0.6913019882933669,0.8771331058020477,0.025961500648563823,0.017720757328639102,-0.1876675908131542,0.46258503401360546,0.45918367346938777,0.5340136054421769,0.7,Return_Lag1,0.19279361675753903
ARE,1172,294,43,0.012127915662913378,0.00837790531695227,0.636792360466274,0.8481228668941979,0.022832413255847527,0.015732345314831076,-0.07890872020342554,0.4965986394557823,0.47959183673469385,0.5068027210884354,0.7,Return_Lag10,0.10593945253097659
ATO,1172,294,43,0.010238176054454498,0.00716031542931254,0.6107514364406905,0.8267918088737202,0.010866943019783524,0.008219177180416537,-0.04512176095751519,0.5204081632653061,0.5340136054421769,0.5748299319727891,0.7,Return_Lag3,0.1438485441773577
AVB,1172,294,43,0.011978504861825688,0.00851627861595298,0.6150827767884752,0.8421501706484642,0.013792904897031695,0.010046028513079373,0.008703914250317912,0.5544217687074829,0.564625850340136,0.5306122448979592,0.7,Return_Lag1,0.180776853318849
AVGO,1172,294,43,0.0142650858381132,0.010286859604804547,0.6746338612439831,0.856655290102389,0.0371661956118032,0.023664030713060735,-0.08795898422844495,0.5714285714285714,0.5374149659863946,0.5374149659863946,0.7,Return_Lag1,0.16529602814100744
AVY,1172,294,43,0.01223022081822522,0.008637586883259548,0.6304863812165787,0.871160409556314,0.015698416046306826,0.011468187030444969,-0.08202903988381749,0.47619047619047616,0.45918367346938777,0.47619047619047616,0.7,Return_Lag1,0.17423235492493144
AWK,1172,294,43,0.011191470729612261,0.007881485083173403,0.6062077487196696,0.8583617747440273,0.01566283848991853,0.011596754531105563,-0.12575333894883434,0.46598639455782315,0.46258503401360546,0.5136054421768708,0.7,Return_Lag1,0.18122135875398598
AXON,1172,294,43,0.01718971885796605,0.011706200960021371,0.6936708758682528,0.8882252559726962,0.03699243545302249,0.021914306834995713,-0.12281100643799303,0.5238095238095238,0.5272108843537415,0.5102040816326531,0.7,Return_Lag5,0.08580411691924086
AXP,1172,294,43,0.014226931902511354,0.009631649571501063,0.6694879446304609,0.8609215017064846,0.020606384585603165,0.01376706773354114,-0.1086751315014729,0.5034013605442177,0.5170068027210885,0.5204081632653061,0.7,Return_Lag1,0.20314119117299465
AZO,1172,294,43,0.011279019484898204,0.007841371100842228,0.6119028080699584,0.8361774744027304,0.014003846777215131,0.010959591755566005,-0.06596628168650809,0.5136054421768708,0.5136054421768708,0.45918367346938777,0.7,Return_Lag1,0.2142964175846929
BA,1172,294,43,0.017801369280296388,0.012239634880749747,0.7063158116948971,0.8694539249146758,0.025393696088265347,0.01813462587459076,-0.19953942996130936,0.5068027210884354,0.4489795918367347,0.5,0.7,Return_Lag5,0.1528869807080202
BAC,1172,294,43,0.014065435238349503,0.00990846153519916,0.6242129406902688,0.8617747440273038,0.017648234097979092,0.01206695732330792,-0.06666031137753459,0.4965986394557823,0.4931972789115646,0.47619047619047616,0.7,Return_Lag1,0.21201581755088306
BALL,1172,294,43,0.012539273698710269,0.00859563920503015,0.6436244277453478,0.8575085324232082,0.016243096884138483,0.011662538972469882,-0.019258132597961053,0.5272108843537415,0.54421768707483,0.4965986394557823,0.7,VIX_Lag3,0.08476182175701184
BAX,1172,294,43,0.011968431280631263,0.00800917459751263,0.596155374433041,0.8532423208191127,0.02584651030789506,0.01671550119134026,-0.029103089775237567,0.4523809523809524,0.47619047619047616,0.46938775510204084,0.7,Sentiment_Lag1,0.09432933473632656
BBY,1172,294,43,0.01460635062153952,0.010347626359314889,0.6601093147528739,0.8848122866894198,0.027266277072987524,0.018501679849982078,-0.13300504784225686,0.5034013605442177,0.5170068027210885,0.5034013605442177,0.7,VIX_Lag20,0.10889978791314792
BDX,1172,294,43,0.010378423013087381,0.00720910441006172,0.5562935679975584,0.8438566552901023,0.01813811968138187,0.011117401761356185,-0.020345386791002618,0.5,0.4965986394557823,0.5,0.7,Return_Lag10,0.10420092123187849
BEN,1172,294,43,0.014531558040892137,0.01033977042681796,0.6499054254582248,0.8967576791808873,0.019846670332179066,0.014032981951724172,-0.07521945693834353,0.5034013605442177,0.5,0.5034013605442177,0.7,Return_Lag1,0.13328709689030444
BF-B,1172,294,43,0.01103954533787127,0.007482950784444155,0.599333685406959,0.8481228668941979,0.02418908298914145,0.01627519165841406,-0.06068034942800038,0.5034013605442177,0.5408163265306123,0.5,0.7,Return_Lag1,0.11396846170555411
BG,1172,294,43,0.012984258504322135,0.009390407311806563,0.6309141159957837,0.8822525597269625,0.020557803039228256,0.014579229955835693,-0.0786964488580928,0.4897959183673469,0.47959183673469385,0.48639455782312924,0.7,Return_Lag1,0.23403054070869247
BIIB,1172,294,43,0.01628973631706897,0.009358525809897376,0.709320948424097,0.8387372013651877,0.020813255662503864,0.015569290386811945,-0.17140654619041085,0.48299319727891155,0.5068027210884354,0.5204081632653061,0.7,Return_Lag2,0.11125498565333464
BK,1172,294,43,0.012398827409464082,0.008627385673724106,0.625030859577602,0.8873720136518771,0.015146002920867045,0.010772217286410278,-0.10347625978611918,0.4523809523809524,0.445578231292517,0.608843537414966,0.7,Return_Lag2,0.11718618716654718
BKNG,1172,294,43,0.013652054594080209,0.009631765431560073,0.6773547327725591,0.8575085324232082,0.01754825534429245,0.01287889003575767,-0.08605955846199365,0.4897959183673469,0.4931972789115646,0.5170068027210885,0.7,Return_Lag20,0.08951612445158885
BKR,1172,294,43,0.016070632520724774,0.01136497185517046,0.6832214812817605,0.8839590443686007,0.023313370509211572,0.015769628218192475,-0.09842538382885335,0.48639455782312924,0.48639455782312924,0.5272108843537415,0.7,Return_Lag10,0.1228982869041965
BLDR,1172,294,43,0.019341942763979734,0.013783602571003946,0.6850727648979249,0.8651877133105802,0.028560469072702297,0.022088034833300494,-0.07455223287697033,0.47959183673469385,0.47278911564625853,0.5068027210884354,0.7,Return_Lag2,0.11390471252303257
BLK,1172,294,43,0.012313270129910247,0.008577387640409075,0.6330119140961179,0.871160409556314,0.01700696587951446,0.011477821894233589,-0.07807507799438995,0.5170068027210885,0.5102040816326531,0.564625850340136,0.7,Return_Lag20,0.12534502073563164
BMY,1172,294,43,0.009564603625757099,0.006670115825563646,0.5710378271314271,0.8353242320819113,0.018907110961838593,0.013704753616913727,-0.06461128384345094,0.4931972789115646,0.47278911564625853,0.5136054421768708,0.7,Return_Lag1,0.11971081730656845
BR,1172,294,43,0.010335083971177028,0.007315598359721067,0.6140646060014224,0.8549488054607508,0.013647002511649776,0.009557130154483725,-0.06178765967105804,0.5170068027210885,0.5510204081632653,0.4931972789115646,0.7,VIX_Lag10,0.07661296001362711
BRK-B,1172,294,43,0.009148137745618568,0.0065133965184004045,0.5668374891300125,0.825938566552901,0.012697010999852626,0.008543794634870821,-0.1786945570012204,0.5136054421768708,0.48299319727891155,0.5306122448979592,0.7,Return_Lag1,0.1621791141687465
BRO,1172,294,43,0.010926076916468148,0.007701293425037853,0.6011094352196362,0.8549488054607508,0.016171668897834463,0.010881682145525822,-0.14057303205029092,0.5408163265306123,0.47959183673469385,0.5136054421768708,0.7,Return_Lag1,0.15614223911916514
BSX,1172,294,43,0.011639338631657385,0.008141363278285466,0.5856333351344856,0.8600682593856656,0.01436503105696605,0.009846717979341599,-0.059532900006165956,0.48639455782312924,0.47959183673469385,0.5374149659863946,0.7,Return_Lag1,0.18730701902348232
BX,1172,294,43,0.015145579566630814,0.010832263326500042,0.672770384889642,0.8617747440273038,0.024223446620599352,0.01701102779863591,-0.06394878908839496,0.5578231292517006,0.5374149659863946,0.5374149659863946,0.7,VIX_Lag3,0.10822750244944837
BXP,1172,294,43,0.01455653694668908,0.010440333889087841,0.6709609366157203,0.8779863481228669,0.02080986370692702,0.015408675456055973,-0.14014584777903383,0.48639455782312924,0.5272108843537415,0.4557823129251701,0.7,Return_Lag1,0.18446347834972476
C,1172,294,43,0.014240526365553476,0.009924289756615088,0.6769249398785981,0.8540955631399317,0.020930139850051443,0.014303648824252788,-0.0840681345911285,0.5068027210884354,0.5068027210884354,0.5408163265306123,0.7,Return_Lag1,0.14540220790956299
CAG,1172,294,43,0.009961386059331475,0.006894112403505288,0.5834325583466222,0.8549488054607508,0.016564661537391966,0.012570368141983805,-0.090587798893075,0.46258503401360546,0.48299319727891155,0.46258503401360546,0.7,Return_Lag20,0.1003624189544952
CAH,1172,294,43,0.011940685703537164,0.008118964177521473,0.6082099468928265,0.840443686006826,0.01762469094849393,0.011244190984347834,-0.07944135449110923,0.5034013605442177,0.48639455782312924,0.5680272108843537,0.7,Return_Lag1,0.1096798109335125
CARR,1130,283,43,0.014436796691502102,0.009829574627676061,0.6462582528329799,0.8787610619469026,0.022565684062721286,0.016272928890239523,-0.15268347715823571,0.4381625441696113,0.43109540636042404,0.46996466431095407,0.7,Return_Lag1,0.1626580124985898
CAT,1172,294,43,0.012331741427292767,0.008709934287215634,0.642489168127231,0.8677474402730375,0.02113453030426969,0.01448278691119264,-0.1416397017401274,0.46598639455782315,0.47278911564625853,0.5238095238095238,0.7,Return_Lag1,0.09096370936584793
CB,1172,294,43,0.011585022429429784,0.008098007025891755,0.6083687633889309,0.8395904436860068,0.013368692405902001,0.009754064839498802,-0.1214343370491826,0.5068027210884354,0.5068027210884354,0.48639455782312924,0.7,Return_Lag1,0.21531557090134118
CBOE,1172,294,43,0.011083291452807495,0.008089206530830319,0.6226793827132826,0.8481228668941979,0.015073502193116158,0.011801075409173049,-0.1528865609594945,0.5068027210884354,0.5204081632653061,0.4523809523809524,0.7,Return_Lag1,0.20859025559469033
CBRE,1172,294,43,0.014387666216751594,0.00983825854976542,0.6591729204465662,0.8626279863481229,0.020038137895548206,0.014443669862819256,-0.18161751006094629,0.5238095238095238,0.5136054421768708,0.54421768707483,0.7,Return_Lag1,0.17305222172985862
CCI,1172,294,43,0.011588714139368154,0.00827944940691361,0.629366266637879,0.871160409556314,0.016254525922113423,0.01206935806253987,-0.0361179244374612,0.5068027210884354,0.4965986394557823,0.5544217687074829,0.7,Return_Lag1,0.12093229902477803
CCL,1172,294,43,0.024913642775132618,0.017588764675476987,0.7299709484138943,0.8754266211604096,0.028907620777504955,0.020071916014611904,-0.04191788054976442,0.5408163265306123,0.5238095238095238,0.5238095238095238,0.7,Return_Lag20,0.12363993783804686
CDNS,1172,294,43,0.013624156257217229,0.009941602078070483,0.6572477419006746,0.8745733788395904,0.02563988342852764,0.017467442692581082,-0.03247463630511627,0.5102040816326531,0.48299319727891155,0.5340136054421769,0.7,Return_Lag1,0.11993347841120947
CDW,1172,294,43,0.012556851367693075,0.008742270249218516,0.633014756566005,0.8430034129692833,0.020860697584600053,0.014808337607940933,-0.08466031673260588,0.5102040816326531,0.5068027210884354,0.47959183673469385,0.7,Return_Lag1,0.09705287584317325
CEG,760,190,43,0.015103076625207401,0.010056760207717395,0.7528795374934695,0.8828947368421053,0.03573285186108455,0.026050508018577907,-0.13726959997221555,0.47368421052631576,0.5052631578947369,0.5210526315789473,0.7,Return_Lag20,0.08159797182092411
CF,1172,294,43,0.015383401087343504,0.011372736061663355,0.6809541072651311,0.8754266211604096,0.02126620617077582,0.015946748127817354,-0.1101164091699669,0.5102040816326531,0.5068027210884354,0.5374149659863946,0.7,Return_Lag1,0.15847583897458184
CFG,1172,294,43,0.016861538374137966,0.012177988025408332,0.6780247606156927,0.886518771331058,0.023008485442745676,0.015314012186619796,-0.1643711713437317,0.5068027210884354,0.5204081632653061,0.5034013605442177,0.7,Return_Lag1,0.24850749095088012
CHD,1172,294,43,0.009858313874252062,0.006619043880385627,0.5431704064463191,0.8609215017064846,0.01394393374335162,0.010184434638902925,-0.03185613938259291,0.48299319727891155,0.4931972789115646,0.46258503401360546,0.7,Return_Lag3,0.1218885975463375
CHRW,1172,294,43,0.011739047534362985,0.0079102102606964,0.6153849885766647,0.8728668941979523,0.02263050964516638,0.013937113574464886,-0.028630303850582628,0.5034013605442177,0.5238095238095238,0.48639455782312924,0.7,IPI_IPI_SA,0.3019387722015381
CHTR,1172,294,43,0.01241769057797393,0.008602117806680906,0.6777307419108921,0.8737201365187713,0.025198152658244297,0.017332548126275334,-0.007509925388921035,0.5170068027210885,0.47278911564625853,0.5408163265306123,0.7,Return_Lag20,0.08343862936607652
CI,1172,294,43,0.013282498077405277,0.008785556337357612,0.6165939010721817,0.8455631399317406,0.021540762554763997,0.013907623235221057,-0.06238067542132075,0.47619047619047616,0.5170068027210885,0.43537414965986393,0.7,Return_Lag1,0.15680992609961675
CINF,1172,294,43,0.013619750801148323,0.009358282141290997,0.6474996525843965,0.8686006825938567,0.016629462858378546,0.01198180333029452,-0.1300170742961837,0.5136054421768708,0.5068027210884354,0.5340136054421769,0.7,Return_Lag1,0.18433793105491866
CL,1172,294,43,0.009053239263904278,0.006180588653188212,0.5269625873659362,0.8250853242320819,0.013154349540752166,0.009868783046135967,-0.05880230480002435,0.5170068027210885,0.5,0.5170068027210885,0.7,Return_Lag1,0.15713278581774634
CLX,1172,294,43,0.010952974978846473,0.00739035980809083,0.6072727550427475,0.8540955631399317,0.01421755892258724,0.010655121898199182,-0.15981733417236477,0.5272108843537415,0.45918367346938777,0.5374149659863946,0.7,VIX_Lag10,0.09396172275591211
CMCSA,1172,294,43,0.010985628501776186,0.007624500573152444,0.6309004291086927,0.8703071672354948,0.017844039867180025,0.012552799952944385,-0.09260914243884177,0.45918367346938777,0.4897959183673469,0.48639455782312924,0.7,Return_Lag3,0.09679374831591729
CME,1172,294,43,0.011230592696776289,0.007747520105696938,0.6144474832183014,0.8395904436860068,0.011823432918297065,0.00881891283302373,-0.11299325284704498,0.5544217687074829,0.4897959183673469,0.5238095238095238,0.7,Return_Lag1,0.20496002104619077
CMG,1172,294,43,0.013506259161398379,0.009291075087724615,0.6512650352270745,0.8643344709897611,0.024119039193654986,0.01642280150763906,-0.07446666441456262,0.5,0.5408163265306123,0.43197278911564624,0.7,Return_Lag1,0.13463674230097505
CMI,1172,294,43,0.011732368357463259,0.00845501561693746,0.6177311585368073,0.8515358361774744,0.01941977939620602,0.013263523914102059,-0.08087956980765498,0.5238095238095238,0.5170068027210885,0.5034013605442177,0.7,Return_Lag3,0.09575021151852367
CMS,1172,294,43,0.010253264459846442,0.00721517701375738,0.582252681649764,0.8668941979522184,0.0110657244296855,0.008443317716244443,-0.10821298391799261,0.54421768707483,0.5544217687074829,0.5102040816326531,0.7,Return_Lag1,0.14192461556322827
CNC,1172,294,43,0.013572590435379797,0.009410610928776438,0.639986147151729,0.863481228668942,0.035452043434101084,0.020054185203196396,-0.04335740988771386,0.4965986394557823,0.5,0.5408163265306123,0.7,Return_Lag20,0.10695705335710892
CNP,1172,294,43,0.012136861249393045,0.008227277608549736,0.6618620733897052,0.8472696245733788,0.012450911176491804,0.00979034161728247,-0.26863100944360774,0.45918367346938777,0.4965986394557823,0.43197278911564624,0.7,Return_Lag1,0.26422501699420975
COF,1172,294,43,0.0157638306353493,0.011442787687539,0.6922173625186139,0.8668941979522184,0.025718491769590394,0.01715681744854185,-0.1259011228328184,0.5272108843537415,0.5510204081632653,0.4965986394557823,0.7,Return_Lag1,0.19745094162876414
COIN,915,229,43,0.0245972040035016,0.018541370726697343,0.8103650743775456,0.9311475409836065,0.04927163225156272,0.03534836656186698,-0.11077139816931414,0.5327510917030568,0.5152838427947598,0.5240174672489083,0.7,VIX_Lag20,0.10230800802304213
COO,1172,294,43,0.011671435774882248,0.008149448386713963,0.6260095596179612,0.8583617747440273,0.02118221859978893,0.014407853104490284,-0.025980330905588378,0.48639455782312924,0.46938775510204084,0.5374149659863946,0.7,Return_Lag1,0.14439623238151938
COP,1172,294,43,0.01590556671200736,0.011073204721707685,0.6863621629684717,0.8737201365187713,0.02134588849598034,0.014936700982345633,-0.07398707284380279,0.47619047619047616,0.48639455782312924,0.48299319727891155,0.7,Return_Lag1,0.12368022993476728
COR,1172,294,43,0.010716438519386329,0.007512292096481671,0.5973494468405642,0.8370307167235495,0.0143711050311489,0.01029139020571324,-0.1331075202952654,0.48639455782312924,0.5272108843537415,0.47619047619047616,0.7,Return_Lag1,0.19624829718076242
COST,1172,294,43,0.00993749647831551,0.006940621712725241,0.5873884510086569,0.8421501706484642,0.01383333519297113,0.010114417779470263,-0.09434985945793128,0.5068027210884354,0.5204081632653061,0.48299319727891155,0.7,VIX_Lag3,0.10713691018715697
CPAY,1172,294,43,0.013803438165563826,0.009675930671076539,0.6292779313947733,0.8694539249146758,0.02195463309028869,0.014664174539809685,-0.021869356394910167,0.5544217687074829,0.5578231292517006,0.4557823129251701,0.7,Return_Lag20,0.13143588585357144
CPB,1172,294,43,0.010027679383709272,0.007053464715586216,0.584835085036127,0.8481228668941979,0.01709937563472069,0.012945249073338182,-0.04880081536992287,0.5170068027210885,0.5272108843537415,0.5306122448979592,0.7,Return_Lag1,0.11442481719599588
CPRT,1172,294,43,0.01191431972648495,0.008569145123280345,0.6212322378843103,0.8686006825938567,0.016648220362082272,0.011024418286249222,-0.039955247086307155,0.5612244897959183,0.54421768707483,0.5306122448979592,0.7,Return_Lag20,0.16810448517305054
CPT,1172,294,43,0.01148852363162363,0.008295049360278358,0.6287229797200224,0.863481228668942,0.014200055424928753,0.010766746773563951,-0.0969130789524959,0.5136054421768708,0.5034013605442177,0.5,0.7,Return_Lag1,0.2698879348124433
CRL,1172,294,43,0.014238979549604866,0.010375937039753633,0.6799590057829348,0.8745733788395904,0.03276192455722586,0.021544381605288185,0.01714539951519467,0.5136054421768708,0.5034013605442177,0.5374149659863946,0.7,Return_Lag1,0.11631410371619086
