ticker,train_samples,test_samples,num_features,train_rmse,train_mae,train_r2,train_dir_acc,test_rmse,test_mae,test_r2,test_dir_acc,xgb_dir_acc,dt_dir_acc,blend_weight,top_feature,top_feature_importance
CRM,1172,294,43,0.014583923756630044,0.009974109987125186,0.6726567110179971,0.8609215017064846,0.02092990984517343,0.015490647258297945,-0.04416200276833404,0.48639455782312924,0.5068027210884354,0.4931972789115646,0.7,Return_Lag1,0.11971180507267284
CRWD,1172,294,43,0.01839356976249829,0.013416596171003051,0.7242874851108366,0.9129692832764505,0.029618593255311527,0.02244208212757408,-0.049169023231423026,0.4931972789115646,0.47959183673469385,0.4931972789115646,0.7,Return_Lag1,0.077182479168563
CSCO,1172,294,43,0.011309029602062329,0.0074536760274778605,0.5865927038905534,0.8532423208191127,0.014157921186920835,0.009626909628551722,-0.07041749357006233,0.5510204081632653,0.5408163265306123,0.4489795918367347,0.7,Return_Lag20,0.11093246967215638
CSGP,1172,294,43,0.013624667547413696,0.009233016752640466,0.6379561308088013,0.8720136518771331,0.02136757146716501,0.01508741452670258,-0.1003508394641266,0.4965986394557823,0.5,0.48639455782312924,0.7,VIX_Lag20,0.10004548668271326
CSX,1172,294,43,0.011667328429110899,0.008172805047168665,0.6030103350801326,0.8540955631399317,0.016430353195003473,0.011942731851527631,-0.040528297224865284,0.47278911564625853,0.46598639455782315,0.5034013605442177,0.7,Return_Lag1,0.17164719225772088
CTAS,1172,294,43,0.011759668702307668,0.008119408265300786,0.6448258543989644,0.8387372013651877,0.017254702098338744,0.011707393822081988,-0.24752184269503963,0.5102040816326531,0.5034013605442177,0.4931972789115646,0.7,Return_Lag1,0.18951983880039683
CTRA,1172,294,43,0.014797467599270708,0.01079503896377731,0.661004586663754,0.886518771331058,0.018827015834497415,0.01413059287614667,-0.03539546896615264,0.5272108843537415,0.54421768707483,0.47278911564625853,0.7,Return_Lag1,0.11708924560914875
CTSH,1172,294,43,0.012275187837608429,0.008381946350038041,0.6319047786747598,0.8489761092150171,0.0164766464239983,0.011596305190434928,-0.06868088136438288,0.45918367346938777,0.41836734693877553,0.5306122448979592,0.7,Return_Lag1,0.14527524666728514
CTVA,1172,294,43,0.013217755123035451,0.00895260592878583,0.6240588014741897,0.8592150170648464,0.017420453464997283,0.012040412826470635,-0.09828755945687617,0.46258503401360546,0.4557823129251701,0.4931972789115646,0.7,Return_Lag1,0.11124681591695808
CVS,1172,294,43,0.011755637394742892,0.008027498177558686,0.5977731839088232,0.8447098976109215,0.023669320548966987,0.01648380204076426,-0.08717509568710957,0.4489795918367347,0.4421768707482993,0.46938775510204084,0.7,Return_Lag1,0.08979369513000124
CVX,1172,294,43,0.013440940264369731,0.009218318608528382,0.6573824886988691,0.8532423208191127,0.015653731810408286,0.011556735072407188,-0.08729301611098594,0.4965986394557823,0.47619047619047616,0.5034013605442177,0.7,Return_Lag1,0.13734964740258182
D,1172,294,43,0.011222906680406493,0.007607990400707276,0.617770583443999,0.8302047781569966,0.015112517728584872,0.011076764253690299,-0.16232166470145826,0.46258503401360546,0.4931972789115646,0.4523809523809524,0.7,Return_Lag1,0.17325012548909854
DAL,1172,294,43,0.017410560992563252,0.012048611433691155,0.6917855858932808,0.8779863481228669,0.029747854550667818,0.020641529071803645,0.04529728995417359,0.5136054421768708,0.4965986394557823,0.5,0.7,Return_Lag2,0.12301088792070096
DASH,983,246,43,0.01906684102090331,0.013915092705040532,0.7579252062718984,0.9074262461851476,0.026045964681452153,0.019089279487819237,-0.13590179867821028,0.4715447154471545,0.491869918699187,0.46747967479674796,0.7,VIX_Lag3,0.10431087959996775
DAY,1172,294,43,0.016398671176569162,0.011934217681681562,0.6972835474396757,0.8831058020477816,0.02809362787236216,0.017010011560113402,-0.1148528897236285,0.46938775510204084,0.4523809523809524,0.4523809523809524,0.7,Return_Lag10,0.09214153275179948
DD,1172,294,43,0.013287807857068722,0.009088214065836441,0.6327836020076871,0.8694539249146758,0.02101454903999974,0.013988570199819373,-0.06620181151950577,0.4897959183673469,0.46938775510204084,0.5272108843537415,0.7,Return_Lag1,0.11399642653758552
DDOG,1172,294,43,0.020081474486164406,0.014083847705994969,0.7219242858144735,0.8856655290102389,0.028380812182556024,0.020659565424470477,-0.11023444781182534,0.5102040816326531,0.5408163265306123,0.48299319727891155,0.7,Return_Lag20,0.141183573543693
DE,1172,294,43,0.01229760515726166,0.00874058064121087,0.6635072633712933,0.8549488054607508,0.018156952256889458,0.0133397700361808,-0.10182632207923592,0.47619047619047616,0.47959183673469385,0.5068027210884354,0.7,Return_Lag1,0.1837166117077621
DECK,1172,294,43,0.015794485121825016,0.011377592391735006,0.6825893705161401,0.8686006825938567,0.03400032706762326,0.022208866605695498,-0.04007531651191609,0.47619047619047616,0.46938775510204084,0.564625850340136,0.7,Return_Lag1,0.183224864377059
DELL,1172,294,43,0.015441842246763378,0.01060455274583756,0.693991316338777,0.878839590443686,0.03299914321391051,0.023857169512315285,-0.0865045400651645,0.48299319727891155,0.46598639455782315,0.5136054421768708,0.7,Return_Lag3,0.08743003074460677
DG,1172,294,43,0.012101015066071752,0.008067524014449446,0.6832477196848749,0.8464163822525598,0.023576732218132605,0.017029089344873623,-0.23034919835875156,0.5238095238095238,0.5068027210884354,0.54421768707483,0.7,Return_Lag1,0.1439721447808805
DGX,1172,294,43,0.010572746904778486,0.007456999761631065,0.6147845220276951,0.8370307167235495,0.014539880640932909,0.010389614704677615,-0.06877230050458749,0.5340136054421769,0.5068027210884354,0.5102040816326531,0.7,Return_Lag1,0.17961254771356802
DHI,1172,294,43,0.015004066935074419,0.010812651451864863,0.6728235593546694,0.8882252559726962,0.025206321131792084,0.018569714010213803,-0.216819356938025,0.5102040816326531,0.5102040816326531,0.47959183673469385,0.7,Return_Lag1,0.1501570775890544
DHR,1172,294,43,0.01115734756180011,0.007949402254507418,0.6127590224567563,0.8703071672354948,0.020110511498299847,0.013669811156795166,-0.03434139078180176,0.5408163265306123,0.5816326530612245,0.5374149659863946,0.7,Return_Lag1,0.09759991148386918
DIS,1172,294,43,0.013025896958009096,0.00881234767585124,0.6446006877194967,0.8626279863481229,0.019016205387763635,0.011800176534561316,-0.17178450428402425,0.5612244897959183,0.5408163265306123,0.5136054421768708,0.7,VIX_Lag10,0.08736722724288526
DLR,1172,294,43,0.012571732805171335,0.009055298530455076,0.6270376426070757,0.8728668941979523,0.018324010799355053,0.012836783230234773,-0.10264600357171139,0.4931972789115646,0.47619047619047616,0.5204081632653061,0.7,Return_Lag1,0.1099331906662492
DLTR,1172,294,43,0.01374096711746235,0.008665929145670251,0.6794224378219356,0.863481228668942,0.03118552059885184,0.02175443804613913,-0.1173080651816385,0.4523809523809524,0.46938775510204084,0.47959183673469385,0.7,Return_Lag20,0.08310555652161825
DOC,1172,294,43,0.013627539111233935,0.009451444165397825,0.6249105771356064,0.8370307167235495,0.01581360794843371,0.012213910664023773,-0.14366909988544707,0.4489795918367347,0.46258503401360546,0.48639455782312924,0.7,Return_Lag1,0.17296792683982665
DOV,1172,294,43,0.01169180404215371,0.008325703860471205,0.6159162878645226,0.8421501706484642,0.018282289027239298,0.012468073834948632,-0.15613760886244865,0.445578231292517,0.445578231292517,0.46258503401360546,0.7,Return_Lag1,0.19653740720550347
DOW,1172,294,43,0.013835673183749543,0.009639222372628804,0.6430575323495744,0.8523890784982935,0.029024403623957366,0.018983178058528356,-0.06495087169956038,0.47619047619047616,0.46938775510204084,0.48639455782312924,0.7,Return_Lag1,0.17381337073153963
DPZ,1172,294,43,0.012407715253898305,0.0082189824866795,0.6523093868429989,0.8549488054607508,0.01821021901134159,0.0137520423264613,-0.16808537636484644,0.4523809523809524,0.47959183673469385,0.4931972789115646,0.7,Return_Lag1,0.11701572152621324
DRI,1172,294,43,0.015710060080640936,0.010325565239345158,0.6971815595779787,0.8506825938566553,0.01854979833363934,0.011793419445883557,-0.03445699736774155,0.5272108843537415,0.5272108843537415,0.48299319727891155,0.7,Return_Lag5,0.2290480550806313
DTE,1172,294,43,0.011085501854188266,0.007472490874108445,0.6048565915714408,0.841296928327645,0.011407074116769616,0.00855743140611362,-0.08887185100704476,0.4931972789115646,0.5034013605442177,0.5374149659863946,0.7,Return_Lag5,0.14905342419599069
DUK,1172,294,43,0.0101265654688716,0.007038870451040919,0.5894231231406852,0.8319112627986348,0.011276781719211905,0.008912023900995656,-0.06448168246274077,0.5034013605442177,0.4931972789115646,0.47278911564625853,0.7,Return_Lag1,0.22029000428920661
DVA,1172,294,43,0.01363905160775636,0.00907428616596611,0.6522800187830929,0.8464163822525598,0.021087656972007426,0.014434529039745469,-0.11966740676444054,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.7,VIX_Lag3,0.1275710064826197
DVN,1172,294,43,0.019943904914702812,0.01392706868948968,0.7173734413862487,0.8976109215017065,0.02692192672610729,0.01879533066559897,-0.15707254386842706,0.47619047619047616,0.47959183673469385,0.4965986394557823,0.7,Return_Lag2,0.15095231228806752
DXCM,1172,294,43,0.017266358343879736,0.012061922084148812,0.7008087737647055,0.886518771331058,0.028260054250246604,0.018695518274835808,-0.08128878443844578,0.5034013605442177,0.4965986394557823,0.46258503401360546,0.7,IPI_IPI_QOQ,0.16178372502326965
EA,1172,294,43,0.010716648459022399,0.007457714521662224,0.5863303597123617,0.856655290102389,0.020185556581471736,0.011747075166465492,-0.047264718913380355,0.5476190476190477,0.5102040816326531,0.5850340136054422,0.7,Return_Lag1,0.09990216401238806
EBAY,1172,294,43,0.012764903268534791,0.009349636087682392,0.6295419578750416,0.8848122866894198,0.023303682947890852,0.014516448429975088,-0.046656974789766714,0.47619047619047616,0.4523809523809524,0.5034013605442177,0.7,VIX_Lag5,0.08033169875839138
ECL,1172,294,43,0.012259696175555758,0.008165792258019387,0.6235977638754265,0.840443686006826,0.012721102923853903,0.00962804633459988,-0.061047491081587024,0.46938775510204084,0.47959183673469385,0.48299319727891155,0.7,Return_Lag1,0.21438789083099163
ED,1172,294,43,0.010379013000887415,0.006976716590895999,0.5740613200547717,0.85580204778157,0.012483109156731204,0.00977807581263685,-0.0633990721956581,0.48639455782312924,0.43537414965986393,0.5204081632653061,0.7,Return_Lag1,0.19074613248624
EFX,1172,294,43,0.012934059950695097,0.009184468968295572,0.6441183638352448,0.8651877133105802,0.022663757619101808,0.015196698455513274,-0.0690910109216114,0.5272108843537415,0.48639455782312924,0.5034013605442177,0.7,Return_Lag2,0.09334583859925787
EG,1172,294,43,0.012645269386458635,0.009023161478269879,0.6183193542399877,0.8745733788395904,0.01809611676387469,0.01240857311650367,-0.13078634176074866,0.48299319727891155,0.5068027210884354,0.5,0.7,Return_Lag1,0.1725276612576831
EIX,1172,294,43,0.011271244445671165,0.008121676473818753,0.6171609330545498,0.8643344709897611,0.02155576705850746,0.014687022928883615,-0.11045044208143806,0.45918367346938777,0.47619047619047616,0.47278911564625853,0.7,Return_Lag10,0.12894959450831664
EL,1172,294,43,0.013731349685183492,0.009845328600088634,0.6764552177879579,0.8626279863481229,0.03324702760164599,0.02265578773286132,-0.0754257660241382,0.4965986394557823,0.5170068027210885,0.445578231292517,0.7,Return_Lag2,0.09986401418176637
ELV,1172,294,43,0.012559131619500308,0.008621856729856704,0.6437844057188624,0.8464163822525598,0.023428268809419006,0.015814408957591442,-0.1270508398565644,0.5102040816326531,0.47619047619047616,0.5272108843537415,0.7,Return_Lag20,0.1513494384411599
EME,1172,294,43,0.013283618281954492,0.009157299307049855,0.6469759301229805,0.8515358361774744,0.02843799157803149,0.01872650304620096,-0.08711671265138365,0.5034013605442177,0.46938775510204084,0.5306122448979592,0.7,Return_Lag1,0.09129973263364233
EMN,1172,294,43,0.013336765449139552,0.009436846932028184,0.6383916997659822,0.8592150170648464,0.02469461768597543,0.015895418058975853,-0.09721193028138364,0.4931972789115646,0.5102040816326531,0.5068027210884354,0.7,Return_Lag1,0.11005584892278603
EMR,1172,294,43,0.01235116714234642,0.008567903449643682,0.6469611292969255,0.840443686006826,0.020819618471613184,0.01445808871792694,-0.2244950120052076,0.4421768707482993,0.43197278911564624,0.46938775510204084,0.7,Return_Lag2,0.13212595046157605
EOG,1172,294,43,0.01678203467597129,0.01155641228093358,0.6926318139756953,0.8831058020477816,0.0189253470901891,0.013564510810045125,-0.12225306387072643,0.46598639455782315,0.4523809523809524,0.4931972789115646,0.7,Return_Lag3,0.1384681930043242
EPAM,1172,294,43,0.018278812107276568,0.012191967250167749,0.7325378915523961,0.871160409556314,0.028785289391286523,0.019164362398282127,-0.2259390101223342,0.5102040816326531,0.5102040816326531,0.5306122448979592,0.7,VIX_Lag3,0.12405085711273821
EQIX,1172,294,43,0.01225346988120743,0.008777479256724336,0.6180808997359541,0.8754266211604096,0.016501971507107572,0.011444209391604388,-0.0007120348235620799,0.5510204081632653,0.5476190476190477,0.46258503401360546,0.7,Return_Lag20,0.11243615948203001
EQR,1172,294,43,0.011935239360226972,0.008600877618633916,0.6247853747931669,0.8609215017064846,0.014833616505301954,0.010621214274325216,-0.04073621653658699,0.5170068027210885,0.5034013605442177,0.4965986394557823,0.7,Return_Lag3,0.16156852005936115
EQT,1172,294,43,0.019030514870688253,0.01392561920496256,0.7301522021884665,0.8805460750853242,0.02436734972929298,0.017903965767715156,-0.06003112646765807,0.47278911564625853,0.5102040816326531,0.48299319727891155,0.7,Return_Lag3,0.1019025426839878
ERIE,1172,294,43,0.012768646765093254,0.008520733184159813,0.6178918649094427,0.8523890784982935,0.021400470363164472,0.015503509585595501,-0.08329049298747426,0.5136054421768708,0.4931972789115646,0.5,0.7,Return_Lag10,0.12629096270313916
ES,1172,294,43,0.01134513833291774,0.007833103035948719,0.6229407572348362,0.8498293515358362,0.0156600849697033,0.011424084609213573,-0.10666437250371041,0.4387755102040816,0.46258503401360546,0.46938775510204084,0.7,Return_Lag1,0.16245162505436628
ESS,1172,294,43,0.01237558499423653,0.008862151281169215,0.6149046153391831,0.8592150170648464,0.015881268558902456,0.011472376568221823,-0.04901620373097115,0.5068027210884354,0.5238095238095238,0.5068027210884354,0.7,Return_Lag20,0.19363869280387774
ETN,1172,294,43,0.01285140473429538,0.0088071047748298,0.6262847944749115,0.8498293515358362,0.022377812596917162,0.014916154923305934,-0.023624642774975557,0.5238095238095238,0.5170068027210885,0.5272108843537415,0.7,Return_Lag2,0.10612649857916258
ETR,1172,294,43,0.010841405678240325,0.007695653861380641,0.6427245365931309,0.8447098976109215,0.017494951600976257,0.011075198031708637,-0.18558334808997334,0.5238095238095238,0.5476190476190477,0.4965986394557823,0.7,Return_Lag1,0.19198888578567402
EVRG,1172,294,43,0.01135302426046634,0.007792071789878105,0.6148384278697681,0.8395904436860068,0.010522546759778666,0.007953850439198669,-0.09053702522455298,0.5374149659863946,0.5340136054421769,0.5408163265306123,0.7,Return_Lag1,0.1761450302994648
EW,1172,294,43,0.013652833024983803,0.009252137898401687,0.6572495028324852,0.85580204778157,0.01839635526237414,0.013506525910753247,-0.37853552695449655,0.48299319727891155,0.5136054421768708,0.5034013605442177,0.7,Return_Lag20,0.12096085892260974
EXC,1172,294,43,0.011521491245024962,0.007891930980100707,0.6179425193765953,0.8421501706484642,0.012108521961829962,0.009406718118420154,-0.0798142579404082,0.5340136054421769,0.5170068027210885,0.5068027210884354,0.7,Return_Lag1,0.2531281173278791
EXE,949,238,43,0.011908486345966791,0.008953953573426618,0.7274112931809156,0.8714436248682824,0.019334331434800005,0.014021403875881596,-0.06294277470131027,0.5084033613445378,0.5084033613445378,0.47058823529411764,0.7,VIX_Lag3,0.08080867562915933
EXPD,1172,294,43,0.010989205728524427,0.007748536169055477,0.5751534457127065,0.8523890784982935,0.01620899994967481,0.01151550162950183,-0.028919861500192212,0.5510204081632653,0.5510204081632653,0.47619047619047616,0.7,VIX_Lag20,0.11318245450867578
EXPE,1172,294,43,0.017073146638602286,0.01163909861440155,0.7229259365771972,0.8890784982935154,0.026951913693531865,0.01854078576180824,-0.11541151930042126,0.47959183673469385,0.48299319727891155,0.5102040816326531,0.7,Return_Lag1,0.10740083279517852
EXR,1172,294,43,0.012459272968011985,0.008620644766066561,0.6178948933073154,0.8498293515358362,0.017100732255183597,0.0121812843621537,-0.09814158515205507,0.5034013605442177,0.4965986394557823,0.5170068027210885,0.7,Sentiment_Lag2,0.08480646478897491
F,1172,294,43,0.016333648725078934,0.011515057458272901,0.673169475180862,0.8737201365187713,0.02199709672168766,0.015769716474870184,-0.08367416171127373,0.5102040816326531,0.47278911564625853,0.5340136054421769,0.7,Return_Lag1,0.10034589452796695
FANG,1172,294,43,0.020101953205794908,0.013238810650606905,0.7206570690939031,0.8771331058020477,0.025622346423365843,0.017969898733206226,-0.11725253465558594,0.48299319727891155,0.47278911564625853,0.5272108843537415,0.7,Return_Lag20,0.1224725160198289
FAST,1172,294,43,0.011140735554974423,0.00778224973416601,0.5869077935333438,0.8592150170648464,0.01627332153871028,0.011028089299515684,-0.018693383604384106,0.5306122448979592,0.5238095238095238,0.5,0.7,Return_Lag20,0.1122321811686296
FCX,1172,294,43,0.01784553711163412,0.013004295069956156,0.705320513841836,0.878839590443686,0.0313134262690509,0.02086910928056253,-0.12222382636240825,0.47619047619047616,0.48299319727891155,0.48639455782312924,0.7,Return_Lag1,0.14179372573354238
FDS,1172,294,43,0.011561152071831808,0.008053086092503627,0.6138095278718588,0.8447098976109215,0.01641973229603431,0.011412742277445143,-0.027535543634827464,0.5136054421768708,0.5238095238095238,0.47619047619047616,0.7,Return_Lag1,0.21682890745461378
FDX,1172,294,43,0.013554192261158643,0.009074706681280107,0.6715914458057233,0.8421501706484642,0.02220709597106505,0.014867892280990712,-0.07929274362341521,0.48639455782312924,0.47619047619047616,0.47959183673469385,0.7,Return_Lag1,0.1059009590178608
FE,1172,294,43,0.011772187508048272,0.007649529314103745,0.6215207004900902,0.8344709897610921,0.012478916886297505,0.008621577700056244,-0.03444999018355821,0.4897959183673469,0.47278911564625853,0.5476190476190477,0.7,Return_Lag1,0.2179343020484326
FFIV,1172,294,43,0.012355306979343379,0.008552287761050962,0.6205503513647477,0.8668941979522184,0.020207821965456292,0.013233405001274443,-0.053464169236770775,0.47959183673469385,0.47278911564625853,0.5578231292517006,0.7,Return_Lag1,0.11161882096898346
FI,1172,294,43,0.01172710196190274,0.008233762029259442,0.6336230692054703,0.8575085324232082,0.035612893333297396,0.015401793679612637,-0.060465096868283386,0.5136054421768708,0.5238095238095238,0.5068027210884354,0.7,Return_Lag1,0.20539688048110405
FICO,1172,294,43,0.014478144376028363,0.009948077007262865,0.7032007091348011,0.8455631399317406,0.02989162797604709,0.019643324436802858,-0.11332798373204422,0.5238095238095238,0.5102040816326531,0.5238095238095238,0.7,Return_Lag1,0.16167013880331788
FIS,1172,294,43,0.013328576587637402,0.009185940471289579,0.6696730873453263,0.8583617747440273,0.017960254810371876,0.011914734685457366,-0.06025659811169004,0.5272108843537415,0.5102040816326531,0.5748299319727891,0.7,Return_Lag1,0.1496674728220811
FITB,1172,294,43,0.016138444423172593,0.01150748699578389,0.6821824716018416,0.8805460750853242,0.018837340630482383,0.013033886547788861,-0.15061017136339405,0.47619047619047616,0.4897959183673469,0.47959183673469385,0.7,Return_Lag1,0.22575730017241005
FOX,1172,294,43,0.012933834409859133,0.009275933554888614,0.6196992243085524,0.8668941979522184,0.018658251929964054,0.012931399058882959,-0.07679847226474412,0.4897959183673469,0.5068027210884354,0.54421768707483,0.7,Return_Lag20,0.15234614952634934
FOXA,1172,294,43,0.013076771110717169,0.009356756250098942,0.6351522832519493,0.8762798634812287,0.018734183902019395,0.013272203845026979,-0.08984719838996136,0.4523809523809524,0.4489795918367347,0.5204081632653061,0.7,Return_Lag1,0.14534288749476731
FRT,1172,294,43,0.01389070235336655,0.009428779747254937,0.6667031773861603,0.871160409556314,0.014688296789712924,0.010230806634086625,-0.057951177744167914,0.5544217687074829,0.54421768707483,0.5136054421768708,0.7,Return_Lag1,0.2494042638029779
FSLR,1172,294,43,0.018418305985492444,0.013076750988228178,0.6966991184492133,0.8856655290102389,0.03999548692753768,0.027983439143332386,-0.03109552374649316,0.54421768707483,0.5340136054421769,0.4965986394557823,0.7,Return_Lag1,0.09667759752164513
FTNT,1172,294,43,0.016106052810567168,0.010778462652943693,0.6965881399454915,0.8856655290102389,0.02689599242366906,0.01746223143575739,-0.12918234802066664,0.47619047619047616,0.5068027210884354,0.47619047619047616,0.7,Return_Lag1,0.08362485577665674
FTV,1172,294,43,0.01173234377443577,0.00821542031101833,0.623450945739394,0.8583617747440273,0.017014730537808255,0.012298420343535984,-0.12187148184119612,0.45918367346938777,0.46938775510204084,0.45918367346938777,0.7,Return_Lag1,0.1339660985592418
GD,1172,294,43,0.010017021122009322,0.006995259376394522,0.604477480310848,0.8353242320819113,0.014193581329281644,0.009638578782012727,-0.0654744968428218,0.46938775510204084,0.5068027210884354,0.4489795918367347,0.7,Return_Lag1,0.11432827513967622
GDDY,1172,294,43,0.013427108633073089,0.009077599768104868,0.6636009673975536,0.8609215017064846,0.02139421782287577,0.013724061464641895,-0.10499611768718853,0.54421768707483,0.5340136054421769,0.5238095238095238,0.7,Return_Lag1,0.1802922112852672
GE,1172,294,43,0.014875155063038981,0.010550793923510226,0.6493018323624689,0.8822525597269625,0.02108536097604975,0.014967383538397421,-0.13277899035053875,0.5170068027210885,0.5238095238095238,0.5238095238095238,0.7,Return_Lag1,0.14681516049178744
GEHC,576,145,43,0.01033495081395577,0.006778079287535103,0.7320618413020699,0.8611111111111112,0.024596440632515617,0.018508371113545943,-0.3097351543625839,0.5241379310344828,0.5586206896551724,0.47586206896551725,0.7,IPI_IPI_SA,0.08857304602861404
GEN,1172,294,43,0.01251048758398591,0.008476184879907658,0.6343452650387591,0.8583617747440273,0.018298416884868402,0.012629163776362584,-0.1460999950068822,0.5068027210884354,0.5102040816326531,0.48639455782312924,0.7,Return_Lag20,0.09063714708576678
GEV,320,81,43,0.01448858098436467,0.010224385770373925,0.8226995670857176,0.89375,0.029391272247283114,0.021042363684141613,-0.09971695559091143,0.5061728395061729,0.5185185185185185,0.49382716049382713,0.7,Sentiment_Lag2,0.07995058549494094
GILD,1172,294,43,0.010968180394978278,0.007516245656065019,0.5682123588326958,0.8464163822525598,0.017417366198170796,0.012827169119705295,-0.07004721708294159,0.5,0.45918367346938777,0.54421768707483,0.7,Return_Lag5,0.15857370751934324
GIS,1172,294,43,0.009694321181755674,0.006703226348300929,0.5428486647769988,0.8430034129692833,0.014488058613656958,0.011189039531567895,-0.10914450787815744,0.4897959183673469,0.48639455782312924,0.47619047619047616,0.7,Return_Lag2,0.11395802802786315
GL,1172,294,43,0.014450561078915151,0.009067608276092657,0.7075865453511392,0.8378839590443686,0.01849685873229425,0.01341955201147121,-0.25012937757084486,0.5680272108843537,0.5578231292517006,0.5476190476190477,0.7,Sentiment_Lag2,0.14383624408000661
GLW,1172,294,43,0.012878787688131868,0.008844715031769925,0.6330683184799835,0.8668941979522184,0.021450201729527982,0.014709038910203193,-0.12066638251990547,0.5340136054421769,0.46938775510204084,0.5680272108843537,0.7,Return_Lag1,0.13817828438071028
GM,1172,294,43,0.015797494873939798,0.011552321942316108,0.6685303930808844,0.8805460750853242,0.025564956945992676,0.01759166250361426,-0.13008768622734035,0.5136054421768708,0.5034013605442177,0.5068027210884354,0.7,Return_Lag1,0.12502471998393516
GNRC,1172,294,43,0.017930755714478257,0.013137539765134631,0.7201701659228712,0.878839590443686,0.02895671695180692,0.01992230452070029,-0.10635933688931387,0.5476190476190477,0.5272108843537415,0.5034013605442177,0.7,Return_Lag10,0.09038702136819271
GOOG,1172,294,43,0.012556945704191913,0.008920376935089113,0.6278148046008296,0.8660409556313993,0.020338497685163406,0.014815301507243911,-0.08950624651450956,0.5102040816326531,0.54421768707483,0.4931972789115646,0.7,Return_Lag5,0.09349492990583404
GOOGL,1172,294,43,0.012473266687772785,0.008858992365111073,0.6351709528341526,0.8532423208191127,0.020339882957471914,0.015175439076157331,-0.06456596008942639,0.48639455782312924,0.5510204081632653,0.4217687074829932,0.7,Return_Lag5,0.08160553217512842
GPC,1172,294,43,0.012175968720023043,0.008293415071796246,0.6372490213025668,0.8395904436860068,0.02011746092697302,0.012771718076464426,-0.028650484200642534,0.5068027210884354,0.5102040816326531,0.48639455782312924,0.7,Return_Lag3,0.07517966093088432
GPN,1172,294,43,0.01426331460543116,0.00997789761875602,0.6642613114015843,0.8737201365187713,0.02566156785468153,0.016625115289288787,-0.059656249946840934,0.5204081632653061,0.48639455782312924,0.5408163265306123,0.7,Return_Lag10,0.10627339746993371
GRMN,1172,294,43,0.01124514706462277,0.00782761238262055,0.6070053719523495,0.8430034129692833,0.026122412277443278,0.01526814857483489,-0.06959499832261717,0.4557823129251701,0.47619047619047616,0.4489795918367347,0.7,Return_Lag1,0.10501788868672716
GS,1172,294,43,0.012454901622440211,0.008896214808188313,0.6442169883837763,0.8737201365187713,0.021116567469421522,0.014239559640190974,-0.07628963427622781,0.4931972789115646,0.5340136054421769,0.48639455782312924,0.7,Return_Lag1,0.22249561319042183
GWW,1172,294,43,0.011601742273790551,0.007918225981378632,0.6113511353910337,0.8668941979522184,0.015168418167644242,0.010596049169728788,-0.04172157108694097,0.5238095238095238,0.5102040816326531,0.5,0.7,Return_Lag3,0.135761774102268
HAL,1172,294,43,0.018949603352688475,0.013273578143664488,0.7186634981537428,0.8967576791808873,0.027275917165954598,0.0187397931505737,-0.07305962057935544,0.5068027210884354,0.5204081632653061,0.47278911564625853,0.7,Return_Lag1,0.12520876519453084
HAS,1172,294,43,0.013794386005916605,0.009430288458907272,0.6626357567364956,0.8447098976109215,0.022549514000575664,0.014385162972186548,-0.10139342751326597,0.4931972789115646,0.5068027210884354,0.5170068027210885,0.7,Return_Lag5,0.12727899944094306
HBAN,1172,294,43,0.015288925294707156,0.010863978726225092,0.6641723484145994,0.8643344709897611,0.020461721011808855,0.013796553595015956,-0.09027085135095114,0.47959183673469385,0.46258503401360546,0.46938775510204084,0.7,Return_Lag1,0.1447130242181156
HCA,1172,294,43,0.014198918974453464,0.009300879765356693,0.6625367545135097,0.8532423208191127,0.018292364200974125,0.013604730886569178,-0.1220405974865848,0.46258503401360546,0.4489795918367347,0.5612244897959183,0.7,VIX_Lag10,0.1027341436768361
HD,1172,294,43,0.011294212857590639,0.008013947925716493,0.6288206500974615,0.8506825938566553,0.014245469283929486,0.010650292333915493,-0.10684774117688756,0.5136054421768708,0.47619047619047616,0.5,0.7,Return_Lag1,0.2210644902736876
HIG,1172,294,43,0.013678064156825778,0.009098199247111713,0.6623490000304828,0.8506825938566553,0.014463571432276912,0.009926444779639129,-0.10009094898992532,0.5204081632653061,0.4965986394557823,0.54421768707483,0.7,Return_Lag1,0.2635451766067497
HII,1172,294,43,0.012095454682696327,0.00837324582415157,0.5841301918904905,0.8498293515358362,0.0276371352725079,0.015350909381196463,-0.05577160017878913,0.46598639455782315,0.43197278911564624,0.47959183673469385,0.7,Return_Lag1,0.16134261163745064
HLT,1172,294,43,0.013001517975044306,0.009373374643261743,0.6460421955633273,0.8686006825938567,0.015734466983540453,0.011537552630016913,-0.022449748548578174,0.5102040816326531,0.5204081632653061,0.5306122448979592,0.7,Return_Lag2,0.09815988567712414
HOLX,1172,294,43,0.01172082275749619,0.008086866109716406,0.6179049343828993,0.8583617747440273,0.018041205185448727,0.011872733522086553,-0.006476194978006555,0.48639455782312924,0.4897959183673469,0.5238095238095238,0.7,Return_Lag1,0.1403518022365313
HON,1172,294,43,0.011166124430522254,0.007831292893425658,0.5856388865935099,0.8455631399317406,0.016311738906377462,0.010702883952069522,-0.09501335354735918,0.5034013605442177,0.5306122448979592,0.5034013605442177,0.7,Return_Lag1,0.22440998315476451
