Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag20,SMA_5,SMA_10,SMA_20,SMA_50,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,RSI_14,MACD,MACD_Sig,Vol_MA_20,Vol_Ratio,Vol_Change,DoW,Month,Quarter,DoM,IsMonthEnd,IsQtrEnd
2020-01-02 05:00:00,5.942536874632946,5.971409320831299,5.892009975100074,5.971409320831299,237536000,0.0,0.0,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,5.940546226501465,6.0371698379516605,6.103875637054443,6.405218143463134,0.011290153918399267,0.11046264806904346,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,0.0,0.0,287749600.0,1.0095722113949073,-0.1353563249360097,3,1,1,2,0,0
2020-01-03 05:00:00,5.851688546269411,5.919638999446525,5.826798240817602,5.8758320808410645,205384000,0.0,0.0,0.004193706267544561,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,5.940546226501465,6.0371698379516605,6.103875637054443,6.405218143463134,0.011290153918399267,0.11046264806904346,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,-0.002144361153626484,-0.0011913117520147133,287749600.0,1.0095722113949073,-0.1353563249360097,4,1,1,3,0,0
2020-01-06 05:00:00,5.782494230981256,5.905700516480827,5.756359621904757,5.900473594665527,262636000,0.0,0.0,0.012106408581086914,0.004193706267544561,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,5.940546226501465,6.0371698379516605,6.103875637054443,6.405218143463134,0.011290153918399267,0.11046264806904346,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,-0.001968209867954762,-0.0015097126192032578,287749600.0,1.0095722113949073,0.27875589140341983,0,1,1,6,0,0
2020-01-07 05:00:00,5.928846998848965,6.017705121705725,5.883795786713457,5.971907138824463,314856000,0.0,0.0,0.0018757589929156993,0.012106408581086914,0.004193706267544561,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,5.940546226501465,6.0371698379516605,6.103875637054443,6.405218143463134,0.011290153918399267,0.11046264806904346,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,0.0007392239210695095,-0.0007478777478371443,287749600.0,1.0095722113949073,0.1988303202912014,1,1,1,7,0,0
2020-01-08 05:00:00,5.967676998031507,6.024426839104934,5.927603932688203,5.983108997344971,277108000,0.0,0.0,0.010982277011759134,0.0018757589929156993,0.012106408581086914,0.004193706267544561,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,5.940546226501465,6.0371698379516605,6.103875637054443,6.405218143463134,0.011290153918399267,0.11046264806904346,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,0.0026405881515829677,0.0002601142498485147,287749600.0,1.0095722113949073,-0.11988972736743142,2,1,1,8,0,0
2020-01-09 05:00:00,6.069476071856079,6.121247739785164,5.9950544178937575,6.048817157745361,255112000,0.0,0.0,0.005349503665229793,0.010982277011759134,0.0018757589929156993,0.012106408581086914,-0.01600580949237773,-0.01600580949237773,-0.01600580949237773,5.956027793884277,6.0371698379516605,6.103875637054443,6.405218143463134,0.0044368549261653975,0.11982144330107988,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,0.006543651043148024,0.00196330207872014,287749600.0,1.0095722113949073,-0.07937699380746854,3,1,1,9,0,0
2020-01-10 05:00:00,6.156095000345665,6.186460989072398,6.066988106452884,6.081175327301025,316296000,0.0,0.0,0.03135241343138073,0.005349503665229793,0.010982277011759134,0.0018757589929156993,0.004193706267544561,-0.01600580949237773,-0.01600580949237773,5.99709644317627,6.0371698379516605,6.103875637054443,6.405218143463134,0.011420781427982848,0.12514786809919798,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,0.01039989079586956,0.004098377615324012,287749600.0,1.0095722113949073,0.23983191696196182,4,1,1,10,0,0
2020-01-13 05:00:00,6.1643093449606505,6.296973919615413,6.141658878781784,6.271834850311279,319840000,0.0,0.0,-0.018652107341972646,0.03135241343138073,0.005349503665229793,0.010982277011759134,0.012106408581086914,-0.01600580949237773,-0.01600580949237773,6.07136869430542,6.0371698379516605,6.103875637054443,6.405218143463134,0.017976109284264102,0.12634269735070963,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,0.021886131925916708,0.008373109474953387,287749600.0,1.0095722113949073,0.01120469433695015,0,1,1,13,0,0
2020-01-14 05:00:00,6.229024355597427,6.25441266861576,6.141659751401335,6.154851913452148,359088000,0.0,0.0,-0.006915505986367809,-0.018652107341972646,0.03135241343138073,0.005349503665229793,0.0018757589929156993,-0.01600580949237773,-0.01600580949237773,6.107957649230957,6.0371698379516605,6.103875637054443,6.405218143463134,0.01890831912190763,0.1221114137951412,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,0.023703181770148518,0.011914432228024295,287749600.0,1.0095722113949073,0.12271135567783897,1,1,1,14,0,0
2020-01-15 05:00:00,6.16754428868986,6.189945513199104,6.086402159866249,6.112287998199463,263104000,0.0,0.0,0.01368260009422384,-0.006915505986367809,-0.018652107341972646,0.03135241343138073,0.010982277011759134,-0.01600580949237773,-0.01600580949237773,6.133793449401855,6.0371698379516605,6.103875637054443,6.405218143463134,0.019179117228478544,0.12345550317836604,0.01488784237219815,0.11695907562370475,0.01882579508830486,0.1319181552945779,65.27873910543153,0.022454854433918925,0.014276098672814035,287749600.0,1.0095722113949073,-0.26729938065321035,2,1,1,15,0,0
