Date,Return,Sentiment,roe,roa,op_margin,debt_to_equity,liquidity_ratio,current_ratio,free_cf_margin,rev_growth,ocf_to_assets
2020-01-02,,,,,,,,,,,
2020-01-03,-0.01605572741282102,,,,,,,,,,
2020-01-06,0.0029558507659361855,,,,,,,,,,
2020-01-07,0.0030653359848566986,,,,,,,,,,
2020-01-08,0.009872956346216322,,,,,,,,,,
2020-01-09,0.015712396908169612,,,,,,,,,,
2020-01-10,0.003667002593136237,,,,,,,,,,
2020-01-13,-0.0014841522487708536,,,,,,,,,,
2020-01-14,0.006059698301251748,,,,,,,,,,
2020-01-15,0.00716005428950961,,,,,,,,,,
2020-01-16,0.009478571023261217,,,,,,,,,,
2020-01-17,0.007377799397702667,,,,,,,,,,
2020-01-21,-0.005659229745334615,,,,,,,,,,
2020-01-22,0.005802874087995624,,,,,,,,,,
2020-01-23,-0.011760815268919811,,,,,,,,,,
2020-01-24,-0.009094084225254706,,,,,,,,,,
2020-01-27,-0.019261198758613762,,,,,,,,,,
2020-01-28,0.007162978901292361,,,,,,,,,,
2020-01-29,0.0006879763780804904,,,,,,,,,,
2020-01-30,-0.03278307565159844,,,,,,,,,,
2020-01-31,-0.02156933114963755,,,,,,,,,,
2020-02-03,-0.0049658200550312115,,,,,,,,,,
2020-02-04,0.01667656896272285,,,,,,,,,,
2020-02-05,0.016882406972604347,,,,,,,,,,
2020-02-06,-0.0012953908256509994,,,,,,,,,,
2020-02-07,-0.019452693902005325,,,,,,,,,,
2020-02-10,0.015149625089570184,,,,,,,,,,
2020-02-11,0.00781705604851779,,,,,,,,,,
2020-02-12,0.003995566477536183,,,,,,,,,,
2020-02-13,0.0004683873851012432,,,,,,,,,,
2020-02-14,0.004095006987666849,,,,,,,,,,
2020-02-18,-0.012001835783976622,,,,,,,,,,
2020-02-19,0.006604950382063546,,,,,,,,,,
2020-02-20,-0.011834113546767,,,,,,,,,,
2020-02-21,0.008655411266257573,,,,,,,,,,
2020-02-24,-0.05372035922893026,,,,,,,,,,
2020-02-25,-0.03167713919990589,,,,,,,,,,
2020-02-26,0.002052721787610734,,,,,,,,,,
2020-02-27,-0.008705535124403974,,,,,,,,,,
2020-02-28,-0.004649281211234424,,,,,,,,,,
2020-03-02,0.06357838893448853,,,,,,,,,,
2020-03-03,-0.020129328478693864,,,,,,,,,,
2020-03-04,0.05017429597924972,,,,,,,,,,
2020-03-05,-0.046117662216255795,,,,,,,,,,
2020-03-06,-0.02361404362728381,,,,,,,,,,
2020-03-09,-0.0994145589220482,,,,,,,,,,
2020-03-10,0.030530309784345455,,,,,,,,,,
2020-03-11,-0.05582210755068828,,,,,,,,,,
2020-03-12,-0.07873343661557364,,,,,,,,,,
2020-03-13,0.09113813709598562,,,,,,,,,,
2020-03-16,-0.07326566476345464,,,,,,,,,,
2020-03-17,0.09839385413442048,,,,,,,,,,
2020-03-18,-0.02228842037667611,,,,,,,,,,
2020-03-19,-0.04515776846014985,,,,,,,,,,
2020-03-20,0.01064483864582666,,,,,,,,,,
2020-03-23,-0.04649384686404867,,,,,,,,,,
2020-03-24,0.057282291745473835,,,,,,,,,,
2020-03-25,0.029850889612498488,,,,,,,,,,
2020-03-26,0.06840554501334029,,,,,,,,,,
2020-03-27,-0.038117149333530165,,,,,,,,,,
2020-03-30,0.027428644152351023,,,,,,,,,,
2020-03-31,-0.014449063485616254,,,,,,,,,,
2020-04-01,-0.03769899815931088,,,,,,,,,,
2020-04-02,0.048897515924284596,,,,,,,,,,
2020-04-03,-0.02586808160763454,,,,,,,,,,
2020-04-06,0.055950000810169875,,,,,,,,,,
2020-04-07,-0.00443796645295047,,,,,,,,,,
2020-04-08,0.035931302251213326,,,,,,,,,,
2020-04-09,0.021384855064392472,,,,,,,,,,
2020-04-13,-0.02706502515308895,,,,,,,,,,
2020-04-14,0.034378722944996776,,,,,,,,,,
2020-04-15,-0.022580087767168244,,,,,,,,,,
2020-04-16,0.022063442307953318,,,,,,,,,,
2020-04-17,0.010158809314014583,,,,,,,,,,
2020-04-20,-0.02740428749928281,,,,,,,,,,
