ticker,train_samples,test_samples,num_features,train_rmse,train_mae,train_r2,test_rmse,test_mae,test_r2,train_dir_acc,test_dir_acc,xgb_dir_acc,dt_dir_acc,top_feature,top_feat_imp
ALB,1173,294,28,0.014469400298589195,0.01109264619164899,0.8135859578411926,0.03855328617501381,0.028302851903855054,-0.005681090573083525,0.9190110826939472,0.5476190476190477,0.5544217687074829,0.4965986394557823,Volatility_5,0.07742536909654442
ALGN,1173,294,28,0.014055686664773711,0.010381729012548233,0.8364636145004881,0.04191226126348153,0.022747549335919333,-0.6927405145197825,0.9181585677749361,0.47959183673469385,0.46938775510204084,0.4897959183673469,IsMonthEnd,0.10641176253557205
ALL,1173,294,28,0.00933203177079517,0.006944301639345324,0.7540671326903141,0.016597453368996144,0.012094804654819718,-0.06444829626325066,0.887468030690537,0.5034013605442177,0.5170068027210885,0.5136054421768708,Volatility_5,0.13433000298898107
ALLE,1173,294,28,0.009916902385541326,0.007417442624642155,0.7509472370594213,0.016654408903116764,0.01116461907054486,-0.20085810352195121,0.9053708439897699,0.5034013605442177,0.5034013605442177,0.5408163265306123,ATR_5,0.07354908093586662
AMAT,1173,294,28,0.013720654153932206,0.010492726042247276,0.7852433387239091,0.028488730187371702,0.019982593651587454,0.0034273474021616623,0.9309462915601023,0.5034013605442177,0.5204081632653061,0.5136054421768708,Return_Lag1,0.09974889047167443
AMCR,1173,294,28,0.009398513197899624,0.006863379298284111,0.7536743955692983,0.017134973749102236,0.012021005143687237,-0.20229080882214712,0.8891730605285593,0.4897959183673469,0.47959183673469385,0.5306122448979592,Vol_MA_20,0.08795282436495125
AMD,1173,294,28,0.014270796840531529,0.010902514727070371,0.8176120786818618,0.0357131464371351,0.0250493488154482,0.007017525310302308,0.8985507246376812,0.5238095238095238,0.5170068027210885,0.5204081632653061,Return_Lag1,0.09066593887705118
AME,1173,294,28,0.00905255283342314,0.006495615064549748,0.7421141332960984,0.01618117870832649,0.010440634539917443,-0.21654683944146913,0.8832054560954816,0.5714285714285714,0.5136054421768708,0.5612244897959183,Return_Lag2,0.10121028442909062
AMGN,1173,294,28,0.008594489332267852,0.006283106777972389,0.7302345396521803,0.017070788774423994,0.012064312029678762,-0.04837435551695268,0.9121909633418585,0.5544217687074829,0.564625850340136,0.5374149659863946,Volatility_5,0.11813398915468691
AMP,1173,294,28,0.011612603250356008,0.008457424105361606,0.7903917582769927,0.018847080832645108,0.012075967919048847,-0.09315554918821634,0.8712702472293266,0.5,0.5068027210884354,0.5238095238095238,Return_Lag1,0.14857734829843278
AMT,1173,294,28,0.00973381302569861,0.007318988378584588,0.7494242073893321,0.017766355773536593,0.012537075567882895,-0.20596810019370593,0.9190110826939472,0.5068027210884354,0.4965986394557823,0.4931972789115646,Return_Lag1,0.09879309623502584
AMZN,1173,294,28,0.010793583698690662,0.008267672942676841,0.7785435667538259,0.023447451332483563,0.016378300572626688,-0.13331329483937693,0.9053708439897699,0.5068027210884354,0.5068027210884354,0.46598639455782315,Volatility_5,0.1000106356904524
ANET,1173,294,28,0.012496337896388874,0.009442336002966787,0.7871219031164737,0.03779428076230439,0.027357961424726452,-0.22673822337455052,0.8959931798806479,0.4557823129251701,0.5238095238095238,0.46258503401360546,DoW,0.1578138346832638
AON,1173,294,28,0.008426379996358481,0.006137929773349963,0.7639930232125219,0.014506970475201834,0.009924572531644766,-0.13812738548233439,0.8797953964194374,0.5306122448979592,0.5204081632653061,0.47619047619047616,ATR_5,0.08902732999370119
AOS,1173,294,28,0.008882883060691496,0.006812743487321711,0.7880450914781274,0.016317337795762502,0.01201803021247456,-0.09438186980799057,0.896845694799659,0.5408163265306123,0.5374149659863946,0.5476190476190477,Return_Lag1,0.06920072112992387
APA,1173,294,28,0.01810260714778557,0.013067386334645636,0.8379321919281422,0.032695528590593825,0.022231867484010678,0.014863023820130272,0.9207161125319693,0.5510204081632653,0.5238095238095238,0.5374149659863946,Volatility_5,0.10691919584225368
APD,1173,294,28,0.009053254121124265,0.00670387917598911,0.7804632568548873,0.016789986104967115,0.011145827686239894,-0.16414332012837285,0.8959931798806479,0.54421768707483,0.5374149659863946,0.45918367346938777,Volatility_5,0.17928169997503018
APH,1173,294,28,0.008829134435490443,0.006663737862942754,0.7554800464713965,0.023214988146383658,0.015791462099477356,-0.13420480027904458,0.8806479113384484,0.5170068027210885,0.5544217687074829,0.5136054421768708,Volatility_5,0.09458453054192233
APO,1173,294,28,0.012612463064345958,0.009349027858252026,0.7867313379826673,0.02722184993822746,0.01841517392615627,-0.09918121327615737,0.9036658141517476,0.5,0.5034013605442177,0.48639455782312924,Return_Lag1,0.07558126794674128
APP,915,229,28,0.01668217196401739,0.012368499501667176,0.8789690622522263,0.05252577802036807,0.03916327546484858,-0.019822048553244098,0.9245901639344263,0.519650655021834,0.5502183406113537,0.5065502183406113,DoW,0.11551334180842837
APTV,1173,294,28,0.013662856845594724,0.01027298977053516,0.7991690071287592,0.027166754641390504,0.0183224956654726,-0.29964303658559355,0.9164535379369139,0.5578231292517006,0.5306122448979592,0.5272108843537415,Return_Lag2,0.1467414345825156
ARE,1173,294,28,0.009976246478228716,0.00733196749406758,0.7541401746833216,0.024822328343920848,0.016436969609884233,-0.2669277531690748,0.9053708439897699,0.5170068027210885,0.4931972789115646,0.5680272108843537,Return_Lag1,0.1384038227719719
ATO,1173,294,28,0.008399505565352742,0.0061194271987023785,0.7378677064263288,0.011254700234864447,0.008405103252755819,-0.12030546228191175,0.9011082693947144,0.5170068027210885,0.48639455782312924,0.5680272108843537,Volatility_10,0.14054119735629858
AVB,1173,294,28,0.009323064347635844,0.006984002719095104,0.7666940301529103,0.015024257981819908,0.010683353717108985,-0.1789861826178052,0.9053708439897699,0.5102040816326531,0.4897959183673469,0.5,SMA_5,0.16447683079989958
AVGO,1173,294,28,0.011764041738730371,0.008922608449312464,0.7789191765928407,0.03862634601811454,0.026038023754765514,-0.17729955220139737,0.907075873827792,0.5034013605442177,0.5170068027210885,0.5068027210884354,Volatility_5,0.12099703055070041
AVY,1173,294,28,0.00995341241141211,0.007301089864499803,0.7551553669264575,0.01619367605180789,0.01170342289743071,-0.15506805239022992,0.907075873827792,0.47959183673469385,0.46938775510204084,0.4931972789115646,Volatility_10,0.11428505066580409
AWK,1173,294,28,0.008911608720907627,0.006601844178412092,0.7501465059482479,0.015509865552090732,0.011554097991682638,-0.10208763009976018,0.9002557544757033,0.5068027210884354,0.5204081632653061,0.47619047619047616,Volatility_10,0.10085198058213778
AXON,1173,294,28,0.013147505536915169,0.00969835097445844,0.8206538175589648,0.03758292245536434,0.022775754513462726,-0.1585692789709352,0.9215686274509803,0.45918367346938777,0.5068027210884354,0.4965986394557823,Return_Lag2,0.1118160848067868
AXP,1173,294,28,0.011532963611439639,0.008328625989654722,0.7826306045598711,0.020286649505891815,0.01367247067648834,-0.07473778857183433,0.8994032395566922,0.5306122448979592,0.5238095238095238,0.5374149659863946,Return_Lag2,0.17262724285107003
AZO,1173,294,28,0.00915167643870135,0.006679693632763698,0.7443226020965701,0.014723921626072858,0.011222111894017442,-0.17798243491777788,0.8806479113384484,0.5272108843537415,0.5034013605442177,0.5170068027210885,Return_Lag2,0.142501766872071
BA,1173,294,28,0.012983918043818146,0.009627592647796376,0.8436383495502375,0.023993658010419222,0.016452165543180502,-0.07122573193762105,0.8900255754475703,0.54421768707483,0.5272108843537415,0.5340136054421769,Return_Lag5,0.10187604313939258
BAC,1173,294,28,0.010913256695281691,0.008265441070231519,0.7736517116853622,0.019508459345889014,0.012740329194490559,-0.3053519502711315,0.9087809036658141,0.46938775510204084,0.4387755102040816,0.5068027210884354,Return_Lag1,0.16103371808204786
BALL,1173,294,28,0.00992281094614726,0.007362381123688105,0.7768598526912067,0.017110731402146577,0.012281959134552942,-0.13895498034154885,0.907075873827792,0.5238095238095238,0.5340136054421769,0.45918367346938777,Volatility_5,0.14054292194978557
BAX,1173,294,28,0.009029382946949266,0.006688731838518389,0.7699506888339116,0.02462312212673717,0.016673808312863435,0.07153698075317816,0.8934356351236147,0.48639455782312924,0.5170068027210885,0.5102040816326531,Volatility_5,0.09951611475797784
BBY,1173,294,28,0.011691940015653173,0.008767781794304633,0.7820294482389063,0.026743916019975052,0.01747459644708417,-0.08918068742283403,0.907075873827792,0.54421768707483,0.54421768707483,0.48639455782312924,Return_Lag3,0.1365335111141106
BDX,1173,294,28,0.007729489312674207,0.005830526323767134,0.7537069241204553,0.018078014066737796,0.011414517245598891,-0.013988880777782597,0.8610400682011935,0.4931972789115646,0.5136054421768708,0.46598639455782315,Volatility_5,0.08166681211137251
BEN,1173,294,28,0.01165724123090395,0.008876078108150167,0.7745682081701094,0.01882983891452519,0.01307763246717081,0.031238731272572595,0.9190110826939472,0.5578231292517006,0.5544217687074829,0.5170068027210885,Volatility_5,0.16881343270458984
BF-B,1173,294,28,0.0088141293633121,0.006414818116568997,0.7443796454016957,0.02316377145930505,0.015929051302063284,0.030183525348322138,0.886615515771526,0.54421768707483,0.5374149659863946,0.46258503401360546,Volatility_5,0.08228903243112912
BG,1173,294,28,0.010028048162549933,0.007528700132805156,0.7796607257664918,0.020883699225766227,0.014782060206524155,-0.1129413883742556,0.9053708439897699,0.5136054421768708,0.5034013605442177,0.5,Return_Lag2,0.10443135223148346
BIIB,1173,294,28,0.01120932639727044,0.00778222146105509,0.8622425830225824,0.021591081391646408,0.016447257799556084,-0.24892908042806994,0.8815004262574595,0.4897959183673469,0.48299319727891155,0.5476190476190477,Vol_MA_20,0.27288079261779785
BK,1173,294,28,0.009988996671834017,0.007307566377710181,0.7565133601308303,0.015393500901039405,0.010369721822675638,-0.1427672180193127,0.8942881500426257,0.5850340136054422,0.5510204081632653,0.5884353741496599,Return_Lag2,0.08271061514937872
BKNG,1173,294,28,0.011078246123296406,0.008238647160246554,0.7873663907644737,0.016858501235005697,0.01258314283736741,-0.002492202940957533,0.9019607843137255,0.5272108843537415,0.5306122448979592,0.47959183673469385,Return_Lag1,0.09998180887026817
BKR,1173,294,28,0.01275697037583656,0.009652835285747499,0.800220849154244,0.022598264482174283,0.014845511403556357,-0.03201398354713714,0.9190110826939472,0.5408163265306123,0.5408163265306123,0.47619047619047616,Volatility_10,0.09280239478966576
BLDR,1173,294,28,0.015407854532854834,0.011365484502373282,0.7999942493682881,0.027747027560602187,0.02163588998879375,-0.007227221984281718,0.9173060528559249,0.46938775510204084,0.5068027210884354,0.4557823129251701,Volatility_20,0.09483210478696934
BLK,1173,294,28,0.010018169447196721,0.007439377184627668,0.7568866762974996,0.016734606415018293,0.011412118649346317,-0.04159476523932115,0.8942881500426257,0.5068027210884354,0.5034013605442177,0.5238095238095238,Return_Lag1,0.11923465982561952
BMY,1173,294,28,0.007915873329253998,0.005898361207942613,0.705953150869689,0.019169101874040043,0.013829391727603916,-0.09349289941084327,0.875532821824382,0.47619047619047616,0.4897959183673469,0.5102040816326531,ATR_20,0.0983873562566612
BR,1173,294,28,0.008348665574003026,0.006218541064837743,0.7479540511058798,0.013930538077675508,0.009324574195578226,-0.10640966899614046,0.8934356351236147,0.5340136054421769,0.5578231292517006,0.5272108843537415,Volatility_5,0.10200719246763687
BRK-B,1173,294,28,0.007253978778959879,0.005510513112171384,0.7276962677440559,0.01281972283206252,0.00893167077718461,-0.20916225064935712,0.8823529411764706,0.48639455782312924,0.4931972789115646,0.5034013605442177,Return_Lag1,0.14999443307729943
BRO,1173,294,28,0.008685321458522759,0.0063778490247278965,0.7477381282561268,0.01582350704507246,0.01056758323846766,-0.09142202592088089,0.8883205456095482,0.5102040816326531,0.5102040816326531,0.5068027210884354,Return_Lag2,0.10064804859241516
BSX,1173,294,28,0.0092534685585452,0.0067064279278353355,0.7379949666743326,0.014488679768360888,0.009856836463408439,-0.08105941215412504,0.887468030690537,0.5374149659863946,0.5510204081632653,0.5374149659863946,Volatility_10,0.156806788218818
BX,1173,294,28,0.011769326079135693,0.008866881360309895,0.802263861614637,0.026624014558508633,0.018673477630801814,-0.28526174454314845,0.8840579710144928,0.5034013605442177,0.4965986394557823,0.4523809523809524,Volatility_5,0.09053869634062334
BXP,1173,294,28,0.010879883116600255,0.008341300035909126,0.8160582280539698,0.01989023248091712,0.014967129770293665,-0.04164742300189994,0.9198635976129582,0.4557823129251701,0.4387755102040816,0.5408163265306123,ATR_20,0.08456576862222022
C,1173,294,28,0.011088650787021478,0.008272256485105167,0.8039830565850803,0.024720844590284174,0.016624735974298997,-0.5128198550779257,0.8832054560954816,0.4489795918367347,0.4387755102040816,0.46258503401360546,Return_Lag1,0.0912823769835596
CAG,1173,294,28,0.007497811690820932,0.005679738962764873,0.7638178556012254,0.01787039538581832,0.01347132118985489,-0.2678017643819106,0.8900255754475703,0.46598639455782315,0.445578231292517,0.5306122448979592,MACD,0.07549827013630697
CAH,1173,294,28,0.009527203257611246,0.006873656960331265,0.7503781422119192,0.01873768593411854,0.011201159087421248,-0.220057985329841,0.8823529411764706,0.5306122448979592,0.5374149659863946,0.5306122448979592,Volatility_5,0.12924279263415017
CARR,1131,283,28,0.010948031243800423,0.007850560951391436,0.7964141228528899,0.023134528638944045,0.016114050202399026,-0.2115638027117488,0.9000884173297966,0.5159010600706714,0.5229681978798587,0.4876325088339223,SMA_10,0.10616934363737024
CAT,1173,294,28,0.010202907606234084,0.007687159961954985,0.755127244480569,0.02160811680660032,0.014780484039656315,-0.19308706630789763,0.8976982097186701,0.48639455782312924,0.48639455782312924,0.5204081632653061,SMA_20,0.1080091732192533
CB,1173,294,28,0.008977895118161218,0.006628579965645954,0.7646309904338543,0.012665317338983654,0.009312241889182093,-0.007471470646832401,0.8840579710144928,0.5136054421768708,0.5306122448979592,0.4931972789115646,SMA_20,0.11269902766010978
CBOE,1173,294,28,0.008815228353330935,0.006706617283219926,0.7611243002602934,0.015166413852252456,0.011767048191028006,-0.14159267887045357,0.8780903665814151,0.5170068027210885,0.5408163265306123,0.48639455782312924,Return_Lag2,0.11189288021291699
CBRE,1173,294,28,0.01152836728048106,0.00845586307912751,0.7809965076289088,0.018732124321739645,0.01376040009647889,-0.032553205474645575,0.9113384484228474,0.48299319727891155,0.5034013605442177,0.5408163265306123,Volatility_5,0.15118589797710125
CCL,1173,294,28,0.018395173863331924,0.013874056147024633,0.8526625652041889,0.030981621383339254,0.02111780910843088,-0.19571065960046052,0.927536231884058,0.48299319727891155,0.46598639455782315,0.48299319727891155,ATR_5,0.12402850250441295
CDNS,1173,294,28,0.010733115111324115,0.00826815121266309,0.7871371504088538,0.024581296838296657,0.016716182953151925,0.05059516634882355,0.9113384484228474,0.6020408163265306,0.6190476190476191,0.48299319727891155,Volatility_5,0.09388700145003588
CDW,1173,294,28,0.00983096524803469,0.00732863170408325,0.7749121959156338,0.01935556488793134,0.013960170226649332,0.06739981076704682,0.8891730605285593,0.564625850340136,0.5850340136054422,0.5272108843537415,Volatility_5,0.09881735179780099
CEG,760,191,28,0.0120496458400928,0.00844198477195075,0.842700833490774,0.03682016266900245,0.02705971321663238,-0.21244842976255618,0.9078947368421053,0.44502617801047123,0.5130890052356021,0.43455497382198954,Volatility_5,0.09415187999077315
CF,1173,294,28,0.012491017619235099,0.009480168089305486,0.78946998925381,0.020815708070574517,0.015071722808008326,-0.06333757821426067,0.9215686274509803,0.5578231292517006,0.5612244897959183,0.46938775510204084,Volatility_10,0.08192826384990207
CFG,1173,294,28,0.01288770605225613,0.009913291452644009,0.8117552247753969,0.022825610187022234,0.014911615364010656,-0.14623207315235853,0.9207161125319693,0.5,0.5034013605442177,0.5306122448979592,Volatility_5,0.12391495568852798
CHD,1173,294,28,0.0077308262188822115,0.00562279615576747,0.7189539530702631,0.01497645497829847,0.010387749672296493,-0.09012759360892031,0.8772378516624041,0.5102040816326531,0.45918367346938777,0.5204081632653061,Volatility_5,0.08659316510146116
CHRW,1173,294,28,0.00868467254389371,0.0064128156824247076,0.7893224210588827,0.024472601706743147,0.013829608458571025,-0.2025322436807373,0.9011082693947144,0.5102040816326531,0.5170068027210885,0.46938775510204084,Volatility_5,0.11525910456962173
CHTR,1173,294,28,0.010309954118357653,0.007625848812219016,0.7777088681756148,0.02493613886437639,0.01729486299522922,0.01376028459429468,0.8976982097186701,0.46598639455782315,0.46258503401360546,0.5136054421768708,Volatility_5,0.16110474930654237
CI,1173,294,28,0.01006759258555868,0.007159472815253974,0.7795450916679334,0.02075178402086359,0.013387457264863963,0.014686697531639314,0.8951406649616368,0.5578231292517006,0.5680272108843537,0.5136054421768708,RSI_14,0.10005127858189071
CINF,1173,294,28,0.010668718899191245,0.007766898768818685,0.7835551188424031,0.015211683595896903,0.011231318751354536,0.05319362160330998,0.9326513213981245,0.54421768707483,0.5578231292517006,0.5510204081632653,Return_Lag1,0.12105110446272498
CL,1173,294,28,0.007165384946189984,0.005179328283340182,0.7034752313414006,0.013421784743570603,0.010052841214339971,-0.10210269053499332,0.886615515771526,0.48639455782312924,0.47278911564625853,0.5544217687074829,ATR_10,0.1083186987913652
CLX,1173,294,28,0.008847520772909238,0.006439724375529506,0.743556876221574,0.013514646972026095,0.01037840234560437,-0.04913229890336668,0.907928388746803,0.4931972789115646,0.4965986394557823,0.4965986394557823,SMA_10,0.11163149073611371
CMCSA,1173,294,28,0.009061467423319057,0.006809280939479282,0.7486648206914772,0.017005469260554344,0.012027526897749783,0.012080295085775461,0.9053708439897699,0.5204081632653061,0.5204081632653061,0.5,SMA_10,0.08121992591745272
CME,1173,294,28,0.008942715079408822,0.006448118339230304,0.7553602258002277,0.012240331147166293,0.009505498352407656,-0.19174196510999475,0.8815004262574595,0.42857142857142855,0.47959183673469385,0.42857142857142855,Return_Lag1,0.13367443474061053
CMG,1173,294,28,0.009943064027720818,0.007466053358735662,0.8108513578966887,0.028116023909582698,0.017402633835093495,-0.45564216992076445,0.8891730605285593,0.4897959183673469,0.4897959183673469,0.4387755102040816,Volatility_10,0.08832114836887384
CMI,1173,294,28,0.009416869538232175,0.007043657639439907,0.7535871000691116,0.019834601218864812,0.01347146453646669,-0.12859894504212455,0.875532821824382,0.5306122448979592,0.5102040816326531,0.5136054421768708,Volatility_5,0.09842171860945811
CMS,1173,294,28,0.008281387904433371,0.006160455509716546,0.727254906991462,0.012580283705756645,0.010356326507830796,-0.4318031685100956,0.8772378516624041,0.445578231292517,0.5340136054421769,0.43537414965986393,Return_Lag2,0.10236492529163395
CNP,1173,294,28,0.009664759894096217,0.006915938586010827,0.7854235137256682,0.013335736307453966,0.010446200673152887,-0.44348613635028866,0.8883205456095482,0.4897959183673469,0.46598639455782315,0.5204081632653061,SMA_5,0.1258917951220045
COF,1173,294,28,0.012873483993660574,0.009686821211890339,0.794582381351638,0.026010889626451244,0.01676065404312419,-0.1519755915565546,0.9164535379369139,0.5170068027210885,0.5374149659863946,0.48299319727891155,Return_Lag2,0.10252365474366397
COIN,916,229,28,0.02098481759759932,0.01624430272124524,0.8618461608676171,0.05011252189070513,0.03599172623045167,-0.14545468665415595,0.9497816593886463,0.49344978165938863,0.4978165938864629,0.4497816593886463,Return_Lag3,0.0830831771496616
COO,1173,294,28,0.009336395422525097,0.0069290495534239166,0.7604806335095812,0.02226709120976494,0.014297237161439214,-0.13375309841652205,0.9002557544757033,0.54421768707483,0.5204081632653061,0.5680272108843537,Return_Lag2,0.08124750343838003
COP,1173,294,28,0.012754513331063685,0.009514846608813654,0.7981581441833896,0.021804835786789593,0.014964862902982176,-0.1201756683411086,0.9173060528559249,0.5136054421768708,0.5034013605442177,0.5136054421768708,Return_Lag1,0.09387908229905231
COR,1173,294,28,0.008768147827174815,0.006517675259348604,0.7302587575097499,0.014247288331684194,0.010515930852702825,-0.11205824748546034,0.8721227621483376,0.47278911564625853,0.5068027210884354,0.445578231292517,Return_Lag1,0.10283592154331275
COST,1173,294,28,0.00834501323876159,0.006132118694013871,0.7088158872900596,0.013486239807452022,0.009967382058196653,-0.03954455087598174,0.8653026427962489,0.5136054421768708,0.5170068027210885,0.4931972789115646,Return_Lag5,0.16402717029328512
CPAY,1173,294,28,0.010878426036928339,0.008005457708038895,0.7696276656767623,0.023337332579438336,0.01541307243383044,-0.15270334452561785,0.9121909633418585,0.54421768707483,0.5510204081632653,0.5,Return_Lag1,0.07269714486691824
CPB,1173,294,28,0.00790323134364457,0.005921242434568767,0.7419713754730696,0.01660577720234025,0.012675229975778149,0.009617708205970077,0.9002557544757033,0.48639455782312924,0.4931972789115646,0.4965986394557823,ATR_5,0.12099297891622066
CPRT,1173,294,28,0.009791529441586115,0.0073645335823775936,0.7440171299070768,0.01710042294597493,0.011050800983600017,-0.0966106161572895,0.8891730605285593,0.5816326530612245,0.5748299319727891,0.5068027210884354,Vol_MA_20,0.10441795988966933
CPT,1173,294,28,0.00945828472073874,0.007018245415487083,0.748192833182569,0.014138538248452494,0.010444534975901575,-0.08962878634962457,0.907928388746803,0.5136054421768708,0.5204081632653061,0.5034013605442177,ATR_5,0.1229879818789382
CRL,1173,294,28,0.011056552098101574,0.008444919351401084,0.8068842178229922,0.03296426781347822,0.020652621578232822,0.0048514568042543615,0.9028132992327366,0.5748299319727891,0.5612244897959183,0.5544217687074829,Volatility_5,0.07891439754730006
CRM,1173,294,28,0.011664600136855705,0.008598416102175297,0.7904893270975349,0.02136601945015953,0.015443482779821006,-0.08867069822625351,0.9207161125319693,0.46598639455782315,0.5068027210884354,0.48299319727891155,Vol_Ratio,0.09477099922133118
CRWD,1173,294,28,0.014880752201198926,0.011525510140972174,0.8194321427070481,0.030599221142471635,0.02272013599828075,-0.12112582507323388,0.9130434782608695,0.48639455782312924,0.5,0.5,Volatility_10,0.09016438802977528
CSCO,1173,294,28,0.008903918036464651,0.006457876755150961,0.7435210938322472,0.015507815979524126,0.010603168637151814,-0.28428263150319144,0.8900255754475703,0.48299319727891155,0.5068027210884354,0.47278911564625853,Volatility_5,0.11558266465752463
CSGP,1173,294,28,0.010547413771587362,0.007837620632637932,0.7828455269214962,0.021458447092204885,0.01473063071596576,-0.10854750867831542,0.8976982097186701,0.5340136054421769,0.5374149659863946,0.5408163265306123,IsMonthEnd,0.08768859505653381
CSX,1173,294,28,0.009363087113014474,0.007006985676169868,0.7442192030489265,0.01674965403361818,0.01186474345489273,-0.08223323322993004,0.8951406649616368,0.564625850340136,0.5986394557823129,0.4557823129251701,ATR_20,0.10523259243181189
CTAS,1173,294,28,0.009195871039152521,0.006694134753330629,0.7826443458857526,0.016827757197515135,0.011251656973070559,-0.18727286696685908,0.8891730605285593,0.47959183673469385,0.47619047619047616,0.48299319727891155,Return_Lag1,0.09818657676917057
CTRA,1173,294,28,0.011341210134054033,0.00862068023782595,0.8007059352381898,0.019936664487373808,0.014571189317223779,-0.1598857663065063,0.9036658141517476,0.5374149659863946,0.47959183673469385,0.5714285714285714,Volatility_10,0.07413317836595357
CTSH,1173,294,28,0.009404337167627888,0.007004750256427565,0.7837894555657174,0.016636661467453875,0.011210222402614243,-0.08917889464979512,0.8917306052855924,0.5068027210884354,0.5204081632653061,0.5340136054421769,Vol_MA_20,0.08736721042117342
