Date,ticker,Dividends,Dividends_Lag1,Dividends_Lag2,Dividends_Lag3,Dividends_Lag5,Dividends_Lag10,Dividends_Lag20,Return,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag20,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,RSI_14,MACD,MACD_Signal,MACD_Diff,Volume_MA_20,Volume_Ratio,BB_Middle,BB_Upper,BB_Lower,BB_Width,Sentiment,Sentiment_Lag1,Sentiment_Lag2,Sentiment_Lag3,Sentiment_Lag5,Sentiment_Lag10,Sentiment_Lag20,VIX,VIX_Lag1,VIX_Lag2,VIX_Lag3,VIX_Lag5,VIX_Lag10,VIX_Lag20,net_income,total_revenue,operating_income,total_assets,total_equity,total_debt,current_assets,current_liabilities,cash_equivalents,shares_outstanding,free_cash_flow,operating_cash_flow,roe,roa,op_margin,debt_to_equity,liquidity_ratio,current_ratio,free_cf_margin,ocf_to_assets,prev_revenue,revenue_growth,market_cap,log_mktcap,book_to_market,GDP_GDP_SA_PC_QOQ,GDP_GDP_SA_PC_YOY,GDP_GDP_NSA_PC_QOQ,GDP_GDP_NSA_PC_YOY,IPI_IPI,IPI_IPI_YOY,IPI_IPI_QOQ,IPI_IPI_SA,IPI_IPI_SA_YOY,IPI_IPI_SA_QOQ,IPI_Unnamed: 7,UNEMP_UNRATE,UNEMP_UNRATE_PC1,UNEMP_UNRATE_PCH,UNEMP_UNRATENSA,UNEMP_UNRATENSA_PC1,UNEMP_UNRATENSA_PCH
2020-01-02,SWK,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,SWK,0.0,0.0,,,,,,-0.005356679445257417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,SWK,0.0,0.0,0.0,,,,,-0.00359027973115722,-0.005356679445257417,,,,,,,,,,,,,,,,,,-0.06047662370903595,-0.01209532474180719,-0.04838129896722876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,SWK,0.0,0.0,0.0,0.0,,,,-0.00798729986468083,-0.00359027973115722,-0.005356679445257417,,,,,,,,,,,,,,,,,-0.14748633921428222,-0.0391735276363022,-0.10831281157798003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,SWK,0.0,0.0,0.0,0.0,,,,0.004782802702205657,-0.00798729986468083,-0.00359027973115722,-0.005356679445257417,,,,,,,,,,,,,,,,-0.303346707027373,-0.09200816351451635,-0.21133854351285664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,SWK,0.0,0.0,0.0,0.0,0.0,,,-0.004338319035070537,0.004782802702205657,-0.00798729986468083,-0.00359027973115722,,,,140.30277404785156,,,,,,1.8059458962893415,,,,,,-0.36891452237688327,-0.14738943528698972,-0.22152508708989355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,SWK,0.0,0.0,0.0,0.0,0.0,,,0.004477908884183979,-0.004338319035070537,0.004782802702205657,-0.00798729986468083,-0.005356679445257417,,,139.83779602050782,,,,,0.004813905839260863,1.7840444506430742,,,,,,-0.4644658709756868,-0.21080472242472914,-0.25366114855095767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,SWK,0.0,0.0,0.0,0.0,0.0,,,-0.004216666833994687,0.004477908884183979,-0.004338319035070537,0.004782802702205657,-0.00359027973115722,,,139.64910888671875,,,,,0.005691586915573659,1.686336870456745,,,,,,-0.4843101080269321,-0.26550579954516973,-0.21880430848176236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,SWK,0.0,0.0,0.0,0.0,0.0,,,0.008227181688627683,-0.004216666833994687,0.004477908884183979,-0.004338319035070537,-0.00798729986468083,,,139.4435821533203,,,,,0.005760226896960878,1.6880206053522784,,,,,,-0.5413719707604798,-0.32067903378823176,-0.22069293697224807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,SWK,0.0,0.0,0.0,0.0,0.0,,,0.00252063326916363,0.008227181688627683,-0.004216666833994687,0.004477908884183979,0.004782802702205657,,,139.69122619628905,,,,,0.005728335545672791,1.821106850485944,,,,,,-0.4885283194003591,-0.35424889091065725,-0.13427942848970187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
