Date,ticker,Dividends,Dividends_Lag1,Dividends_Lag2,Dividends_Lag3,Dividends_Lag5,Dividends_Lag10,Dividends_Lag20,Return,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag20,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,RSI_14,MACD,MACD_Signal,MACD_Diff,Volume_MA_20,Volume_Ratio,BB_Middle,BB_Upper,BB_Lower,BB_Width,Sentiment,Sentiment_Lag1,Sentiment_Lag2,Sentiment_Lag3,Sentiment_Lag5,Sentiment_Lag10,Sentiment_Lag20,VIX,VIX_Lag1,VIX_Lag2,VIX_Lag3,VIX_Lag5,VIX_Lag10,VIX_Lag20,net_income,total_revenue,operating_income,total_assets,total_equity,total_debt,current_assets,current_liabilities,cash_equivalents,shares_outstanding,free_cash_flow,operating_cash_flow,roe,roa,op_margin,debt_to_equity,liquidity_ratio,current_ratio,free_cf_margin,ocf_to_assets,prev_revenue,revenue_growth,market_cap,log_mktcap,book_to_market,GDP_GDP_SA_PC_QOQ,GDP_GDP_SA_PC_YOY,GDP_GDP_NSA_PC_QOQ,GDP_GDP_NSA_PC_YOY,IPI_IPI,IPI_IPI_YOY,IPI_IPI_QOQ,IPI_IPI_SA,IPI_IPI_SA_YOY,IPI_IPI_SA_QOQ,IPI_Unnamed: 7,UNEMP_UNRATE,UNEMP_UNRATE_PC1,UNEMP_UNRATE_PCH,UNEMP_UNRATENSA,UNEMP_UNRATENSA_PC1,UNEMP_UNRATENSA_PCH
2020-01-02,APH,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,APH,0.0,0.0,,,,,,-0.010436666533887418,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,APH,0.0,0.0,0.0,,,,,-0.005181046655957644,-0.010436666533887418,,,,,,,,,,,,,,,,,,-0.021527086567672882,-0.0043054173135345765,-0.017221669254138306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,APH,0.0,0.0,0.0,0.0,,,,0.005393937096010992,-0.005181046655957644,-0.010436666533887418,,,,,,,,,,,,,,,,,-0.048722816244538336,-0.01318889709973533,-0.03553391914480301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,APH,0.0,0.0,0.0,0.0,,,,0.002404947985956918,0.005393937096010992,-0.005181046655957644,-0.010436666533887418,,,,,,,,,,,,,,,,-0.05852217249694647,-0.02225555217917756,-0.03626662031776891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,APH,0.0,0.0,0.0,0.0,0.0,,,0.00350634806699901,0.002404947985956918,0.005393937096010992,-0.005181046655957644,,,,25.628469467163086,,,,,,0.2698582977744948,,,,,,-0.0606231330675584,-0.02992906835685373,-0.03069406471070467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,APH,0.0,0.0,0.0,0.0,0.0,,,-0.003953910437056729,0.00350634806699901,0.002404947985956918,0.005393937096010992,-0.010436666533887418,,,25.605743408203125,,,,,0.006693664260851646,0.24571262935065902,,,,,,-0.05440293166514465,-0.034823841018511915,-0.019579090646632734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,APH,0.0,0.0,0.0,0.0,0.0,,,0.007293318654507219,-0.003953910437056729,0.00350634806699901,0.002404947985956918,-0.005181046655957644,,,25.616631698608398,,,,,0.004709231400703761,0.24997372703004928,,,,,,-0.057029231841205785,-0.039264919183050695,-0.01776431265815509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,APH,0.0,0.0,0.0,0.0,0.0,,,0.0035742856727201122,0.007293318654507219,-0.003953910437056729,0.00350634806699901,0.005393937096010992,,,25.691435241699217,,,,,0.004275090922076445,0.24665970031711665,,,,,,-0.04351880706004607,-0.040115696758449775,-0.0034031103015962974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,APH,0.0,0.0,0.0,0.0,0.0,,,-0.0072145030614029215,0.0035742856727201122,0.007293318654507219,-0.003953910437056729,0.002404947985956918,,,25.757242584228514,,,,,0.00408606170366124,0.2717517078061107,,,,,,-0.02507341014834452,-0.03710723943642873,0.012033829288084205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,APH,0.0,0.0,0.0,0.0,0.0,0.0,,0.009934624013215654,-0.0072145030614029215,0.0035742856727201122,0.007293318654507219,0.00350634806699901,,,25.77333984375,25.700904655456544,,,,0.005997704937685468,0.28453431024539955,,0.27719630400994716,,,,-0.025253856617407422,-0.03473656287262447,0.00948270625521705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,APH,0.0,0.0,0.0,0.0,0.0,0.0,,-0.003096983378639395,0.009934624013215654,-0.0072145030614029215,0.0035742856727201122,-0.003953910437056729,-0.010436666533887418,,25.822578048706056,25.71416072845459,,,,0.007310696851800295,0.2859549271096199,0.006769667913073516,0.2658337782301395,,,,-0.004713436887463729,-0.028731937675592324,0.024018500788128595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,APH,0.0,0.0,0.0,0.0,0.0,0.0,,-0.01087234269515791,-0.003096983378639395,0.009934624013215654,-0.0072145030614029215,0.007293318654507219,-0.005181046655957644,,25.876075744628906,25.746353721618654,,,,0.007146572547325618,0.3385058958887363,0.00577277569886939,0.2942398114593928,,,,0.0050124874273969056,-0.02198305265499448,0.026995540082391387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,APH,0.0,0.0,0.0,0.0,0.0,0.0,,-0.015056466027163817,-0.01087234269515791,-0.003096983378639395,0.009934624013215654,0.0035742856727201122,0.005393937096010992,,25.835833740234374,25.763634490966798,,,,0.008359718757158463,0.3773275710562828,0.0066871475389047785,0.31199363568669974,,,,-0.009895501428211162,-0.01956554240963782,0.009670040981426656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,APH,0.0,0.0,0.0,0.0,0.0,0.0,,-0.002719656403366022,-0.015056466027163817,-0.01087234269515791,-0.003096983378639395,-0.0072145030614029215,0.002404947985956918,,25.699957656860352,25.728600120544435,,,,0.00957659194000123,0.4971066208124171,0.008074300227522589,0.3844291643092639,,,36.40158688819725,-0.05224306186626748,-0.026101046300963753,-0.02614201556530373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,APH,0.0,0.0,0.0,0.0,0.0,0.0,,-0.009215720416019146,-0.002719656403366022,-0.015056466027163817,-0.01087234269515791,0.009934624013215654,0.00350634806699901,,25.587752914428712,25.680546379089357,,,,0.009558336455623144,0.5108362780084228,0.007971608543827122,0.39768529412691117,,,35.32987474477781,-0.09030213207430293,-0.03894126345563159,-0.05136086861867134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,APH,0.0,0.0,0.0,0.0,0.0,0.0,,-0.025911285067956258,-0.009215720416019146,-0.002719656403366022,-0.015056466027163817,-0.003096983378639395,-0.003953910437056729,,25.37802085876465,25.600299453735353,,,,0.005273966079480267,0.5870593735952305,0.008034849544721244,0.4365071503524252,,,35.913228511059714,-0.13759718892250206,-0.05867244854900569,-0.07892474037349637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,APH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0076002437894036046,-0.025911285067956258,-0.009215720416019146,-0.002719656403366022,-0.01087234269515791,0.007293318654507219,,25.05513801574707,25.465606880187988,,,,0.00859016301100836,0.5506050233675331,0.010806400526120998,0.44455545962813475,,,29.34226768963829,-0.22463574118981455,-0.09186510707716747,-0.13277063411264708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,APH,0.0,0.0,0.0,0.0,0.0,0.0,,9.685189272978789e-05,0.0076002437894036046,-0.025911285067956258,-0.009215720416019146,-0.015056466027163817,0.0035742856727201122,,24.82552146911621,25.330677604675294,,,,0.012626473582185604,0.5311943598998496,0.010846593442931887,0.4542609654780662,,,30.514056187334816,-0.27553904814083197,-0.12859989528990037,-0.1469391528509316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,APH,0.0,0.0,0.0,0.0,0.0,0.0,,-0.014987528117830329,9.685189272978789e-05,0.0076002437894036046,-0.025911285067956258,-0.002719656403366022,-0.0072145030614029215,,24.67354965209961,25.18675365447998,,,,0.012646091739017077,0.4388746552314998,0.010583092127161712,0.46799063802195845,,,29.043240241301405,-0.3120913839161865,-0.1652981930151576,-0.1467931909010289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,APH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02355962076114959,-0.014987528117830329,9.685189272978789e-05,0.0076002437894036046,-0.009215720416019146,0.009934624013215654,,24.461924362182618,25.024838638305663,25.362871646881104,,,0.01302761944634861,0.4502369984933082,0.010988812030882006,0.4805366382508655,,0.37886647113040633,23.49782237319107,-0.3664422094963342,-0.20552699631139293,-0.16091521318494129,4789100.0,1.0334300808085026,25.362871646881104,26.53932133324127,24.18642196052094,0.09276943894520194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,APH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004825581381220356,-0.02355962076114959,-0.014987528117830329,9.685189272978789e-05,-0.025911285067956258,-0.003096983378639395,-0.010436666533887418,24.183070373535152,24.7805456161499,25.247353172302248,,,0.014701017014054326,0.46159932315816404,0.010544630086507134,0.5243293483766973,0.010115283679440428,0.39508156330341837,20.401417465001288,-0.45016943227019723,-0.25445548350315383,-0.1957139487670434,4865540.0,1.2773094045059747,25.247353172302248,26.65136098883587,23.843345355768626,0.11122019856512293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,APH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03891939232606445,0.004825581381220356,-0.02355962076114959,-0.014987528117830329,0.0076002437894036046,-0.01087234269515791,-0.005181046655957644,24.0561897277832,24.555663871765137,25.151008796691894,,,0.013465571139481564,0.46159932306896534,0.011367418438811469,0.5061021732182492,0.010228445092534367,0.40017099233882103,18.715870001926305,-0.5015734792691191,-0.3038790826563469,-0.19769439661277222,5022880.0,1.1830662886630778,25.151008796691894,26.71254946416758,23.589468129216208,0.12417320355603989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,APH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007608133002539708,0.03891939232606445,0.004825581381220356,-0.02355962076114959,9.685189272978789e-05,-0.015056466027163817,0.005393937096010992,24.07654647827148,24.451033973693846,25.107334232330324,,,0.02404209705995882,0.5079961181334859,0.018873297954182938,0.5195952390166678,0.01398988385083174,0.41579443735168375,34.399103818233584,-0.4626748620755272,-0.33563823854018293,-0.12703662353534428,5113160.0,1.2116968762956764,25.107334232330324,26.68197118552324,23.53269727913741,0.1254324285184589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,APH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006403632621823752,0.007608133002539708,0.03891939232606445,0.004825581381220356,-0.014987528117830329,-0.002719656403366022,0.002404947985956918,24.133831787109372,24.40369071960449,25.066145420074463,,,0.024201096260190933,0.4857449579684697,0.018758655751376464,0.4623098065999848,0.014057175575748121,0.42336948545462433,38.75417863364566,-0.4120076235931869,-0.3509121155507837,-0.06109550804240316,5146860.0,0.7791158104164481,25.066145420074463,26.63051566034182,23.501775179807105,0.12481937003481336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
