Date,ticker,Dividends,Dividends_Lag1,Dividends_Lag2,Dividends_Lag3,Dividends_Lag5,Dividends_Lag10,Dividends_Lag20,Return,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag20,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,RSI_14,MACD,MACD_Signal,MACD_Diff,Volume_MA_20,Volume_Ratio,BB_Middle,BB_Upper,BB_Lower,BB_Width,Sentiment,Sentiment_Lag1,Sentiment_Lag2,Sentiment_Lag3,Sentiment_Lag5,Sentiment_Lag10,Sentiment_Lag20,VIX,VIX_Lag1,VIX_Lag2,VIX_Lag3,VIX_Lag5,VIX_Lag10,VIX_Lag20,net_income,total_revenue,operating_income,total_assets,total_equity,total_debt,current_assets,current_liabilities,cash_equivalents,shares_outstanding,free_cash_flow,operating_cash_flow,roe,roa,op_margin,debt_to_equity,liquidity_ratio,current_ratio,free_cf_margin,ocf_to_assets,prev_revenue,revenue_growth,market_cap,log_mktcap,book_to_market,GDP_GDP_SA_PC_QOQ,GDP_GDP_SA_PC_YOY,GDP_GDP_NSA_PC_QOQ,GDP_GDP_NSA_PC_YOY,IPI_IPI,IPI_IPI_YOY,IPI_IPI_QOQ,IPI_IPI_SA,IPI_IPI_SA_YOY,IPI_IPI_SA_QOQ,IPI_Unnamed: 7,UNEMP_UNRATE,UNEMP_UNRATE_PC1,UNEMP_UNRATE_PCH,UNEMP_UNRATENSA,UNEMP_UNRATENSA_PC1,UNEMP_UNRATENSA_PCH
2020-01-02,ZBRA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,ZBRA,0.0,0.0,,,,,,-0.01192415945357117,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,ZBRA,0.0,0.0,0.0,,,,,0.007654841109545618,-0.01192415945357117,,,,,,,,,,,,,,,,,,-0.2464978688122983,-0.049299573762459664,-0.19719829504983863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,ZBRA,0.0,0.0,0.0,0.0,,,,-0.005968793793391214,0.007654841109545618,-0.01192415945357117,,,,,,,,,,,,,,,,,-0.2804588580252698,-0.0955314306150217,-0.18492742741024812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,ZBRA,0.0,0.0,0.0,0.0,,,,-0.03442898502369529,-0.005968793793391214,0.007654841109545618,-0.01192415945357117,,,,,,,,,,,,,,,,-0.42672004280956344,-0.16176915305393008,-0.26495088975563336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,ZBRA,0.0,0.0,0.0,0.0,0.0,,,-0.004603454177266042,-0.03442898502369529,-0.005968793793391214,0.007654841109545618,,,,255.46200256347657,,,,,,4.655999755859369,,,,,,-1.2408368431342751,-0.3775826910699991,-0.863254152064276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,ZBRA,0.0,0.0,0.0,0.0,0.0,,,-0.000933045547825917,-0.004603454177266042,-0.03442898502369529,-0.005968793793391214,-0.01192415945357117,,,252.93399963378906,,,,,0.01547124772538626,4.383999633789051,,,,,,-1.9554771725556463,-0.6931615873671286,-1.2623155851885177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,ZBRA,0.0,0.0,0.0,0.0,0.0,,,0.009379938760378348,-0.000933045547825917,-0.004603454177266042,-0.03442898502369529,0.007654841109545618,,,250.9780029296875,,,,,0.015879053811916698,4.588003540039051,,,,,,-2.511443161933869,-1.0568179022804767,-1.4546252596533922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,ZBRA,0.0,0.0,0.0,0.0,0.0,,,-0.0020516312779760293,0.009379938760378348,-0.000933045547825917,-0.004603454177266042,-0.005968793793391214,,,249.09200134277344,,,,,0.01630784453290927,4.408001708984363,,,,,,-2.734135306636574,-1.3922813831516963,-1.3418539234848779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,ZBRA,0.0,0.0,0.0,0.0,0.0,,,-0.0010884196577140015,-0.0020516312779760293,0.009379938760378348,-0.000933045547825917,-0.03442898502369529,,,247.41200256347656,,,,,0.016481601470913494,4.512002563476545,,,,,,-2.9181342945514075,-1.6974519654316387,-1.2206823291197688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,ZBRA,0.0,0.0,0.0,0.0,0.0,0.0,,0.024737649509806836,-0.0010884196577140015,-0.0020516312779760293,0.009379938760378348,-0.004603454177266042,,,247.44400329589843,251.4530029296875,,,,0.005369835025242651,4.0940032958984265,,4.375001525878898,,,,-3.0505767564525,-1.9680769236358113,-1.0824998328166888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,ZBRA,0.0,0.0,0.0,0.0,0.0,0.0,,-0.004686280537709253,0.024737649509806836,-0.0010884196577140015,-0.0020516312779760293,-0.000933045547825917,-0.01192415945357117,,248.93000183105468,250.93200073242187,,,,0.011463689189360388,4.71200561523437,0.01531952389249644,4.54800262451171,,,,-2.6305757892853876,-2.1005766967657267,-0.5299990925196609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,ZBRA,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0012661522404985304,-0.004686280537709253,0.024737649509806836,-0.0010884196577140015,0.009379938760378348,0.007654841109545618,,250.2240020751953,250.60100250244142,,,,0.012135110126794963,4.436004638671858,0.014961277598192761,4.512004089355455,,,,-2.366464883260221,-2.153754334064626,-0.21271054919559518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,ZBRA,0.0,0.0,0.0,0.0,0.0,0.0,,0.005269003409803297,-0.0012661522404985304,-0.004686280537709253,0.024737649509806836,-0.0020516312779760293,-0.005968793793391214,,250.99200134277345,250.04200134277343,,,,0.012165065512976593,4.738000488281233,0.014637157007022056,4.5730010986327985,,,,-2.158099773255003,-2.154623421902701,-0.003476351352301954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,ZBRA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0024039432920259785,0.005269003409803297,-0.0012661522404985304,-0.004686280537709253,-0.0010884196577140015,-0.03442898502369529,,252.12799987792968,249.77000122070314,,,,0.011821348547826294,4.875997924804682,0.014737401352448528,4.6940002441406135,,,40.65856532657472,-1.864160013671011,-2.0965307402563633,0.2323707265853523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
