sector,C,fold,accuracy,f1_macro,n_samples
Energy,0.01,1,0.3462566844919786,0.17146640185369086,748
Energy,0.01,2,0.37566844919786097,0.2589182247146878,748
Energy,0.01,3,0.38636363636363635,0.18579234972677594,748
Energy,0.01,4,0.393048128342246,0.23985930523649154,748
Energy,0.01,5,0.3302139037433155,0.2523571318802241,748
Energy,0.03162277660168379,1,0.3155080213903743,0.29171625135785534,748
Energy,0.03162277660168379,2,0.37433155080213903,0.26454299002241993,748
Energy,0.03162277660168379,3,0.3983957219251337,0.3014011190607228,748
Energy,0.03162277660168379,4,0.3409090909090909,0.3244541833950258,748
Energy,0.03162277660168379,5,0.32486631016042783,0.3072496135019494,748
Energy,0.1,1,0.3048128342245989,0.2991299559405153,748
Energy,0.1,2,0.3649732620320856,0.24465537084930442,748
Energy,0.1,3,0.3877005347593583,0.3322272271767195,748
Energy,0.1,4,0.3422459893048128,0.33974577806800915,748
Energy,0.1,5,0.3195187165775401,0.27800621503560535,748
Energy,0.31622776601683794,1,0.29545454545454547,0.2933466269523848,748
Energy,0.31622776601683794,2,0.3770053475935829,0.2600862334333245,748
Energy,0.31622776601683794,3,0.3770053475935829,0.33630260107702575,748
Energy,0.31622776601683794,4,0.38235294117647056,0.3200939990693144,748
Energy,0.31622776601683794,5,0.32620320855614976,0.2941161209183974,748
Energy,1.0,1,0.29411764705882354,0.2917060394090932,748
Energy,1.0,2,0.3770053475935829,0.2581642859136935,748
Energy,1.0,3,0.37566844919786097,0.34147816620745014,748
Energy,1.0,4,0.39438502673796794,0.3190921644657285,748
Energy,1.0,5,0.32085561497326204,0.29291431136741813,748
Energy,3.1622776601683795,1,0.2914438502673797,0.290475658740495,748
Energy,3.1622776601683795,2,0.3836898395721925,0.26675869759134935,748
Energy,3.1622776601683795,3,0.3783422459893048,0.3464360638038085,748
Energy,3.1622776601683795,4,0.3877005347593583,0.3115800145215916,748
Energy,3.1622776601683795,5,0.3382352941176471,0.31429783090193797,748
Energy,10.0,1,0.29411764705882354,0.29300461475999207,748
Energy,10.0,2,0.3783422459893048,0.26821321525444575,748
Energy,10.0,3,0.38235294117647056,0.35522881362780506,748
Energy,10.0,4,0.3850267379679144,0.308635263115335,748
Energy,10.0,5,0.339572192513369,0.3191434570074587,748
Energy,31.622776601683793,1,0.2927807486631016,0.2914108331964065,748
Energy,31.622776601683793,2,0.3810160427807487,0.2764819563845594,748
Energy,31.622776601683793,3,0.3850267379679144,0.35741385889137683,748
Energy,31.622776601683793,4,0.3850267379679144,0.3122558753908536,748
Energy,31.622776601683793,5,0.34358288770053474,0.32388503403667196,748
