sector,C,fold,accuracy,f1_macro,n_samples
Consumer Cyclical,0.01,1,0.38074866310160427,0.22260253407794392,1870
Consumer Cyclical,0.01,2,0.3481283422459893,0.25833577561409793,1870
Consumer Cyclical,0.01,3,0.39358288770053473,0.1882834484522896,1870
Consumer Cyclical,0.01,4,0.35561497326203206,0.31777114934648937,1870
Consumer Cyclical,0.01,5,0.3770053475935829,0.3006433772174824,1870
Consumer Cyclical,0.03162277660168379,1,0.3855614973262032,0.2860623549474049,1870
Consumer Cyclical,0.03162277660168379,2,0.35508021390374334,0.2819448023593752,1870
Consumer Cyclical,0.03162277660168379,3,0.39090909090909093,0.19136279136279136,1870
Consumer Cyclical,0.03162277660168379,4,0.353475935828877,0.3357648560483297,1870
Consumer Cyclical,0.03162277660168379,5,0.3850267379679144,0.35696570383591114,1870
Consumer Cyclical,0.1,1,0.3786096256684492,0.3375519997124519,1870
Consumer Cyclical,0.1,2,0.3695187165775401,0.3062406613086019,1870
Consumer Cyclical,0.1,3,0.3983957219251337,0.21416389517582202,1870
Consumer Cyclical,0.1,4,0.3497326203208556,0.3373288698301567,1870
Consumer Cyclical,0.1,5,0.38288770053475935,0.36345901636359407,1870
Consumer Cyclical,0.31622776601683794,1,0.3711229946524064,0.3499045734568798,1870
Consumer Cyclical,0.31622776601683794,2,0.3716577540106952,0.31735060736289916,1870
Consumer Cyclical,0.31622776601683794,3,0.39732620320855616,0.22015008386010407,1870
Consumer Cyclical,0.31622776601683794,4,0.3711229946524064,0.35493923226045876,1870
Consumer Cyclical,0.31622776601683794,5,0.3802139037433155,0.3621798967217294,1870
Consumer Cyclical,1.0,1,0.3775401069518717,0.3625141779171064,1870
Consumer Cyclical,1.0,2,0.3700534759358289,0.3224197144337379,1870
Consumer Cyclical,1.0,3,0.39572192513368987,0.22409753044372485,1870
Consumer Cyclical,1.0,4,0.3775401069518717,0.3617031894202685,1870
Consumer Cyclical,1.0,5,0.3855614973262032,0.3680533439907234,1870
Consumer Cyclical,3.1622776601683795,1,0.3748663101604278,0.3619731424061155,1870
Consumer Cyclical,3.1622776601683795,2,0.3684491978609626,0.3262015010426888,1870
Consumer Cyclical,3.1622776601683795,3,0.3951871657754011,0.22857241119478658,1870
Consumer Cyclical,3.1622776601683795,4,0.3770053475935829,0.3605051456879205,1870
Consumer Cyclical,3.1622776601683795,5,0.386096256684492,0.36888827993306933,1870
Consumer Cyclical,10.0,1,0.37433155080213903,0.362910978075794,1870
Consumer Cyclical,10.0,2,0.3689839572192513,0.3253213085773933,1870
Consumer Cyclical,10.0,3,0.393048128342246,0.22948522189988685,1870
Consumer Cyclical,10.0,4,0.37433155080213903,0.3582666920786763,1870
Consumer Cyclical,10.0,5,0.386096256684492,0.3691401737837133,1870
Consumer Cyclical,31.622776601683793,1,0.3732620320855615,0.36231810873225984,1870
Consumer Cyclical,31.622776601683793,2,0.3679144385026738,0.323518923870816,1870
Consumer Cyclical,31.622776601683793,3,0.39358288770053473,0.23172107692198904,1870
Consumer Cyclical,31.622776601683793,4,0.37379679144385025,0.3576514479051851,1870
Consumer Cyclical,31.622776601683793,5,0.3866310160427808,0.37018034505451736,1870
