feature,coef_down,coef_same,coef_up,max_abs_coef,sector_slug,feature_type,all_zero,n_nonzero_classes,var
num__Sentiment_Lag20,0.0679730032006742,0.0,-0.0479634042916469,0.0679730032006742,consumer_cyclical,numeric,False,2,Sentiment_Lag20
ticker__ticker_TSCO,-0.0654503973126413,0.0643602933064076,0.0,0.0654503973126413,consumer_cyclical,ticker_fe,False,2,ticker__ticker_TSCO
ticker__ticker_SBUX,0.0,-0.0651174655815743,0.0284257133020329,0.0651174655815743,consumer_cyclical,ticker_fe,False,2,ticker__ticker_SBUX
ticker__ticker_IP,0.0,0.0555312379365376,-0.0372831505199211,0.0555312379365376,consumer_cyclical,ticker_fe,False,2,ticker__ticker_IP
ticker__ticker_DHI,0.0,-0.0549830393123415,0.0206770590085763,0.0549830393123415,consumer_cyclical,ticker_fe,False,2,ticker__ticker_DHI
num__Return_Lag5,0.0532834945210463,0.0,-0.0346394000819122,0.0532834945210463,consumer_cyclical,numeric,False,2,Return_Lag5
num__Return_Lag2,0.0,0.0251385257256859,-0.0532734610572827,0.0532734610572827,consumer_cyclical,numeric,False,2,Return_Lag2
ticker__ticker_ORLY,-0.0202081512843266,0.0,0.050912460129246,0.050912460129246,consumer_cyclical,ticker_fe,False,2,ticker__ticker_ORLY
ticker__ticker_ABNB,0.0,-0.0474932980703128,0.0007340085401416,0.0474932980703128,consumer_cyclical,ticker_fe,False,2,ticker__ticker_ABNB
num__Sentiment_Lag1_squared,0.0461842517708842,0.0,-0.0082127853979517,0.0461842517708842,consumer_cyclical,numeric,False,2,Sentiment_Lag1_squared
ticker__ticker_HLT,0.0,0.0458254301784301,-0.0177513157379518,0.0458254301784301,consumer_cyclical,ticker_fe,False,2,ticker__ticker_HLT
num__Return_Lag3,-0.0453647050163725,0.0,0.0306859362037294,0.0453647050163725,consumer_cyclical,numeric,False,2,Return_Lag3
num__IPI_IPI_SA,-0.0434051180273643,0.0,0.0423200539991594,0.0434051180273643,consumer_cyclical,numeric,False,2,IPI_IPI_SA
num__ocf_to_assets,0.0063682112050314,0.0,-0.0395250404048019,0.0395250404048019,consumer_cyclical,numeric,False,2,ocf_to_assets
num__liquidity_ratio,0.0250000804318406,-0.0382584249780936,0.0,0.0382584249780936,consumer_cyclical,numeric,False,2,liquidity_ratio
num__VIX_Lag20,0.0,0.0050743620724929,-0.0363717639020206,0.0363717639020206,consumer_cyclical,numeric,False,2,VIX_Lag20
ticker__ticker_LEN,0.0,0.024166235778107,-0.0355301323771598,0.0355301323771598,consumer_cyclical,ticker_fe,False,2,ticker__ticker_LEN
num__Sentiment_Lag10,-0.0013502014925105,0.0355167575549313,0.0,0.0355167575549313,consumer_cyclical,numeric,False,2,Sentiment_Lag10
num__roe,0.0353545880378039,0.0,-0.0247852695420722,0.0353545880378039,consumer_cyclical,numeric,False,2,roe
num__Sentiment_Lag3,0.0053575723981321,0.0,-0.0329670884190832,0.0329670884190832,consumer_cyclical,numeric,False,2,Sentiment_Lag3
ticker__ticker_MHK,0.0281127389774776,0.0,-0.0079236396515392,0.0281127389774776,consumer_cyclical,ticker_fe,False,2,ticker__ticker_MHK
num__current_ratio,0.0249456527529807,-0.0159483232641373,0.0,0.0249456527529807,consumer_cyclical,numeric,False,2,current_ratio
num__Sentiment_Lag5,0.0,-0.0005883873309271,0.0209247164783371,0.0209247164783371,consumer_cyclical,numeric,False,2,Sentiment_Lag5
num__Sentiment_Lag2,-0.0138424031836688,0.0,0.0197778643946035,0.0197778643946035,consumer_cyclical,numeric,False,2,Sentiment_Lag2
ticker__ticker_SW,0.0,-0.0036931356749994,0.0178269609609005,0.0178269609609005,consumer_cyclical,ticker_fe,False,2,ticker__ticker_SW
num__Sentiment_Lag1,-0.0150621499102868,0.0135900832901837,0.0,0.0150621499102868,consumer_cyclical,numeric,False,2,Sentiment_Lag1
num__free_cf_margin,0.0,0.0148563559291526,-0.0096072239200584,0.0148563559291526,consumer_cyclical,numeric,False,2,free_cf_margin
num__IPI_IPI_YOY,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,IPI_IPI_YOY
num__IPI_IPI,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,IPI_IPI
num__GDP_GDP_SA_PC_QOQ,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,GDP_GDP_SA_PC_QOQ
num__GDP_GDP_SA_PC_YOY,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,GDP_GDP_SA_PC_YOY
num__GDP_GDP_NSA_PC_YOY,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,GDP_GDP_NSA_PC_YOY
num__GDP_GDP_NSA_PC_QOQ,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,GDP_GDP_NSA_PC_QOQ
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,UNEMP_UNRATENSA_PC1
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,UNEMP_UNRATENSA
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,UNEMP_UNRATE_PCH
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,UNEMP_UNRATE_PC1
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,UNEMP_UNRATE
num__IPI_IPI_SA_QOQ,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,IPI_IPI_SA_QOQ
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,IPI_IPI_SA_YOY
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0,consumer_cyclical,numeric,True,0,UNEMP_UNRATENSA_PCH
ticker__ticker_K,-1.2202121021738217,2.57737394107742,-1.3220828891601852,2.57737394107742,consumer_defensive,ticker_fe,False,3,ticker__ticker_K
ticker__ticker_EL,0.2684338678106244,-0.6320211318651684,0.3285012288689231,0.6320211318651684,consumer_defensive,ticker_fe,False,3,ticker__ticker_EL
ticker__ticker_DLTR,-0.0359635430221041,-0.4077737682993332,0.4788325345826881,0.4788325345826881,consumer_defensive,ticker_fe,False,3,ticker__ticker_DLTR
ticker__ticker_TGT,0.3515206504583807,-0.4465602807539933,0.060072176491852,0.4465602807539933,consumer_defensive,ticker_fe,False,3,ticker__ticker_TGT
ticker__ticker_BF-B,0.4441830277819786,-0.0868587434653241,-0.3223536767495565,0.4441830277819786,consumer_defensive,ticker_fe,False,3,ticker__ticker_BF-B
ticker__ticker_MNST,0.3842884676179417,-2.032115344752402e-08,-0.4005128014195211,0.4005128014195211,consumer_defensive,ticker_fe,False,3,ticker__ticker_MNST
ticker__ticker_DG,0.0622491978482827,-0.3523293302061108,0.2552939778842075,0.3523293302061108,consumer_defensive,ticker_fe,False,3,ticker__ticker_DG
ticker__ticker_BG,0.3477378233705892,-0.1790424499789274,-0.1360168446814154,0.3477378233705892,consumer_defensive,ticker_fe,False,3,ticker__ticker_BG
ticker__ticker_MO,-0.3249691970373942,0.2458920756565626,0.052789580603786,0.3249691970373942,consumer_defensive,ticker_fe,False,3,ticker__ticker_MO
ticker__ticker_HSY,0.1226666634126309,-0.3101397146451772,0.1527369364849307,0.3101397146451772,consumer_defensive,ticker_fe,False,3,ticker__ticker_HSY
ticker__ticker_PG,-0.1439266289637818,0.3081047579376705,-0.1291595001181539,0.3081047579376705,consumer_defensive,ticker_fe,False,3,ticker__ticker_PG
ticker__ticker_CL,-0.0143337695775347,0.2929451427983943,-0.2524319403792385,0.2929451427983943,consumer_defensive,ticker_fe,False,3,ticker__ticker_CL
ticker__ticker_KDP,-0.28516023636235,0.0778884625171024,0.1792146986316464,0.28516023636235,consumer_defensive,ticker_fe,False,3,ticker__ticker_KDP
ticker__ticker_WMT,-0.244169513909822,-0.0067005257208188,0.2703435597886843,0.2703435597886843,consumer_defensive,ticker_fe,False,3,ticker__ticker_WMT
ticker__ticker_PM,-0.2695743265061631,0.0606662200337003,0.1936275564423377,0.2695743265061631,consumer_defensive,ticker_fe,False,3,ticker__ticker_PM
ticker__ticker_SJM,-0.2453433702476909,0.0311242723206608,0.1831684672899131,0.2453433702476909,consumer_defensive,ticker_fe,False,3,ticker__ticker_SJM
ticker__ticker_HRL,0.2418917512253877,-0.1462043908672174,-0.0640529562686953,0.2418917512253877,consumer_defensive,ticker_fe,False,3,ticker__ticker_HRL
num__VIX_Lag1,0.1162376392486461,-0.2328033390481695,0.0814894201227772,0.2328033390481695,consumer_defensive,numeric,False,3,VIX_Lag1
ticker__ticker_SYY,0.0313029290304081,-0.2246398330061695,0.1619366295976667,0.2246398330061695,consumer_defensive,ticker_fe,False,3,ticker__ticker_SYY
num__VIX_Lag3,-0.2239662184311927,0.1018635611943378,0.0870728009498105,0.2239662184311927,consumer_defensive,numeric,False,3,VIX_Lag3
ticker__ticker_KO,-0.0659735853454045,0.2107853635515824,-0.1107127656216644,0.2107853635515824,consumer_defensive,ticker_fe,False,3,ticker__ticker_KO
ticker__ticker_KR,0.0729597865478223,-0.2074369812446091,0.100597368648627,0.2074369812446091,consumer_defensive,ticker_fe,False,3,ticker__ticker_KR
num__roe,0.0384020135602736,-0.1972231567755979,0.1244452449973113,0.1972231567755979,consumer_defensive,numeric,False,3,roe
num__VIX_Lag2,0.1189897944023384,0.0360178480010131,-0.1896021532170179,0.1896021532170179,consumer_defensive,numeric,False,3,VIX_Lag2
ticker__ticker_LW,0.1134698817921814,-0.1872491306351087,0.0388420921672658,0.1872491306351087,consumer_defensive,ticker_fe,False,3,ticker__ticker_LW
num__debt_to_equity,-0.0487635247134067,0.1849989415309677,-0.1020701962308842,0.1849989415309677,consumer_defensive,numeric,False,3,debt_to_equity
ticker__ticker_CPB,0.0819849832465618,-0.1818813281930003,0.0653154794089503,0.1818813281930003,consumer_defensive,ticker_fe,False,3,ticker__ticker_CPB
ticker__ticker_ADM,0.0573739527400738,-0.1601055730140642,0.0705276802351603,0.1601055730140642,consumer_defensive,ticker_fe,False,3,ticker__ticker_ADM
ticker__ticker_KMB,-0.1290542838281697,0.1595167427705915,0.0,0.1595167427705915,consumer_defensive,ticker_fe,False,2,ticker__ticker_KMB
ticker__ticker_TAP,0.0,-0.1428621998430248,0.1221817475681278,0.1428621998430248,consumer_defensive,ticker_fe,False,2,ticker__ticker_TAP
ticker__ticker_KVUE,-0.0371266924721578,-0.0727084858363237,0.1382830047892793,0.1382830047892793,consumer_defensive,ticker_fe,False,3,ticker__ticker_KVUE
ticker__ticker_MKC,-0.0073699484297373,-0.112819261700551,0.1191602695360837,0.1191602695360837,consumer_defensive,ticker_fe,False,3,ticker__ticker_MKC
ticker__ticker_CHD,0.0517721990351599,0.0421481118348176,-0.118804077562794,0.118804077562794,consumer_defensive,ticker_fe,False,3,ticker__ticker_CHD
ticker__ticker_TSN,0.0966593657854092,-0.0396660808814928,-0.0309324640482759,0.0966593657854092,consumer_defensive,ticker_fe,False,3,ticker__ticker_TSN
num__current_ratio,-0.0528948248983169,-0.0163673862212644,0.0887308534562871,0.0887308534562871,consumer_defensive,numeric,False,3,current_ratio
num__liquidity_ratio,-0.0883420693946535,0.0190751725406793,0.0343566312935273,0.0883420693946535,consumer_defensive,numeric,False,3,liquidity_ratio
num__op_margin,0.0508362452563051,-0.0878928368959644,0.0122377591653976,0.0878928368959644,consumer_defensive,numeric,False,3,op_margin
ticker__ticker_STZ,-0.0099635808301513,0.0869378959194887,-0.0593159458373847,0.0869378959194887,consumer_defensive,ticker_fe,False,3,ticker__ticker_STZ
ticker__ticker_PEP,0.0266799238996062,0.0240141106331177,-0.0857800487986951,0.0857800487986951,consumer_defensive,ticker_fe,False,3,ticker__ticker_PEP
num__IPI_IPI_QOQ,0.0,-0.061137434194757,0.0854452955946794,0.0854452955946794,consumer_defensive,numeric,False,2,IPI_IPI_QOQ
num__Return_Lag1,0.0787051252266722,-0.0573961365774156,0.0,0.0787051252266722,consumer_defensive,numeric,False,2,Return_Lag1
num__Sentiment_Lag20,0.0407750945197695,0.000535156137435,-0.0762292626561314,0.0762292626561314,consumer_defensive,numeric,False,3,Sentiment_Lag20
ticker__ticker_MDLZ,-0.035357796822384,-0.0185780150267211,0.0743642883721465,0.0743642883721465,consumer_defensive,ticker_fe,False,3,ticker__ticker_MDLZ
num__roa,-0.0694176613077379,0.0199938557649806,0.0145732512363304,0.0694176613077379,consumer_defensive,numeric,False,3,roa
ticker__ticker_COST,0.0118550031567539,0.0263438692930399,-0.0685664365749035,0.0685664365749035,consumer_defensive,ticker_fe,False,3,ticker__ticker_COST
num__Sentiment_Lag3,0.0105163235157747,0.022564127967154,-0.0678829844919031,0.0678829844919031,consumer_defensive,numeric,False,3,Sentiment_Lag3
num__VIX_Lag5,0.0220904016638629,-0.0594371560464832,0.0026443848899333,0.0594371560464832,consumer_defensive,numeric,False,3,VIX_Lag5
num__Return_Lag5,0.0245532781751239,-3.983798792982153e-09,-0.0591238987125098,0.0591238987125098,consumer_defensive,numeric,False,3,Return_Lag5
num__Sentiment_Lag1,0.0586726564575885,-0.0137157817468214,-0.0102746893036174,0.0586726564575885,consumer_defensive,numeric,False,3,Sentiment_Lag1
ticker__ticker_CAG,-0.0122286696649148,0.054050298514669,-0.0336414095316078,0.054050298514669,consumer_defensive,ticker_fe,False,3,ticker__ticker_CAG
num__IPI_IPI_SA,0.0048376064274164,0.0134720454940627,-0.0532348032400629,0.0532348032400629,consumer_defensive,numeric,False,3,IPI_IPI_SA
num__IPI_IPI_SA_QOQ,0.0,-0.0388683989289386,0.051846102806957,0.051846102806957,consumer_defensive,numeric,False,2,IPI_IPI_SA_QOQ
num__free_cf_margin,-0.051489557307993,0.0183820058508342,0.0,0.051489557307993,consumer_defensive,numeric,False,2,free_cf_margin
num__VIX_Lag10,0.0,0.0510240109178278,-0.0283618652772934,0.0510240109178278,consumer_defensive,numeric,False,2,VIX_Lag10
num__Sentiment_Lag1_cubic,-0.0498996591575876,0.0010100697122241,0.0142505475172076,0.0498996591575876,consumer_defensive,numeric,False,3,Sentiment_Lag1_cubic
num__Return_Lag2,0.048841085238236,-0.0086594812985479,-0.0054640963833672,0.048841085238236,consumer_defensive,numeric,False,3,Return_Lag2
num__Sentiment_Lag2,-0.0478232155040012,-8.466457723132208e-09,0.0342527310040687,0.0478232155040012,consumer_defensive,numeric,False,3,Sentiment_Lag2
num__Sentiment_Lag1_squared,-0.0467400870603962,0.0037462705533849,0.0083676419307219,0.0467400870603962,consumer_defensive,numeric,False,3,Sentiment_Lag1_squared
num__VIX_Lag20,-0.0407417983524806,0.001219645219965,0.0048583436478232,0.0407417983524806,consumer_defensive,numeric,False,3,VIX_Lag20
num__Return_Lag3,0.0007665113986417,0.0020641570045885,-0.0374590295915353,0.0374590295915353,consumer_defensive,numeric,False,3,Return_Lag3
num__Sentiment_Lag10,0.0370592101255074,-0.0368949106738523,0.0,0.0370592101255074,consumer_defensive,numeric,False,2,Sentiment_Lag10
ticker__ticker_KHC,0.0336946920282351,-0.027818244784564,0.0,0.0336946920282351,consumer_defensive,ticker_fe,False,2,ticker__ticker_KHC
num__Sentiment_Lag5,-0.0067164569625726,0.0,0.0331221986764564,0.0331221986764564,consumer_defensive,numeric,False,2,Sentiment_Lag5
num__ocf_to_assets,0.0296060291776203,-0.0146380371553078,0.0,0.0296060291776203,consumer_defensive,numeric,False,2,ocf_to_assets
num__Return_Lag20,0.0,-0.0226020365912769,0.0133659558783198,0.0226020365912769,consumer_defensive,numeric,False,2,Return_Lag20
ticker__ticker_GIS,0.0211909787406023,0.0007909851418249,-0.0074389479100287,0.0211909787406023,consumer_defensive,ticker_fe,False,3,ticker__ticker_GIS
ticker__ticker_CLX,0.0081653129847035,-0.0207620812951174,0.0,0.0207620812951174,consumer_defensive,ticker_fe,False,2,ticker__ticker_CLX
num__Return_Lag10,-0.0119064643812371,0.0172376006841647,0.0,0.0172376006841647,consumer_defensive,numeric,False,2,Return_Lag10
num__revenue_growth,0.0031476103171518,-0.0138266250535193,0.0,0.0138266250535193,consumer_defensive,numeric,False,2,revenue_growth
num__IPI_IPI_YOY,0.0,-0.0024288697243619,0.0,0.0024288697243619,consumer_defensive,numeric,False,1,IPI_IPI_YOY
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,UNEMP_UNRATENSA_PC1
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,UNEMP_UNRATENSA
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,UNEMP_UNRATENSA_PCH
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,UNEMP_UNRATE_PCH
num__GDP_GDP_SA_PC_YOY,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,GDP_GDP_SA_PC_YOY
num__GDP_GDP_NSA_PC_QOQ,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,GDP_GDP_NSA_PC_QOQ
num__GDP_GDP_NSA_PC_YOY,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,GDP_GDP_NSA_PC_YOY
num__GDP_GDP_SA_PC_QOQ,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,GDP_GDP_SA_PC_QOQ
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,IPI_IPI_SA_YOY
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,UNEMP_UNRATE
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,UNEMP_UNRATE_PC1
num__IPI_IPI,0.0,0.0,0.0,0.0,consumer_defensive,numeric,True,0,IPI_IPI
ticker__ticker_TRGP,1.0885561285271226,-1.744359263913935,0.4457660730041902,1.744359263913935,energy,ticker_fe,False,3,ticker__ticker_TRGP
ticker__ticker_TPL,-1.2199770714188616,0.699082113110136,0.310487542301255,1.2199770714188616,energy,ticker_fe,False,3,ticker__ticker_TPL
ticker__ticker_XOM,-0.240657289029703,0.6580935127071661,-0.2069840175572846,0.6580935127071661,energy,ticker_fe,False,3,ticker__ticker_XOM
ticker__ticker_CVX,-0.2408454345685568,0.5047090022912604,-0.0534149662508993,0.5047090022912604,energy,ticker_fe,False,3,ticker__ticker_CVX
ticker__ticker_APA,0.1444353017189213,-0.4827339911293381,0.1292186705705248,0.4827339911293381,energy,ticker_fe,False,3,ticker__ticker_APA
num__VIX_Lag3,-0.2076726557680163,-0.0413431156129223,0.4597626294412036,0.4597626294412036,energy,numeric,False,3,VIX_Lag3
ticker__ticker_DVN,0.1401451574392315,-0.4573331464045339,0.106764846753383,0.4573331464045339,energy,ticker_fe,False,3,ticker__ticker_DVN
ticker__ticker_EOG,-0.4525205480931576,0.1927204955686206,0.049831617527388,0.4525205480931576,energy,ticker_fe,False,3,ticker__ticker_EOG
num__VIX_Lag1,-0.0180255876760216,-0.2042644936810532,0.4329184298572501,0.4329184298572501,energy,numeric,False,3,VIX_Lag1
num__debt_to_equity,-0.137660065442471,0.4203315113034691,-0.072648532514474,0.4203315113034691,energy,numeric,False,3,debt_to_equity
ticker__ticker_FANG,0.2409951799519772,-0.412676877815785,0.0,0.412676877815785,energy,ticker_fe,False,2,ticker__ticker_FANG
ticker__ticker_WMB,0.2484828375308819,-0.4077244105632984,0.000686005604084,0.4077244105632984,energy,ticker_fe,False,3,ticker__ticker_WMB
num__VIX_Lag2,0.364317840664578,0.0,-0.3470086329503226,0.364317840664578,energy,numeric,False,2,VIX_Lag2
ticker__ticker_BKR,-0.1112406355500739,0.350664430622534,-0.0287190236772043,0.350664430622534,energy,ticker_fe,False,3,ticker__ticker_BKR
ticker__ticker_OKE,0.3305397269444774,-0.283962515184233,0.0,0.3305397269444774,energy,ticker_fe,False,2,ticker__ticker_OKE
ticker__ticker_EXE,-0.0150987504378864,0.3023497369418739,-0.078218326427345,0.3023497369418739,energy,ticker_fe,False,3,ticker__ticker_EXE
num__VIX_Lag5,-0.0359158705496219,0.2995203975777739,-0.0529424731484519,0.2995203975777739,energy,numeric,False,3,VIX_Lag5
ticker__ticker_MPC,0.0861671030056279,-0.2630872224568546,0.0,0.2630872224568546,energy,ticker_fe,False,2,ticker__ticker_MPC
ticker__ticker_CTRA,-0.1288588031541282,0.2439177942930367,0.0,0.2439177942930367,energy,ticker_fe,False,2,ticker__ticker_CTRA
num__liquidity_ratio,0.2416080355667594,-0.0144822130711893,-0.0172689666751482,0.2416080355667594,energy,numeric,False,3,liquidity_ratio
num__VIX_Lag20,0.23578615404058,0.0,-0.0959267976439208,0.23578615404058,energy,numeric,False,2,VIX_Lag20
ticker__ticker_OXY,0.2082109965295908,-0.1982370852266128,0.0,0.2082109965295908,energy,ticker_fe,False,2,ticker__ticker_OXY
num__current_ratio,0.0,-0.2048937135104841,0.0778865554553028,0.2048937135104841,energy,numeric,False,2,current_ratio
ticker__ticker_EQT,0.0,-0.0049088757544465,0.1954265794799234,0.1954265794799234,energy,ticker_fe,False,2,ticker__ticker_EQT
ticker__ticker_SLB,0.0,0.1207141625297285,-0.1909270850953545,0.1909270850953545,energy,ticker_fe,False,2,ticker__ticker_SLB
ticker__ticker_PSX,0.0,0.1563406273349229,-0.1612057940570056,0.1612057940570056,energy,ticker_fe,False,2,ticker__ticker_PSX
ticker__ticker_KMI,0.0,0.1534441007606242,-0.1186200189423262,0.1534441007606242,energy,ticker_fe,False,2,ticker__ticker_KMI
num__IPI_IPI_QOQ,0.143547859383882,0.0,-0.1062320383539253,0.143547859383882,energy,numeric,False,2,IPI_IPI_QOQ
ticker__ticker_COP,-0.0343290554135464,0.1309682449164481,0.0,0.1309682449164481,energy,ticker_fe,False,2,ticker__ticker_COP
num__roe,0.0,-0.0079532624097386,0.1304981863582882,0.1304981863582882,energy,numeric,False,2,roe
ticker__ticker_VLO,-0.0837436013423999,0.1284945528035846,0.0,0.1284945528035846,energy,ticker_fe,False,2,ticker__ticker_VLO
num__VIX_Lag10,-0.1240824470887595,0.0080496833007258,0.0,0.1240824470887595,energy,numeric,False,2,VIX_Lag10
num__Sentiment_Lag1_squared,-0.0082354546073882,0.1222666351291545,0.0,0.1222666351291545,energy,numeric,False,2,Sentiment_Lag1_squared
num__ocf_to_assets,0.065814063105321,0.0,-0.1148331023229183,0.1148331023229183,energy,numeric,False,2,ocf_to_assets
num__Sentiment_Lag2,0.1067274618380886,-0.0202113328625938,0.0,0.1067274618380886,energy,numeric,False,2,Sentiment_Lag2
num__IPI_IPI_SA,-0.0680452500947332,0.0,0.1054829859937974,0.1054829859937974,energy,numeric,False,2,IPI_IPI_SA
ticker__ticker_HAL,0.0922372632686862,0.0,-0.0754283743104461,0.0922372632686862,energy,ticker_fe,False,2,ticker__ticker_HAL
num__Return_Lag2,0.0,-0.0859859464140956,0.0476830688114075,0.0859859464140956,energy,numeric,False,2,Return_Lag2
num__Return_Lag20,0.0017906529451892,-0.084891909871831,0.0,0.084891909871831,energy,numeric,False,2,Return_Lag20
num__Return_Lag1,0.0,-0.0791580228725963,0.0495168150948712,0.0791580228725963,energy,numeric,False,2,Return_Lag1
num__Sentiment_Lag1_cubic,-0.0296831751426432,0.0,0.078263803668021,0.078263803668021,energy,numeric,False,2,Sentiment_Lag1_cubic
num__Sentiment_Lag1,0.0188711504289977,0.0,-0.0732012311330984,0.0732012311330984,energy,numeric,False,2,Sentiment_Lag1
num__revenue_growth,0.064433069273237,-0.0221824389668762,0.0,0.064433069273237,energy,numeric,False,2,revenue_growth
num__roa,0.0444998802812972,0.0,-0.0583443801381762,0.0583443801381762,energy,numeric,False,2,roa
num__op_margin,0.0,0.0576432534811477,-0.0107173776732148,0.0576432534811477,energy,numeric,False,2,op_margin
num__Return_Lag10,-0.0561697226978697,0.0291454211159965,0.0,0.0561697226978697,energy,numeric,False,2,Return_Lag10
num__Return_Lag3,-0.0490207151480324,0.0,0.0435207718308619,0.0490207151480324,energy,numeric,False,2,Return_Lag3
num__Sentiment_Lag5,0.0439243842624729,-0.0439959835171645,0.0,0.0439959835171645,energy,numeric,False,2,Sentiment_Lag5
num__Sentiment_Lag3,-0.0436071019205161,0.0331002591279116,0.0,0.0436071019205161,energy,numeric,False,2,Sentiment_Lag3
num__IPI_IPI_SA_QOQ,0.0407965585446183,0.0,-0.0004622709741662,0.0407965585446183,energy,numeric,False,2,IPI_IPI_SA_QOQ
num__Sentiment_Lag20,0.01292935068496,0.0,-0.0401108734077145,0.0401108734077145,energy,numeric,False,2,Sentiment_Lag20
num__Return_Lag5,0.0308523588687395,0.0,-0.0290633335914263,0.0308523588687395,energy,numeric,False,2,Return_Lag5
num__free_cf_margin,-0.0291158970295577,0.0,0.0029705513268687,0.0291158970295577,energy,numeric,False,2,free_cf_margin
num__Sentiment_Lag10,0.0,-0.0130088896776587,0.0101803302280556,0.0130088896776587,energy,numeric,False,2,Sentiment_Lag10
num__IPI_IPI,0.0,0.0,0.0,0.0,energy,numeric,True,0,IPI_IPI
num__GDP_GDP_SA_PC_YOY,0.0,0.0,0.0,0.0,energy,numeric,True,0,GDP_GDP_SA_PC_YOY
num__GDP_GDP_SA_PC_QOQ,0.0,0.0,0.0,0.0,energy,numeric,True,0,GDP_GDP_SA_PC_QOQ
num__GDP_GDP_NSA_PC_YOY,0.0,0.0,0.0,0.0,energy,numeric,True,0,GDP_GDP_NSA_PC_YOY
num__GDP_GDP_NSA_PC_QOQ,0.0,0.0,0.0,0.0,energy,numeric,True,0,GDP_GDP_NSA_PC_QOQ
num__IPI_IPI_YOY,0.0,0.0,0.0,0.0,energy,numeric,True,0,IPI_IPI_YOY
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0,energy,numeric,True,0,UNEMP_UNRATENSA_PCH
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0,energy,numeric,True,0,UNEMP_UNRATE_PCH
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0,energy,numeric,True,0,UNEMP_UNRATENSA_PC1
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0,energy,numeric,True,0,UNEMP_UNRATE
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0,energy,numeric,True,0,UNEMP_UNRATE_PC1
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0,energy,numeric,True,0,UNEMP_UNRATENSA
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0,energy,numeric,True,0,IPI_IPI_SA_YOY
ticker__ticker_COIN,0.637914956016655,-1.0640985926423088,0.3266677726390868,1.0640985926423088,financial_services,ticker_fe,False,3,ticker__ticker_COIN
ticker__ticker_HOOD,0.277681054886594,-1.0583615872495915,0.6809952165865871,1.0583615872495915,financial_services,ticker_fe,False,3,ticker__ticker_HOOD
ticker__ticker_ERIE,0.2855333493760944,-0.6631802463084895,0.2780653362291774,0.6631802463084895,financial_services,ticker_fe,False,3,ticker__ticker_ERIE
ticker__ticker_V,-0.6268309506304547,0.2224993101978618,0.3052274670456342,0.6268309506304547,financial_services,ticker_fe,False,3,ticker__ticker_V
ticker__ticker_CME,-0.6032296965622203,0.3440281380439015,0.1596765995946246,0.6032296965622203,financial_services,ticker_fe,False,3,ticker__ticker_CME
ticker__ticker_MA,-0.5806784647937501,0.2015114848940632,0.279757082577578,0.5806784647937501,financial_services,ticker_fe,False,3,ticker__ticker_MA
ticker__ticker_IBKR,-0.5321439842750475,0.0527420799931358,0.4052619431375185,0.5321439842750475,financial_services,ticker_fe,False,3,ticker__ticker_IBKR
