feature,coef_down,coef_same,coef_up,max_abs_coef,sector_slug,feature_type,all_zero,n_nonzero_classes,var
ticker__ticker_KKR,0.4836341028050829,-0.4898350183179417,0.0,0.4898350183179417,financial_services,ticker_fe,False,2,ticker__ticker_KKR
ticker__ticker_BX,0.2085425950977284,-0.4780250406743546,0.170109003373078,0.4780250406743546,financial_services,ticker_fe,False,3,ticker__ticker_BX
ticker__ticker_ICE,-0.1425933367296254,0.4095809341993209,-0.1674663916442139,0.4095809341993209,financial_services,ticker_fe,False,3,ticker__ticker_ICE
ticker__ticker_AMP,-0.1533503473811552,0.3876614433970528,-0.1348611243003414,0.3876614433970528,financial_services,ticker_fe,False,3,ticker__ticker_AMP
ticker__ticker_IVZ,0.3808908266362318,-0.2778842754453903,-0.0134334824642379,0.3808908266362318,financial_services,ticker_fe,False,3,ticker__ticker_IVZ
num__VIX_Lag2,0.3409434199046473,-0.1501737485080173,-0.0911468145311133,0.3409434199046473,financial_services,numeric,False,3,VIX_Lag2
ticker__ticker_BRK-B,-0.1476117766185817,0.3356521142453655,-0.0886111179359336,0.3356521142453655,financial_services,ticker_fe,False,3,ticker__ticker_BRK-B
ticker__ticker_CB,0.0,0.3305914500086868,-0.285944681627242,0.3305914500086868,financial_services,ticker_fe,False,2,ticker__ticker_CB
ticker__ticker_TROW,0.1165677673153031,-0.320665011769109,0.1067518518069005,0.320665011769109,financial_services,ticker_fe,False,3,ticker__ticker_TROW
ticker__ticker_PYPL,0.3177859999623466,-0.2779000408738002,0.0,0.3177859999623466,financial_services,ticker_fe,False,2,ticker__ticker_PYPL
ticker__ticker_CBOE,0.1229144940021147,-0.3046409338486961,0.0822341902456481,0.3046409338486961,financial_services,ticker_fe,False,3,ticker__ticker_CBOE
ticker__ticker_BEN,0.2999701928920948,-0.1047300782658569,-0.1028666746762412,0.2999701928920948,financial_services,ticker_fe,False,3,ticker__ticker_BEN
num__VIX_Lag3,-0.2949309141643484,0.0,0.2940787245391026,0.2949309141643484,financial_services,numeric,False,2,VIX_Lag3
ticker__ticker_BLK,-0.2654851796681889,0.0,0.2864996773166191,0.2864996773166191,financial_services,ticker_fe,False,2,ticker__ticker_BLK
ticker__ticker_C,-0.0066593761327695,-0.1790878899256912,0.2853029462535855,0.2853029462535855,financial_services,ticker_fe,False,3,ticker__ticker_C
ticker__ticker_L,-0.1221245504851605,0.2850542290763898,-0.0632509364380058,0.2850542290763898,financial_services,ticker_fe,False,3,ticker__ticker_L
ticker__ticker_MS,-0.1408848355938403,-0.0548392685627023,0.2812817760156911,0.2812817760156911,financial_services,ticker_fe,False,3,ticker__ticker_MS
ticker__ticker_SYF,0.112721911118543,-0.2761114702525987,0.0638526768806221,0.2761114702525987,financial_services,ticker_fe,False,3,ticker__ticker_SYF
ticker__ticker_HIG,-0.0916665814704552,0.2657218249532459,-0.0744649190937844,0.2657218249532459,financial_services,ticker_fe,False,3,ticker__ticker_HIG
ticker__ticker_WTW,0.0,0.1966416266640121,-0.2584280289508942,0.2584280289508942,financial_services,ticker_fe,False,2,ticker__ticker_WTW
ticker__ticker_SPGI,-0.0561693075455756,0.2545202588547926,-0.0986642709409497,0.2545202588547926,financial_services,ticker_fe,False,3,ticker__ticker_SPGI
ticker__ticker_MSCI,0.2510098540317295,-0.0198216128283138,-0.1501742375807094,0.2510098540317295,financial_services,ticker_fe,False,3,ticker__ticker_MSCI
ticker__ticker_AFL,-0.0200374210561674,0.247724354123958,-0.128047482921937,0.247724354123958,financial_services,ticker_fe,False,3,ticker__ticker_AFL
ticker__ticker_MCO,-0.022296300420667,-0.1315394153276997,0.2473384305928551,0.2473384305928551,financial_services,ticker_fe,False,3,ticker__ticker_MCO
ticker__ticker_AIG,0.0,0.2332217380128604,-0.171019359638996,0.2332217380128604,financial_services,ticker_fe,False,2,ticker__ticker_AIG
ticker__ticker_GS,0.0,-0.2180088509830849,0.2323194198018291,0.2323194198018291,financial_services,ticker_fe,False,2,ticker__ticker_GS
ticker__ticker_EG,0.1223911836372603,0.0124898245631339,-0.2261129256636624,0.2261129256636624,financial_services,ticker_fe,False,3,ticker__ticker_EG
ticker__ticker_STT,-0.2223739704167221,0.0228309998174249,0.1002171133761689,0.2223739704167221,financial_services,ticker_fe,False,3,ticker__ticker_STT
ticker__ticker_BK,-0.2222788861982068,0.1305678531218936,0.0,0.2222788861982068,financial_services,ticker_fe,False,2,ticker__ticker_BK
ticker__ticker_SCHW,-0.2154991404224589,0.2090119021134364,0.0,0.2154991404224589,financial_services,ticker_fe,False,2,ticker__ticker_SCHW
ticker__ticker_FDS,0.2135929705566979,0.0,-0.1809183216209887,0.2135929705566979,financial_services,ticker_fe,False,2,ticker__ticker_FDS
ticker__ticker_BRO,-0.0025387260264445,0.2062276245924747,-0.1040573868842254,0.2062276245924747,financial_services,ticker_fe,False,3,ticker__ticker_BRO
ticker__ticker_AJG,0.2059588266159254,-0.0859968198289593,-0.0215673174859039,0.2059588266159254,financial_services,ticker_fe,False,3,ticker__ticker_AJG
ticker__ticker_TRV,0.0,0.2025578618064407,-0.1603251687085313,0.2025578618064407,financial_services,ticker_fe,False,2,ticker__ticker_TRV
num__VIX_Lag1,-0.0142372202536337,-0.0884869155846758,0.2022903593182609,0.2022903593182609,financial_services,numeric,False,3,VIX_Lag1
ticker__ticker_JPM,-0.1960198111607849,0.0660262298140453,0.0305630441598377,0.1960198111607849,financial_services,ticker_fe,False,3,ticker__ticker_JPM
ticker__ticker_APO,0.1826235481106886,-0.188136966614963,0.0,0.188136966614963,financial_services,ticker_fe,False,2,ticker__ticker_APO
num__IPI_IPI_QOQ,0.1738254862306096,-0.0036034418973403,-0.0705536842547779,0.1738254862306096,financial_services,numeric,False,3,IPI_IPI_QOQ
ticker__ticker_USB,-0.1735662565914222,0.0731143043984694,0.0043384692314852,0.1735662565914222,financial_services,ticker_fe,False,3,ticker__ticker_USB
ticker__ticker_MMC,-0.0088072002967165,0.1729389700625334,-0.0644998573070802,0.1729389700625334,financial_services,ticker_fe,False,3,ticker__ticker_MMC
ticker__ticker_GL,-0.1704650222789048,0.1173687054839139,0.0,0.1704650222789048,financial_services,ticker_fe,False,2,ticker__ticker_GL
num__VIX_Lag5,0.0,0.1677685103632875,-0.0985075932740985,0.1677685103632875,financial_services,numeric,False,2,VIX_Lag5
ticker__ticker_BAC,-0.0328553625793315,0.1637282398981092,-0.0314235036484673,0.1637282398981092,financial_services,ticker_fe,False,3,ticker__ticker_BAC
num__roa,-0.0202178102955751,0.1619782584632132,-0.0460026279594378,0.1619782584632132,financial_services,numeric,False,3,roa
ticker__ticker_COF,0.0014445318706852,-0.1606322600286013,0.0601249351209935,0.1606322600286013,financial_services,ticker_fe,False,3,ticker__ticker_COF
ticker__ticker_PGR,0.0,0.0654567474508996,-0.1535899813685076,0.1535899813685076,financial_services,ticker_fe,False,2,ticker__ticker_PGR
num__op_margin,0.1473167201472529,-0.0093765275825967,-0.0464684869033644,0.1473167201472529,financial_services,numeric,False,3,op_margin
ticker__ticker_PRU,0.1472028184687862,-0.0416474559734814,-0.0058802201001468,0.1472028184687862,financial_services,ticker_fe,False,3,ticker__ticker_PRU
ticker__ticker_ALL,0.1466847750593733,0.0,-0.0636973820255146,0.1466847750593733,financial_services,ticker_fe,False,2,ticker__ticker_ALL
ticker__ticker_KEY,0.1433220078986922,-0.0033026690038851,-0.0403280343498077,0.1433220078986922,financial_services,ticker_fe,False,3,ticker__ticker_KEY
ticker__ticker_CINF,0.0164386484031339,0.0240417030798861,-0.1399903581301069,0.1399903581301069,financial_services,ticker_fe,False,3,ticker__ticker_CINF
num__roe,0.0289953025310095,-0.1389455781558886,0.0115574207264509,0.1389455781558886,financial_services,numeric,False,3,roe
ticker__ticker_WFC,-0.0017035460755356,-0.0351856521621026,0.1365279623559543,0.1365279623559543,financial_services,ticker_fe,False,3,ticker__ticker_WFC
ticker__ticker_RF,0.0,0.0784939070572913,-0.1362053240470513,0.1362053240470513,financial_services,ticker_fe,False,2,ticker__ticker_RF
ticker__ticker_AIZ,0.1347731866062111,-0.003696323087623,-0.0314019446433191,0.1347731866062111,financial_services,ticker_fe,False,3,ticker__ticker_AIZ
ticker__ticker_ACGL,0.1273979741412468,0.0,-0.1343587334148455,0.1343587334148455,financial_services,ticker_fe,False,2,ticker__ticker_ACGL
ticker__ticker_FITB,0.0,0.1316029167069352,-0.0900215860927989,0.1316029167069352,financial_services,ticker_fe,False,2,ticker__ticker_FITB
ticker__ticker_PNC,0.0,0.1308473945708848,-0.0911812363270869,0.1308473945708848,financial_services,ticker_fe,False,2,ticker__ticker_PNC
num__IPI_IPI_SA,-0.1255047721647972,0.0,0.0512110216378171,0.1255047721647972,financial_services,numeric,False,2,IPI_IPI_SA
ticker__ticker_NDAQ,-0.1242181773971205,0.0894586725648774,0.0,0.1242181773971205,financial_services,ticker_fe,False,2,ticker__ticker_NDAQ
ticker__ticker_PFG,-0.0010668350664129,0.1155609018601438,-0.0168235670187909,0.1155609018601438,financial_services,ticker_fe,False,3,ticker__ticker_PFG
num__debt_to_equity,0.0,0.099159786498646,-0.1142074843513568,0.1142074843513568,financial_services,numeric,False,2,debt_to_equity
num__VIX_Lag20,0.0,0.0240458923475685,-0.1100366327876258,0.1100366327876258,financial_services,numeric,False,2,VIX_Lag20
ticker__ticker_AXP,0.0,-0.017064932864209,0.1009851886964536,0.1009851886964536,financial_services,ticker_fe,False,2,ticker__ticker_AXP
num__Return_Lag5,0.0,0.0213691107014566,-0.0998548298811115,0.0998548298811115,financial_services,numeric,False,2,Return_Lag5
ticker__ticker_MTB,0.0466865860222463,0.0,-0.0946015872546297,0.0946015872546297,financial_services,ticker_fe,False,2,ticker__ticker_MTB
num__IPI_IPI_SA_QOQ,0.0924316132091739,0.0,-0.0176691011694633,0.0924316132091739,financial_services,numeric,False,2,IPI_IPI_SA_QOQ
ticker__ticker_TFC,0.0897587944692853,0.0,-0.0747793184202462,0.0897587944692853,financial_services,ticker_fe,False,2,ticker__ticker_TFC
num__Return_Lag2,0.0803639597176778,0.0,-0.0129448787934978,0.0803639597176778,financial_services,numeric,False,2,Return_Lag2
ticker__ticker_MET,0.0,0.0791024212982655,-0.0312585920123443,0.0791024212982655,financial_services,ticker_fe,False,2,ticker__ticker_MET
num__current_ratio,0.0,0.0006003269391596,-0.0770824160077469,0.0770824160077469,financial_services,numeric,False,2,current_ratio
num__Return_Lag10,-0.0189839861069805,0.0,0.0761278851705087,0.0761278851705087,financial_services,numeric,False,2,Return_Lag10
num__VIX_Lag10,-0.0747702430810916,0.0,0.0756409705547354,0.0756409705547354,financial_services,numeric,False,2,VIX_Lag10
num__Return_Lag1,0.0303673844873567,0.0,-0.0732959801076059,0.0732959801076059,financial_services,numeric,False,2,Return_Lag1
ticker__ticker_RJF,0.0,0.0567223687951937,-0.0727282577562579,0.0727282577562579,financial_services,ticker_fe,False,2,ticker__ticker_RJF
ticker__ticker_CFG,0.0695179531183386,-0.0258664057269505,0.0,0.0695179531183386,financial_services,ticker_fe,False,2,ticker__ticker_CFG
ticker__ticker_HBAN,0.0426143157645307,-0.0632530499719428,0.0,0.0632530499719428,financial_services,ticker_fe,False,2,ticker__ticker_HBAN
ticker__ticker_NTRS,-0.0632477857571338,0.0,0.0088709133562868,0.0632477857571338,financial_services,ticker_fe,False,2,ticker__ticker_NTRS
ticker__ticker_AON,-0.0042732273473472,0.0,0.0480817030717481,0.0480817030717481,financial_services,ticker_fe,False,2,ticker__ticker_AON
ticker__ticker_WRB,0.0,-0.046834530622561,0.0057076127689133,0.046834530622561,financial_services,ticker_fe,False,2,ticker__ticker_WRB
num__Return_Lag20,0.0,-0.0234460812137167,0.0449406711285987,0.0449406711285987,financial_services,numeric,False,2,Return_Lag20
num__Return_Lag3,0.0,-0.0444748139259433,0.0351018437851184,0.0444748139259433,financial_services,numeric,False,2,Return_Lag3
num__Sentiment_Lag2,0.0035290086102632,-0.0412762119089406,0.0,0.0412762119089406,financial_services,numeric,False,2,Sentiment_Lag2
num__Sentiment_Lag1,-0.0350851487282199,0.0063442809307087,0.0,0.0350851487282199,financial_services,numeric,False,2,Sentiment_Lag1
num__Sentiment_Lag10,0.0,0.0278312327010308,-0.0039015656649104,0.0278312327010308,financial_services,numeric,False,2,Sentiment_Lag10
num__Sentiment_Lag1_squared,0.0,-0.0250430120481709,0.0067536055726049,0.0250430120481709,financial_services,numeric,False,2,Sentiment_Lag1_squared
num__Sentiment_Lag1_cubic,0.0233913780557956,-0.0035819813664956,0.0,0.0233913780557956,financial_services,numeric,False,2,Sentiment_Lag1_cubic
num__Sentiment_Lag5,0.0,0.0190996903892615,-0.0218862296515735,0.0218862296515735,financial_services,numeric,False,2,Sentiment_Lag5
num__free_cf_margin,0.0214962854023978,-0.0044896541857311,0.0,0.0214962854023978,financial_services,numeric,False,2,free_cf_margin
num__ocf_to_assets,-0.0038271337913869,0.0,0.0194297135665827,0.0194297135665827,financial_services,numeric,False,2,ocf_to_assets
num__Sentiment_Lag3,-0.0191001240543278,0.0139952149714141,0.0,0.0191001240543278,financial_services,numeric,False,2,Sentiment_Lag3
num__liquidity_ratio,-0.0163143913100682,0.0161579888885695,0.0,0.0163143913100682,financial_services,numeric,False,2,liquidity_ratio
num__Sentiment_Lag20,0.012078050266997,0.0,-0.01414862414476,0.01414862414476,financial_services,numeric,False,2,Sentiment_Lag20
num__revenue_growth,-0.0064929211078305,0.0,0.001203603062797,0.0064929211078305,financial_services,numeric,False,2,revenue_growth
num__UNEMP_UNRATENSA_PC1,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,UNEMP_UNRATENSA_PC1
num__IPI_IPI_SA_YOY,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,IPI_IPI_SA_YOY
num__UNEMP_UNRATENSA,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,UNEMP_UNRATENSA
num__UNEMP_UNRATENSA_PCH,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,UNEMP_UNRATENSA_PCH
num__IPI_IPI_YOY,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,IPI_IPI_YOY
num__GDP_GDP_SA_PC_YOY,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,GDP_GDP_SA_PC_YOY
num__GDP_GDP_NSA_PC_QOQ,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,GDP_GDP_NSA_PC_QOQ
num__GDP_GDP_NSA_PC_YOY,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,GDP_GDP_NSA_PC_YOY
num__GDP_GDP_SA_PC_QOQ,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,GDP_GDP_SA_PC_QOQ
num__IPI_IPI,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,IPI_IPI
num__UNEMP_UNRATE,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,UNEMP_UNRATE
num__UNEMP_UNRATE_PC1,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,UNEMP_UNRATE_PC1
num__UNEMP_UNRATE_PCH,0.0,0.0,0.0,0.0,financial_services,numeric,True,0,UNEMP_UNRATE_PCH
ticker__ticker_MRNA,0.6410474140440667,-0.7544481977940088,0.0860314001472313,0.7544481977940088,healthcare,ticker_fe,False,3,ticker__ticker_MRNA
ticker__ticker_JNJ,-0.2892931516305844,0.5010680251618439,-0.1661444963542768,0.5010680251618439,healthcare,ticker_fe,False,3,ticker__ticker_JNJ
ticker__ticker_RVTY,0.2618133953199275,-0.4792151244478888,0.1718269791395078,0.4792151244478888,healthcare,ticker_fe,False,3,ticker__ticker_RVTY
ticker__ticker_REGN,0.1377003081352588,-0.4753570289469758,0.2921144120366995,0.4753570289469758,healthcare,ticker_fe,False,3,ticker__ticker_REGN
ticker__ticker_TECH,0.1651009125201324,-0.4469523245315602,0.2362152443486162,0.4469523245315602,healthcare,ticker_fe,False,3,ticker__ticker_TECH
ticker__ticker_ABT,-0.3406085519110959,0.4412419422242519,-0.0549872744369449,0.4412419422242519,healthcare,ticker_fe,False,3,ticker__ticker_ABT
ticker__ticker_CAH,-0.2977714317562365,0.3848479641229379,-0.0419704077622413,0.3848479641229379,healthcare,ticker_fe,False,3,ticker__ticker_CAH
ticker__ticker_ALGN,0.1890744972239376,-0.3755385538864303,0.1409237630172911,0.3755385538864303,healthcare,ticker_fe,False,3,ticker__ticker_ALGN
ticker__ticker_MTD,-0.286797992379215,-0.0247041504546373,0.3566760254899594,0.3566760254899594,healthcare,ticker_fe,False,3,ticker__ticker_MTD
ticker__ticker_MOH,0.1898951008322667,-0.3562786200148025,0.1207758899104573,0.3562786200148025,healthcare,ticker_fe,False,3,ticker__ticker_MOH
ticker__ticker_HCA,-0.3436474003323987,0.2312081935265783,0.0667804744600933,0.3436474003323987,healthcare,ticker_fe,False,3,ticker__ticker_HCA
ticker__ticker_COR,-0.0363143272930913,0.3205118534962656,-0.238634158118779,0.3205118534962656,healthcare,ticker_fe,False,3,ticker__ticker_COR
num__VIX_Lag2,0.317292764028633,-0.1382942533618182,-0.1333415146787631,0.317292764028633,healthcare,numeric,False,3,VIX_Lag2
ticker__ticker_RMD,-0.3033770430248707,0.0104989743243695,0.2472123590743447,0.3033770430248707,healthcare,ticker_fe,False,3,ticker__ticker_RMD
ticker__ticker_MDT,-0.1648440916749947,0.3024964489551262,-0.0920367312063048,0.3024964489551262,healthcare,ticker_fe,False,3,ticker__ticker_MDT
ticker__ticker_VTRS,0.3015019376288959,-0.2259253951932829,-0.0298980490735364,0.3015019376288959,healthcare,ticker_fe,False,3,ticker__ticker_VTRS
ticker__ticker_PODD,-0.1062855034411837,-0.157699251489935,0.3014840086402792,0.3014840086402792,healthcare,ticker_fe,False,3,ticker__ticker_PODD
ticker__ticker_STE,-0.1054283103270577,0.2930440502147609,-0.1421821525829443,0.2930440502147609,healthcare,ticker_fe,False,3,ticker__ticker_STE
ticker__ticker_CRL,0.1950899544509483,-0.2903885470592101,0.0496589203710875,0.2903885470592101,healthcare,ticker_fe,False,3,ticker__ticker_CRL
ticker__ticker_VRTX,-0.0717652849191111,-0.1713656765151275,0.2886838317234845,0.2886838317234845,healthcare,ticker_fe,False,3,ticker__ticker_VRTX
ticker__ticker_BSX,-0.1684871262036646,0.286432406686827,-0.0725285071718067,0.286432406686827,healthcare,ticker_fe,False,3,ticker__ticker_BSX
ticker__ticker_SYK,-0.1428669968871286,0.2809225303424058,-0.0923975020250676,0.2809225303424058,healthcare,ticker_fe,False,3,ticker__ticker_SYK
num__VIX_Lag3,-0.2720015661068967,0.0436368443015764,0.1827282753698134,0.2720015661068967,healthcare,numeric,False,3,VIX_Lag3
ticker__ticker_DGX,-0.094111564723516,0.2697808006452211,-0.1302363097070372,0.2697808006452211,healthcare,ticker_fe,False,3,ticker__ticker_DGX
ticker__ticker_WAT,0.095644820475914,-0.2696272035457918,0.1283625515056898,0.2696272035457918,healthcare,ticker_fe,False,3,ticker__ticker_WAT
num__free_cf_margin,-0.1361714254653323,0.2623731005470264,-0.0805946352156793,0.2623731005470264,healthcare,numeric,False,3,free_cf_margin
ticker__ticker_IDXX,-0.248584478454289,0.154694030712741,0.0500185228901531,0.248584478454289,healthcare,ticker_fe,False,3,ticker__ticker_IDXX
ticker__ticker_DXCM,0.136981217897521,-0.2465119214885641,0.0639312224558874,0.2465119214885641,healthcare,ticker_fe,False,3,ticker__ticker_DXCM
ticker__ticker_GEHC,0.0388774168990573,0.1576677749596978,-0.2421898899751444,0.2421898899751444,healthcare,ticker_fe,False,3,ticker__ticker_GEHC
ticker__ticker_HOLX,0.0646354742646544,-0.2397818986725027,0.1334303301730787,0.2397818986725027,healthcare,ticker_fe,False,3,ticker__ticker_HOLX
ticker__ticker_INCY,-0.1731954337945303,-0.0349497935097672,0.2389817107184439,0.2389817107184439,healthcare,ticker_fe,False,3,ticker__ticker_INCY
ticker__ticker_MCK,-0.1131684412273415,0.2353897323590277,-0.0765941796092051,0.2353897323590277,healthcare,ticker_fe,False,3,ticker__ticker_MCK
ticker__ticker_ISRG,-0.167783364356411,-0.0441182239703491,0.2263219979210181,0.2263219979210181,healthcare,ticker_fe,False,3,ticker__ticker_ISRG
ticker__ticker_CI,-0.1359522406867935,0.2259781720859292,-0.0469243121040752,0.2259781720859292,healthcare,ticker_fe,False,3,ticker__ticker_CI
ticker__ticker_EW,-0.2237370571796554,0.1049656178636088,0.0899570955959744,0.2237370571796554,healthcare,ticker_fe,False,3,ticker__ticker_EW
ticker__ticker_IQV,0.2229850493623812,-0.0986564732848191,-0.0786910225158883,0.2229850493623812,healthcare,ticker_fe,False,3,ticker__ticker_IQV
ticker__ticker_ABBV,-0.0951819048256719,0.2114965125902366,-0.0737345886831929,0.2114965125902366,healthcare,ticker_fe,False,3,ticker__ticker_ABBV
num__op_margin,0.1074086175208233,-0.2097216651126305,0.056925457831732,0.2097216651126305,healthcare,numeric,False,3,op_margin
ticker__ticker_CNC,0.2072499288820031,-0.122667980315512,-0.0401123344023416,0.2072499288820031,healthcare,ticker_fe,False,3,ticker__ticker_CNC
ticker__ticker_COO,0.1866315005225757,-0.1087393084852753,-0.0324882980393537,0.1866315005225757,healthcare,ticker_fe,False,3,ticker__ticker_COO
ticker__ticker_BDX,-0.0144359733788331,0.1866106496599091,-0.1267193845254208,0.1866106496599091,healthcare,ticker_fe,False,3,ticker__ticker_BDX
ticker__ticker_BIIB,0.184622496932574,-0.0347039178238346,-0.1044978392562919,0.184622496932574,healthcare,ticker_fe,False,3,ticker__ticker_BIIB
ticker__ticker_SOLV,0.1803219372570872,-0.0336416289400118,-0.1011041405697056,0.1803219372570872,healthcare,ticker_fe,False,3,ticker__ticker_SOLV
num__VIX_Lag1,-0.0608469308551361,-0.0732676787839369,0.1797369262656931,0.1797369262656931,healthcare,numeric,False,3,VIX_Lag1
ticker__ticker_A,0.1487449592164352,-0.086071734397422,-0.0170002352360498,0.1487449592164352,healthcare,ticker_fe,False,3,ticker__ticker_A
ticker__ticker_HSIC,0.0897285901616304,0.013629599669687,-0.1344299656126132,0.1344299656126132,healthcare,ticker_fe,False,3,ticker__ticker_HSIC
ticker__ticker_ZTS,-0.1290183732229139,0.0270892792228131,0.0564543359110999,0.1290183732229139,healthcare,ticker_fe,False,3,ticker__ticker_ZTS
ticker__ticker_BAX,0.1280835850814972,-0.0602476563305012,-0.0231336506513826,0.1280835850814972,healthcare,ticker_fe,False,3,ticker__ticker_BAX
ticker__ticker_UHS,0.0566284189702301,0.0318615759709432,-0.1248563151725293,0.1248563151725293,healthcare,ticker_fe,False,3,ticker__ticker_UHS
ticker__ticker_ELV,0.0810962251776823,0.0063394689077163,-0.1240548862000133,0.1240548862000133,healthcare,ticker_fe,False,3,ticker__ticker_ELV
ticker__ticker_DVA,0.0,0.116331683969582,-0.0745691246014915,0.116331683969582,healthcare,ticker_fe,False,2,ticker__ticker_DVA
ticker__ticker_HUM,0.0454885022281523,-0.1119829336957808,0.020881354187181,0.1119829336957808,healthcare,ticker_fe,False,3,ticker__ticker_HUM
ticker__ticker_PFE,0.0294484235876115,0.0411396669503818,-0.1061719276014962,0.1061719276014962,healthcare,ticker_fe,False,3,ticker__ticker_PFE
num__VIX_Lag5,0.0,0.1040693902724874,-0.0920218085469042,0.1040693902724874,healthcare,numeric,False,2,VIX_Lag5
ticker__ticker_GILD,-0.0983310137940574,0.0307789847557245,0.025362889539685,0.0983310137940574,healthcare,ticker_fe,False,3,ticker__ticker_GILD
num__IPI_IPI_QOQ,0.0982860382115638,-0.0175168735359584,-0.035109572135886,0.0982860382115638,healthcare,numeric,False,3,IPI_IPI_QOQ
num__roe,-0.0660191873883409,0.0,0.0939717420443107,0.0939717420443107,healthcare,numeric,False,2,roe
ticker__ticker_LLY,-0.0931251340168549,0.0147230101513426,0.0454914657951023,0.0931251340168549,healthcare,ticker_fe,False,3,ticker__ticker_LLY
num__current_ratio,0.0,0.0847570896166722,-0.0923376051239685,0.0923376051239685,healthcare,numeric,False,2,current_ratio
ticker__ticker_BMY,0.0106215698442822,-0.0913050134984331,0.0350651652692593,0.0913050134984331,healthcare,ticker_fe,False,3,ticker__ticker_BMY
ticker__ticker_LH,-0.0887332957524046,0.030295785484516,0.0130400280682301,0.0887332957524046,healthcare,ticker_fe,False,3,ticker__ticker_LH
ticker__ticker_TMO,0.0883855901922669,0.0,-0.0833714460662409,0.0883855901922669,healthcare,ticker_fe,False,2,ticker__ticker_TMO
ticker__ticker_ZBH,0.0866280237630917,-0.0283944559381395,-0.0136730418268879,0.0866280237630917,healthcare,ticker_fe,False,3,ticker__ticker_ZBH
num__revenue_growth,0.0083619438242126,-0.0860358395358147,0.0320465771185177,0.0860358395358147,healthcare,numeric,False,3,revenue_growth
num__debt_to_equity,0.0843785330598734,0.0,-0.0647308856594679,0.0843785330598734,healthcare,numeric,False,2,debt_to_equity
ticker__ticker_DHR,0.0,0.0778263823546573,-0.0817736513766072,0.0817736513766072,healthcare,ticker_fe,False,2,ticker__ticker_DHR
ticker__ticker_UNH,0.0620539135966014,0.0014837717787544,-0.0786901744846159,0.0786901744846159,healthcare,ticker_fe,False,3,ticker__ticker_UNH
num__IPI_IPI_SA,-0.0774834810421471,0.0043914317593935,0.0274427474648569,0.0774834810421471,healthcare,numeric,False,3,IPI_IPI_SA
num__VIX_Lag10,-0.0213774796236395,-0.0096646654846276,0.076596170281869,0.076596170281869,healthcare,numeric,False,3,VIX_Lag10
ticker__ticker_CVS,0.0591374198967203,0.0027532371128248,-0.0760423062535219,0.0760423062535219,healthcare,ticker_fe,False,3,ticker__ticker_CVS
ticker__ticker_MRK,0.0,0.0729949993871703,-0.0756305636730361,0.0756305636730361,healthcare,ticker_fe,False,2,ticker__ticker_MRK
num__VIX_Lag20,0.0743984206611383,-0.0007351100716483,-0.0281217425757522,0.0743984206611383,healthcare,numeric,False,3,VIX_Lag20
num__Sentiment_Lag20,0.0295068103902444,0.0,-0.0698254371733598,0.0698254371733598,healthcare,numeric,False,2,Sentiment_Lag20
num__ocf_to_assets,0.0652769564166094,-0.0083114047767829,-0.013662514906158,0.0652769564166094,healthcare,numeric,False,3,ocf_to_assets
num__Return_Lag10,-0.0187564944142997,0.0,0.0610574034071496,0.0610574034071496,healthcare,numeric,False,2,Return_Lag10
num__Return_Lag2,0.0079463496652524,0.0028885973334283,-0.056384081691933,0.056384081691933,healthcare,numeric,False,3,Return_Lag2
num__IPI_IPI_SA_QOQ,0.0544875825723065,0.0,-0.009705736480808,0.0544875825723065,healthcare,numeric,False,2,IPI_IPI_SA_QOQ
num__roa,0.051407795929547,0.0,-0.0072989201610671,0.051407795929547,healthcare,numeric,False,2,roa
num__Sentiment_Lag2,-0.0503671886865963,0.0,0.0226820674586848,0.0503671886865963,healthcare,numeric,False,2,Sentiment_Lag2
num__Sentiment_Lag5,0.0,0.0500979640458987,-0.0179288630744801,0.0500979640458987,healthcare,numeric,False,2,Sentiment_Lag5
ticker__ticker_AMGN,-0.0130004454563325,0.0483338951195164,0.0,0.0483338951195164,healthcare,ticker_fe,False,2,ticker__ticker_AMGN
num__Return_Lag5,0.0,0.0155911177033754,-0.0474551964387256,0.0474551964387256,healthcare,numeric,False,2,Return_Lag5
num__Sentiment_Lag10,0.0293077549434165,0.0,-0.0441670997126204,0.0441670997126204,healthcare,numeric,False,2,Sentiment_Lag10
num__Sentiment_Lag1_squared,0.0427674139144634,0.0,-0.0292141860653446,0.0427674139144634,healthcare,numeric,False,2,Sentiment_Lag1_squared
num__Return_Lag20,-0.0095974945004899,0.0,0.0414345086119785,0.0414345086119785,healthcare,numeric,False,2,Return_Lag20
num__Sentiment_Lag3,0.0269303455205294,0.0,-0.0407387084756727,0.0407387084756727,healthcare,numeric,False,2,Sentiment_Lag3
