percentile,threshold,share_down,share_same,share_up,imbalance_score
34.0,0.006904825687302541,0.3082823924247872,0.33998561668464583,0.35173199089056695,0.0010103131140979681
33.0,0.006692924716935841,0.3123576651084742,0.33003715689799834,0.35760517799352753,0.0010399658797808214
32.0,0.00644638647865464,0.31787126932758003,0.3200287666307084,0.36209996404171163,0.0012436059607748213
35.0,0.007141636937954975,0.3036677454153182,0.3499940069519358,0.346338247632746,0.0013267529478821485
31.0,0.006202751547655981,0.3223660553757641,0.31002037636341845,0.3676135682608174,0.0018389096551631868
36.0,0.00739294361849894,0.2992328898477766,0.3600023972192257,0.3407647129329977,0.0019293046172157678
30.0,0.0059941562245702,0.3268608414239482,0.3000119860961285,0.3731271724799233,0.0027357549672441077
37.0,0.0076360228874128,0.2945583123576651,0.37001078748651567,0.3354309001558192,0.0028531376813970962
29.0,0.00580305838608337,0.3319549322785569,0.29000359582883856,0.37804147189260456,0.003878183795111225
38.0,0.00785269614600388,0.2892844300611291,0.38001917775380556,0.3306963921850653,0.004126827407355973
28.0,0.0055766896994425,0.3373486755363778,0.2799952055615486,0.38265611890207357,0.005293816023466714
39.0,0.00808688635012704,0.2840704782452355,0.3900275680210955,0.3259019537336689,0.005696290541016289
27.0,0.005335658907563925,0.34208318350713174,0.26998681529425866,0.3879300011986096,0.007070137367730022
40.0,0.008347772308856,0.27951576171640896,0.40003595828838545,0.3204482799952056,0.0075115957901635225
26.0,0.00511151038004387,0.3466379000359583,0.2600383555076112,0.39332374445643054,0.009148014696335924
41.0,0.008604675051355233,0.2747213232650126,0.40998441807503294,0.3152942586599545,0.009636164731399884
25.0,0.00491492388062535,0.3512525470454273,0.25002996524032123,0.3987174877142515,0.0115356369998073
42.0,0.00887663935645941,0.2707659115426106,0.4199928083423229,0.3092412801150665,0.012004973906643693
24.0,0.0046828794448261395,0.35634663790003596,0.24002157497303128,0.40363178712693276,0.01417856904114205
43.0,0.009130624594407095,0.26615126453314153,0.43000119860961283,0.3038475368572456,0.0147275187391759
23.0,0.004460905031631725,0.3614407287546446,0.23001318470574134,0.40854608653961405,0.01712203703466654
44.0,0.009392295476775638,0.2614167565623876,0.4400095888769028,0.29857365456070956,0.017760052779624252
22.0,0.00425248617206081,0.3658156538415438,0.2200047944384514,0.4141795517200048,0.020434569901072258
45.0,0.00966910500829885,0.2565024571497063,0.4500179791441927,0.2934795637061009,0.021106613056650046
21.0,0.0040608963727901395,0.37132925806064965,0.20999640417116144,0.4186743377681889,0.023938775428988535
20.0,0.0038573846254174,0.37624355747333094,0.20004794438451395,0.4237084981421551,0.027773952657204594
19.0,0.0036753678595556,0.3801989691957329,0.190039554117224,0.429761476687043,0.0320278818174657
18.0,0.0034720985832506998,0.38487354668584445,0.1800311638499341,0.4350952894642215,0.03651344447632404
17.0,0.0032775753726287204,0.38996763754045305,0.17002277358264414,0.4400095888769028,0.04125760683590493
16.0,0.00307299467143362,0.39488193695313434,0.1600143833153542,0.44510367973151144,0.04632029937685085
15.0,0.002882471757220775,0.40045547165288264,0.15000599304806425,0.4495385352990531,0.05161794411255327
14.0,0.0026972634770695203,0.4054297015462064,0.1399976027807743,0.4545726956730193,0.057275573998311534
13.0,0.002512343062058665,0.4107035838427424,0.13004914299412682,0.45924727316313074,0.0631649379492173
12.0,0.00233736855747908,0.4154980222941388,0.12004075272683687,0.4644612249790243,0.06943928502124877
11.0,0.002141452774665805,0.4199928083423229,0.11003236245954692,0.46997482919813016,0.07604408659417858
10.0,0.001966776583778,0.42496703823564663,0.10002397219225698,0.47500898957209636,0.08290198544086558
