percentile,threshold,share_down,share_same,share_up,imbalance_score
33.0,0.005815907740009896,0.3200512405609493,0.330029665587918,0.3499190938511327,0.00046241566094010525
34.0,0.006008821734191312,0.3150620280474649,0.34000809061488674,0.34492988133764835,0.000512872907233436
32.0,0.005616684287400548,0.32537756202804746,0.3199838187702265,0.354638619201726,0.0006954190420665437
35.0,0.006216014949208409,0.3106121898597627,0.34998651564185546,0.33940129449838186,0.0008303989944479931
31.0,0.005419362718050155,0.32989482200647247,0.3100053937432578,0.36009978425026967,0.0012724590203519257
36.0,0.006393562371937231,0.30542071197411,0.36003236245954695,0.334546925566343,0.0014934253935337935
30.0,0.0052202476257583305,0.3346143473570658,0.3000269687162891,0.3653586839266451,0.002136578001557031
37.0,0.006608821081903429,0.30063376483279397,0.37001078748651567,0.3293554476806904,0.002430320997545761
29.0,0.005033486088005957,0.3397384034519957,0.28998112189859765,0.37028047464940667,0.0032855304109369017
38.0,0.00679376834474209,0.29557713052858686,0.37998921251348433,0.3244336569579288,0.003681506151892926
28.0,0.00482688699115208,0.3451321467098166,0.28000269687162893,0.3748651564185545,0.0047082611112856665
39.0,0.007016694761144936,0.2903856526429342,0.3900350593311758,0.31957928802589,0.0052487627701380945
27.0,0.004647939344200636,0.3502562028047465,0.2700242718446602,0.37971952535059333,0.006446099587585197
40.0,0.00721977495451258,0.28559870550161814,0.40001348435814454,0.3143878101402373,0.007083770083984129
26.0,0.004441135543799166,0.35511057173678534,0.2600458468176915,0.3848435814455232,0.008498609452840531
41.0,0.007419732383334667,0.280542071197411,0.40999190938511326,0.3094660194174757,0.009233103313748287
25.0,0.004231610782756625,0.3597626752966559,0.25,0.3902373247033441,0.010881018794896948
42.0,0.007627907858470801,0.276024811218986,0.42003775620280476,0.30393743257820927,0.011666042633263863
24.0,0.0040521700515124765,0.3660329018338727,0.24002157497303128,0.393945523193096,0.013450183588008783
43.0,0.007829829912937824,0.27103559870550165,0.4300161812297735,0.29894822006472493,0.014410916831620948
23.0,0.003882113270936075,0.3711569579288026,0.23004314994606256,0.39879989212513484,0.016385358881755418
44.0,0.008055566687947562,0.2656418554476807,0.4399946062567422,0.29436353829557715,0.017477408245270436
22.0,0.003694849714926492,0.37594390507011866,0.2199973031283711,0.4040587918015103,0.019662807041889663
45.0,0.008244801441456135,0.2601132686084142,0.4499730312837109,0.28991370010787487,0.020851261565709996
21.0,0.003510260084729354,0.38100053937432576,0.21001887810140238,0.40898058252427183,0.023201123711058275
20.0,0.00332533218470228,0.3857200647249191,0.20004045307443366,0.41423948220064727,0.027057166478147487
19.0,0.003158267366963872,0.39091154261057176,0.18999460625674217,0.4190938511326861,0.03121610727672406
18.0,0.0029573471169721394,0.39610302049622437,0.18001618122977348,0.42388079827400216,0.03564502616285497
17.0,0.0027826135005149574,0.40142934196332253,0.17003775620280476,0.4285329018338727,0.04036546974441686
16.0,0.002609910396850804,0.4060814455231931,0.15999190938511326,0.43392664509169365,0.045458551454099654
15.0,0.0024529515764632652,0.4109358144552319,0.15001348435814454,0.43905070118662354,0.05080447397038853
14.0,0.00230173452060523,0.41754314994606256,0.14003505933117583,0.4424217907227616,0.05635580748176776
13.0,0.00214181047323478,0.4228694714131607,0.1300566343042071,0.44707389428263217,0.062275051595489045
12.0,0.001965886811525664,0.4278586839266451,0.12001078748651564,0.4521305285868393,0.06855432407145576
11.0,0.001797903144241198,0.43352211434735705,0.11003236245954692,0.456445523193096,0.07505772672631786
10.0,0.00163232797164266,0.4387810140237325,0.1000539374325782,0.46116504854368934,0.0818794373284272
